source_qid,target_qid,property_type,identifier
Q141796,Q61759,P62,6000000030545790782
Q144432,Q62156,P62,6000000030546143814
Q139849,Q61433,P62,6000000030546439091
Q148350,Q62570,P62,6000000030546515402
Q141797,Q61792,P62,6000000030546860889
Q135605,Q73500,P62,6000000031641646075
Q141650,Q72463,P62,6000000032667817564
Q141649,Q72466,P62,6000000032668464871
Q144113,Q68256,P62,6000000036368898440
Q139725,Q72648,P62,6000000041259987652
Q151923,Q65126,P62,6000000041263081677
Q151908,Q68812,P62,6000000041263106644
Q151924,Q65159,P62,6000000041263225627
Q151376,Q70394,P62,6000000041296988079
Q151560,Q71445,P62,6000000041303734510
Q151436,Q70502,P62,6000000041303977074
Q137712,Q70368,P62,6000000042037002594
Q151686,Q73692,P62,6000000042171376049
Q139737,Q72454,P62,6000000047942383944
Q139599,Q78156,P62,6000000053244329872
Q135517,Q74308,P62,6000000065777214898
Q137729,Q72543,P62,6000000070238328826
Q148312,Q68521,P62,6000000142105895054
Q100600,Q88918,P62,302182119970008198
Q102916,Q91236,P62,302186426600008221
Q104904,Q93239,P62,318593739800002079
Q105120,Q93455,P62,3381491
Q104906,Q93241,P62,360520370310001313
Q116600,Q104947,P62,379814567780012889
Q114727,Q103063,P62,390852027630002207
Q115973,Q104317,P62,391017930360010721
Q100975,Q89295,P62,3914281777690071760
Q105759,Q94092,P62,3915431532080124767
Q105781,Q94114,P62,3915447606900125285
Q106215,Q94553,P62,3915523143370044292
Q106211,Q94549,P62,3915556789490116350
Q106205,Q94543,P62,3915559546190032458
Q117302,Q105648,P62,3926961966330115700
Q117304,Q105650,P62,3926963524520115891
Q112804,Q101143,P62,3926969818650030022
Q117623,Q105969,P62,4067496007150031161
Q115302,Q103641,P62,4067519823100021180
Q117621,Q105967,P62,4067523799810010303
Q115300,Q103639,P62,4067557011140010308
Q117839,Q106184,P62,4067618057490010326
Q117138,Q105485,P62,4067651000740031062
Q115048,Q103385,P62,4067672355700123117
Q117134,Q105481,P62,4067680158210010342
Q115044,Q103381,P62,4067682592610020441
Q113130,Q101469,P62,4068078558290123221
Q113128,Q101467,P62,4068084227010048440
Q112395,Q100734,P62,4068099193130010323
Q111997,Q100334,P62,4068107661440020572
Q114388,Q102723,P62,4068111691660010327
Q111724,Q100062,P62,4069026975390010312
Q111676,Q100013,P62,4069076529180010318
Q113182,Q101521,P62,4069098829580048103
Q113178,Q101517,P62,4069109711460048112
Q111726,Q100064,P62,4069355645200020817
Q111736,Q100074,P62,4069381735600010388
Q109296,Q97638,P62,4069417418510071354
Q109933,Q98273,P62,4069419417000010398
Q100721,Q89041,P62,4085346784660032814
Q105695,Q94028,P62,4128013497140049722
Q106646,Q94984,P62,4168449344050058467
Q106550,Q94888,P62,4168490953610032334
Q106604,Q94942,P62,4168498692000072713
Q105643,Q93976,P62,4171476789890072533
Q117260,Q105606,P62,4179121104540034916
Q117258,Q105604,P62,4179138479930034930
Q114874,Q103211,P62,4179305190990036243
Q112501,Q100840,P62,4179621947050073407
Q113264,Q101603,P62,4179621973270034928
Q112167,Q100505,P62,4179732132180059855
Q112297,Q100635,P62,4179946460940064007
Q114719,Q103055,P62,4180323288100034990
Q116522,Q104869,P62,4190611625600041862
Q114492,Q102827,P62,4279787555100045019
Q116358,Q104704,P62,4279787637160023772
Q113274,Q101613,P62,4279794152710045460
Q116360,Q104706,P62,4284014115570059589
Q105824,Q94157,P62,4368374074540088479
Q105771,Q94104,P62,4368416013130031112
Q106961,Q95299,P62,4368457281750088372
Q107434,Q95774,P62,4368461048540088287
Q111636,Q99973,P62,4386407337160057781
Q108921,Q97262,P62,4410178104790084300
Q108923,Q97264,P62,4410181681180072451
Q108266,Q96607,P62,4410317755090072442
Q108240,Q96581,P62,4410424959800072206
Q108238,Q96579,P62,4410450306000041185
Q108244,Q96585,P62,4410488969090024951
Q108258,Q96599,P62,4410515800310024855
Q108268,Q96609,P62,4410519936670065745
Q108260,Q96601,P62,4410560214270065778
Q108262,Q96603,P62,4410589310260052841
Q108264,Q96605,P62,4410600524900072588
Q107366,Q95706,P62,4410719680960024502
Q106078,Q94413,P62,4410812169090066711
Q105703,Q94036,P62,4410847186200073281
Q105992,Q94327,P62,4411003666760085141
Q106267,Q94605,P62,4411077817660084635
Q108787,Q97129,P62,4413238907970084634
Q109476,Q97817,P62,4413241234740053136
Q109478,Q97819,P62,4413243520300037996
Q109480,Q97821,P62,4413245426210042025
Q110087,Q98428,P62,4413248024210024820
Q110607,Q98946,P62,4413250611870066560
Q107480,Q95820,P62,4494141591070061564
Q107476,Q95816,P62,4494141611060038046
Q108043,Q96383,P62,4494142858940120550
Q108707,Q97049,P62,4494144484570032763
Q109398,Q97740,P62,4494145863510033189
Q110029,Q98370,P62,4494147414800058173
Q110555,Q98894,P62,4494148754120047813
Q115847,Q104190,P62,4538880477870022264
Q115843,Q104186,P62,4538914240710064310
Q111656,Q99993,P62,4539109721550011587
Q106963,Q95301,P62,4567804484950035332
Q106947,Q95285,P62,4567807066220076975
Q106945,Q95283,P62,4567808770430035092
Q106943,Q95281,P62,4567814378660129709
Q106951,Q95289,P62,4567817359610082232
Q106953,Q95291,P62,4567818901930120003
Q107456,Q95796,P62,4567828406120068479
Q107458,Q95798,P62,4567830251780067998
Q107444,Q95784,P62,4567875406370046579
Q108013,Q96352,P62,4567878167320068574
Q108015,Q96354,P62,4567881592600046683
Q108713,Q97055,P62,4567971138000035033
Q109404,Q97746,P62,4567976077410082469
Q110035,Q98376,P62,4567978684870046211
Q110561,Q98900,P62,4567981667930046331
Q108027,Q96366,P62,4569482970790026051
Q106869,Q95207,P62,4569900099540082773
Q108017,Q96356,P62,4571960599400047297
Q108685,Q97027,P62,4571962815890036148
Q108687,Q97029,P62,4571964620970121108
Q109386,Q97728,P62,4572059746030047418
Q110017,Q98358,P62,4572063285970069225
Q110545,Q98884,P62,4572065898640057451
Q109454,Q97795,P62,4579776863610084664
Q110067,Q98408,P62,4579802672330038505
Q110593,Q98932,P62,4579812207890050238
Q107025,Q95363,P62,4586243328850125422
Q107527,Q95866,P62,4586245338330072433
Q108091,Q96430,P62,4586247809920086555
Q108777,Q97119,P62,4586249581550063831
Q109470,Q97811,P62,4586252433990052426
Q110083,Q98424,P62,4586254278560063550
Q110603,Q98942,P62,4586256134590086470
Q105972,Q94307,P62,4589040048480063821
Q105974,Q94309,P62,4589042976800125911
Q105976,Q94311,P62,4589049441860072401
Q108065,Q96404,P62,4589168343650021776
Q108733,Q97075,P62,4589170779480052597
Q109416,Q97757,P62,4589181585010021582
Q110049,Q98390,P62,4589184047760041866
Q110575,Q98914,P62,4589187007390030568
Q106863,Q95201,P62,4594260333890043173
Q106414,Q94753,P62,4594705744500072820
Q106779,Q95117,P62,4595014207740126107
Q106787,Q95125,P62,4595015323680031345
Q106783,Q95121,P62,4595020363960064440
Q106116,Q94453,P62,4595497170610064355
Q105848,Q94183,P62,4595920684440021949
Q105853,Q94189,P62,4595923312630072927
Q109939,Q98279,P62,4616092461450069534
Q108543,Q96884,P62,4620508539980060311
Q109220,Q97562,P62,4620606520680038153
Q107877,Q96216,P62,4620639915470079633
Q109881,Q98221,P62,4620733819120079572
Q110415,Q98754,P62,4620778409650080165
Q116706,Q105053,P62,4645641114540033176
Q116217,Q104561,P62,4673283785760128331
Q106620,Q94958,P62,4684701331470022244
Q106608,Q94946,P62,4684704228890066184
Q106610,Q94948,P62,4684713117030032576
Q107506,Q95846,P62,4684725552280075132
Q107591,Q95930,P62,4708965964410078304
Q108208,Q96548,P62,4708968754290068830
Q108881,Q97223,P62,4708971616250069123
Q109584,Q97925,P62,4708974508820069134
Q110171,Q98511,P62,4708977832680025655
Q110705,Q99044,P62,4708981482370069150
Q109194,Q97536,P62,4710142971740078150
Q109853,Q98193,P62,4710145207440125252
Q110391,Q98730,P62,4710147911100035950
Q108523,Q96864,P62,4710213239640125147
Q108525,Q96866,P62,4710222669830025963
Q104316,Q92645,P62,4744738752710039225
Q106640,Q94978,P62,4752719506900128751
Q109472,Q97813,P62,4787943625280042053
Q105777,Q94110,P62,4792732253640081170
Q106612,Q94950,P62,4792805470070068441
Q107011,Q95349,P62,4792809478350042224
Q107508,Q95848,P62,4792819927500041755
Q107510,Q95850,P62,4792822457030080965
Q107512,Q95852,P62,4792824938350024938
Q108067,Q96406,P62,4792831665170042268
Q108069,Q96408,P62,4792834467570052375
Q108071,Q96410,P62,4792837400560123646
Q108073,Q96412,P62,4792840787400042136
Q108749,Q97091,P62,4792843528330024822
Q109424,Q97765,P62,4792851257750124224
Q109426,Q97767,P62,4792854694120051946
Q108751,Q97093,P62,4792859223800041919
Q108735,Q97077,P62,4792865364080077099
Q108753,Q97095,P62,4792866757190024921
Q108755,Q97097,P62,4792872895200077149
Q108737,Q97079,P62,4792874967860124351
Q108739,Q97081,P62,4792877477620123897
Q108741,Q97083,P62,4792880220360024954
Q109428,Q97769,P62,4792881460170024713
Q108743,Q97085,P62,4792883117480123661
Q109430,Q97771,P62,4792885657570081005
Q110053,Q98394,P62,4792890770140068345
Q108745,Q97087,P62,4792894367370077177
Q110579,Q98918,P62,4792895288180025164
Q108747,Q97089,P62,4792900092390024461
Q109418,Q97759,P62,4792903975770041813
Q109420,Q97761,P62,4792908205480076655
Q109422,Q97763,P62,4792910802110076977
Q110051,Q98392,P62,4792913755000024675
Q110577,Q98916,P62,4792922947010124295
Q109432,Q97773,P62,4792944064160077128
Q109434,Q97775,P62,4792954876890042192
Q109436,Q97777,P62,4792957443220024436
Q109438,Q97779,P62,4792960076760077392
Q109440,Q97781,P62,4792962622930068264
Q106598,Q94936,P62,4793345219140041709
Q106600,Q94938,P62,4793350175730077031
Q107003,Q95341,P62,4793371566360076955
Q107490,Q95830,P62,4793376846080052537
Q107492,Q95832,P62,4793382359600067988
Q107494,Q95834,P62,4793388673220081068
Q107496,Q95836,P62,4793391974260051974
Q106995,Q95333,P62,4793398050250024556
Q106997,Q95335,P62,4793418736620080873
Q106999,Q95337,P62,4793428752640123935
Q107001,Q95339,P62,4793434726790077277
Q107498,Q95838,P62,4793439698070042157
Q107500,Q95840,P62,4793447182220024676
Q108059,Q96399,P62,4793452343030024600
Q108727,Q97069,P62,4793459911850041608
Q107502,Q95842,P62,4793464788280068219
Q108061,Q96401,P62,4793468852820068227
Q108729,Q97071,P62,4793475876720077115
Q108057,Q96397,P62,4793482059530076687
Q108723,Q97065,P62,4793488504270123722
Q108725,Q97067,P62,4793492799520080892
Q107460,Q95800,P62,4793512891010042262
Q108029,Q96368,P62,4793516046960024702
Q108697,Q97039,P62,4793519828050042090
Q109384,Q97726,P62,4793524554540068204
Q110015,Q98356,P62,4793529535590051814
Q108019,Q96358,P62,4793537040300025145
Q108689,Q97031,P62,4793545539590068413
Q107440,Q95780,P62,4793549226330067767
Q108691,Q97033,P62,4793552315580081377
Q109378,Q97720,P62,4793555023090081478
Q108011,Q96350,P62,4793556643800025093
Q108683,Q97025,P62,4793560104140081299
Q110007,Q98348,P62,4793562310690025101
Q110009,Q98350,P62,4793567678680067717
Q110539,Q98878,P62,4793575413670051803
Q107472,Q95812,P62,4793588117290081525
Q109376,Q97718,P62,4793590249550051930
Q108037,Q96377,P62,4793603268560068265
Q110005,Q98346,P62,4793606696060123785
Q108703,Q97045,P62,4793609171070025026
Q110537,Q98876,P62,4793612016110025034
Q109394,Q97736,P62,4793613451410068366
Q110025,Q98366,P62,4793620676560123746
Q110551,Q98890,P62,4793627027940052493
Q107442,Q95782,P62,4793643346570024842
Q107599,Q95938,P62,4794257941600051866
Q108214,Q96554,P62,4794281975370067789
Q108887,Q97229,P62,4794288422030052006
Q108889,Q97231,P62,4794300664730042393
Q109590,Q97931,P62,4794305673570067962
Q110177,Q98517,P62,4794310365830076810
Q110709,Q99048,P62,4794314754060042022
Q109592,Q97933,P62,4794488824910076873
Q110179,Q98519,P62,4794527279800024626
Q110711,Q99050,P62,4794537596450041877
Q108115,Q96454,P62,4795334765240052480
Q108811,Q97153,P62,4795346503040042202
Q109512,Q97853,P62,4795352977770052224
Q107139,Q95478,P62,4795851403960077195
Q107137,Q95476,P62,4795851421850030692
Q107647,Q95986,P62,4795858708000068306
Q108274,Q96615,P62,4795867654040076614
Q108941,Q97282,P62,4795872256260077068
Q109647,Q97987,P62,4795885030090041719
Q107649,Q95988,P62,4795894960880124162
Q107651,Q95990,P62,4795936516590123618
Q106673,Q95011,P62,4796097121820077153
Q106552,Q94890,P62,4796100086750077039
Q107603,Q95942,P62,4796103037730123679
Q107183,Q95522,P62,4796108175580076955
Q107605,Q95944,P62,4796115974250051819
Q107607,Q95946,P62,4796148070580041812
Q108218,Q96558,P62,4796152443840024646
Q108899,Q97240,P62,4796158028740081446
Q109604,Q97945,P62,4796162388800076798
Q107185,Q95524,P62,4796190638260024478
Q107187,Q95526,P62,4796193947900081273
Q109606,Q97947,P62,4796197017300080899
Q107189,Q95528,P62,4796199274330052058
Q109608,Q97949,P62,4796200394010068022
Q107191,Q95530,P62,4796220263350052180
Q107193,Q95532,P62,4796225477130076828
Q106554,Q94892,P62,4796236802220081166
Q106913,Q95251,P62,4796242906560076614
Q106556,Q94894,P62,4796243789320052017
Q106917,Q95255,P62,4796248872120052287
Q107402,Q95742,P62,4796250573510124017
Q106558,Q94896,P62,4796253470760124025
Q106919,Q95257,P62,4796254886790042287
Q106560,Q94898,P62,4796256529440067981
Q106562,Q94900,P62,4796257630890081509
Q107406,Q95746,P62,4796260531950124298
Q107983,Q96322,P62,4796264991200123733
Q108647,Q96988,P62,4796269659320025109
Q106921,Q95259,P62,4796270874320052540
Q107408,Q95748,P62,4796276319050042161
Q107410,Q95750,P62,4796284336370080878
Q107412,Q95752,P62,4796290847360024564
Q107985,Q96324,P62,4796294731520052058
Q107987,Q96326,P62,4796300133680080805
Q107989,Q96328,P62,4796302114530052497
Q108663,Q97004,P62,4796306320240052070
Q108649,Q96990,P62,4796310114140123938
Q108651,Q96992,P62,4796312564770024959
Q108653,Q96994,P62,4796316769760124033
Q108655,Q96996,P62,4796318589920123651
Q108657,Q96998,P62,4796320525340052089
Q108659,Q97000,P62,4796325109670024530
Q108661,Q97002,P62,4796326852950052098
Q109354,Q97696,P62,4796334688900041629
Q109356,Q97698,P62,4796336978140081277
Q109991,Q98331,P62,4796344907200076836
Q109993,Q98333,P62,4796348251840076844
Q110527,Q98866,P62,4796352436540123932
Q110529,Q98868,P62,4796353523270068384
Q107991,Q96330,P62,4796405525440080976
Q108665,Q97006,P62,4796411994370041614
Q109358,Q97700,P62,4796417268050076710
Q107979,Q96318,P62,4796429153550052225
Q106671,Q95009,P62,4796519627780042316
Q107677,Q96016,P62,4796549165870067846
Q107679,Q96018,P62,4796551283960077023
Q108308,Q96649,P62,4796565109550124273
Q108310,Q96651,P62,4796569836320042156
Q108312,Q96653,P62,4796571055100081346
Q108314,Q96655,P62,4796582676420052254
Q108984,Q97326,P62,4796584530890042331
Q108990,Q97332,P62,4796586903200081419
Q108986,Q97328,P62,4796594277730068073
Q109695,Q98035,P62,4796595203110080913
Q110261,Q98601,P62,4796605107160077247
Q109691,Q98031,P62,4796606531750067832
Q108988,Q97330,P62,4796611597950024886
Q110761,Q99100,P62,4796614766960081391
Q109693,Q98033,P62,4796623041430024658
Q110255,Q98595,P62,4796630213930123847
Q110257,Q98597,P62,4796643629910042203
Q110259,Q98599,P62,4796655627450025142
Q110759,Q99098,P62,4796680613560041988
Q107681,Q96020,P62,4796802213990031301
Q107685,Q96024,P62,4796805497920068136
Q108324,Q96665,P62,4796843968000077156
Q108326,Q96667,P62,4796848685030077299
Q108316,Q96657,P62,4796869208750123760
Q107197,Q95536,P62,4797199670910024911
Q107701,Q96040,P62,4797203567040024508
Q108348,Q96689,P62,4797253228600042106
Q109044,Q97386,P62,4797263696330041746
Q109046,Q97388,P62,4797325097440042186
Q109715,Q98055,P62,4797353380200052507
Q109717,Q98057,P62,4797362959450052519
Q109719,Q98059,P62,4797380438550024633
Q109721,Q98061,P62,4797433035860042066
Q110281,Q98621,P62,4797479507730041694
Q110781,Q99120,P62,4797519336660068447
Q110895,Q99234,P62,4797542760090081368
Q110283,Q98623,P62,4797616252580024733
Q110897,Q99236,P62,4797643916500052457
Q107141,Q95480,P62,4801029627580042333
Q107653,Q95992,P62,4801045899260052120
Q107699,Q96038,P62,4801079295660068833
Q108346,Q96687,P62,4801090265710081105
Q107695,Q96034,P62,4801099636440125119
Q108216,Q96556,P62,4801661363250124813
Q108891,Q97233,P62,4801666948550077820
Q108893,Q97235,P62,4801701429150052588
Q108895,Q97237,P62,4801713143440124920
Q108897,Q97239,P62,4801713862890052073
Q109602,Q97943,P62,4801732940300077661
Q109594,Q97935,P62,4801734564130125062
Q109596,Q97937,P62,4801749966670069079
Q109598,Q97939,P62,4801751446630124509
Q110181,Q98521,P62,4801754843660041763
Q109600,Q97941,P62,4801756406010025625
Q110183,Q98523,P62,4801765491660051983
Q110189,Q98529,P62,4801766265630025511
Q110717,Q99056,P62,4801780192320080907
Q110185,Q98525,P62,4801808710990077587
Q110713,Q99052,P62,4801817408780041807
Q110187,Q98527,P62,4801830587700077628
Q110715,Q99054,P62,4801839429780078187
Q107593,Q95932,P62,4802285842340025677
Q107595,Q95934,P62,4802289916080125128
Q107597,Q95936,P62,4802293538180042200
Q108212,Q96552,P62,4802300924110081071
Q108210,Q96550,P62,4802303848460077597
Q108206,Q96546,P62,4802305596400078179
Q108883,Q97225,P62,4802309984180025543
Q108885,Q97227,P62,4802310905390077967
Q108879,Q97221,P62,4802314540790125084
Q109586,Q97927,P62,4802319054030041710
Q109588,Q97929,P62,4802319186440081258
Q109578,Q97919,P62,4802325929460078110
Q110175,Q98515,P62,4802330452990068952
Q110173,Q98513,P62,4802330555180081416
Q109580,Q97921,P62,4802338415170124970
Q110707,Q99046,P62,4802340240440081184
Q109582,Q97923,P62,4802348032540025449
Q110169,Q98509,P62,4802353112770077947
Q106689,Q95027,P62,4802375988240052365
Q106691,Q95029,P62,4802383785320042292
Q107217,Q95556,P62,4802392321510081552
Q107219,Q95558,P62,4802399329690051812
Q107729,Q96068,P62,4802408894270052016
Q107727,Q96066,P62,4802419657110069171
Q108370,Q96711,P62,4802425742800041643
Q108372,Q96713,P62,4802434289790025219
Q108374,Q96715,P62,4802435976170041653
Q109070,Q97412,P62,4802446899530041687
Q109068,Q97410,P62,4802450697940125199
Q109737,Q98077,P62,4802452614520081205
Q109066,Q97408,P62,4802458288150124408
Q109735,Q98075,P62,4802478379600124568
Q110297,Q98637,P62,4802526641600069119
Q110911,Q99250,P62,4802551308830081498
Q106683,Q95021,P62,4802808572570042138
Q106685,Q95023,P62,4802813745740078010
Q107215,Q95554,P62,4802819679440025555
Q107205,Q95544,P62,4802824680840077629
Q107207,Q95546,P62,4802825947460081091
Q107725,Q96064,P62,4802832528620081237
Q107209,Q95548,P62,4802838670620124607
Q108366,Q96707,P62,4802841869670042054
Q107711,Q96050,P62,4802846513670042165
Q108368,Q96709,P62,4802851878970052314
Q108358,Q96699,P62,4802854786280077979
Q109062,Q97404,P62,4802858031660041890
Q107707,Q96046,P62,4802858400750042072
Q108360,Q96701,P62,4802862798870077990
Q109064,Q97406,P62,4802864828390077723
Q107709,Q96048,P62,4802866885610124637
Q109056,Q97398,P62,4802868397020077473
Q109733,Q98073,P62,4802882348190042191
Q108356,Q96697,P62,4802886061840124657
Q107211,Q95550,P62,4802890198200025885
Q110295,Q98635,P62,4802892966450069034
Q109054,Q97396,P62,4802895232000124674
Q107713,Q96052,P62,4802897243860081150
Q107715,Q96054,P62,4802917850660081183
Q109731,Q98071,P62,4802920737040080819
Q110909,Q99248,P62,4802925288360042219
Q107717,Q96056,P62,4802929148420081101
Q110293,Q98633,P62,4802930441970042232
Q107719,Q96058,P62,4802934935700041614
Q110907,Q99246,P62,4802936148560041731
Q108362,Q96703,P62,4802939737130025777
Q107213,Q95552,P62,4802942849730041846
Q109058,Q97400,P62,4802946495840051892
Q109060,Q97402,P62,4802949937530052119
Q107721,Q96060,P62,4802951877670125003
Q108364,Q96705,P62,4802957049810080847
Q107723,Q96062,P62,4802964170140124559
Q107145,Q95485,P62,4802979863490081161
Q107147,Q95487,P62,4802982132050068962
Q107661,Q96000,P62,4803017915170025333
Q107149,Q95489,P62,4803018579070042143
Q107655,Q95994,P62,4803024026900124703
Q107663,Q96002,P62,4803024879380077504
Q107657,Q95996,P62,4803031593310078103
Q107659,Q95998,P62,4803032608430025872
Q108284,Q96625,P62,4803034331990025484
Q108282,Q96623,P62,4803040668340124696
Q108276,Q96617,P62,4803042456830025360
Q108953,Q97294,P62,4803044520030041737
Q108951,Q97292,P62,4803057610050052599
Q108278,Q96619,P62,4803058629060124630
Q108280,Q96621,P62,4803060470590081504
Q109655,Q97995,P62,4803064226590025961
Q108943,Q97284,P62,4803067657700081402
Q108945,Q97286,P62,4803072352490077553
Q108949,Q97290,P62,4803075773040124953
Q109649,Q97989,P62,4803078698540081162
Q109653,Q97993,P62,4803082253170124530
Q110219,Q98559,P62,4803083310730077578
Q108947,Q97288,P62,4803085740320042236
Q110227,Q98567,P62,4803088810580077658
Q110739,Q99078,P62,4803090107760080992
Q109651,Q97991,P62,4803092200710081195
Q110743,Q99082,P62,4803094473750052540
Q110221,Q98561,P62,4803101436910078105
Q110741,Q99080,P62,4803105036140077519
Q110223,Q98563,P62,4803107409840124736
Q110225,Q98565,P62,4803108838170069076
Q108998,Q97340,P62,4803176946370042230
Q108330,Q96671,P62,4803180197730042161
Q108328,Q96669,P62,4803184933180078098
Q109010,Q97352,P62,4803187957870125152
Q109699,Q98039,P62,4803189882210124462
Q109002,Q97344,P62,4803192503180077420
Q109707,Q98047,P62,4803194192300078018
Q110265,Q98605,P62,4803195752090124602
Q109004,Q97346,P62,4803198274530069282
Q110273,Q98613,P62,4803199712350125163
Q110767,Q99106,P62,4803202125050042249
Q109006,Q97348,P62,4803202315030077442
Q110773,Q99112,P62,4803208162700025559
Q109008,Q97350,P62,4803209955270052013
Q109701,Q98041,P62,4803216846440124647
Q110267,Q98607,P62,4803222693770042129
Q109703,Q98043,P62,4803230672010052278
Q110269,Q98609,P62,4803236418160081549
Q110769,Q99108,P62,4803240622450042238
