property,value,qids...
P60,671CBEAF9E96E1EFBC179A22EF79916BE7E1,Q153645,Q153679,Q153696
P60,004488DB4CF24A3F99EE88350528B9791196,Q70688,Q86060
P60,00555326B0F54B93AAD8BBBFD7B90C9982E0,Q102094,Q90414
P60,007902B845CF4F59A5CC5257E09FED41B6B6,Q70544,Q85964
P60,01695175859A46879FCCBF5925A50353BF8A,Q102288,Q90608
P60,01D426CD2CB348BC9211D4A8C93F7373B8A7,Q102132,Q90452
P60,02792C7EE7BB43F8B4A10E5CC0420A6835A1,Q102236,Q90556
P60,028E468202C84E54990472848746926E2434,Q70769,Q86114
P60,02945106866B4C51AAABD848D7EBC173E6C1,Q102268,Q90588
P60,0541A8DEB2A24AA9816E6F4461F22607355D,Q102072,Q90392
P60,0542A21BA7F24C40A59CDF886ECDCC27FF07,Q70625,Q86018
P60,062931B5BBF147A8A43510D619BF4939C900,Q70700,Q86068
P60,0827858106CF4D8388A4422B0D4D22A08F84,Q102206,Q90526
P60,088DF3E65A5B417FA0381F4CE273A3A8C66A,Q70517,Q85946
P60,093E5110D12245178DC34C426D3CB4E517B7,Q70637,Q86026
P60,0965C23599EB421F938B5081750BA3CB2788,Q102110,Q90430
P60,0A25442808404861B101BFDA358D9766963E,Q69922,Q85549
P60,0A5E45E3F2DA496AA5E7C46D78993174826C,Q70107,Q85673
P60,0A67415FDE82445B8AA3AA4019DA87F192D5,Q70874,Q86184
P60,0ABB81E86979487FA0B21FFB78A1D1A3D058,Q102238,Q90558
P60,0B8AE4AD64374DB2B91A16E043E76D002055,Q69916,Q85545
P60,0C98FB4CD85C486B994B04C032F65F42433C,Q70673,Q86050
P60,0CBC156259304257B761160AD48C795BCD19,Q102276,Q90596
P60,0D9C2FF59CDB43159ED07E7EF676DA0E5A11,Q70859,Q86174
P60,0DAE2395A29142E08CBFC85A9069F8F91F33,Q102252,Q90572
P60,0F23593DD0E6456EA3015294E6F03FC393BE,Q69919,Q85547
P60,0F2777F334A34D828B3324CC6ED42F056A3F,Q70733,Q86090
P60,0F2F0DC853D749D89DE768D16A7367A90858,Q70511,Q85942
P60,0F745227E19A43449738126E675B11B7D7B7,Q69954,Q85571
P60,0FDFC9E0A4EB4216B71361C4DD4F8D0D3361,Q74985,Q88931
