property,qid,value,occurrences
P61,Q146943,Q115633979,2
P61,Q146944,Q115633976,2
P61,Q146945,Q115634081,2
P61,Q146946,Q10320098,2
P61,Q146947,Q334861,2
P61,Q146948,Q62394052,2
P61,Q146949,Q114439220,2
P61,Q146950,Q451436,2
P61,Q146951,Q698449,2
P61,Q146952,Q319713,2
P61,Q146953,Q74016,2
P61,Q146954,Q44192477,2
P61,Q146955,Q1625275,2
P61,Q146956,Q349097,2
P61,Q146957,Q41849,2
P61,Q146958,Q16838883,2
P61,Q146959,Q56285213,2
P61,Q146960,Q4886371,2
P61,Q146961,Q76371340,2
P61,Q146962,Q76371348,2
P61,Q146963,Q76068823,2
P61,Q146964,Q76068846,2
P61,Q146965,Q76068848,2
P61,Q146966,Q2836747,2
P61,Q146967,Q10516384,2
P61,Q146968,Q551979,2
P61,Q146969,Q5534867,2
P61,Q146970,Q76012377,2
P61,Q146971,Q75397899,2
P61,Q146972,Q81286521,2
P61,Q146973,Q81286733,2
P61,Q146974,Q116168632,2
P61,Q146975,Q116168629,2
P61,Q146976,Q64617504,2
P61,Q146977,Q101510405,2
P61,Q146978,Q106686423,2
P61,Q146979,Q27996050,2
P61,Q146980,Q75558703,2
P61,Q146981,Q75558685,2
P61,Q146982,Q116005819,2
P61,Q146983,Q116005809,2
P61,Q146984,Q2659818,2
P61,Q146985,Q3394080,2
P61,Q146986,Q9069406,2
P61,Q146987,Q3623119,2
P61,Q146988,Q4170906,2
P61,Q146989,Q3622849,2
P61,Q146990,Q6226095,2
P61,Q146991,Q4875254,2
P61,Q146992,Q110426591,2
P61,Q146993,Q1851248,2
P61,Q146994,Q110426550,2
P61,Q146995,Q76320890,2
P61,Q146996,Q6524419,2
P61,Q146997,Q116113294,2
P61,Q146998,Q7059570,2
P61,Q146999,Q250708,2
P61,Q147000,Q1316880,2
P61,Q147001,Q1102281,2
P61,Q147002,Q707192,2
P61,Q147003,Q14941759,2
P61,Q147004,Q31199922,2
P61,Q147005,Q3713168,2
P61,Q147006,Q62347,2
P61,Q147007,Q3658283,2
P61,Q147008,Q15628593,2
P61,Q147009,Q6432990,2
P61,Q14701,Q11666429,3
P61,Q147010,Q366841,2
P61,Q147011,Q727519,2
P61,Q147012,Q26868798,2
P61,Q147013,Q2131600,2
P61,Q147014,Q1896515,2
P61,Q147015,Q44191443,2
P61,Q147016,Q61314926,2
P61,Q147017,Q319108,2
P61,Q147018,Q19663689,2
P61,Q147019,Q312938,2
P61,Q147020,Q6229938,2
P61,Q147021,Q1063734,2
P61,Q147022,Q2057908,2
P61,Q147023,Q27850414,2
P61,Q147024,Q3613868,2
P61,Q147025,Q2301924,2
P61,Q147026,Q75644533,2
P61,Q147027,Q75242460,2
P61,Q147028,Q75387747,2
P61,Q147029,Q75387751,2
P61,Q147030,Q103838153,2
P61,Q147031,Q75387756,2
P61,Q147032,Q17418842,2
P61,Q147033,Q75387795,2
P61,Q147034,Q2849820,2
P61,Q147035,Q75532157,2
P61,Q147036,Q75244884,2
P61,Q147037,Q75532159,2
P61,Q147038,Q75387734,2
P61,Q147039,Q5903786,2
P61,Q147040,Q75929998,2
P61,Q147041,Q76155998,2
P61,Q147042,Q31192919,2
P61,Q147043,Q2283427,2
P61,Q147044,Q102393937,2
P61,Q147045,Q108838903,2
P61,Q147046,Q110260514,2
P61,Q147047,Q4267368,2
P61,Q147048,Q110603045,2
P61,Q147049,Q44191719,2
P61,Q14705,Q20038735,3
P61,Q147050,Q1782084,2
P61,Q147051,Q695423,2
P61,Q147052,Q43562,2
P61,Q147053,Q117833181,2
P61,Q147054,Q110260922,2
P61,Q147055,Q61140617,2
P61,Q147056,Q110426560,2
P61,Q147057,Q116005668,2
P61,Q147058,Q2241409,2
P61,Q147059,Q2420596,2
P61,Q147060,Q2609844,2
P61,Q147061,Q65224111,2
P61,Q147062,Q1539557,2
P61,Q147063,Q87563,2
P61,Q147064,Q1510323,2
P61,Q147065,Q3455783,2
P61,Q147066,Q230050,2
P61,Q147067,Q298896,2
P61,Q147068,Q232147,2
P61,Q147069,Q646297,2
P61,Q147070,Q123081844,2
P61,Q147071,Q75587953,2
P61,Q147072,Q25487256,2
P61,Q147073,Q1459919,2
P61,Q147074,Q20680020,2
P61,Q147075,Q15845560,2
P61,Q147076,Q15845558,2
P61,Q147077,Q77243,2
P61,Q147078,Q2631942,2
P61,Q147079,Q2219009,2
P61,Q147080,Q76230266,2
P61,Q147081,Q106686379,2
P61,Q147082,Q2265560,2
P61,Q147083,Q106686377,2
P61,Q147084,Q76355860,2
P61,Q147085,Q110509706,2
P61,Q147086,Q2088259,2
P61,Q147087,Q2690987,2
P61,Q147088,Q83660,2
P61,Q147089,Q664188,2
P61,Q14709,Q11464860,3
P61,Q147090,Q57398928,2
P61,Q147091,Q690990,2
P61,Q147092,Q280016,2
P61,Q147093,Q105983224,2
P61,Q147094,Q105983186,2
P61,Q147095,Q2150379,2
P61,Q147096,Q110578333,2
P61,Q147097,Q3567358,2
P61,Q147098,Q22256392,2
P61,Q147099,Q116005449,2
P61,Q147100,Q983640,2
P61,Q147101,Q1679119,2
P61,Q147102,Q96245291,2
P61,Q147103,Q102834788,2
P61,Q147104,Q110537417,2
P61,Q147105,Q110377897,2
P61,Q147106,Q44191449,2
P61,Q147107,Q88212465,2
P61,Q147108,Q118189175,2
P61,Q147109,Q105782,2
P61,Q147110,Q1637604,2
P61,Q147111,Q110426555,2
P61,Q147112,Q61848681,2
P61,Q147113,Q18632112,2
P61,Q147114,Q2039320,2
P61,Q147115,Q1599468,2
P61,Q147116,Q2915743,2
P61,Q147117,Q2480217,2
P61,Q147118,Q75290607,2
P61,Q147119,Q764421,2
P61,Q14712,Q99519004,3
P61,Q147120,Q224728,2
P61,Q147121,Q232323,2
P61,Q147122,Q1970878,2
P61,Q147123,Q75291448,2
P61,Q147124,Q458104,2
P61,Q147125,Q475598,2
P61,Q147126,Q75292078,2
P61,Q147127,Q655190,2
P61,Q147128,Q346380,2
P61,Q147129,Q75292072,2
P61,Q14713,Q7223311,3
P61,Q147130,Q78797,2
P61,Q147131,Q1285826,2
P61,Q147132,Q76263822,2
P61,Q147133,Q76263834,2
P61,Q147134,Q1597755,2
P61,Q147135,Q1496886,2
P61,Q147136,Q2131594,2
P61,Q147137,Q1221203,2
P61,Q147138,Q44192400,2
P61,Q147139,Q76005906,2
P61,Q147140,Q76005907,2
P61,Q147141,Q116030500,2
P61,Q147142,Q110261702,2
P61,Q147143,Q110571314,2
P61,Q147144,Q99210680,2
P61,Q147145,Q99210682,2
P61,Q147146,Q1635198,2
P61,Q147147,Q76300892,2
P61,Q147148,Q32893531,2
P61,Q147149,Q1457970,2
P61,Q147150,Q1599699,2
P61,Q147151,Q110378097,2
P61,Q147152,Q110571210,2
P61,Q147153,Q963763,2
P61,Q147154,Q672163,2
P61,Q147155,Q323102,2
P61,Q147156,Q76096,2
P61,Q147157,Q320730,2
P61,Q147158,Q20500876,2
P61,Q147159,Q5546362,2
P61,Q147160,Q60178305,2
P61,Q147161,Q75289184,2
P61,Q147162,Q75289185,2
P61,Q147163,Q75289187,2
P61,Q147164,Q75289183,2
P61,Q147165,Q117801554,2
P61,Q147166,Q3721523,2
P61,Q147167,Q769720,2
P61,Q147168,Q567387,2
P61,Q147169,Q661181,2
P61,Q147170,Q5144468,2
P61,Q147171,Q75247912,2
P61,Q147172,Q75289041,2
P61,Q147173,Q75289125,2
P61,Q147174,Q75289127,2
P61,Q147175,Q75289133,2
P61,Q147176,Q65966762,2
P61,Q147177,Q2561598,2
P61,Q147178,Q4183030,2
P61,Q147179,Q4183031,2
P61,Q147180,Q4198932,2
P61,Q147181,Q125578183,2
P61,Q147182,Q240860,2
P61,Q147183,Q437303,2
P61,Q147184,Q9336794,2
P61,Q147185,Q61282652,2
P61,Q147186,Q96239455,2
P61,Q147187,Q36760,2
P61,Q147188,Q5151391,2
P61,Q147189,Q2941574,2
P61,Q147190,Q3514643,2
P61,Q147191,Q3576183,2
P61,Q147192,Q5152255,2
P61,Q147193,Q58607,2
P61,Q147194,Q4198927,2
P61,Q147195,Q4538774,2
P61,Q147196,Q24807844,2
P61,Q147197,Q24807898,2
P61,Q147198,Q4195630,2
P61,Q147199,Q572023,2
P61,Q147200,Q470602,2
P61,Q147201,Q13478149,2
P61,Q147202,Q4189496,2
P61,Q147203,Q13030451,2
P61,Q147204,Q13028650,2
P61,Q147205,Q4173062,2
P61,Q147206,Q20715502,2
P61,Q147207,Q21684249,2
P61,Q147208,Q496285,2
P61,Q147209,Q2394287,2
P61,Q14721,Q20042593,3
P61,Q147210,Q4127281,2
P61,Q147211,Q924212,2
P61,Q147212,Q18235389,2
P61,Q147213,Q61867147,2
P61,Q147214,Q16738581,2
P61,Q147215,Q30879239,2
P61,Q147216,Q75394228,2
P61,Q147217,Q102656608,2
P61,Q147218,Q107239215,2
P61,Q147219,Q4538770,2
P61,Q147220,Q102858229,2
P61,Q147221,Q13478526,2
P61,Q147222,Q3932110,2
P61,Q147223,Q53443,2
P61,Q147224,Q936880,2
P61,Q147225,Q4305606,2
P61,Q147226,Q4200568,2
P61,Q147227,Q4333469,2
P61,Q147228,Q4397028,2
P61,Q147229,Q4493893,2
P61,Q14723,Q18336851,3
P61,Q147230,Q4153689,2
P61,Q147231,Q16665478,2
P61,Q147232,Q4162897,2
P61,Q147233,Q12073596,2
P61,Q147234,Q12093761,2
P61,Q147235,Q4065848,2
P61,Q147236,Q4305592,2
P61,Q147237,Q27855790,2
P61,Q147238,Q4065823,2
P61,Q147239,Q49229716,2
P61,Q147240,Q25303541,2
P61,Q147241,Q24895868,2
P61,Q147242,Q61586,2
P61,Q147243,Q112243755,2
P61,Q147244,Q1089423,2
P61,Q147245,Q123983133,2
P61,Q147246,Q17195283,2
P61,Q147247,Q22045539,2
P61,Q147248,Q73612935,2
P61,Q147249,Q28717825,2
P61,Q147250,Q887965,2
P61,Q147251,Q75393579,2
P61,Q147252,Q75291878,2
P61,Q147253,Q3198083,2
P61,Q147254,Q463518,2
P61,Q147255,Q101248127,2
P61,Q147256,Q101248118,2
P61,Q147257,Q76179222,2
P61,Q147258,Q16842474,2
P61,Q147259,Q7324852,2
P61,Q147260,Q8007041,2
P61,Q147261,Q103566211,2
P61,Q147262,Q5296535,2
P61,Q147263,Q887267,2
P61,Q147264,Q1241816,2
P61,Q147265,Q76159041,2
P61,Q147266,Q75513261,2
P61,Q147267,Q5524421,2
P61,Q147268,Q18528356,2
P61,Q147269,Q108524449,2
P61,Q147270,Q108524465,2
P61,Q147271,Q76006546,2
P61,Q147272,Q75387897,2
P61,Q147273,Q75387908,2
P61,Q147274,Q75387910,2
P61,Q147275,Q75387914,2
P61,Q147276,Q75387912,2
P61,Q147277,Q20877365,2
P61,Q147278,Q2610522,2
P61,Q147279,Q77251,2
P61,Q147280,Q76240028,2
P61,Q147281,Q108377957,2
P61,Q147282,Q19303221,2
P61,Q147283,Q513118,2
P61,Q147284,Q19303219,2
P61,Q147285,Q5561989,2
P61,Q147286,Q61314239,2
P61,Q147287,Q75387881,2
P61,Q147288,Q75644535,2
P61,Q147289,Q7966648,2
P61,Q147290,Q75902497,2
P61,Q147291,Q61491979,2
P61,Q147292,Q98101439,2
P61,Q147293,Q16239683,2
P61,Q147294,Q56526180,2
P61,Q147295,Q75387829,2
P61,Q147296,Q111143445,2
P61,Q147297,Q75795947,2
P61,Q147298,Q111143520,2
P61,Q147299,Q116169033,2
P61,Q147300,Q75241554,2
P61,Q147301,Q111794929,2
P61,Q147302,Q75617614,2
P61,Q147303,Q12152820,2
P61,Q147304,Q17449690,2
P61,Q147305,Q1268485,2
P61,Q147306,Q311057,2
P61,Q147307,Q20500853,2
P61,Q147308,Q192264,2
P61,Q147309,Q12272076,2
P61,Q147310,Q12279410,2
P61,Q147311,Q20500882,2
P61,Q147312,Q12275912,2
P61,Q147313,Q2721068,2
P61,Q147314,Q41646,2
P61,Q147315,Q2705358,2
P61,Q147316,Q1100725,2
P61,Q147317,Q1281912,2
P61,Q147318,Q1291408,2
P61,Q147319,Q2191351,2
P61,Q147320,Q41603,2
P61,Q147321,Q60041406,2
P61,Q147322,Q807993,2
P61,Q147323,Q20556471,2
P61,Q147324,Q17113842,2
P61,Q147325,Q112626519,2
P61,Q147326,Q112626776,2
P61,Q147327,Q133865246,2
P61,Q147328,Q48760330,2
P61,Q147329,Q115597197,2
P61,Q147330,Q234782,2
P61,Q147331,Q255737,2
P61,Q147332,Q296850,2
P61,Q147333,Q235629,2
P61,Q147334,Q354422,2
P61,Q147335,Q466283,2
P61,Q147336,Q282436,2
P61,Q147337,Q2479519,2
P61,Q147338,Q165284,2
P61,Q147339,Q41830,2
P61,Q147340,Q10292670,2
P61,Q147341,Q57395965,2
P61,Q147342,Q48755146,2
P61,Q147343,Q75402884,2
P61,Q147344,Q75402885,2
P61,Q147345,Q48755353,2
P61,Q147346,Q4268454,2
P61,Q147347,Q3132263,2
P61,Q147348,Q937887,2
P61,Q147349,Q84956838,2
P61,Q147350,Q76355999,2
P61,Q147351,Q3436627,2
P61,Q147352,Q1410488,2
P61,Q147353,Q3292885,2
P61,Q147354,Q76356001,2
P61,Q147355,Q107304715,2
P61,Q147356,Q96148432,2
P61,Q147357,Q75818392,2
P61,Q147358,Q106983510,2
P61,Q147359,Q109105356,2
P61,Q147360,Q5389893,2
P61,Q147361,Q365620,2
P61,Q147362,Q269573,2
P61,Q147363,Q2567128,2
P61,Q147364,Q431272,2
P61,Q147365,Q2349188,2
P61,Q147366,Q2469845,2
P61,Q147367,Q75617648,2
P61,Q147368,Q115564600,2
P61,Q147369,Q340020,2
P61,Q147370,Q3436635,2
P61,Q147371,Q3172709,2
P61,Q147372,Q48688659,2
P61,Q147373,Q75617652,2
P61,Q147374,Q75617653,2
P61,Q147375,Q76235202,2
P61,Q147376,Q106776982,2
P61,Q147377,Q3120289,2
P61,Q147378,Q1243343,2
P61,Q147379,Q75403054,2
P61,Q147380,Q75403055,2
P61,Q147381,Q96244920,2
P61,Q147382,Q18481750,2
P61,Q147383,Q112663180,2
P61,Q147384,Q56071936,2
P61,Q147385,Q106975414,2
P61,Q147386,Q101499886,2
P61,Q147387,Q19956103,2
P61,Q147388,Q101499885,2
P61,Q147389,Q113004794,2
P61,Q147390,Q527308,2
P61,Q147391,Q48757738,2
P61,Q147392,Q287646,2
P61,Q147393,Q75402979,2
P61,Q147394,Q75402982,2
P61,Q147395,Q926335,2
P61,Q147396,Q61727062,2
P61,Q147397,Q75242420,2
P61,Q147398,Q3142598,2
P61,Q147399,Q75924060,2
P61,Q14740,Q11403861,3
P61,Q147400,Q511542,2
P61,Q147401,Q2841402,2
P61,Q147402,Q2874463,2
P61,Q147403,Q134983894,2
P61,Q147404,Q102822051,2
P61,Q147405,Q75484526,2
P61,Q147406,Q18672330,2
P61,Q147407,Q75869507,2
P61,Q147408,Q75869512,2
P61,Q147409,Q75869511,2
P61,Q147410,Q16197990,2
P61,Q147411,Q75238241,2
P61,Q147412,Q105769044,2
P61,Q147413,Q105769047,2
P61,Q147414,Q76326097,2
P61,Q147415,Q76375281,2
P61,Q147416,Q7330202,2
P61,Q147417,Q75242459,2
P61,Q147418,Q75933616,2
P61,Q147419,Q105768731,2
P61,Q147420,Q61911581,2
P61,Q147421,Q75924054,2
P61,Q147422,Q75924055,2
P61,Q147423,Q111452957,2
P61,Q147424,Q3142570,2
P61,Q147425,Q3142694,2
P61,Q147426,Q3175596,2
P61,Q147427,Q96244934,2
P61,Q147428,Q369209,2
P61,Q147429,Q61973183,2
P61,Q147430,Q124029489,2
P61,Q147431,Q1347851,2
P61,Q147432,Q25535368,2
P61,Q147433,Q20003666,2
P61,Q147434,Q20747522,2
P61,Q147435,Q122705528,2
P61,Q147436,Q3558336,2
P61,Q147437,Q28862129,2
P61,Q147438,Q17164135,2
P61,Q147439,Q75394633,2
P61,Q14744,Q11403852,3
P61,Q147440,Q244007,2
P61,Q147441,Q107530524,4
P61,Q147442,Q13478640,2
P61,Q147443,Q2502260,2
P61,Q147444,Q4127279,2
P61,Q147445,Q845681,2
P61,Q147446,Q4113051,2
P61,Q147447,Q4127284,2
P61,Q147448,Q4305612,2
P61,Q147449,Q4113070,2
P61,Q147450,Q4163380,2
P61,Q147451,Q4482729,2
P61,Q147452,Q134892957,2
P61,Q147453,Q174044,2
P61,Q147454,Q472739,2
P61,Q147455,Q686705,2
P61,Q147456,Q547839,2
P61,Q147457,Q548014,2
P61,Q147458,Q4493894,2
P61,Q147459,Q4231326,2
P61,Q147460,Q97096820,2
P61,Q147461,Q19272564,2
P61,Q147462,Q4297180,2
P61,Q147463,Q2590842,2
P61,Q147464,Q23807366,2
P61,Q147465,Q1384994,2
P61,Q147466,Q1459966,2
P61,Q14751,Q11362030,3
P61,Q14752,Q1328796,3
P61,Q14753,Q7141661,3
P61,Q147532,Q362626,3
P61,Q147534,Q98698834,3
P61,Q147536,Q6752551,3
P61,Q147538,Q41643,3
P61,Q147540,Q90040312,3
P61,Q147542,Q18712843,3
P61,Q147544,Q61570544,3
P61,Q147546,Q12281832,3
P61,Q147548,Q6243393,3
P61,Q14755,Q451864,3
P61,Q147550,Q56812375,3
P61,Q147552,Q56226390,3
P61,Q147554,Q26832634,3
P61,Q147556,Q123753995,3
P61,Q147558,Q123785882,3
P61,Q147560,Q12280610,3
P61,Q147562,Q113373365,3
P61,Q147565,Q113373542,3
P61,Q147567,Q113373716,3
P61,Q147569,Q126274296,3
P61,Q147571,Q126281321,3
P61,Q147573,Q17720341,3
P61,Q147575,Q3310945,3
P61,Q147577,Q28089044,3
P61,Q147579,Q960351,3
P61,Q147581,Q56726592,3
P61,Q147583,Q513495,3
P61,Q147585,Q3292878,3
P61,Q147587,Q6829943,3
P61,Q147589,Q3131293,3
P61,Q147591,Q61140664,3
P61,Q147593,Q75254262,3
P61,Q147595,Q75198210,3
P61,Q147597,Q61140665,3
P61,Q147599,Q383003,3
P61,Q147601,Q80465480,3
P61,Q147603,Q130681251,3
P61,Q147605,Q131568681,3
P61,Q147607,Q7034843,3
P61,Q147609,Q115689646,3
P61,Q147612,Q105966067,3
P61,Q147614,Q115689792,3
P61,Q147616,Q1219238,3
P61,Q147618,Q122802384,3
P61,Q147620,Q20971257,3
P61,Q147622,Q1247876,3
P61,Q147624,Q12900551,3
P61,Q147626,Q12221454,3
P61,Q147628,Q1229014,3
P61,Q147630,Q101499976,3
P61,Q147632,Q110196472,3
P61,Q147634,Q110201937,3
P61,Q147636,Q110217035,3
P61,Q147638,Q369755,3
P61,Q147640,Q1932643,3
P61,Q147642,Q16901299,3
P61,Q147644,Q99687,3
P61,Q147646,Q4293220,3
P61,Q147648,Q111660756,3
P61,Q147650,Q125178097,3
P61,Q147652,Q125178091,3
P61,Q147654,Q49613123,3
P61,Q147656,Q115339705,3
P61,Q147658,Q115340008,3
P61,Q147660,Q131731704,3
P61,Q147662,Q4113072,3
P61,Q147664,Q4153691,3
P61,Q147666,Q4534890,3
P61,Q147668,Q4139569,3
P61,Q147670,Q4333468,3
P61,Q147672,Q4198925,3
P61,Q147674,Q4231304,3
P61,Q147676,Q4297173,3
P61,Q147678,Q4398423,3
P61,Q147680,Q112962359,3
P61,Q147682,Q3026342,3
P61,Q147685,Q112962481,3
P61,Q147687,Q116073431,3
P61,Q147689,Q1593065,3
P61,Q147691,Q2427752,3
P61,Q147693,Q102323,3
P61,Q147695,Q75393571,3
P61,Q147697,Q455378,3
P61,Q147699,Q316039,3
P61,Q147701,Q6219139,3
P61,Q147703,Q2721477,3
P61,Q147705,Q4981287,3
P61,Q147707,Q101247375,3
P61,Q147709,Q101247372,3
P61,Q147711,Q101247377,3
P61,Q147713,Q1777650,3
P61,Q147715,Q96240834,3
P61,Q147717,Q5730329,3
P61,Q147719,Q5576547,3
P61,Q147721,Q5884317,3
P61,Q147723,Q101247326,3
P61,Q147725,Q2875304,3
P61,Q147727,Q118130303,3
P61,Q147729,Q15814735,3
P61,Q147731,Q448091,3
P61,Q147733,Q101247950,3
P61,Q147735,Q101247944,3
P61,Q147737,Q888209,3
P61,Q147739,Q1796659,3
P61,Q14774,Q50286794,3
P61,Q147741,Q334673,3
P61,Q147743,Q75291901,3
P61,Q147745,Q139139,3
P61,Q147747,Q1086036,3
P61,Q147749,Q448307,3
P61,Q14775,Q11510642,3
P61,Q147751,Q5511386,3
P61,Q147753,Q76121925,3
P61,Q147755,Q76121928,3
P61,Q147757,Q76121938,3
P61,Q147759,Q76121939,3
P61,Q14776,Q11534160,3
P61,Q147761,Q76121940,3
P61,Q147763,Q6933207,3
P61,Q147765,Q5052057,3
P61,Q147767,Q6600849,3
P61,Q147769,Q110702481,3
P61,Q14777,Q11635076,3
P61,Q147771,Q5457404,3
P61,Q147774,Q3328051,3
P61,Q147776,Q76121967,3
P61,Q147778,Q75675843,3
P61,Q147780,Q80246085,3
P61,Q147782,Q116073513,3
P61,Q147784,Q3298548,3
P61,Q147786,Q5332845,3
P61,Q147788,Q2941775,3
P61,Q147790,Q5183415,3
P61,Q147792,Q6949554,3
P61,Q147794,Q12956655,3
P61,Q147796,Q2860728,3
P61,Q147798,Q76048218,3
P61,Q147800,Q76121999,3
P61,Q147802,Q76122000,3
P61,Q147804,Q76122002,3
P61,Q147806,Q76122003,3
P61,Q147808,Q130331956,3
P61,Q14781,Q11363140,3
P61,Q147810,Q106189207,3
P61,Q147812,Q106203838,3
P61,Q147814,Q112962415,3
P61,Q147816,Q3328054,3
P61,Q147818,Q55600273,3
P61,Q147820,Q15901190,3
P61,Q147822,Q133796450,3
P61,Q147824,Q558568,3
P61,Q147826,Q3034674,3
P61,Q147828,Q191589,3
P61,Q147830,Q1282468,3
P61,Q147832,Q65224794,3
P61,Q147834,Q76298831,3
P61,Q147836,Q76298979,3
P61,Q147838,Q76298863,3
P61,Q147840,Q76298838,3
P61,Q147842,Q76298532,3
P61,Q147844,Q76298761,3
P61,Q147846,Q76298808,3
P61,Q147848,Q76298822,3
P61,Q147850,Q76298669,3
P61,Q147852,Q76298573,3
P61,Q147854,Q76298697,3
P61,Q147857,Q76298894,3
P61,Q147859,Q76298509,3
P61,Q147861,Q76298824,3
P61,Q147863,Q97367108,3
P61,Q147865,Q22337636,3
P61,Q147867,Q3424987,3
P61,Q147869,Q826554,3
P61,Q14787,Q11489568,3
P61,Q147871,Q110602355,3
P61,Q147873,Q87281249,3
P61,Q147875,Q2705981,3
P61,Q147877,Q124460110,3
P61,Q147879,Q124424132,3
P61,Q14788,Q19759244,3
P61,Q147881,Q2705844,3
P61,Q147883,Q124473154,3
P61,Q147885,Q2423073,3
P61,Q147887,Q2601706,3
P61,Q147889,Q116474013,3
P61,Q147891,Q181952,3
P61,Q147893,Q320414,3
P61,Q147895,Q172424,3
P61,Q147897,Q3088386,3
P61,Q147899,Q76101984,3
P61,Q147902,Q61466061,3
P61,Q147904,Q125542279,3
P61,Q147906,Q1269166,3
P61,Q147908,Q17322879,3
P61,Q147910,Q116471974,3
P61,Q147912,Q512325,3
P61,Q147914,Q640130,3
P61,Q147916,Q76300081,3
P61,Q147918,Q76298637,3
P61,Q147920,Q76300055,3
P61,Q147922,Q10330024,3
P61,Q147924,Q30578,3
P61,Q147926,Q97649569,3
P61,Q147928,Q76300688,3
P61,Q147930,Q76299762,3
P61,Q147932,Q62691886,3
P61,Q147934,Q76300041,3
P61,Q147936,Q76300059,3
P61,Q147938,Q76300085,3
P61,Q147940,Q76300116,3
P61,Q147942,Q76300118,3
P61,Q147944,Q76300678,3
P61,Q147946,Q76300698,3
P61,Q147948,Q76300748,3
P61,Q14795,Q17990298,3
P61,Q147950,Q76300730,3
P61,Q147952,Q110571204,3
P61,Q147954,Q76300690,3
P61,Q147956,Q76300732,3
P61,Q147958,Q76300765,3
P61,Q147960,Q76300039,3
P61,Q147962,Q76300067,3
P61,Q147964,Q59421454,3
P61,Q147966,Q99210489,3
P61,Q147968,Q76300038,3
P61,Q147970,Q61139384,3
P61,Q147972,Q76300795,3
P61,Q147974,Q110570675,3
P61,Q147976,Q18625792,3
P61,Q147978,Q1587290,3
P61,Q147980,Q110378098,3
P61,Q147982,Q93520931,3
P61,Q147984,Q66115749,3
P61,Q147986,Q1463894,3
P61,Q147988,Q2173035,3
P61,Q147990,Q61141012,3
P61,Q147992,Q116004942,3
P61,Q147994,Q63030114,3
P61,Q147996,Q108838900,3
P61,Q147998,Q110603927,3
P61,Q148000,Q110153590,3
P61,Q148002,Q116032854,3
P61,Q148003,Q76299649,3
P61,Q148004,Q76300207,3
P61,Q148005,Q64854641,3
P61,Q148006,Q116005603,3
P61,Q148007,Q60617549,3
P61,Q148008,Q23060885,3
P61,Q148009,Q116004862,3
P61,Q148010,Q23060905,3
P61,Q148011,Q23060901,3
P61,Q148012,Q55532237,3
P61,Q148013,Q55531266,3
P61,Q148014,Q119798548,3
P61,Q148015,Q361276,3
P61,Q148016,Q931900,3
P61,Q148017,Q76186271,3
P61,Q148018,Q76186272,3
P61,Q148019,Q76186275,3
P61,Q148020,Q76186279,3
P61,Q148021,Q2406006,3
P61,Q148022,Q2713411,3
P61,Q148023,Q1243557,3
P61,Q148024,Q361357,3
P61,Q148025,Q3071926,3
P61,Q148026,Q3060389,3
P61,Q148027,Q324602,3
P61,Q148028,Q4416740,3
P61,Q148029,Q3480956,3
P61,Q14803,Q20041847,3
P61,Q148030,Q708263,3
P61,Q148031,Q12096298,3
P61,Q148032,Q446819,3
P61,Q148033,Q720844,3
P61,Q148034,Q21517620,3
P61,Q148035,Q502900,3
P61,Q148036,Q710489,3
P61,Q148037,Q943702,3
P61,Q148038,Q721938,3
P61,Q148039,Q1496986,3
P61,Q14804,Q3514221,3
P61,Q148040,Q3656115,3
P61,Q148041,Q730479,3
P61,Q148042,Q1371755,3
P61,Q148043,Q2005427,3
P61,Q148044,Q947137,3
P61,Q148045,Q1873583,3
P61,Q148046,Q12129786,3
P61,Q148047,Q2116456,3
P61,Q148048,Q935520,3
P61,Q148049,Q441818,3
P61,Q148050,Q5759145,3
P61,Q148051,Q7123156,3
P61,Q148052,Q106042353,3
P61,Q148053,Q561677,3
P61,Q148054,Q11033918,3
P61,Q148055,Q20101780,3
P61,Q148056,Q20102191,3
P61,Q148057,Q2253,3
P61,Q148058,Q380862,3
P61,Q148059,Q1241388,3
P61,Q148060,Q1680048,3
P61,Q148061,Q5171151,3
P61,Q148062,Q11934195,3
P61,Q148063,Q2307,3
P61,Q148064,Q20005235,3
P61,Q148065,Q359810,3
P61,Q148066,Q897091,3
P61,Q148067,Q1159587,3
P61,Q148068,Q31193394,3
P61,Q148069,Q521460,3
P61,Q148070,Q11024933,3
P61,Q148071,Q285755,3
P61,Q148072,Q107297026,3
P61,Q148073,Q114804117,3
P61,Q148074,Q114804326,3
P61,Q148075,Q1289292,3
P61,Q148076,Q5996354,3
P61,Q148077,Q207370,3
P61,Q148078,Q111288376,3
P61,Q148079,Q111287849,3
P61,Q14808,Q7223426,3
P61,Q148080,Q11016959,3
P61,Q148081,Q1225685,3
P61,Q148082,Q111419713,3
P61,Q148083,Q12290743,3
P61,Q148084,Q351771,3
P61,Q148085,Q1873521,3
P61,Q148086,Q107588135,3
P61,Q148087,Q107588243,3
P61,Q148088,Q1232914,3
P61,Q148089,Q11944257,3
P61,Q14809,Q11627450,3
P61,Q148090,Q947630,3
P61,Q148091,Q4281824,3
P61,Q148092,Q548539,3
P61,Q148093,Q256316,3
P61,Q148094,Q16203434,3
P61,Q148095,Q104869095,3
P61,Q148096,Q731059,3
P61,Q148097,Q714856,3
P61,Q148098,Q237622,3
P61,Q148099,Q4140663,3
P61,Q14810,Q7223112,3
P61,Q148100,Q4140662,3
P61,Q148101,Q12285202,3
P61,Q148102,Q4281786,3
