# Redirect table refreshed on 2025-08-25T00:22:23.362085
"# Total redirects: 41,822"
""
source_qid,target_qid,claim_id,claim_type
Q70305,Q51664,Q70305_redirect_Q51664,wikibase-entityid
Q70308,Q51668,Q70308_redirect_Q51668,wikibase-entityid
Q70311,Q51672,Q70311_redirect_Q51672,wikibase-entityid
Q70314,Q51676,Q70314_redirect_Q51676,wikibase-entityid
Q70317,Q51680,Q70317_redirect_Q51680,wikibase-entityid
Q70320,Q51684,Q70320_redirect_Q51684,wikibase-entityid
Q70323,Q51688,Q70323_redirect_Q51688,wikibase-entityid
Q70326,Q51692,Q70326_redirect_Q51692,wikibase-entityid
Q70329,Q51696,Q70329_redirect_Q51696,wikibase-entityid
Q70332,Q51700,Q70332_redirect_Q51700,wikibase-entityid
Q70335,Q51704,Q70335_redirect_Q51704,wikibase-entityid
Q70338,Q51708,Q70338_redirect_Q51708,wikibase-entityid
Q70341,Q51712,Q70341_redirect_Q51712,wikibase-entityid
Q70344,Q51716,Q70344_redirect_Q51716,wikibase-entityid
Q70347,Q51720,Q70347_redirect_Q51720,wikibase-entityid
Q70350,Q51724,Q70350_redirect_Q51724,wikibase-entityid
Q70353,Q51728,Q70353_redirect_Q51728,wikibase-entityid
Q70356,Q51732,Q70356_redirect_Q51732,wikibase-entityid
Q70359,Q51736,Q70359_redirect_Q51736,wikibase-entityid
Q70362,Q51740,Q70362_redirect_Q51740,wikibase-entityid
Q70365,Q51744,Q70365_redirect_Q51744,wikibase-entityid
Q70367,Q51748,Q70367_redirect_Q51748,wikibase-entityid
Q70370,Q51752,Q70370_redirect_Q51752,wikibase-entityid
Q70373,Q51756,Q70373_redirect_Q51756,wikibase-entityid
Q70377,Q51760,Q70377_redirect_Q51760,wikibase-entityid
Q70380,Q51764,Q70380_redirect_Q51764,wikibase-entityid
Q70383,Q51768,Q70383_redirect_Q51768,wikibase-entityid
Q70386,Q51772,Q70386_redirect_Q51772,wikibase-entityid
Q70389,Q51776,Q70389_redirect_Q51776,wikibase-entityid
Q70392,Q51780,Q70392_redirect_Q51780,wikibase-entityid
Q70395,Q51784,Q70395_redirect_Q51784,wikibase-entityid
Q70398,Q51788,Q70398_redirect_Q51788,wikibase-entityid
Q704,Q152790,Q704_redirect_Q152790,redirect
Q70401,Q51792,Q70401_redirect_Q51792,wikibase-entityid
Q70404,Q51796,Q70404_redirect_Q51796,wikibase-entityid
Q70407,Q51800,Q70407_redirect_Q51800,wikibase-entityid
Q70413,Q51806,Q70413_redirect_Q51806,wikibase-entityid
Q70416,Q51810,Q70416_redirect_Q51810,wikibase-entityid
Q70419,Q51814,Q70419_redirect_Q51814,wikibase-entityid
Q70422,Q51818,Q70422_redirect_Q51818,wikibase-entityid
Q70425,Q51822,Q70425_redirect_Q51822,wikibase-entityid
Q70428,Q51826,Q70428_redirect_Q51826,wikibase-entityid
Q70431,Q51830,Q70431_redirect_Q51830,wikibase-entityid
Q70434,Q51834,Q70434_redirect_Q51834,wikibase-entityid
Q70437,Q51838,Q70437_redirect_Q51838,wikibase-entityid
Q70440,Q51842,Q70440_redirect_Q51842,wikibase-entityid
Q70443,Q51846,Q70443_redirect_Q51846,wikibase-entityid
Q70446,Q51850,Q70446_redirect_Q51850,wikibase-entityid
Q70449,Q51854,Q70449_redirect_Q51854,wikibase-entityid
Q70452,Q51858,Q70452_redirect_Q51858,wikibase-entityid
Q70455,Q51862,Q70455_redirect_Q51862,wikibase-entityid
Q70458,Q51866,Q70458_redirect_Q51866,wikibase-entityid
Q70461,Q51870,Q70461_redirect_Q51870,wikibase-entityid
Q70464,Q51874,Q70464_redirect_Q51874,wikibase-entityid
Q70467,Q51878,Q70467_redirect_Q51878,wikibase-entityid
Q70470,Q51882,Q70470_redirect_Q51882,wikibase-entityid
Q70473,Q51886,Q70473_redirect_Q51886,wikibase-entityid
Q70476,Q51890,Q70476_redirect_Q51890,wikibase-entityid
Q70479,Q51894,Q70479_redirect_Q51894,wikibase-entityid
Q70482,Q51898,Q70482_redirect_Q51898,wikibase-entityid
Q70485,Q51902,Q70485_redirect_Q51902,wikibase-entityid
Q70488,Q51906,Q70488_redirect_Q51906,wikibase-entityid
Q70491,Q51910,Q70491_redirect_Q51910,wikibase-entityid
Q70494,Q51914,Q70494_redirect_Q51914,wikibase-entityid
Q70497,Q51918,Q70497_redirect_Q51918,wikibase-entityid
Q705,Q152791,Q705_redirect_Q152791,redirect
Q70500,Q51922,Q70500_redirect_Q51922,wikibase-entityid
Q70503,Q51926,Q70503_redirect_Q51926,wikibase-entityid
Q70506,Q51930,Q70506_redirect_Q51930,wikibase-entityid
Q70509,Q51934,Q70509_redirect_Q51934,wikibase-entityid
Q70512,Q51938,Q70512_redirect_Q51938,wikibase-entityid
Q70515,Q51942,Q70515_redirect_Q51942,wikibase-entityid
Q70518,Q51946,Q70518_redirect_Q51946,wikibase-entityid
Q70521,Q51950,Q70521_redirect_Q51950,wikibase-entityid
Q70524,Q51954,Q70524_redirect_Q51954,wikibase-entityid
Q70527,Q51958,Q70527_redirect_Q51958,wikibase-entityid
Q70530,Q51962,Q70530_redirect_Q51962,wikibase-entityid
Q70533,Q51966,Q70533_redirect_Q51966,wikibase-entityid
Q70536,Q51970,Q70536_redirect_Q51970,wikibase-entityid
Q70539,Q51974,Q70539_redirect_Q51974,wikibase-entityid
Q70542,Q51978,Q70542_redirect_Q51978,wikibase-entityid
Q70545,Q51982,Q70545_redirect_Q51982,wikibase-entityid
Q70548,Q51986,Q70548_redirect_Q51986,wikibase-entityid
Q70551,Q51990,Q70551_redirect_Q51990,wikibase-entityid
Q70554,Q51994,Q70554_redirect_Q51994,wikibase-entityid
Q70557,Q51998,Q70557_redirect_Q51998,wikibase-entityid
Q70560,Q52002,Q70560_redirect_Q52002,wikibase-entityid
Q70563,Q52006,Q70563_redirect_Q52006,wikibase-entityid
Q70566,Q52010,Q70566_redirect_Q52010,wikibase-entityid
Q70569,Q52014,Q70569_redirect_Q52014,wikibase-entityid
Q70572,Q52018,Q70572_redirect_Q52018,wikibase-entityid
Q70575,Q52022,Q70575_redirect_Q52022,wikibase-entityid
Q70578,Q52026,Q70578_redirect_Q52026,wikibase-entityid
Q70581,Q52030,Q70581_redirect_Q52030,wikibase-entityid
Q70584,Q52034,Q70584_redirect_Q52034,wikibase-entityid
Q70587,Q52038,Q70587_redirect_Q52038,wikibase-entityid
Q70590,Q52042,Q70590_redirect_Q52042,wikibase-entityid
Q70593,Q52046,Q70593_redirect_Q52046,wikibase-entityid
Q70596,Q52050,Q70596_redirect_Q52050,wikibase-entityid
Q70599,Q52054,Q70599_redirect_Q52054,wikibase-entityid
Q706,Q152792,Q706_redirect_Q152792,redirect
Q70602,Q52058,Q70602_redirect_Q52058,wikibase-entityid
Q70605,Q52062,Q70605_redirect_Q52062,wikibase-entityid
Q70608,Q52066,Q70608_redirect_Q52066,wikibase-entityid
Q70611,Q52070,Q70611_redirect_Q52070,wikibase-entityid
Q70614,Q52074,Q70614_redirect_Q52074,wikibase-entityid
Q70617,Q52078,Q70617_redirect_Q52078,wikibase-entityid
Q70620,Q52082,Q70620_redirect_Q52082,wikibase-entityid
Q70623,Q52086,Q70623_redirect_Q52086,wikibase-entityid
Q70626,Q52090,Q70626_redirect_Q52090,wikibase-entityid
Q70629,Q52094,Q70629_redirect_Q52094,wikibase-entityid
Q70632,Q52098,Q70632_redirect_Q52098,wikibase-entityid
Q70635,Q52102,Q70635_redirect_Q52102,wikibase-entityid
Q70638,Q52106,Q70638_redirect_Q52106,wikibase-entityid
Q70641,Q52110,Q70641_redirect_Q52110,wikibase-entityid
Q70644,Q52114,Q70644_redirect_Q52114,wikibase-entityid
Q70647,Q52118,Q70647_redirect_Q52118,wikibase-entityid
Q70650,Q52122,Q70650_redirect_Q52122,wikibase-entityid
Q70653,Q52126,Q70653_redirect_Q52126,wikibase-entityid
Q70656,Q52130,Q70656_redirect_Q52130,wikibase-entityid
Q70659,Q52134,Q70659_redirect_Q52134,wikibase-entityid
Q70662,Q52138,Q70662_redirect_Q52138,wikibase-entityid
Q70665,Q52142,Q70665_redirect_Q52142,wikibase-entityid
Q70668,Q52146,Q70668_redirect_Q52146,wikibase-entityid
Q70671,Q52150,Q70671_redirect_Q52150,wikibase-entityid
Q70674,Q52154,Q70674_redirect_Q52154,wikibase-entityid
Q70677,Q52157,Q70677_redirect_Q52157,wikibase-entityid
Q70680,Q52160,Q70680_redirect_Q52160,wikibase-entityid
Q70683,Q52163,Q70683_redirect_Q52163,wikibase-entityid
Q70686,Q52166,Q70686_redirect_Q52166,wikibase-entityid
Q70689,Q52170,Q70689_redirect_Q52170,wikibase-entityid
Q70692,Q52174,Q70692_redirect_Q52174,wikibase-entityid
Q70695,Q52178,Q70695_redirect_Q52178,wikibase-entityid
Q70698,Q52182,Q70698_redirect_Q52182,wikibase-entityid
Q707,Q152793,Q707_redirect_Q152793,redirect
Q70701,Q52186,Q70701_redirect_Q52186,wikibase-entityid
Q70704,Q52190,Q70704_redirect_Q52190,wikibase-entityid
Q70707,Q52194,Q70707_redirect_Q52194,wikibase-entityid
Q70710,Q52198,Q70710_redirect_Q52198,wikibase-entityid
Q70713,Q52202,Q70713_redirect_Q52202,wikibase-entityid
Q70716,Q52206,Q70716_redirect_Q52206,wikibase-entityid
Q70719,Q52210,Q70719_redirect_Q52210,wikibase-entityid
Q70722,Q52214,Q70722_redirect_Q52214,wikibase-entityid
Q70725,Q52218,Q70725_redirect_Q52218,wikibase-entityid
Q70728,Q52222,Q70728_redirect_Q52222,wikibase-entityid
Q70731,Q52226,Q70731_redirect_Q52226,wikibase-entityid
Q70734,Q52230,Q70734_redirect_Q52230,wikibase-entityid
Q70737,Q52234,Q70737_redirect_Q52234,wikibase-entityid
Q70740,Q52238,Q70740_redirect_Q52238,wikibase-entityid
Q70743,Q52242,Q70743_redirect_Q52242,wikibase-entityid
Q70746,Q52246,Q70746_redirect_Q52246,wikibase-entityid
Q70749,Q52250,Q70749_redirect_Q52250,wikibase-entityid
Q70752,Q52254,Q70752_redirect_Q52254,wikibase-entityid
Q70755,Q52258,Q70755_redirect_Q52258,wikibase-entityid
Q70758,Q52262,Q70758_redirect_Q52262,wikibase-entityid
Q70761,Q52266,Q70761_redirect_Q52266,wikibase-entityid
Q70764,Q52270,Q70764_redirect_Q52270,wikibase-entityid
Q70767,Q52274,Q70767_redirect_Q52274,wikibase-entityid
Q70770,Q52278,Q70770_redirect_Q52278,wikibase-entityid
Q70773,Q52282,Q70773_redirect_Q52282,wikibase-entityid
Q70776,Q52286,Q70776_redirect_Q52286,wikibase-entityid
Q70779,Q52290,Q70779_redirect_Q52290,wikibase-entityid
Q70782,Q52294,Q70782_redirect_Q52294,wikibase-entityid
Q70785,Q52298,Q70785_redirect_Q52298,wikibase-entityid
Q70788,Q52302,Q70788_redirect_Q52302,wikibase-entityid
Q70791,Q52306,Q70791_redirect_Q52306,wikibase-entityid
Q70794,Q52310,Q70794_redirect_Q52310,wikibase-entityid
Q70797,Q52314,Q70797_redirect_Q52314,wikibase-entityid
Q708,Q152794,Q708_redirect_Q152794,redirect
Q70800,Q52318,Q70800_redirect_Q52318,wikibase-entityid
Q70803,Q52322,Q70803_redirect_Q52322,wikibase-entityid
Q70806,Q52326,Q70806_redirect_Q52326,wikibase-entityid
Q70809,Q52330,Q70809_redirect_Q52330,wikibase-entityid
Q70812,Q52334,Q70812_redirect_Q52334,wikibase-entityid
Q70815,Q52338,Q70815_redirect_Q52338,wikibase-entityid
Q70818,Q52342,Q70818_redirect_Q52342,wikibase-entityid
Q70821,Q52346,Q70821_redirect_Q52346,wikibase-entityid
Q70824,Q52350,Q70824_redirect_Q52350,wikibase-entityid
Q70827,Q52354,Q70827_redirect_Q52354,wikibase-entityid
Q70830,Q52358,Q70830_redirect_Q52358,wikibase-entityid
Q70833,Q52362,Q70833_redirect_Q52362,wikibase-entityid
Q70836,Q52366,Q70836_redirect_Q52366,wikibase-entityid
Q70839,Q52370,Q70839_redirect_Q52370,wikibase-entityid
Q70842,Q52374,Q70842_redirect_Q52374,wikibase-entityid
Q70845,Q52378,Q70845_redirect_Q52378,wikibase-entityid
Q70848,Q52382,Q70848_redirect_Q52382,wikibase-entityid
Q70851,Q52386,Q70851_redirect_Q52386,wikibase-entityid
Q70854,Q52390,Q70854_redirect_Q52390,wikibase-entityid
Q70857,Q52394,Q70857_redirect_Q52394,wikibase-entityid
Q70860,Q52398,Q70860_redirect_Q52398,wikibase-entityid
Q70863,Q52402,Q70863_redirect_Q52402,wikibase-entityid
Q70866,Q52406,Q70866_redirect_Q52406,wikibase-entityid
Q70869,Q52410,Q70869_redirect_Q52410,wikibase-entityid
Q70872,Q52414,Q70872_redirect_Q52414,wikibase-entityid
Q70875,Q52418,Q70875_redirect_Q52418,wikibase-entityid
Q70878,Q52422,Q70878_redirect_Q52422,wikibase-entityid
Q70881,Q52426,Q70881_redirect_Q52426,wikibase-entityid
Q70884,Q52430,Q70884_redirect_Q52430,wikibase-entityid
Q70887,Q52434,Q70887_redirect_Q52434,wikibase-entityid
Q70890,Q52438,Q70890_redirect_Q52438,wikibase-entityid
Q70893,Q52442,Q70893_redirect_Q52442,wikibase-entityid
Q70896,Q52446,Q70896_redirect_Q52446,wikibase-entityid
Q70899,Q52450,Q70899_redirect_Q52450,wikibase-entityid
Q709,Q152795,Q709_redirect_Q152795,redirect
Q70902,Q52454,Q70902_redirect_Q52454,wikibase-entityid
Q70905,Q52458,Q70905_redirect_Q52458,wikibase-entityid
Q70908,Q52462,Q70908_redirect_Q52462,wikibase-entityid
Q70911,Q52466,Q70911_redirect_Q52466,wikibase-entityid
Q70914,Q52470,Q70914_redirect_Q52470,wikibase-entityid
Q70917,Q52474,Q70917_redirect_Q52474,wikibase-entityid
Q70920,Q52478,Q70920_redirect_Q52478,wikibase-entityid
Q70923,Q52482,Q70923_redirect_Q52482,wikibase-entityid
Q70926,Q52486,Q70926_redirect_Q52486,wikibase-entityid
Q70929,Q52490,Q70929_redirect_Q52490,wikibase-entityid
Q70932,Q52494,Q70932_redirect_Q52494,wikibase-entityid
Q70936,Q52498,Q70936_redirect_Q52498,wikibase-entityid
Q70939,Q52502,Q70939_redirect_Q52502,wikibase-entityid
Q70942,Q52506,Q70942_redirect_Q52506,wikibase-entityid
Q70945,Q52510,Q70945_redirect_Q52510,wikibase-entityid
Q70948,Q52514,Q70948_redirect_Q52514,wikibase-entityid
Q70951,Q52518,Q70951_redirect_Q52518,wikibase-entityid
Q70954,Q52522,Q70954_redirect_Q52522,wikibase-entityid
Q70957,Q52526,Q70957_redirect_Q52526,wikibase-entityid
Q70960,Q52530,Q70960_redirect_Q52530,wikibase-entityid
Q70963,Q52534,Q70963_redirect_Q52534,wikibase-entityid
Q70966,Q52538,Q70966_redirect_Q52538,wikibase-entityid
Q70969,Q52542,Q70969_redirect_Q52542,wikibase-entityid
Q70972,Q52546,Q70972_redirect_Q52546,wikibase-entityid
Q70975,Q52550,Q70975_redirect_Q52550,wikibase-entityid
Q70978,Q52554,Q70978_redirect_Q52554,wikibase-entityid
Q70981,Q52558,Q70981_redirect_Q52558,wikibase-entityid
Q70984,Q52562,Q70984_redirect_Q52562,wikibase-entityid
Q70987,Q52566,Q70987_redirect_Q52566,wikibase-entityid
Q70990,Q52570,Q70990_redirect_Q52570,wikibase-entityid
Q70992,Q52574,Q70992_redirect_Q52574,wikibase-entityid
Q70996,Q52578,Q70996_redirect_Q52578,wikibase-entityid
Q70999,Q52582,Q70999_redirect_Q52582,wikibase-entityid
Q710,Q152796,Q710_redirect_Q152796,redirect
Q71003,Q52586,Q71003_redirect_Q52586,wikibase-entityid
Q71006,Q52590,Q71006_redirect_Q52590,wikibase-entityid
Q71009,Q52594,Q71009_redirect_Q52594,wikibase-entityid
Q71012,Q52598,Q71012_redirect_Q52598,wikibase-entityid
Q71015,Q52602,Q71015_redirect_Q52602,wikibase-entityid
Q71018,Q52606,Q71018_redirect_Q52606,wikibase-entityid
Q71021,Q52610,Q71021_redirect_Q52610,wikibase-entityid
Q71024,Q52614,Q71024_redirect_Q52614,wikibase-entityid
Q71027,Q52618,Q71027_redirect_Q52618,wikibase-entityid
Q71030,Q52622,Q71030_redirect_Q52622,wikibase-entityid
Q71033,Q52626,Q71033_redirect_Q52626,wikibase-entityid
Q71036,Q52630,Q71036_redirect_Q52630,wikibase-entityid
Q71039,Q52634,Q71039_redirect_Q52634,wikibase-entityid
Q71042,Q52638,Q71042_redirect_Q52638,wikibase-entityid
Q71045,Q52642,Q71045_redirect_Q52642,wikibase-entityid
Q71048,Q52646,Q71048_redirect_Q52646,wikibase-entityid
Q71051,Q52650,Q71051_redirect_Q52650,wikibase-entityid
Q71054,Q52654,Q71054_redirect_Q52654,wikibase-entityid
Q71057,Q52658,Q71057_redirect_Q52658,wikibase-entityid
Q71061,Q52662,Q71061_redirect_Q52662,wikibase-entityid
Q71064,Q52666,Q71064_redirect_Q52666,wikibase-entityid
Q71067,Q52670,Q71067_redirect_Q52670,wikibase-entityid
Q71070,Q52674,Q71070_redirect_Q52674,wikibase-entityid
Q71073,Q52678,Q71073_redirect_Q52678,wikibase-entityid
Q71076,Q52682,Q71076_redirect_Q52682,wikibase-entityid
Q71079,Q52686,Q71079_redirect_Q52686,wikibase-entityid
Q71082,Q52690,Q71082_redirect_Q52690,wikibase-entityid
Q71085,Q52694,Q71085_redirect_Q52694,wikibase-entityid
Q71088,Q52698,Q71088_redirect_Q52698,wikibase-entityid
Q71091,Q52702,Q71091_redirect_Q52702,wikibase-entityid
Q71094,Q52706,Q71094_redirect_Q52706,wikibase-entityid
Q71097,Q52710,Q71097_redirect_Q52710,wikibase-entityid
Q711,Q152797,Q711_redirect_Q152797,redirect
Q71100,Q52714,Q71100_redirect_Q52714,wikibase-entityid
Q71103,Q52718,Q71103_redirect_Q52718,wikibase-entityid
Q71106,Q52722,Q71106_redirect_Q52722,wikibase-entityid
Q71109,Q52726,Q71109_redirect_Q52726,wikibase-entityid
Q71112,Q52730,Q71112_redirect_Q52730,wikibase-entityid
Q71115,Q52734,Q71115_redirect_Q52734,wikibase-entityid
Q71118,Q52738,Q71118_redirect_Q52738,wikibase-entityid
Q71121,Q52742,Q71121_redirect_Q52742,wikibase-entityid
Q71124,Q52746,Q71124_redirect_Q52746,wikibase-entityid
Q71127,Q52750,Q71127_redirect_Q52750,wikibase-entityid
Q71128,Q86354,Q71128_redirect_Q86354,redirect
Q71130,Q52754,Q71130_redirect_Q52754,wikibase-entityid
Q71133,Q52758,Q71133_redirect_Q52758,wikibase-entityid
Q71136,Q52762,Q71136_redirect_Q52762,wikibase-entityid
Q71139,Q52766,Q71139_redirect_Q52766,wikibase-entityid
Q71142,Q52770,Q71142_redirect_Q52770,wikibase-entityid
Q71145,Q52774,Q71145_redirect_Q52774,wikibase-entityid
Q71148,Q52778,Q71148_redirect_Q52778,wikibase-entityid
Q71151,Q52782,Q71151_redirect_Q52782,wikibase-entityid
Q71154,Q52786,Q71154_redirect_Q52786,wikibase-entityid
Q71157,Q52790,Q71157_redirect_Q52790,wikibase-entityid
Q71160,Q52794,Q71160_redirect_Q52794,wikibase-entityid
Q71163,Q52798,Q71163_redirect_Q52798,wikibase-entityid
Q71166,Q52801,Q71166_redirect_Q52801,wikibase-entityid
Q71169,Q52805,Q71169_redirect_Q52805,wikibase-entityid
Q71172,Q52809,Q71172_redirect_Q52809,wikibase-entityid
Q71175,Q52813,Q71175_redirect_Q52813,wikibase-entityid
Q71178,Q52817,Q71178_redirect_Q52817,wikibase-entityid
Q71181,Q52821,Q71181_redirect_Q52821,wikibase-entityid
Q71184,Q52825,Q71184_redirect_Q52825,wikibase-entityid
Q71187,Q52829,Q71187_redirect_Q52829,wikibase-entityid
Q71190,Q52833,Q71190_redirect_Q52833,wikibase-entityid
Q71193,Q52837,Q71193_redirect_Q52837,wikibase-entityid
Q71196,Q52841,Q71196_redirect_Q52841,wikibase-entityid
Q71199,Q52845,Q71199_redirect_Q52845,wikibase-entityid
Q712,Q152798,Q712_redirect_Q152798,redirect
Q71202,Q52849,Q71202_redirect_Q52849,wikibase-entityid
Q71205,Q52853,Q71205_redirect_Q52853,wikibase-entityid
Q71208,Q52857,Q71208_redirect_Q52857,wikibase-entityid
Q71211,Q52861,Q71211_redirect_Q52861,wikibase-entityid
Q71214,Q52865,Q71214_redirect_Q52865,wikibase-entityid
Q71217,Q52869,Q71217_redirect_Q52869,wikibase-entityid
Q71220,Q52873,Q71220_redirect_Q52873,wikibase-entityid
Q71223,Q52877,Q71223_redirect_Q52877,wikibase-entityid
Q71226,Q52881,Q71226_redirect_Q52881,wikibase-entityid
Q71229,Q52885,Q71229_redirect_Q52885,wikibase-entityid
Q71232,Q52889,Q71232_redirect_Q52889,wikibase-entityid
Q71235,Q52893,Q71235_redirect_Q52893,wikibase-entityid
Q71238,Q52897,Q71238_redirect_Q52897,wikibase-entityid
Q71241,Q52899,Q71241_redirect_Q52899,wikibase-entityid
Q71244,Q52900,Q71244_redirect_Q52900,wikibase-entityid
Q71247,Q52901,Q71247_redirect_Q52901,wikibase-entityid
Q71250,Q52902,Q71250_redirect_Q52902,wikibase-entityid
Q71253,Q52903,Q71253_redirect_Q52903,wikibase-entityid
Q71256,Q52904,Q71256_redirect_Q52904,wikibase-entityid
Q71259,Q52905,Q71259_redirect_Q52905,wikibase-entityid
Q71262,Q52906,Q71262_redirect_Q52906,wikibase-entityid
Q71265,Q52907,Q71265_redirect_Q52907,wikibase-entityid
Q71268,Q52908,Q71268_redirect_Q52908,wikibase-entityid
Q71271,Q52909,Q71271_redirect_Q52909,wikibase-entityid
Q71274,Q52910,Q71274_redirect_Q52910,wikibase-entityid
Q71277,Q52911,Q71277_redirect_Q52911,wikibase-entityid
Q71280,Q52912,Q71280_redirect_Q52912,wikibase-entityid
Q71283,Q52916,Q71283_redirect_Q52916,wikibase-entityid
Q71286,Q52920,Q71286_redirect_Q52920,wikibase-entityid
Q71289,Q52924,Q71289_redirect_Q52924,wikibase-entityid
Q71292,Q52928,Q71292_redirect_Q52928,wikibase-entityid
Q71295,Q52932,Q71295_redirect_Q52932,wikibase-entityid
Q71298,Q52936,Q71298_redirect_Q52936,wikibase-entityid
Q713,Q152799,Q713_redirect_Q152799,redirect
Q71301,Q52940,Q71301_redirect_Q52940,wikibase-entityid
Q71304,Q52944,Q71304_redirect_Q52944,wikibase-entityid
Q71307,Q52948,Q71307_redirect_Q52948,wikibase-entityid
Q71310,Q52952,Q71310_redirect_Q52952,wikibase-entityid
Q71313,Q52956,Q71313_redirect_Q52956,wikibase-entityid
Q71316,Q52960,Q71316_redirect_Q52960,wikibase-entityid
Q71319,Q52964,Q71319_redirect_Q52964,wikibase-entityid
Q71322,Q52968,Q71322_redirect_Q52968,wikibase-entityid
Q71325,Q52972,Q71325_redirect_Q52972,wikibase-entityid
Q71328,Q52976,Q71328_redirect_Q52976,wikibase-entityid
Q71331,Q52980,Q71331_redirect_Q52980,wikibase-entityid
Q71335,Q52984,Q71335_redirect_Q52984,wikibase-entityid
Q71338,Q52988,Q71338_redirect_Q52988,wikibase-entityid
Q71341,Q52992,Q71341_redirect_Q52992,wikibase-entityid
Q71344,Q52996,Q71344_redirect_Q52996,wikibase-entityid
Q71347,Q53000,Q71347_redirect_Q53000,wikibase-entityid
Q71350,Q53004,Q71350_redirect_Q53004,wikibase-entityid
Q71353,Q53008,Q71353_redirect_Q53008,wikibase-entityid
Q71356,Q53012,Q71356_redirect_Q53012,wikibase-entityid
Q71359,Q53016,Q71359_redirect_Q53016,wikibase-entityid
Q71362,Q53020,Q71362_redirect_Q53020,wikibase-entityid
Q71365,Q53024,Q71365_redirect_Q53024,wikibase-entityid
Q71368,Q53028,Q71368_redirect_Q53028,wikibase-entityid
Q71371,Q53032,Q71371_redirect_Q53032,wikibase-entityid
Q71374,Q53036,Q71374_redirect_Q53036,wikibase-entityid
Q71377,Q53040,Q71377_redirect_Q53040,wikibase-entityid
Q71380,Q53044,Q71380_redirect_Q53044,wikibase-entityid
Q71383,Q53048,Q71383_redirect_Q53048,wikibase-entityid
Q71386,Q53052,Q71386_redirect_Q53052,wikibase-entityid
Q71389,Q53056,Q71389_redirect_Q53056,wikibase-entityid
Q71392,Q53060,Q71392_redirect_Q53060,wikibase-entityid
Q71395,Q53064,Q71395_redirect_Q53064,wikibase-entityid
Q71398,Q53068,Q71398_redirect_Q53068,wikibase-entityid
Q714,Q152800,Q714_redirect_Q152800,redirect
Q71401,Q53072,Q71401_redirect_Q53072,wikibase-entityid
Q71404,Q53076,Q71404_redirect_Q53076,wikibase-entityid
Q71407,Q53080,Q71407_redirect_Q53080,wikibase-entityid
Q71410,Q53084,Q71410_redirect_Q53084,wikibase-entityid
Q71413,Q53088,Q71413_redirect_Q53088,wikibase-entityid
Q71416,Q53092,Q71416_redirect_Q53092,wikibase-entityid
Q71419,Q53096,Q71419_redirect_Q53096,wikibase-entityid
Q71422,Q53100,Q71422_redirect_Q53100,wikibase-entityid
Q71425,Q53104,Q71425_redirect_Q53104,wikibase-entityid
Q71428,Q53108,Q71428_redirect_Q53108,wikibase-entityid
Q71431,Q53112,Q71431_redirect_Q53112,wikibase-entityid
Q71434,Q53116,Q71434_redirect_Q53116,wikibase-entityid
Q71437,Q53120,Q71437_redirect_Q53120,wikibase-entityid
Q71441,Q53124,Q71441_redirect_Q53124,wikibase-entityid
Q71443,Q53128,Q71443_redirect_Q53128,wikibase-entityid
Q71446,Q53132,Q71446_redirect_Q53132,wikibase-entityid
Q71449,Q53136,Q71449_redirect_Q53136,wikibase-entityid
Q71452,Q53140,Q71452_redirect_Q53140,wikibase-entityid
Q71455,Q53144,Q71455_redirect_Q53144,wikibase-entityid
Q71458,Q53148,Q71458_redirect_Q53148,wikibase-entityid
Q71461,Q53152,Q71461_redirect_Q53152,wikibase-entityid
Q71464,Q53156,Q71464_redirect_Q53156,wikibase-entityid
Q71467,Q53160,Q71467_redirect_Q53160,wikibase-entityid
Q71470,Q53164,Q71470_redirect_Q53164,wikibase-entityid
Q71473,Q53168,Q71473_redirect_Q53168,wikibase-entityid
Q71476,Q53172,Q71476_redirect_Q53172,wikibase-entityid
Q71479,Q53176,Q71479_redirect_Q53176,wikibase-entityid
Q71482,Q53180,Q71482_redirect_Q53180,wikibase-entityid
Q71485,Q53184,Q71485_redirect_Q53184,wikibase-entityid
Q71488,Q53188,Q71488_redirect_Q53188,wikibase-entityid
Q71491,Q53192,Q71491_redirect_Q53192,wikibase-entityid
Q71494,Q53196,Q71494_redirect_Q53196,wikibase-entityid
Q71497,Q53200,Q71497_redirect_Q53200,wikibase-entityid
Q715,Q152801,Q715_redirect_Q152801,redirect
Q71500,Q53204,Q71500_redirect_Q53204,wikibase-entityid
Q71503,Q53208,Q71503_redirect_Q53208,wikibase-entityid
Q71506,Q53212,Q71506_redirect_Q53212,wikibase-entityid
Q71509,Q53216,Q71509_redirect_Q53216,wikibase-entityid
Q71512,Q53220,Q71512_redirect_Q53220,wikibase-entityid
Q71515,Q53224,Q71515_redirect_Q53224,wikibase-entityid
Q71518,Q53228,Q71518_redirect_Q53228,wikibase-entityid
Q71521,Q53232,Q71521_redirect_Q53232,wikibase-entityid
Q71524,Q53236,Q71524_redirect_Q53236,wikibase-entityid
Q71527,Q53240,Q71527_redirect_Q53240,wikibase-entityid
Q71530,Q53244,Q71530_redirect_Q53244,wikibase-entityid
Q71533,Q53248,Q71533_redirect_Q53248,wikibase-entityid
Q71536,Q53252,Q71536_redirect_Q53252,wikibase-entityid
Q71539,Q53256,Q71539_redirect_Q53256,wikibase-entityid
Q71542,Q53260,Q71542_redirect_Q53260,wikibase-entityid
Q71545,Q53264,Q71545_redirect_Q53264,wikibase-entityid
