QID,Wikidata_QID,Geni_IDs,Label,Description,Properties
Q140076,Q110585585,,Cydifor ap Genillin ap Gwaithfoed ap Cloddien,,9
Q140077,Q116115733,,Iorwerth ap Cydifor ap Gwaethfoed,,10
Q140078,Q130358519,,Cydifor|Cadwgan ap Gwaithfoed,,10
Q140079,Q110582433,,Annes ferch Llywelyn,,11
Q14008,Q106626560,,Kajiwara Kagekiyo,,6
Q140080,Q116156547,,Ednowain ab Ithel,,11
Q140081,Q18024187,,Llywarch ap Trahaearn,,13
Q140082,Q116055450,,Ednowain|Owain ap Trahaearn ap Caradog,,11
Q140083,Q117307075,,Hen Wallter ap Maredudd ap Hellin ap Llywarch,,10
Q140084,Q130340485,,Gwion Benarw ap Gwion Sais ap Hellin ap Llywarch,,9
Q140085,Q15867490,,Owain ap Gruffydd,,12
Q140086,Q17325889,,Rhys Ieuanc,,10
Q140087,Q133462371,,Lleucu ferch Gruffudd ap Rhys,,10
Q140088,Q116055478,,Gwerful ferch Llywelyn ap Rhys ap Morda Frych,,10
Q140089,Q4274901,,Maelgwn Fychan,,12
Q14009,Q3192026,,Kajiwara Kagesue,samurai,9
Q140090,Q7818338,,Tomas ap Rhodri ab Owain Gwynedd,,11
Q140091,Q3072975,,Gruffudd ap Gwenwynwyn,,13
Q140092,Q110662800,,NN,,9
Q140093,Q110636491,,Llywelyn ab Einion ab Einion Clud ap Madog,,10
Q140094,Q116054874,,Rhydderch ap Cydifor ap Dinawal,,11
Q140095,Q116115958,,Lleuki ferch Cydifor ap Dinawal,,11
Q140096,Q130358777,,Gruffudd ap Cydifor ap Dinawal ap Tudwal,,10
Q140097,Q130359169,,Henry ap Cydifor ap Dinawal ap Tudwal,,10
Q140098,Q116054831,,Ystedur ferch Caradog ap Llawrodd Dyfed,,9
Q140099,Q116054827,,Rhys ap Hywel Sais ab Yr Arglwydd Rhys,,9
Q1401,,,Hittite Ancestors Generation 44,,5
Q14010,Q17223790,,Kagetaka Kajiwara,,8
Q140100,Q116054830,,Hywel ap Hywel Sais,,9
Q140101,Q117307077,,Angharad ferch Hywel Sais ap Rhys,,10
Q140102,Q99211917,,Gruffudd ap Maredudd Gethin,,10
Q140103,Q116111661,,Rhys ap Maredudd Gethin ab Yr Arglwydd Rhys,,10
Q140104,Q116470947,,Gwenllian ferch Maredudd Gethin ap Rhys ap Gruffudd,,11
Q140105,Q116812407,,Gwenddydd ferch Cynddelw ab y Bochawc,,10
Q140106,Q116812512,,Gwilym ap Maredudd ap Rhydderch ap Bledri of Gwynfe,,11
Q140107,Q130342846,,Meurig Gam ap Maredudd ap Rhydderch ap Bledri Latimer of Ystlwyf,,10
Q140108,Q116146056,,Ifor ab Einion ap Llywarch ap Brân,,10
Q140109,Q131346762,,NN,,9
Q14011,Q11538829,,Kageshige Kajiwara,,8
Q140110,Q131346756,,Gruffudd Hir Sais ap Gwilym of Trewilym,,10
Q140111,Q131346749,,Robert ap Lucas,,10
Q140112,Q110152928,,Hunydd ferch Eunydd ap Gwerngwy,,11
Q140113,Q6064812,,Iorwerth Goch ap Maredudd,,10
Q140114,Q13130550,,Owain Fychan,,11
Q140115,Q1033027,,Gruffydd Maelor I,,13
Q140116,Q7114240,,Owain Brogyntyn,,12
Q140117,Q20568315,,Llywelyn ap Madog,,11
Q140118,Q13128095,,Efa ferch Madog,,11
Q140119,Q56526309,,Marared ferch Madog,,11
Q14012,,,Qiu Yue Zhong Xiong,,1
Q140120,Q116055475,,"Owain Fychan ap Madog ap Maredudd ap Bleddyn, lord of Mechain Is",,10
Q140121,Q110636440,,"Cynwrig Efell ap Madog ap Maredudd ap Bleddyn ap Cynfyn, lord of",,12
Q140122,Q116054525,,"Einion Efell ap Madog ap Maredudd, lord of Cynllaith",,11
Q140123,Q116477725,,Efa ferch Madog ap Maredudd ap Bleddyn,,11
Q140124,Q61911714,,Maud de Saint Hilary,,11
Q140125,Q16209208,,"Aveline de Clare, Countess of Essex",,13
Q140126,Q463491,,"Gilbert de Clare, 5th Earl of Gloucester",,13
Q140127,Q76264293,,Richard de Clare,,11
Q140128,Q330360,,"William Fitz Robert, 2nd Earl of Gloucester",,13
Q140129,Q55973888,,Hawise de Beaumont,,12
Q14013,,,Tian Kao Shi Zhong,,1
Q140130,Q6680998,,Loretta de Braose,,12
Q140131,Q75241899,,Margaret ferch Llywelyn,,11
Q140132,Q8020769,,"William de Braose, 1st Baron Braose",,13
Q140133,Q75453853,,John de Briouze,,9
Q140134,Q75397947,,Sir Richard Brewes,,12
Q140135,Q16508806,,Hawise de Londres,,12
Q140136,Q110152908,,Rhianwen ferch Ednyfed ab Eingar,,11
Q140137,Q75875790,,Cynhaethwy ap Herbert,,11
Q140138,Q116469758,,Hywel ap Rhys Fychan ap Rhys Foel ap Rhys Gôch,,9
Q140139,Q122260617,,Ieuan ap Rhys Fychan ap Rhys Foel ap Rhys Gôch,,9
Q14014,,,Jiang Shang Zhong Guang,,1
Q140140,Q116146042,,Moriddig ap Blegywryd ap Dinawal ap Tudwal,,10
Q140141,Q116812498,,Gwenllian ferch Moriddig Fychan ap Moriddig ap Blegywryd,,10
Q140142,Q116146048,,Jonet ferch Gronwy ab Einion ap Llywarch,,10
Q140143,Q99087003,,Llywelyn ab Ieuan Llwyd ap Llywelyn Foel,,11
Q140144,Q117307061,,Rhys ab Ieuan Llwyd ap Llywelyn Foel,,9
Q140145,Q116146036,,Gruffudd ap Dafydd ap Llywelyn Foel ap Moriddig Fychan,,9
Q140146,Q116054881,,Efa ferch Llywelyn ab Iorwerth ap Gwrgeneu,,10
Q140147,Q99087081,,Ieuan ap Cadwgon Fawr ap Cadwgon,,11
Q140148,Q116478863,,Madog ap Cadwgan Fawr ap Cadwgan ap Gruffudd,,10
Q140149,Q116054876,,Ieuan Llwyd ap Gruffudd ap Cadwgan ap Gruffudd Fychan,,9
Q14015,,,Gao Qiao Guang Zhong,,1
Q140150,Q128855679,,Lleucu ferch Iorwerth ap Maredudd ap Gruffudd Fychan,,10
Q140151,Q99084646,,Llywelyn ap Rhys ap Gronwy ap Caradog of Abergwrach,,11
Q140152,Q110383090,,Ieuan ap Caradog ab Ynyr ab Ifor ap Richard ab Einion ap Gollwyn,,10
Q140153,Q110560207,,Iorwerth Fawr ap Caradog ap Ynyr ab Ifor of Treoda,,10
Q140154,Q116812399,,Maredudd ap Rhydderch ap Bledri Latimer,,10
Q140155,Q116812376,,Rhys ab Arod ab Owain ap Rhydderch Ddû,,11
Q140156,Q131347078,,Gwenllian ferch Arod ab Owain ap Rhydderch Ddû,,11
Q140157,Q110413017,,Ellyw ferch Maredudd Fychan,,11
Q140158,Q130358507,,Maredudd Gam ap Maredudd Fychan ap Maredudd ap Richard,,11
Q140159,Q3779057,,"William de Braose, 3rd Lord of Bramber",,13
Q14016,,,Adopted daughter of Ashikaga Yoshiuji (wife of Satake Yoshishige),,1
Q140160,Q3638894,,Bertha of Hereford,,12
Q140161,Q61911564,,Bertha de Braose,,10
Q140162,Q116054867,,Mawd de Braose,,11
Q140163,Q107463395,,Amicia,,11
Q140164,Q61750996,,Bernard de Saint Valery,,12
Q140165,Q103568200,,Mathilde de Saint-Valery,,11
Q140166,Q7966513,,"Walter de Lacy, Lord of Meath",,13
Q140167,Q3720333,,"Egidia de Lacy, Lady of Connacht",,13
Q140168,Q62932919,,Gilbert de Lacy of Ewyas Harold,,13
Q140169,Q76174311,,Pernel de Lacy,,12
Q14017,,,Zuo Zhu Chang Yi,,1
Q140170,Q467685,,Llywelyn ab Iorwerth,,13
Q140171,Q1157156,,Dafydd ap Llywelyn,,13
Q140172,Q1398384,,Gruffudd ap Llywelyn ab Iorwerth,,13
Q140173,Q7288322,,Ralph de Mortimer,,11
Q140174,Q934504,,"Roger Mortimer, 1st Baron Mortimer",,13
Q140175,Q61896368,,Isolt de Mortimer,,13
Q140176,Q530524,,Eva Marshal,,13
Q140177,Q939952,,"Maud de Braose, Baroness Wigmore",,13
Q140178,Q5354427,,Eleanor de Braose,,13
Q140179,Q5415206,,Eva de Braose,,13
Q14018,,,Gang Bu Yi Gang,,1
Q140180,Q6078117,,Isabella de Braose,,13
Q140181,Q75897390,,Joan de Braose,,10
Q140182,Q75464049,,Henry de Briwere,,13
Q140183,Q75464051,,unknown Walton,,12
Q140184,Q75290404,,Isabel de Briwere,,12
Q140185,Q75808946,,Alice de Briwere,,12
Q140186,Q75792678,,Margery de Briwere,,10
Q140187,Q76170577,,William Brewer,,11
Q140188,Q75103311,,Joan de Brewer,,11
Q140189,Q75791953,,William Briwere,,8
Q14019,,,Yan Cheng Qing Yin,,1
Q140190,Q62128091,,Hubert de Vaux,,11
Q140191,Q98960292,,Grace|Gracia,,9
Q140192,Q75561251,,Gilbert Talbot,,9
Q140193,Q4706141,,Alan Basset,,13
Q140194,Q75561250,,Aline de Gal,,12
Q140195,Q76333375,,Drew de Montagu,,9
Q140196,Q8020752,,William de Beauchamp,,13
Q140197,Q4020193,,"William de Beauchamp, 9th Earl of Warwick",,13
Q140198,Q6792217,,"Maud FitzJohn, Countess of Warwick",,13
Q140199,Q61911546,,Isabel de Mauduit,,11
Q1402,,,Hittite Ancestors Generation 45,,5
Q14020,,,Da Ceng Gen Sheng Jing,,1
Q140200,Q75561228,,Ann le Botiler,,11
Q140201,Q75541506,,Joan Talbot,,12
Q140202,Q18576889,,Richard Talbot,,13
Q140203,Q75565000,,"Sir Roger de Chaundos, 1st Lord Chaundos",,13
Q140204,Q99084345,,Sarah de Turberville,,13
Q140205,Q116812190,,Catrin ferch Payn de Turberville,,11
Q140206,Q130353952,,Agnes Turberville,,11
Q140207,Q110582457,,Rhanullt ferch Rheinallt,,13
Q140208,Q5611989,,Gruffydd ap Madog Fychan,,11
Q140209,Q2350750,,Gruffudd Fychan I,,13
Q14021,,,Hōjō Yukitoki,,1
Q140210,Q4149758,,Gruffudd of Rhuddallt,,13
Q140211,Q110585477,,Gruffudd ab Iorwerth ab Ieuaf ap Niniaf,,11
Q140212,Q99073311,,Margred ferch Llewelyn,,11
Q140213,Q110583563,,Efa ferch Llywelyn ab Ynyr,,11
Q140214,Q99071872,,Gruffudd Llwyd ap Maredudd ap Llywelyn ab Ynyr,,11
Q140215,Q129257254,,Llywelyn Fychan ap Llywelyn ab Ynyr ap Hywel,,10
Q140216,Q110388699,,Margred ferch Madog Fychan ap Madog ap Rhirid,,11
Q140217,Q116108899,,Llywelyn ab Iorwerth ap Gruffudd ab Iorwerth of Llwyn-on,,11
Q140218,Q117306775,,Arddun ferch Iorwerth ap Gruffudd ab Iorwerth,,11
Q140219,Q99082598,,Hywel ap Gruffudd ab Owain of Maesmor,,11
Q14022,,,Hōjō Hisatoki,,1
Q140220,Q116478853,,Angharad ferch Gruffudd ab Owain ap Bleddyn,,11
Q140221,Q110636815,,Cynwrig Fychan ap Cynwrig ab Ithel Fychan,,10
Q140222,Q110388905,,Llywelyn ap Dafydd Dinlaes ap Dafydd,,9
Q140223,Q75958835,,Margaret verch Dafydd,,11
Q140224,Q99080930,,Hywel ap Madog,,12
Q140225,Q116468839,,Gruffudd ap Cadwgan ap Hywel ap Madog,,10
Q140226,Q130359141,,Maredudd ap Cadwgan ap Hywel ap Madog,,9
Q140227,Q110636697,,Cydifor ap Dinawal ap Tudwal ab Aelan  Aelaw,,11
Q140228,Q110636700,,Annes ferch Ifor ab Idnerth ap Cadwgan,,11
Q140229,Q110636686,,Dafydd ap Gruffudd ap Gwrgeneu Fychan ap Gwrgeneu,,11
Q14023,,,Akahashi Tōshi,,1
Q140230,Q110635487,,Gruffudd ap Dafydd ap Gwrgeneu Fychan ap Gwrgeneu,,10
Q140231,Q110635475,,Ieuan ap Dafydd ap Gwrgeneu Fychan ap Gwrgeneu ab Iorwerth,,9
Q140232,Q116052885,,Elidir ab Owain ab Idnerth ap Cadwgan,,11
Q140233,Q116052888,,Arddun ferch Tudur ap Gronwy ab Einion,,11
Q140234,Q99086873,,Llywelyn Foethus ap Llywelyn Ddû ab Owain,,11
Q140235,Q110413660,,"Gronwy Gôch ab Elidir Gôch, lord of Llangathen",,11
Q140236,Q133462385,,Gwenllian ferch Rhys ab Arod ap Rhydderch Ddû,,11
Q140237,Q133462381,,Gwilym ap Gruffudd Ddû ap Gruffudd Foel ap Gruffudd,,10
Q140238,Q348911,,"William Marshal, 1st Earl of Pembroke",,13
Q140239,Q783126,,"Isabel de Clare, 4th Countess of Pembroke",,13
Q14024,,,Hōjō Moritoki,,1
Q140240,Q448342,,"Gilbert Marshal, 4th Earl of Pembroke",,12
Q140241,Q1237240,,Maud Marshal,,13
Q140242,Q262970,,"Walter Marshal, 5th Earl of Pembroke",,12
Q140243,Q449884,,Isabel Marshal,,13
Q140244,Q569572,,"Anselm Marshal, 6th Earl of Pembroke",,12
Q140245,Q966269,,"Richard Marshal, 3rd Earl of Pembroke",,12
Q140246,Q12902110,,Sibyl Marshal,,12
Q140247,Q12900475,,Joan Marshal,,13
Q140248,Q271382,,Eleanor of Leicester,,13
Q140249,Q96085137,,Alice de Béthune,,12
Q14025,Q11636801,,Ashikaga Yoshitoshi,,6
Q140250,Q23969848,,Henry Hastings,,13
Q140251,Q61911166,,Ada de Huntingdon,,13
Q140252,Q6238201,,"John Hastings, 1st Baron Hastings",,13
Q140253,Q24040577,,"Edmund Hastings, 1st Baron Hastings of Inchmahome",,12
Q140254,Q76018780,,Richard Hastings,,9
Q140255,Q76018779,,Joan Hastings,,9
Q140256,Q76018782,,Philip Hastings,,9
Q140257,Q76018777,,Lora de Hastings,,13
Q140258,Q8012779,,William III de Cantilupe,,13
Q140259,Q110662749,,Tudur ap Madog ab Iarddur,,11
Q14026,Q11636828,,Ashikaga Sadakazu,,6
Q140260,Q110662592,,Tudur ap Dafydd ap Tudur ap Madog,,11
Q140261,Q110662748,,Gruffudd ap Dafydd ap Tudur ap Madog,,11
Q140262,Q130341579,,Hywel ap Dafydd ap Tudur ap Madog,,10
Q140263,Q110290613,,Tudur Llwyd ap Hywel ap Tudur of Ariannell,,9
Q140264,Q99302489,,Dafydd Llwyd,,9
Q140265,Q130648373,,Dafydd ap Rhys ap Tudur ap Madog,,9
Q140266,Q105819585,,Maredudd ap Madog ap Jenkin Havard,,11
Q140267,Q116469726,,Ieuan ap Madog ap Jenkin Havard,,10
Q140268,Q116812614,,Jonet ferch Madog Havard,,11
Q140269,Q116812274,,Gruffudd ap Hywel Benfras ap Maredudd ab Einion Sais,,9
Q14027,Q11500850,,Shiba Muneuji,,9
Q140270,Q116812106,,NN ferch Llywelyn ap Hywel Hên ap Cadwgan,,10
Q140271,Q116812103,,Rhys ap Hywel ab Einion Fychan ab Einion Sais,,10
Q140272,Q116812123,,NN ferch Trahaearn ab Einion Fychan ab Einion Sais,,10
Q140273,Q116812283,,Gwilyn Gôch ab Ieuan ab Einion Fychan ab Einion Sais,,9
Q140274,Q116178208,,Gruffudd ab Owain ap Maredudd ap Trahaearn,,9
Q140275,Q116178209,,Owain ap Maredudd ap Trahaearn ap Rheinallt,,9
Q140276,Q128855551,,Sir Dafydd 'Melyn' ap Hywel ap Rhys ab Einion Fychan,,10
Q140277,Q130358969,,Gwenllian ferch Gwalter ap Rhys ab Einion Fychan,,11
Q140278,Q131347167,,Gruffudd Llwyd ap Rhys ap Dafydd ab Einion Fychan,,9
Q140279,Q116052895,,Meurig Gôch ap Gruffudd ap Cydifor ap Selyf of Caeo,,10
Q14028,Q11636829,,Ashikaga Sadauji,samurai of the late-Kamakura period,11
Q140280,Q116054872,,Rhys Foel ap Rhys ap Rhydderch ap Cydifor of Gilfachwen,,9
Q140281,Q116055039,,Dafydd Foel ap Rhys ap Rhydderch ap Cydifor,,9
Q140282,Q116055705,,Gwilym ap Rhys ap Rhydderch ap Cydifor,,10
Q140283,Q116812366,,Gruffudd ap Cadwgan Hên ap Gruffudd ap Gwrgeneu,,9
Q140284,Q116146083,,Morgan ab Einion ap Hywel Gôch,,11
Q140285,Q130358968,,Angharad ferch Einion ap Hywel Gôch,,10
Q140286,Q130358976,,Henry ab Einion ap Hywel Gôch,,9
Q140287,Q116812363,,Cadwgan ap Morgan Llwyd ap Gruffudd ap Cadwgan Gôch,,10
Q140288,Q110413013,,Llywelyn ap Rhys Ddû ap Llywelyn ap Cadwgan of Llandygwy,,9
Q140289,Q130358794,,Rhys Fychan ap Rhys Ddû ap Llywelyn ap Cadwgan Fychan of Llanrhys,,11
Q14029,,,Hōjō Mototoki,,1
Q140290,Q133461632,,Ieuan ap Rhs Ddû ap Llywelyn ap Cadwgan,,11
Q140291,Q116147043,,Gwenllian ferch Gruffudd Ddû ab Ieuan ab Einion,,11
Q140292,Q116479495,,Llywelyn ab Ednyfed ab Urien Y Wefl,,11
Q140293,Q128857490,,Hywel ab Ieuan Llwyd ap Llywelyn ap Cadwgan,,9
Q140294,Q130358770,,Margred ferch Maredudd ap Thomas ap Llywelyn,,11
Q140295,Q130359193,,Efa ferch Maredudd ap Thomas ap Llywelyn,,11
Q140296,Q130359166,,Dafydd ab Ieuan Bwl ap Madog ap Henry of Castell Hywel,,10
Q140297,Q112610844,,Watkin ap Rhys Fychan ap Dafydd ab Ieuan Bwl of Neuadd,,11
Q140298,Q133461618,,Dyddgu ferch Rhys Fychan ap Dafydd ab Ieuan Bwl,,11
Q140299,Q116812412,,Aron ab Einion ap Hywel Gôch ap Cynwrig,,9
Q1403,,,Hittite Ancestors Generation 46,,5
Q14030,Q11427362,,Horikawa Sadamitsu,,8
Q140300,Q116812372,,Annes ferch Cadwgan ab Ieuan ap Philip,,10
Q140301,Q75905274,,Maredudd ap Henry Dwnn,,12
Q140302,Q112610886,,Gwladus Dwnn ferch Henry Dwnn ap Gruffudd Dwnn ap Cadwgan,,11
Q140303,Q130359279,,Gruffudd ab Ieuan Fychan ap Philip ap Meurig Trwyn,,11
Q140304,Q131346918,,Meddefus ferch Gruffudd ap Maredudd Ddû,,11
Q140305,Q131346911,,Gwenllian ferch Gruffudd Fychan ap Gruffudd Dwnn ap Cadwgan,,10
Q140306,Q122260635,,Jane ferch Ralph Baskerville,,10
Q140307,Q99080561,,Gwallter Sais ap Roger Ieuanc ap Roger Fawr ab Ieuan ap Hywel of,,11
Q140308,Q127413848,,Dafydd ap Llywelyn ap Hywel ap Madog,,10
Q140309,Q128855542,,Ieuan ap Gruffudd Hir ap Dafydd ap Gruffudd Foel of Llanfair Clyd,,11
Q14031,,,Ku Kou Zhen Yi Nonu ? (hou Ti Hu Tian Huang Nohou Gong ?nu Yu ?),,1
Q140310,Q130358707,,Dyddgu ferch Gruffudd Hir ap Dafydd ap Gruffudd Foel,,11
Q140311,Q130358996,,Dafydd ap Rhys ap Philip ap Hywel of Cynghordy,,11
Q140312,Q116470945,,Ifor Fychan ab Ifor ap Cadrod ab Einion,,11
Q140313,Q130358664,,Gruffudd ap Gollwyn ap Cadrod ab Einion,,9
Q140314,Q110622136,,Rhiwallon,,8
Q140315,Q110622134,,Lleucu ferch Einion ap Rhiwallon,,10
Q140316,Q99211645,,Gwilym ap Gronwy Fychan ap Gronwy ap Cathaearn,,9
Q140317,Q116469850,,Jonet ferch Gronwy Fychan ap Gronwy ap Cathearn,,10
Q140318,Q112490544,,NN ferch Llywelyn Bren,,11
Q140319,Q112964840,,Joan ferch Emerod Turberville,,10
Q14032,,,Hōjō Sadaaki,,1
Q140320,Q112963882,,Rhys ap Gronwy Gôch ab Y Bach ap Gwaithfoed,,9
Q140321,Q110622298,,Ifor ap Gwyn ap Collwyn ap Llawrodd Dyfed,,9
Q140322,Q116470778,,Gruffudd ap Cadwgan ap Llywelyn ap Gwrgan,,9
Q140323,Q110622277,,Cynhaethwy ap Gwrwared ap Seisyll ap Rhûn,,9
Q140324,Q75905259,,Einon ap Llywarch,,10
Q140325,Q130358926,,Meurig Foel ap Gruffudd ab Elidir Marchog ap Llywarch,,9
Q140326,Q110621988,,Tangwystl ferch Ieuan ap Gwlhafed Fychan ap Gwlhafed,,10
Q140327,Q99084594,,Ieuan ap Lleision ap Rhys (of Baglan) ap Morgan Fychan,,12
Q140328,Q116145999,,Mawd ferch Hywel Sais ab Iorwerth ap Gronwy,,11
Q140329,Q122260699,,Einion ap Lleisan ap Rhys ap Morgan Fychan,,10
Q14033,Q11665112,,Kenben,Japanese buddhist monk in the late-Kamakura period. son of Hōjō Akitoki,8
Q140330,Q110560164,,Rhys Vwya ap Llyweyln Fychan ap Llywelyn of Merthyr Tydvil,,11
Q140331,Q116469597,,Joan ferch Llywelyn Fychan,,11
Q140332,Q110621985,,"Thomas ap Gronwy ab Ieuan ap Lleisan, aka Thomas Ddu",,11
Q140333,Q116470943,,"Ifor Hir ap Hywel ab Ifor Fychan ab Ifor of Meisgyn, Glamorgam",,11
Q140334,Q130359293,,Ieuan Gwyn ap Gwilym Fwya ab Ieuan ab Einion of Llwyn Morgan,,10
Q140335,Q110347242,,Gwilym ap Jenkin ap Gwrgi ap Guyon,,10
Q140336,Q110347243,,Bettina Norris,,10
Q140337,Q13637529,,Ieuan Gethin,,12
Q140338,Q110427972,,Jenet|Joan ferch Ieuan ap Llesion ap Rhys (of Baglan) ap Morgan F,,11
Q140339,Q110621986,,Sir Gronwy ab Ieuan ap Lleision ap Rhys ap Morgan Fychan,,11
Q14034,,,Hōjō Akizane,,1
Q140340,Q116469705,,Thomas ab Ieuan ap Lleision ap Rhys of Breigan,,11
Q140341,Q116470749,,Lleision ab Ieuan ap Lleision ap Rhys of Gnoll,,11
Q140342,Q127225276,,Efa ferch Ieuan ap Lleision ap Rhys,,11
Q140343,Q130342847,,Jonet ferch Ieuan ap Lleision ap Rhys,,11
Q140344,Q130359333,,Morfudd ferch Ieuan ap Lleision ap Rhys,,11
Q140345,Q116470750,,Efa ferch Llywelyn Fwya ap Llywelyn ap Rhys,,10
Q140346,Q110383108,,Catrin ferch Ieuan Llwyd ab Ieuan ap Gruffudd Foel,,11
Q140347,Q110383101,,Hywel Melyn ap Gwilym Gam ap Hywel Fychan ap Hywel of Ynys Derw,,11
Q140348,Q110413743,,Gwilym Ddû ap Gwilym Gam ap Hywel Fychan ap Hywel,,11
Q140349,Q116146080,,Thomas ab Einion Gên ap Hywel Fychan ap Hywel,,9
Q14035,,,Daughter of Hojo Akitoki (wife of Chiba Tanemune),,1
Q140350,Q116470727,,Gwilym ap Hywel Sais ap Hywel Fychan,,11
Q140351,Q130359335,,Ieuan ap Dafydd ap Madog Gowyeth ap Hywel,,10
Q140352,Q99072032,,Madog ab Iorwerth ap Madog ap Rhirid Flaidd,,11
Q140353,Q97532143,,Gwladys ferch Llywelyn ap Hywel Felyn ap Gruffudd ab Ifor Bach,,11
Q140354,Q97532083,,Rhys Llwyd ab Adam ap Rhys ab Einion Sais of Porthgogof,,11
Q140355,Q116469618,,Joan ferch Adam ap Rhys ab Einion Sais,,11
Q140356,Q110347134,,Lettice ferch Cadwaladyr ap Gruffudd ap Cadwaladr,,10
Q140357,Q99080671,,Llywelyn ap Hywel Fychan ap Hywel ab Einion Sais,,13
Q140358,Q110390617,,Dafydd ap Hywel Fychan ap Hywel ab Einion Sais of Parc Letis,,11
Q140359,Q116054478,,Gwenllian ferch Hywel Fychan ap Hywel ab Einion,,11
Q14036,,,Shi Jia Tang Dian,,1
Q140360,Q116146135,,Elsbeth ferch Hywel Fychan ap Hywel ab Einion Sais,,11
Q140361,Q116469719,,Ieuan ap Hywel Fychan ap Hywel ab Einion Sais,,10
Q140362,Q116812165,,Gwilym ap Hywel Fychan ap Hywel,,10
Q140363,Q99085063,,NN ferch Hywel Fychan ap Hywel ab Einion Sais,,11
Q140364,Q116052697,,Thomas ap Bleddyn ap Hywel ab Einion Sais,,11
Q140365,Q99800481,,Thomas ap Dafydd Llwyd ap Hywel ab Einion Sais of Aberbonddu,,10
Q140366,Q112643906,,Meurig ap Gruffudd ap Cadwgan ap Hywel,,11
Q140367,Q130359137,,Hywel ap Gruffudd ap Cadwgan ap Hywel,,10
Q140368,Q116145632,,Gruffudd ab Owain Gethin ab Owain ap Caradog,,11
Q140369,Q116146082,,Nest ferch Owain Gethin ab Owain ap Caradog,,11
Q14037,Q2389291,,Takatsukasa Fuyunori,kugyo or highest-ranking Japanese court noble of the Kamakura period,9
Q140370,Q116812167,,Dafydd ab Owain Gethin ab Owain ap Caradog,,10
Q140371,Q130358442,,NN ferch Owain Gethin ab Owain ap Caradog,,11
Q140372,Q127225274,,Trahaearn ab Owain Fwya ab Owain ap Caradog,,10
Q140373,Q131138473,,NN Radnoll,,9
Q140374,Q131138470,,"Isaac ap Rhese, of Washingley",,11
Q140375,Q99085003,,Ieuan ap Watkin ap Hywel ap Dafydd,,11
Q140376,Q116178170,,Gwenllian ferch Watkin ap Hywel ap Dafydd,,11
Q140377,Q116812486,,Gwerful ferch Watkin ap Hywel ap Dafydd,,11
Q140378,Q127225265,,NN ferch Watkin ap Hywel,,11
Q140379,Q105819607,,Hywel Fychan ap Hywel ap Dafydd Rhys,,10
Q14038,,,佐々木高基,,1
Q140380,Q116145845,,Dafydd ap Hywel Fychan ap Hywel ap Dafydd of Ael Fannog,,11
Q140381,Q116469722,,Hywel ap Dafydd y Blawd ap Jenkin ap Dafydd,,10
Q140382,Q127225284,,Gwladus ferch John Blewet,,10
Q140383,Q127225261,,Jenkin ap Richard ap Jenkin ap Dafydd,,10
Q140384,Q127413850,,Hywel ap Madog ap Trahaearn ap Gruffudd Gôch,,11
Q140385,Q131346919,,Gwladus ferch Ieuan Gethin ap Hywel ap Madog,,10
Q140386,Q110622054,,Payn II Turberville,,9
Q140387,Q101246425,,Robert Turberville,,10
Q140388,Q110622312,,Gollwyn ap Gwyn ap Rhydderch,,10
Q140389,Q110636966,,Llywelyn ap Cydifor Fawr ap Gollwyn ap Gwyn of Ystlwyf,,11
Q14039,,,Nikaidō Yukiaki,,1
Q140390,Q116052921,,Trahaearn ap Cydifor Fawr ap Gollwyn ap Gwyn of Tre-lech,,11
Q140391,Q116055043,,Margred ferch Cydifor Fawr ap Gollwyn ap Gwyn,,11
Q140392,Q116812415,,Cynwrig ap Cydifor Fawr ap Gollwyn ap Gwyn,,10
Q140393,Q76154262,,Llwch Llawen 'Fawr' (?),,8
Q140394,Q99239161,,Einion Goeg,,9
Q140395,Q116055025,,Gwilym ap Gwrwared ap Gwilym ap Gwrwared,,13
Q140396,Q110636675,,Jane ferch Gorwareth,,11
Q140397,Q76154281,,Jonet verch Meurig,,10
Q140398,Q99302430,,Rhys ap Gruffudd ab Sir Aron ap Rhys,,9
Q140399,Q110585254,,Owain Foel ab Iorwerth ap Gwrgeneu ab Uchtred,,10
Q1404,,,Hittite Ancestors Generation 47,,5
Q14040,,,Gao Dao Tai Xin,,1
Q140400,Q110635629,,Einion Ddistain ab Iorwerth ap Gwrgeneu of Lechfren,,11
Q140401,Q99302469,,"Ieuan Foel, of Pencelli",,11
Q140402,Q116054882,,Llywelyn ab Iorwerth ap Gwrgeneu ab Uchtred,,10
Q140403,Q110636673,,Cynddelw ab Iorwerth ap Gwrgeneu ab Uchdryd,,11
Q140404,Q116147506,,Gwladus ferch Jenkin ab Adam,,11
Q140405,Q116812391,,Arod ab Owain ap Rhydderch Ddû,,11
Q140406,Q130359091,,Owain Fychan ab Owain ap Rhydderch Ddû ap Cadwgan,,10
Q140407,Q110622016,,Joan ferch Rhys,,11
Q140408,Q97532151,,Llywelyn ap Hywel Felyn ap Gruffudd ab Ifor Bach,,11
Q140409,Q99084268,,Madog ap Hywel Fychan,,11
Q14041,,,Daughter of Nikaido Yukiaki (wife of Sasaki Yoritsuna),,1
Q140410,Q110622009,,Sir Ralph Maelog,,11
Q140411,Q4284808,,"Maud of Gloucester, Countess of Chester",,13
Q140412,Q110582529,,Margred ferch Einion ap Gwalchmai ap Meilir,,11
