GaianYear,StartDate,GregorianLeapYear,GaianLeapYear,DaysInYear
96,"January 3, 9906 BC",False,False,364
97,"January 2, 9905 BC",True,False,364
98,"December 31, 9905 BC",False,False,364
99,"December 30, 9904 BC",False,False,364
100,"December 29, 9903 BC",False,True,371
101,"January 4, 9901 BC",False,False,364
102,"January 3, 9900 BC",False,False,364
103,"January 2, 9899 BC",False,False,364
104,"January 1, 9898 BC",False,False,364
105,"December 31, 9898 BC",True,False,364
106,"December 29, 9897 BC",False,True,371
107,"January 4, 9895 BC",False,False,364
108,"January 3, 9894 BC",False,False,364
109,"January 2, 9893 BC",True,False,364
110,"December 31, 9893 BC",False,False,364
111,"December 30, 9892 BC",False,False,364
112,"December 29, 9891 BC",False,True,371
113,"January 4, 9889 BC",True,False,364
114,"January 2, 9888 BC",False,False,364
115,"January 1, 9887 BC",False,False,364
116,"December 31, 9887 BC",False,False,364
117,"December 30, 9886 BC",True,True,371
118,"January 4, 9884 BC",False,False,364
119,"January 3, 9883 BC",False,False,364
120,"January 2, 9882 BC",False,False,364
121,"January 1, 9881 BC",True,False,364
122,"December 30, 9881 BC",False,False,364
123,"December 29, 9880 BC",False,True,371
124,"January 4, 9878 BC",False,False,364
125,"January 3, 9877 BC",True,False,364
126,"January 1, 9876 BC",False,False,364
127,"December 31, 9876 BC",False,False,364
128,"December 30, 9875 BC",False,False,364
129,"December 29, 9874 BC",True,True,371
130,"January 3, 9872 BC",False,False,364
131,"January 2, 9871 BC",False,False,364
132,"January 1, 9870 BC",False,False,364
133,"December 31, 9870 BC",True,False,364
134,"December 29, 9869 BC",False,True,371
135,"January 4, 9867 BC",False,False,364
136,"January 3, 9866 BC",False,False,364
137,"January 2, 9865 BC",True,False,364
138,"December 31, 9865 BC",False,False,364
139,"December 30, 9864 BC",False,False,364
140,"December 29, 9863 BC",False,True,371
141,"January 4, 9861 BC",True,False,364
142,"January 2, 9860 BC",False,False,364
143,"January 1, 9859 BC",False,False,364
144,"December 31, 9859 BC",False,False,364
145,"December 30, 9858 BC",True,True,371
146,"January 4, 9856 BC",False,False,364
147,"January 3, 9855 BC",False,False,364
148,"January 2, 9854 BC",False,False,364
149,"January 1, 9853 BC",True,False,364
150,"December 30, 9853 BC",False,False,364
151,"December 29, 9852 BC",False,True,371
152,"January 4, 9850 BC",False,False,364
153,"January 3, 9849 BC",True,False,364
154,"January 1, 9848 BC",False,False,364
155,"December 31, 9848 BC",False,False,364
156,"December 30, 9847 BC",False,False,364
157,"December 29, 9846 BC",True,True,371
158,"January 3, 9844 BC",False,False,364
159,"January 2, 9843 BC",False,False,364
160,"January 1, 9842 BC",False,False,364
161,"December 31, 9842 BC",True,False,364
162,"December 29, 9841 BC",False,True,371
163,"January 4, 9839 BC",False,False,364
164,"January 3, 9838 BC",False,False,364
165,"January 2, 9837 BC",True,False,364
166,"December 31, 9837 BC",False,False,364
167,"December 30, 9836 BC",False,False,364
168,"December 29, 9835 BC",False,True,371
169,"January 4, 9833 BC",True,False,364
170,"January 2, 9832 BC",False,False,364
171,"January 1, 9831 BC",False,False,364
172,"December 31, 9831 BC",False,False,364
173,"December 30, 9830 BC",True,True,371
174,"January 4, 9828 BC",False,False,364
175,"January 3, 9827 BC",False,False,364
176,"January 2, 9826 BC",False,False,364
177,"January 1, 9825 BC",True,False,364
178,"December 30, 9825 BC",False,False,364
179,"December 29, 9824 BC",False,True,371
180,"January 4, 9822 BC",False,False,364
181,"January 3, 9821 BC",True,False,364
182,"January 1, 9820 BC",False,False,364
183,"December 31, 9820 BC",False,False,364
184,"December 30, 9819 BC",False,False,364
185,"December 29, 9818 BC",True,True,371
186,"January 3, 9816 BC",False,False,364
187,"January 2, 9815 BC",False,False,364
188,"January 1, 9814 BC",False,False,364
189,"December 31, 9814 BC",True,False,364
190,"December 29, 9813 BC",False,True,371
191,"January 4, 9811 BC",False,False,364
192,"January 3, 9810 BC",False,False,364
193,"January 2, 9809 BC",True,False,364
194,"December 31, 9809 BC",False,False,364
195,"December 30, 9808 BC",False,False,364
196,"December 29, 9807 BC",False,True,371
197,"January 4, 9805 BC",True,False,364
198,"January 2, 9804 BC",False,False,364
199,"January 1, 9803 BC",False,False,364
200,"December 31, 9803 BC",False,False,364
201,"December 30, 9802 BC",False,False,364
202,"December 29, 9801 BC",False,True,371
203,"January 4, 9799 BC",False,False,364
204,"January 3, 9798 BC",False,False,364
205,"January 2, 9797 BC",True,False,364
206,"December 31, 9797 BC",False,False,364
207,"December 30, 9796 BC",False,False,364
208,"December 29, 9795 BC",False,True,371
209,"January 4, 9793 BC",True,False,364
210,"January 2, 9792 BC",False,False,364
211,"January 1, 9791 BC",False,False,364
212,"December 31, 9791 BC",False,False,364
213,"December 30, 9790 BC",True,True,371
214,"January 4, 9788 BC",False,False,364
215,"January 3, 9787 BC",False,False,364
216,"January 2, 9786 BC",False,False,364
217,"January 1, 9785 BC",True,False,364
218,"December 30, 9785 BC",False,False,364
219,"December 29, 9784 BC",False,True,371
220,"January 4, 9782 BC",False,False,364
221,"January 3, 9781 BC",True,False,364
222,"January 1, 9780 BC",False,False,364
223,"December 31, 9780 BC",False,False,364
224,"December 30, 9779 BC",False,False,364
225,"December 29, 9778 BC",True,True,371
226,"January 3, 9776 BC",False,False,364
227,"January 2, 9775 BC",False,False,364
228,"January 1, 9774 BC",False,False,364
229,"December 31, 9774 BC",True,False,364
230,"December 29, 9773 BC",False,True,371
231,"January 4, 9771 BC",False,False,364
232,"January 3, 9770 BC",False,False,364
233,"January 2, 9769 BC",True,False,364
234,"December 31, 9769 BC",False,False,364
235,"December 30, 9768 BC",False,False,364
236,"December 29, 9767 BC",False,True,371
237,"January 4, 9765 BC",True,False,364
238,"January 2, 9764 BC",False,False,364
239,"January 1, 9763 BC",False,False,364
240,"December 31, 9763 BC",False,False,364
241,"December 30, 9762 BC",True,True,371
242,"January 4, 9760 BC",False,False,364
243,"January 3, 9759 BC",False,False,364
244,"January 2, 9758 BC",False,False,364
245,"January 1, 9757 BC",True,False,364
246,"December 30, 9757 BC",False,False,364
247,"December 29, 9756 BC",False,True,371
248,"January 4, 9754 BC",False,False,364
249,"January 3, 9753 BC",True,False,364
250,"January 1, 9752 BC",False,False,364
251,"December 31, 9752 BC",False,False,364
252,"December 30, 9751 BC",False,False,364
253,"December 29, 9750 BC",True,True,371
254,"January 3, 9748 BC",False,False,364
255,"January 2, 9747 BC",False,False,364
256,"January 1, 9746 BC",False,False,364
257,"December 31, 9746 BC",True,False,364
258,"December 29, 9745 BC",False,True,371
259,"January 4, 9743 BC",False,False,364
260,"January 3, 9742 BC",False,False,364
261,"January 2, 9741 BC",True,False,364
262,"December 31, 9741 BC",False,False,364
263,"December 30, 9740 BC",False,False,364
264,"December 29, 9739 BC",False,True,371
265,"January 4, 9737 BC",True,False,364
266,"January 2, 9736 BC",False,False,364
267,"January 1, 9735 BC",False,False,364
268,"December 31, 9735 BC",False,False,364
269,"December 30, 9734 BC",True,True,371
270,"January 4, 9732 BC",False,False,364
271,"January 3, 9731 BC",False,False,364
272,"January 2, 9730 BC",False,False,364
273,"January 1, 9729 BC",True,False,364
274,"December 30, 9729 BC",False,False,364
275,"December 29, 9728 BC",False,True,371
276,"January 4, 9726 BC",False,False,364
277,"January 3, 9725 BC",True,False,364
278,"January 1, 9724 BC",False,False,364
279,"December 31, 9724 BC",False,False,364
280,"December 30, 9723 BC",False,False,364
281,"December 29, 9722 BC",True,True,371
282,"January 3, 9720 BC",False,False,364
283,"January 2, 9719 BC",False,False,364
284,"January 1, 9718 BC",False,False,364
285,"December 31, 9718 BC",True,False,364
286,"December 29, 9717 BC",False,True,371
287,"January 4, 9715 BC",False,False,364
288,"January 3, 9714 BC",False,False,364
289,"January 2, 9713 BC",True,False,364
290,"December 31, 9713 BC",False,False,364
291,"December 30, 9712 BC",False,False,364
292,"December 29, 9711 BC",False,True,371
293,"January 4, 9709 BC",True,False,364
294,"January 2, 9708 BC",False,False,364
295,"January 1, 9707 BC",False,False,364
296,"December 31, 9707 BC",False,False,364
297,"December 30, 9706 BC",True,True,371
298,"January 4, 9704 BC",False,False,364
299,"January 3, 9703 BC",False,False,364
300,"January 2, 9702 BC",False,False,364
301,"January 1, 9701 BC",False,False,364
302,"December 31, 9701 BC",False,False,364
303,"December 30, 9700 BC",False,False,364
304,"December 29, 9699 BC",False,True,371
305,"January 4, 9697 BC",True,False,364
306,"January 2, 9696 BC",False,False,364
307,"January 1, 9695 BC",False,False,364
308,"December 31, 9695 BC",False,False,364
309,"December 30, 9694 BC",True,True,371
310,"January 4, 9692 BC",False,False,364
311,"January 3, 9691 BC",False,False,364
312,"January 2, 9690 BC",False,False,364
313,"January 1, 9689 BC",True,False,364
314,"December 30, 9689 BC",False,False,364
315,"December 29, 9688 BC",False,True,371
316,"January 4, 9686 BC",False,False,364
317,"January 3, 9685 BC",True,False,364
318,"January 1, 9684 BC",False,False,364
319,"December 31, 9684 BC",False,False,364
320,"December 30, 9683 BC",False,False,364
321,"December 29, 9682 BC",True,True,371
322,"January 3, 9680 BC",False,False,364
323,"January 2, 9679 BC",False,False,364
324,"January 1, 9678 BC",False,False,364
325,"December 31, 9678 BC",True,False,364
326,"December 29, 9677 BC",False,True,371
327,"January 4, 9675 BC",False,False,364
328,"January 3, 9674 BC",False,False,364
329,"January 2, 9673 BC",True,False,364
330,"December 31, 9673 BC",False,False,364
331,"December 30, 9672 BC",False,False,364
332,"December 29, 9671 BC",False,True,371
333,"January 4, 9669 BC",True,False,364
334,"January 2, 9668 BC",False,False,364
335,"January 1, 9667 BC",False,False,364
336,"December 31, 9667 BC",False,False,364
337,"December 30, 9666 BC",True,True,371
338,"January 4, 9664 BC",False,False,364
339,"January 3, 9663 BC",False,False,364
340,"January 2, 9662 BC",False,False,364
341,"January 1, 9661 BC",True,False,364
342,"December 30, 9661 BC",False,False,364
343,"December 29, 9660 BC",False,True,371
344,"January 4, 9658 BC",False,False,364
345,"January 3, 9657 BC",True,False,364
346,"January 1, 9656 BC",False,False,364
347,"December 31, 9656 BC",False,False,364
348,"December 30, 9655 BC",False,False,364
349,"December 29, 9654 BC",True,True,371
350,"January 3, 9652 BC",False,False,364
351,"January 2, 9651 BC",False,False,364
352,"January 1, 9650 BC",False,False,364
353,"December 31, 9650 BC",True,False,364
354,"December 29, 9649 BC",False,True,371
355,"January 4, 9647 BC",False,False,364
356,"January 3, 9646 BC",False,False,364
357,"January 2, 9645 BC",True,False,364
358,"December 31, 9645 BC",False,False,364
359,"December 30, 9644 BC",False,False,364
360,"December 29, 9643 BC",False,True,371
361,"January 4, 9641 BC",True,False,364
362,"January 2, 9640 BC",False,False,364
363,"January 1, 9639 BC",False,False,364
364,"December 31, 9639 BC",False,False,364
365,"December 30, 9638 BC",True,True,371
366,"January 4, 9636 BC",False,False,364
367,"January 3, 9635 BC",False,False,364
368,"January 2, 9634 BC",False,False,364
369,"January 1, 9633 BC",True,False,364
370,"December 30, 9633 BC",False,False,364
371,"December 29, 9632 BC",False,True,371
372,"January 4, 9630 BC",False,False,364
373,"January 3, 9629 BC",True,False,364
374,"January 1, 9628 BC",False,False,364
375,"December 31, 9628 BC",False,False,364
376,"December 30, 9627 BC",False,False,364
377,"December 29, 9626 BC",True,True,371
378,"January 3, 9624 BC",False,False,364
379,"January 2, 9623 BC",False,False,364
380,"January 1, 9622 BC",False,False,364
381,"December 31, 9622 BC",True,False,364
382,"December 29, 9621 BC",False,True,371
383,"January 4, 9619 BC",False,False,364
384,"January 3, 9618 BC",False,False,364
385,"January 2, 9617 BC",True,False,364
386,"December 31, 9617 BC",False,False,364
387,"December 30, 9616 BC",False,False,364
388,"December 29, 9615 BC",False,True,371
389,"January 4, 9613 BC",True,False,364
390,"January 2, 9612 BC",False,False,364
391,"January 1, 9611 BC",False,False,364
392,"December 31, 9611 BC",False,False,364
393,"December 30, 9610 BC",True,True,371
394,"January 4, 9608 BC",False,False,364
395,"January 3, 9607 BC",False,False,364
396,"January 2, 9606 BC",False,False,364
397,"January 1, 9605 BC",True,False,364
398,"December 30, 9605 BC",False,False,364
399,"December 29, 9604 BC",False,True,371
400,"January 4, 9602 BC",False,False,364
401,"January 3, 9601 BC",True,False,364
402,"January 1, 9600 BC",False,False,364
403,"December 31, 9600 BC",False,False,364
404,"December 30, 9599 BC",False,False,364
405,"December 29, 9598 BC",True,True,371
406,"January 3, 9596 BC",False,False,364
407,"January 2, 9595 BC",False,False,364
408,"January 1, 9594 BC",False,False,364
409,"December 31, 9594 BC",True,False,364
410,"December 29, 9593 BC",False,True,371
411,"January 4, 9591 BC",False,False,364
412,"January 3, 9590 BC",False,False,364
413,"January 2, 9589 BC",True,False,364
414,"December 31, 9589 BC",False,False,364
415,"December 30, 9588 BC",False,False,364
416,"December 29, 9587 BC",False,True,371
417,"January 4, 9585 BC",True,False,364
418,"January 2, 9584 BC",False,False,364
419,"January 1, 9583 BC",False,False,364
420,"December 31, 9583 BC",False,False,364
421,"December 30, 9582 BC",True,True,371
422,"January 4, 9580 BC",False,False,364
423,"January 3, 9579 BC",False,False,364
424,"January 2, 9578 BC",False,False,364
425,"January 1, 9577 BC",True,False,364
426,"December 30, 9577 BC",False,False,364
427,"December 29, 9576 BC",False,True,371
428,"January 4, 9574 BC",False,False,364
429,"January 3, 9573 BC",True,False,364
430,"January 1, 9572 BC",False,False,364
431,"December 31, 9572 BC",False,False,364
432,"December 30, 9571 BC",False,False,364
433,"December 29, 9570 BC",True,True,371
434,"January 3, 9568 BC",False,False,364
435,"January 2, 9567 BC",False,False,364
436,"January 1, 9566 BC",False,False,364
437,"December 31, 9566 BC",True,False,364
438,"December 29, 9565 BC",False,True,371
439,"January 4, 9563 BC",False,False,364
440,"January 3, 9562 BC",False,False,364
441,"January 2, 9561 BC",True,False,364
442,"December 31, 9561 BC",False,False,364
443,"December 30, 9560 BC",False,False,364
444,"December 29, 9559 BC",False,True,371
445,"January 4, 9557 BC",True,False,364
446,"January 2, 9556 BC",False,False,364
447,"January 1, 9555 BC",False,False,364
448,"December 31, 9555 BC",False,False,364
449,"December 30, 9554 BC",True,True,371
450,"January 4, 9552 BC",False,False,364
451,"January 3, 9551 BC",False,False,364
452,"January 2, 9550 BC",False,False,364
453,"January 1, 9549 BC",True,False,364
454,"December 30, 9549 BC",False,False,364
455,"December 29, 9548 BC",False,True,371
456,"January 4, 9546 BC",False,False,364
457,"January 3, 9545 BC",True,False,364
458,"January 1, 9544 BC",False,False,364
459,"December 31, 9544 BC",False,False,364
460,"December 30, 9543 BC",False,False,364
461,"December 29, 9542 BC",True,True,371
462,"January 3, 9540 BC",False,False,364
463,"January 2, 9539 BC",False,False,364
464,"January 1, 9538 BC",False,False,364
465,"December 31, 9538 BC",True,False,364
466,"December 29, 9537 BC",False,True,371
467,"January 4, 9535 BC",False,False,364
468,"January 3, 9534 BC",False,False,364
469,"January 2, 9533 BC",True,False,364
470,"December 31, 9533 BC",False,False,364
471,"December 30, 9532 BC",False,False,364
472,"December 29, 9531 BC",False,True,371
473,"January 4, 9529 BC",True,False,364
474,"January 2, 9528 BC",False,False,364
475,"January 1, 9527 BC",False,False,364
476,"December 31, 9527 BC",False,False,364
477,"December 30, 9526 BC",True,True,371
478,"January 4, 9524 BC",False,False,364
479,"January 3, 9523 BC",False,False,364
480,"January 2, 9522 BC",False,False,364
481,"January 1, 9521 BC",True,False,364
482,"December 30, 9521 BC",False,False,364
483,"December 29, 9520 BC",False,True,371
484,"January 4, 9518 BC",False,False,364
485,"January 3, 9517 BC",True,False,364
486,"January 1, 9516 BC",False,False,364
487,"December 31, 9516 BC",False,False,364
488,"December 30, 9515 BC",False,False,364
489,"December 29, 9514 BC",True,True,371
490,"January 3, 9512 BC",False,False,364
491,"January 2, 9511 BC",False,False,364
492,"January 1, 9510 BC",False,False,364
493,"December 31, 9510 BC",True,False,364
494,"December 29, 9509 BC",False,True,371
495,"January 4, 9507 BC",False,False,364
496,"January 3, 9506 BC",False,False,364
497,"January 2, 9505 BC",True,False,364
498,"December 31, 9505 BC",False,False,364
499,"December 30, 9504 BC",False,False,364
500,"December 29, 9503 BC",False,True,371
501,"January 4, 9501 BC",False,False,364
502,"January 3, 9500 BC",False,False,364
503,"January 2, 9499 BC",False,False,364
504,"January 1, 9498 BC",False,False,364
505,"December 31, 9498 BC",True,False,364
506,"December 29, 9497 BC",False,True,371
507,"January 4, 9495 BC",False,False,364
508,"January 3, 9494 BC",False,False,364
509,"January 2, 9493 BC",True,False,364
510,"December 31, 9493 BC",False,False,364
511,"December 30, 9492 BC",False,False,364
512,"December 29, 9491 BC",False,True,371
513,"January 4, 9489 BC",True,False,364
514,"January 2, 9488 BC",False,False,364
515,"January 1, 9487 BC",False,False,364
516,"December 31, 9487 BC",False,False,364
517,"December 30, 9486 BC",True,True,371
518,"January 4, 9484 BC",False,False,364
519,"January 3, 9483 BC",False,False,364
520,"January 2, 9482 BC",False,False,364
521,"January 1, 9481 BC",True,False,364
522,"December 30, 9481 BC",False,False,364
523,"December 29, 9480 BC",False,True,371
524,"January 4, 9478 BC",False,False,364
525,"January 3, 9477 BC",True,False,364
526,"January 1, 9476 BC",False,False,364
527,"December 31, 9476 BC",False,False,364
528,"December 30, 9475 BC",False,False,364
529,"December 29, 9474 BC",True,True,371
530,"January 3, 9472 BC",False,False,364
531,"January 2, 9471 BC",False,False,364
532,"January 1, 9470 BC",False,False,364
533,"December 31, 9470 BC",True,False,364
534,"December 29, 9469 BC",False,True,371
535,"January 4, 9467 BC",False,False,364
536,"January 3, 9466 BC",False,False,364
537,"January 2, 9465 BC",True,False,364
538,"December 31, 9465 BC",False,False,364
539,"December 30, 9464 BC",False,False,364
540,"December 29, 9463 BC",False,True,371
541,"January 4, 9461 BC",True,False,364
542,"January 2, 9460 BC",False,False,364
543,"January 1, 9459 BC",False,False,364
544,"December 31, 9459 BC",False,False,364
545,"December 30, 9458 BC",True,True,371
546,"January 4, 9456 BC",False,False,364
547,"January 3, 9455 BC",False,False,364
548,"January 2, 9454 BC",False,False,364
549,"January 1, 9453 BC",True,False,364
550,"December 30, 9453 BC",False,False,364
551,"December 29, 9452 BC",False,True,371
552,"January 4, 9450 BC",False,False,364
553,"January 3, 9449 BC",True,False,364
554,"January 1, 9448 BC",False,False,364
555,"December 31, 9448 BC",False,False,364
556,"December 30, 9447 BC",False,False,364
557,"December 29, 9446 BC",True,True,371
558,"January 3, 9444 BC",False,False,364
559,"January 2, 9443 BC",False,False,364
560,"January 1, 9442 BC",False,False,364
561,"December 31, 9442 BC",True,False,364
562,"December 29, 9441 BC",False,True,371
563,"January 4, 9439 BC",False,False,364
564,"January 3, 9438 BC",False,False,364
565,"January 2, 9437 BC",True,False,364
566,"December 31, 9437 BC",False,False,364
567,"December 30, 9436 BC",False,False,364
568,"December 29, 9435 BC",False,True,371
569,"January 4, 9433 BC",True,False,364
570,"January 2, 9432 BC",False,False,364
571,"January 1, 9431 BC",False,False,364
572,"December 31, 9431 BC",False,False,364
573,"December 30, 9430 BC",True,True,371
574,"January 4, 9428 BC",False,False,364
575,"January 3, 9427 BC",False,False,364
576,"January 2, 9426 BC",False,False,364
577,"January 1, 9425 BC",True,False,364
578,"December 30, 9425 BC",False,False,364
579,"December 29, 9424 BC",False,True,371
580,"January 4, 9422 BC",False,False,364
581,"January 3, 9421 BC",True,False,364
582,"January 1, 9420 BC",False,False,364
583,"December 31, 9420 BC",False,False,364
584,"December 30, 9419 BC",False,False,364
585,"December 29, 9418 BC",True,True,371
586,"January 3, 9416 BC",False,False,364
587,"January 2, 9415 BC",False,False,364
588,"January 1, 9414 BC",False,False,364
589,"December 31, 9414 BC",True,False,364
590,"December 29, 9413 BC",False,True,371
591,"January 4, 9411 BC",False,False,364
592,"January 3, 9410 BC",False,False,364
593,"January 2, 9409 BC",True,False,364
594,"December 31, 9409 BC",False,False,364
595,"December 30, 9408 BC",False,False,364
596,"December 29, 9407 BC",False,True,371
597,"January 4, 9405 BC",True,False,364
598,"January 2, 9404 BC",False,False,364
599,"January 1, 9403 BC",False,False,364
600,"December 31, 9403 BC",False,False,364
601,"December 30, 9402 BC",False,False,364
602,"December 29, 9401 BC",False,True,371
603,"January 4, 9399 BC",False,False,364
604,"January 3, 9398 BC",False,False,364
605,"January 2, 9397 BC",True,False,364
606,"December 31, 9397 BC",False,False,364
607,"December 30, 9396 BC",False,False,364
608,"December 29, 9395 BC",False,True,371
609,"January 4, 9393 BC",True,False,364
610,"January 2, 9392 BC",False,False,364
611,"January 1, 9391 BC",False,False,364
612,"December 31, 9391 BC",False,False,364
613,"December 30, 9390 BC",True,True,371
614,"January 4, 9388 BC",False,False,364
615,"January 3, 9387 BC",False,False,364
616,"January 2, 9386 BC",False,False,364
617,"January 1, 9385 BC",True,False,364
618,"December 30, 9385 BC",False,False,364
619,"December 29, 9384 BC",False,True,371
620,"January 4, 9382 BC",False,False,364
621,"January 3, 9381 BC",True,False,364
622,"January 1, 9380 BC",False,False,364
623,"December 31, 9380 BC",False,False,364
624,"December 30, 9379 BC",False,False,364
625,"December 29, 9378 BC",True,True,371
626,"January 3, 9376 BC",False,False,364
627,"January 2, 9375 BC",False,False,364
628,"January 1, 9374 BC",False,False,364
629,"December 31, 9374 BC",True,False,364
630,"December 29, 9373 BC",False,True,371
631,"January 4, 9371 BC",False,False,364
632,"January 3, 9370 BC",False,False,364
633,"January 2, 9369 BC",True,False,364
634,"December 31, 9369 BC",False,False,364
635,"December 30, 9368 BC",False,False,364
636,"December 29, 9367 BC",False,True,371
637,"January 4, 9365 BC",True,False,364
638,"January 2, 9364 BC",False,False,364
639,"January 1, 9363 BC",False,False,364
640,"December 31, 9363 BC",False,False,364
641,"December 30, 9362 BC",True,True,371
642,"January 4, 9360 BC",False,False,364
643,"January 3, 9359 BC",False,False,364
644,"January 2, 9358 BC",False,False,364
645,"January 1, 9357 BC",True,False,364
646,"December 30, 9357 BC",False,False,364
647,"December 29, 9356 BC",False,True,371
648,"January 4, 9354 BC",False,False,364
649,"January 3, 9353 BC",True,False,364
650,"January 1, 9352 BC",False,False,364
651,"December 31, 9352 BC",False,False,364
652,"December 30, 9351 BC",False,False,364
653,"December 29, 9350 BC",True,True,371
654,"January 3, 9348 BC",False,False,364
655,"January 2, 9347 BC",False,False,364
656,"January 1, 9346 BC",False,False,364
657,"December 31, 9346 BC",True,False,364
658,"December 29, 9345 BC",False,True,371
659,"January 4, 9343 BC",False,False,364
660,"January 3, 9342 BC",False,False,364
661,"January 2, 9341 BC",True,False,364
662,"December 31, 9341 BC",False,False,364
663,"December 30, 9340 BC",False,False,364
664,"December 29, 9339 BC",False,True,371
665,"January 4, 9337 BC",True,False,364
666,"January 2, 9336 BC",False,False,364
667,"January 1, 9335 BC",False,False,364
668,"December 31, 9335 BC",False,False,364
669,"December 30, 9334 BC",True,True,371
670,"January 4, 9332 BC",False,False,364
671,"January 3, 9331 BC",False,False,364
672,"January 2, 9330 BC",False,False,364
673,"January 1, 9329 BC",True,False,364
674,"December 30, 9329 BC",False,False,364
675,"December 29, 9328 BC",False,True,371
676,"January 4, 9326 BC",False,False,364
677,"January 3, 9325 BC",True,False,364
678,"January 1, 9324 BC",False,False,364
679,"December 31, 9324 BC",False,False,364
680,"December 30, 9323 BC",False,False,364
681,"December 29, 9322 BC",True,True,371
682,"January 3, 9320 BC",False,False,364
683,"January 2, 9319 BC",False,False,364
684,"January 1, 9318 BC",False,False,364
685,"December 31, 9318 BC",True,False,364
686,"December 29, 9317 BC",False,True,371
687,"January 4, 9315 BC",False,False,364
688,"January 3, 9314 BC",False,False,364
689,"January 2, 9313 BC",True,False,364
690,"December 31, 9313 BC",False,False,364
691,"December 30, 9312 BC",False,False,364
692,"December 29, 9311 BC",False,True,371
693,"January 4, 9309 BC",True,False,364
694,"January 2, 9308 BC",False,False,364
695,"January 1, 9307 BC",False,False,364
696,"December 31, 9307 BC",False,False,364
697,"December 30, 9306 BC",True,True,371
698,"January 4, 9304 BC",False,False,364
699,"January 3, 9303 BC",False,False,364
700,"January 2, 9302 BC",False,False,364
701,"January 1, 9301 BC",False,False,364
