GaianYear,StartDate,GregorianLeapYear,GaianLeapYear,DaysInYear
1184,"January 3, 8818 BC",False,False,364
1185,"January 2, 8817 BC",True,False,364
1186,"December 31, 8817 BC",False,False,364
1187,"December 30, 8816 BC",False,False,364
1188,"December 29, 8815 BC",False,True,371
1189,"January 4, 8813 BC",True,False,364
1190,"January 2, 8812 BC",False,False,364
1191,"January 1, 8811 BC",False,False,364
1192,"December 31, 8811 BC",False,False,364
1193,"December 30, 8810 BC",True,True,371
1194,"January 4, 8808 BC",False,False,364
1195,"January 3, 8807 BC",False,False,364
1196,"January 2, 8806 BC",False,False,364
1197,"January 1, 8805 BC",True,False,364
1198,"December 30, 8805 BC",False,False,364
1199,"December 29, 8804 BC",False,True,371
1200,"January 4, 8802 BC",False,False,364
1201,"January 3, 8801 BC",True,False,364
1202,"January 1, 8800 BC",False,False,364
1203,"December 31, 8800 BC",False,False,364
1204,"December 30, 8799 BC",False,False,364
1205,"December 29, 8798 BC",True,True,371
1206,"January 3, 8796 BC",False,False,364
1207,"January 2, 8795 BC",False,False,364
1208,"January 1, 8794 BC",False,False,364
1209,"December 31, 8794 BC",True,False,364
1210,"December 29, 8793 BC",False,True,371
1211,"January 4, 8791 BC",False,False,364
1212,"January 3, 8790 BC",False,False,364
1213,"January 2, 8789 BC",True,False,364
1214,"December 31, 8789 BC",False,False,364
1215,"December 30, 8788 BC",False,False,364
1216,"December 29, 8787 BC",False,True,371
1217,"January 4, 8785 BC",True,False,364
1218,"January 2, 8784 BC",False,False,364
1219,"January 1, 8783 BC",False,False,364
1220,"December 31, 8783 BC",False,False,364
1221,"December 30, 8782 BC",True,True,371
1222,"January 4, 8780 BC",False,False,364
1223,"January 3, 8779 BC",False,False,364
1224,"January 2, 8778 BC",False,False,364
1225,"January 1, 8777 BC",True,False,364
1226,"December 30, 8777 BC",False,False,364
1227,"December 29, 8776 BC",False,True,371
1228,"January 4, 8774 BC",False,False,364
1229,"January 3, 8773 BC",True,False,364
1230,"January 1, 8772 BC",False,False,364
1231,"December 31, 8772 BC",False,False,364
1232,"December 30, 8771 BC",False,False,364
1233,"December 29, 8770 BC",True,True,371
1234,"January 3, 8768 BC",False,False,364
1235,"January 2, 8767 BC",False,False,364
1236,"January 1, 8766 BC",False,False,364
1237,"December 31, 8766 BC",True,False,364
1238,"December 29, 8765 BC",False,True,371
1239,"January 4, 8763 BC",False,False,364
1240,"January 3, 8762 BC",False,False,364
1241,"January 2, 8761 BC",True,False,364
1242,"December 31, 8761 BC",False,False,364
1243,"December 30, 8760 BC",False,False,364
1244,"December 29, 8759 BC",False,True,371
1245,"January 4, 8757 BC",True,False,364
1246,"January 2, 8756 BC",False,False,364
1247,"January 1, 8755 BC",False,False,364
1248,"December 31, 8755 BC",False,False,364
1249,"December 30, 8754 BC",True,True,371
1250,"January 4, 8752 BC",False,False,364
1251,"January 3, 8751 BC",False,False,364
1252,"January 2, 8750 BC",False,False,364
1253,"January 1, 8749 BC",True,False,364
1254,"December 30, 8749 BC",False,False,364
1255,"December 29, 8748 BC",False,True,371
1256,"January 4, 8746 BC",False,False,364
1257,"January 3, 8745 BC",True,False,364
1258,"January 1, 8744 BC",False,False,364
1259,"December 31, 8744 BC",False,False,364
1260,"December 30, 8743 BC",False,False,364
1261,"December 29, 8742 BC",True,True,371
1262,"January 3, 8740 BC",False,False,364
1263,"January 2, 8739 BC",False,False,364
1264,"January 1, 8738 BC",False,False,364
1265,"December 31, 8738 BC",True,False,364
1266,"December 29, 8737 BC",False,True,371
1267,"January 4, 8735 BC",False,False,364
1268,"January 3, 8734 BC",False,False,364
1269,"January 2, 8733 BC",True,False,364
1270,"December 31, 8733 BC",False,False,364
1271,"December 30, 8732 BC",False,False,364
1272,"December 29, 8731 BC",False,True,371
1273,"January 4, 8729 BC",True,False,364
1274,"January 2, 8728 BC",False,False,364
1275,"January 1, 8727 BC",False,False,364
1276,"December 31, 8727 BC",False,False,364
1277,"December 30, 8726 BC",True,True,371
1278,"January 4, 8724 BC",False,False,364
1279,"January 3, 8723 BC",False,False,364
1280,"January 2, 8722 BC",False,False,364
1281,"January 1, 8721 BC",True,False,364
1282,"December 30, 8721 BC",False,False,364
1283,"December 29, 8720 BC",False,True,371
1284,"January 4, 8718 BC",False,False,364
1285,"January 3, 8717 BC",True,False,364
1286,"January 1, 8716 BC",False,False,364
1287,"December 31, 8716 BC",False,False,364
1288,"December 30, 8715 BC",False,False,364
1289,"December 29, 8714 BC",True,True,371
1290,"January 3, 8712 BC",False,False,364
1291,"January 2, 8711 BC",False,False,364
1292,"January 1, 8710 BC",False,False,364
1293,"December 31, 8710 BC",True,False,364
1294,"December 29, 8709 BC",False,True,371
1295,"January 4, 8707 BC",False,False,364
1296,"January 3, 8706 BC",False,False,364
1297,"January 2, 8705 BC",True,False,364
1298,"December 31, 8705 BC",False,False,364
1299,"December 30, 8704 BC",False,False,364
1300,"December 29, 8703 BC",False,True,371
1301,"January 4, 8701 BC",False,False,364
1302,"January 3, 8700 BC",False,False,364
1303,"January 2, 8699 BC",False,False,364
1304,"January 1, 8698 BC",False,False,364
1305,"December 31, 8698 BC",True,False,364
1306,"December 29, 8697 BC",False,True,371
1307,"January 4, 8695 BC",False,False,364
1308,"January 3, 8694 BC",False,False,364
1309,"January 2, 8693 BC",True,False,364
1310,"December 31, 8693 BC",False,False,364
1311,"December 30, 8692 BC",False,False,364
1312,"December 29, 8691 BC",False,True,371
1313,"January 4, 8689 BC",True,False,364
1314,"January 2, 8688 BC",False,False,364
1315,"January 1, 8687 BC",False,False,364
1316,"December 31, 8687 BC",False,False,364
1317,"December 30, 8686 BC",True,True,371
1318,"January 4, 8684 BC",False,False,364
1319,"January 3, 8683 BC",False,False,364
1320,"January 2, 8682 BC",False,False,364
1321,"January 1, 8681 BC",True,False,364
1322,"December 30, 8681 BC",False,False,364
1323,"December 29, 8680 BC",False,True,371
1324,"January 4, 8678 BC",False,False,364
1325,"January 3, 8677 BC",True,False,364
1326,"January 1, 8676 BC",False,False,364
1327,"December 31, 8676 BC",False,False,364
1328,"December 30, 8675 BC",False,False,364
1329,"December 29, 8674 BC",True,True,371
1330,"January 3, 8672 BC",False,False,364
1331,"January 2, 8671 BC",False,False,364
1332,"January 1, 8670 BC",False,False,364
1333,"December 31, 8670 BC",True,False,364
1334,"December 29, 8669 BC",False,True,371
1335,"January 4, 8667 BC",False,False,364
1336,"January 3, 8666 BC",False,False,364
1337,"January 2, 8665 BC",True,False,364
1338,"December 31, 8665 BC",False,False,364
1339,"December 30, 8664 BC",False,False,364
1340,"December 29, 8663 BC",False,True,371
1341,"January 4, 8661 BC",True,False,364
1342,"January 2, 8660 BC",False,False,364
1343,"January 1, 8659 BC",False,False,364
1344,"December 31, 8659 BC",False,False,364
1345,"December 30, 8658 BC",True,True,371
1346,"January 4, 8656 BC",False,False,364
1347,"January 3, 8655 BC",False,False,364
1348,"January 2, 8654 BC",False,False,364
1349,"January 1, 8653 BC",True,False,364
1350,"December 30, 8653 BC",False,False,364
1351,"December 29, 8652 BC",False,True,371
1352,"January 4, 8650 BC",False,False,364
1353,"January 3, 8649 BC",True,False,364
1354,"January 1, 8648 BC",False,False,364
1355,"December 31, 8648 BC",False,False,364
1356,"December 30, 8647 BC",False,False,364
1357,"December 29, 8646 BC",True,True,371
1358,"January 3, 8644 BC",False,False,364
1359,"January 2, 8643 BC",False,False,364
1360,"January 1, 8642 BC",False,False,364
1361,"December 31, 8642 BC",True,False,364
1362,"December 29, 8641 BC",False,True,371
1363,"January 4, 8639 BC",False,False,364
1364,"January 3, 8638 BC",False,False,364
1365,"January 2, 8637 BC",True,False,364
1366,"December 31, 8637 BC",False,False,364
1367,"December 30, 8636 BC",False,False,364
1368,"December 29, 8635 BC",False,True,371
1369,"January 4, 8633 BC",True,False,364
1370,"January 2, 8632 BC",False,False,364
1371,"January 1, 8631 BC",False,False,364
1372,"December 31, 8631 BC",False,False,364
1373,"December 30, 8630 BC",True,True,371
1374,"January 4, 8628 BC",False,False,364
1375,"January 3, 8627 BC",False,False,364
1376,"January 2, 8626 BC",False,False,364
1377,"January 1, 8625 BC",True,False,364
1378,"December 30, 8625 BC",False,False,364
1379,"December 29, 8624 BC",False,True,371
1380,"January 4, 8622 BC",False,False,364
1381,"January 3, 8621 BC",True,False,364
1382,"January 1, 8620 BC",False,False,364
1383,"December 31, 8620 BC",False,False,364
1384,"December 30, 8619 BC",False,False,364
1385,"December 29, 8618 BC",True,True,371
1386,"January 3, 8616 BC",False,False,364
1387,"January 2, 8615 BC",False,False,364
1388,"January 1, 8614 BC",False,False,364
1389,"December 31, 8614 BC",True,False,364
1390,"December 29, 8613 BC",False,True,371
1391,"January 4, 8611 BC",False,False,364
1392,"January 3, 8610 BC",False,False,364
1393,"January 2, 8609 BC",True,False,364
1394,"December 31, 8609 BC",False,False,364
1395,"December 30, 8608 BC",False,False,364
1396,"December 29, 8607 BC",False,True,371
1397,"January 4, 8605 BC",True,False,364
1398,"January 2, 8604 BC",False,False,364
1399,"January 1, 8603 BC",False,False,364
1400,"December 31, 8603 BC",False,False,364
1401,"December 30, 8602 BC",False,False,364
1402,"December 29, 8601 BC",False,True,371
1403,"January 4, 8599 BC",False,False,364
1404,"January 3, 8598 BC",False,False,364
1405,"January 2, 8597 BC",True,False,364
1406,"December 31, 8597 BC",False,False,364
1407,"December 30, 8596 BC",False,False,364
1408,"December 29, 8595 BC",False,True,371
1409,"January 4, 8593 BC",True,False,364
1410,"January 2, 8592 BC",False,False,364
1411,"January 1, 8591 BC",False,False,364
1412,"December 31, 8591 BC",False,False,364
1413,"December 30, 8590 BC",True,True,371
1414,"January 4, 8588 BC",False,False,364
1415,"January 3, 8587 BC",False,False,364
1416,"January 2, 8586 BC",False,False,364
1417,"January 1, 8585 BC",True,False,364
1418,"December 30, 8585 BC",False,False,364
1419,"December 29, 8584 BC",False,True,371
1420,"January 4, 8582 BC",False,False,364
1421,"January 3, 8581 BC",True,False,364
1422,"January 1, 8580 BC",False,False,364
1423,"December 31, 8580 BC",False,False,364
1424,"December 30, 8579 BC",False,False,364
1425,"December 29, 8578 BC",True,True,371
1426,"January 3, 8576 BC",False,False,364
1427,"January 2, 8575 BC",False,False,364
1428,"January 1, 8574 BC",False,False,364
1429,"December 31, 8574 BC",True,False,364
1430,"December 29, 8573 BC",False,True,371
1431,"January 4, 8571 BC",False,False,364
1432,"January 3, 8570 BC",False,False,364
1433,"January 2, 8569 BC",True,False,364
1434,"December 31, 8569 BC",False,False,364
1435,"December 30, 8568 BC",False,False,364
1436,"December 29, 8567 BC",False,True,371
1437,"January 4, 8565 BC",True,False,364
1438,"January 2, 8564 BC",False,False,364
1439,"January 1, 8563 BC",False,False,364
1440,"December 31, 8563 BC",False,False,364
1441,"December 30, 8562 BC",True,True,371
1442,"January 4, 8560 BC",False,False,364
1443,"January 3, 8559 BC",False,False,364
1444,"January 2, 8558 BC",False,False,364
1445,"January 1, 8557 BC",True,False,364
1446,"December 30, 8557 BC",False,False,364
1447,"December 29, 8556 BC",False,True,371
1448,"January 4, 8554 BC",False,False,364
1449,"January 3, 8553 BC",True,False,364
1450,"January 1, 8552 BC",False,False,364
1451,"December 31, 8552 BC",False,False,364
1452,"December 30, 8551 BC",False,False,364
1453,"December 29, 8550 BC",True,True,371
1454,"January 3, 8548 BC",False,False,364
1455,"January 2, 8547 BC",False,False,364
1456,"January 1, 8546 BC",False,False,364
1457,"December 31, 8546 BC",True,False,364
1458,"December 29, 8545 BC",False,True,371
1459,"January 4, 8543 BC",False,False,364
1460,"January 3, 8542 BC",False,False,364
1461,"January 2, 8541 BC",True,False,364
1462,"December 31, 8541 BC",False,False,364
1463,"December 30, 8540 BC",False,False,364
1464,"December 29, 8539 BC",False,True,371
1465,"January 4, 8537 BC",True,False,364
1466,"January 2, 8536 BC",False,False,364
1467,"January 1, 8535 BC",False,False,364
1468,"December 31, 8535 BC",False,False,364
1469,"December 30, 8534 BC",True,True,371
1470,"January 4, 8532 BC",False,False,364
1471,"January 3, 8531 BC",False,False,364
1472,"January 2, 8530 BC",False,False,364
1473,"January 1, 8529 BC",True,False,364
1474,"December 30, 8529 BC",False,False,364
1475,"December 29, 8528 BC",False,True,371
1476,"January 4, 8526 BC",False,False,364
1477,"January 3, 8525 BC",True,False,364
1478,"January 1, 8524 BC",False,False,364
1479,"December 31, 8524 BC",False,False,364
1480,"December 30, 8523 BC",False,False,364
1481,"December 29, 8522 BC",True,True,371
1482,"January 3, 8520 BC",False,False,364
1483,"January 2, 8519 BC",False,False,364
1484,"January 1, 8518 BC",False,False,364
1485,"December 31, 8518 BC",True,False,364
1486,"December 29, 8517 BC",False,True,371
1487,"January 4, 8515 BC",False,False,364
1488,"January 3, 8514 BC",False,False,364
1489,"January 2, 8513 BC",True,False,364
1490,"December 31, 8513 BC",False,False,364
1491,"December 30, 8512 BC",False,False,364
1492,"December 29, 8511 BC",False,True,371
1493,"January 4, 8509 BC",True,False,364
1494,"January 2, 8508 BC",False,False,364
1495,"January 1, 8507 BC",False,False,364
1496,"December 31, 8507 BC",False,False,364
1497,"December 30, 8506 BC",True,True,371
1498,"January 4, 8504 BC",False,False,364
1499,"January 3, 8503 BC",False,False,364
1500,"January 2, 8502 BC",False,False,364
1501,"January 1, 8501 BC",False,False,364
1502,"December 31, 8501 BC",False,False,364
1503,"December 30, 8500 BC",False,False,364
1504,"December 29, 8499 BC",False,True,371
1505,"January 4, 8497 BC",True,False,364
1506,"January 2, 8496 BC",False,False,364
1507,"January 1, 8495 BC",False,False,364
1508,"December 31, 8495 BC",False,False,364
1509,"December 30, 8494 BC",True,True,371
1510,"January 4, 8492 BC",False,False,364
1511,"January 3, 8491 BC",False,False,364
1512,"January 2, 8490 BC",False,False,364
1513,"January 1, 8489 BC",True,False,364
1514,"December 30, 8489 BC",False,False,364
1515,"December 29, 8488 BC",False,True,371
1516,"January 4, 8486 BC",False,False,364
1517,"January 3, 8485 BC",True,False,364
1518,"January 1, 8484 BC",False,False,364
1519,"December 31, 8484 BC",False,False,364
1520,"December 30, 8483 BC",False,False,364
1521,"December 29, 8482 BC",True,True,371
1522,"January 3, 8480 BC",False,False,364
1523,"January 2, 8479 BC",False,False,364
1524,"January 1, 8478 BC",False,False,364
1525,"December 31, 8478 BC",True,False,364
1526,"December 29, 8477 BC",False,True,371
1527,"January 4, 8475 BC",False,False,364
1528,"January 3, 8474 BC",False,False,364
1529,"January 2, 8473 BC",True,False,364
1530,"December 31, 8473 BC",False,False,364
1531,"December 30, 8472 BC",False,False,364
1532,"December 29, 8471 BC",False,True,371
1533,"January 4, 8469 BC",True,False,364
1534,"January 2, 8468 BC",False,False,364
1535,"January 1, 8467 BC",False,False,364
1536,"December 31, 8467 BC",False,False,364
1537,"December 30, 8466 BC",True,True,371
1538,"January 4, 8464 BC",False,False,364
1539,"January 3, 8463 BC",False,False,364
1540,"January 2, 8462 BC",False,False,364
1541,"January 1, 8461 BC",True,False,364
1542,"December 30, 8461 BC",False,False,364
1543,"December 29, 8460 BC",False,True,371
1544,"January 4, 8458 BC",False,False,364
1545,"January 3, 8457 BC",True,False,364
1546,"January 1, 8456 BC",False,False,364
1547,"December 31, 8456 BC",False,False,364
1548,"December 30, 8455 BC",False,False,364
1549,"December 29, 8454 BC",True,True,371
1550,"January 3, 8452 BC",False,False,364
1551,"January 2, 8451 BC",False,False,364
1552,"January 1, 8450 BC",False,False,364
1553,"December 31, 8450 BC",True,False,364
1554,"December 29, 8449 BC",False,True,371
1555,"January 4, 8447 BC",False,False,364
1556,"January 3, 8446 BC",False,False,364
1557,"January 2, 8445 BC",True,False,364
1558,"December 31, 8445 BC",False,False,364
1559,"December 30, 8444 BC",False,False,364
1560,"December 29, 8443 BC",False,True,371
1561,"January 4, 8441 BC",True,False,364
1562,"January 2, 8440 BC",False,False,364
1563,"January 1, 8439 BC",False,False,364
1564,"December 31, 8439 BC",False,False,364
1565,"December 30, 8438 BC",True,True,371
1566,"January 4, 8436 BC",False,False,364
1567,"January 3, 8435 BC",False,False,364
1568,"January 2, 8434 BC",False,False,364
1569,"January 1, 8433 BC",True,False,364
1570,"December 30, 8433 BC",False,False,364
1571,"December 29, 8432 BC",False,True,371
1572,"January 4, 8430 BC",False,False,364
1573,"January 3, 8429 BC",True,False,364
1574,"January 1, 8428 BC",False,False,364
1575,"December 31, 8428 BC",False,False,364
1576,"December 30, 8427 BC",False,False,364
1577,"December 29, 8426 BC",True,True,371
1578,"January 3, 8424 BC",False,False,364
1579,"January 2, 8423 BC",False,False,364
1580,"January 1, 8422 BC",False,False,364
1581,"December 31, 8422 BC",True,False,364
1582,"December 29, 8421 BC",False,True,371
1583,"January 4, 8419 BC",False,False,364
1584,"January 3, 8418 BC",False,False,364
1585,"January 2, 8417 BC",True,False,364
1586,"December 31, 8417 BC",False,False,364
1587,"December 30, 8416 BC",False,False,364
1588,"December 29, 8415 BC",False,True,371
1589,"January 4, 8413 BC",True,False,364
1590,"January 2, 8412 BC",False,False,364
1591,"January 1, 8411 BC",False,False,364
1592,"December 31, 8411 BC",False,False,364
1593,"December 30, 8410 BC",True,True,371
1594,"January 4, 8408 BC",False,False,364
1595,"January 3, 8407 BC",False,False,364
1596,"January 2, 8406 BC",False,False,364
1597,"January 1, 8405 BC",True,False,364
1598,"December 30, 8405 BC",False,False,364
1599,"December 29, 8404 BC",False,True,371
1600,"January 4, 8402 BC",False,False,364
1601,"January 3, 8401 BC",True,False,364
1602,"January 1, 8400 BC",False,False,364
1603,"December 31, 8400 BC",False,False,364
1604,"December 30, 8399 BC",False,False,364
1605,"December 29, 8398 BC",True,True,371
1606,"January 3, 8396 BC",False,False,364
1607,"January 2, 8395 BC",False,False,364
1608,"January 1, 8394 BC",False,False,364
1609,"December 31, 8394 BC",True,False,364
1610,"December 29, 8393 BC",False,True,371
1611,"January 4, 8391 BC",False,False,364
1612,"January 3, 8390 BC",False,False,364
1613,"January 2, 8389 BC",True,False,364
1614,"December 31, 8389 BC",False,False,364
1615,"December 30, 8388 BC",False,False,364
1616,"December 29, 8387 BC",False,True,371
1617,"January 4, 8385 BC",True,False,364
1618,"January 2, 8384 BC",False,False,364
1619,"January 1, 8383 BC",False,False,364
1620,"December 31, 8383 BC",False,False,364
1621,"December 30, 8382 BC",True,True,371
1622,"January 4, 8380 BC",False,False,364
1623,"January 3, 8379 BC",False,False,364
1624,"January 2, 8378 BC",False,False,364
1625,"January 1, 8377 BC",True,False,364
1626,"December 30, 8377 BC",False,False,364
1627,"December 29, 8376 BC",False,True,371
1628,"January 4, 8374 BC",False,False,364
1629,"January 3, 8373 BC",True,False,364
1630,"January 1, 8372 BC",False,False,364
1631,"December 31, 8372 BC",False,False,364
1632,"December 30, 8371 BC",False,False,364
1633,"December 29, 8370 BC",True,True,371
1634,"January 3, 8368 BC",False,False,364
1635,"January 2, 8367 BC",False,False,364
1636,"January 1, 8366 BC",False,False,364
1637,"December 31, 8366 BC",True,False,364
1638,"December 29, 8365 BC",False,True,371
1639,"January 4, 8363 BC",False,False,364
1640,"January 3, 8362 BC",False,False,364
1641,"January 2, 8361 BC",True,False,364
1642,"December 31, 8361 BC",False,False,364
1643,"December 30, 8360 BC",False,False,364
1644,"December 29, 8359 BC",False,True,371
1645,"January 4, 8357 BC",True,False,364
1646,"January 2, 8356 BC",False,False,364
1647,"January 1, 8355 BC",False,False,364
1648,"December 31, 8355 BC",False,False,364
1649,"December 30, 8354 BC",True,True,371
1650,"January 4, 8352 BC",False,False,364
1651,"January 3, 8351 BC",False,False,364
1652,"January 2, 8350 BC",False,False,364
1653,"January 1, 8349 BC",True,False,364
1654,"December 30, 8349 BC",False,False,364
1655,"December 29, 8348 BC",False,True,371
1656,"January 4, 8346 BC",False,False,364
1657,"January 3, 8345 BC",True,False,364
1658,"January 1, 8344 BC",False,False,364
1659,"December 31, 8344 BC",False,False,364
1660,"December 30, 8343 BC",False,False,364
1661,"December 29, 8342 BC",True,True,371
1662,"January 3, 8340 BC",False,False,364
1663,"January 2, 8339 BC",False,False,364
1664,"January 1, 8338 BC",False,False,364
1665,"December 31, 8338 BC",True,False,364
1666,"December 29, 8337 BC",False,True,371
1667,"January 4, 8335 BC",False,False,364
1668,"January 3, 8334 BC",False,False,364
1669,"January 2, 8333 BC",True,False,364
1670,"December 31, 8333 BC",False,False,364
1671,"December 30, 8332 BC",False,False,364
1672,"December 29, 8331 BC",False,True,371
1673,"January 4, 8329 BC",True,False,364
1674,"January 2, 8328 BC",False,False,364
1675,"January 1, 8327 BC",False,False,364
1676,"December 31, 8327 BC",False,False,364
1677,"December 30, 8326 BC",True,True,371
1678,"January 4, 8324 BC",False,False,364
1679,"January 3, 8323 BC",False,False,364
1680,"January 2, 8322 BC",False,False,364
1681,"January 1, 8321 BC",True,False,364
1682,"December 30, 8321 BC",False,False,364
1683,"December 29, 8320 BC",False,True,371
1684,"January 4, 8318 BC",False,False,364
1685,"January 3, 8317 BC",True,False,364
1686,"January 1, 8316 BC",False,False,364
1687,"December 31, 8316 BC",False,False,364
1688,"December 30, 8315 BC",False,False,364
1689,"December 29, 8314 BC",True,True,371
1690,"January 3, 8312 BC",False,False,364
1691,"January 2, 8311 BC",False,False,364
1692,"January 1, 8310 BC",False,False,364
1693,"December 31, 8310 BC",True,False,364
1694,"December 29, 8309 BC",False,True,371
1695,"January 4, 8307 BC",False,False,364
1696,"January 3, 8306 BC",False,False,364
1697,"January 2, 8305 BC",True,False,364
1698,"December 31, 8305 BC",False,False,364
1699,"December 30, 8304 BC",False,False,364
1700,"December 29, 8303 BC",False,True,371
1701,"January 4, 8301 BC",False,False,364
1702,"January 3, 8300 BC",False,False,364
1703,"January 2, 8299 BC",False,False,364
1704,"January 1, 8298 BC",False,False,364
1705,"December 31, 8298 BC",True,False,364
1706,"December 29, 8297 BC",False,True,371
1707,"January 4, 8295 BC",False,False,364
1708,"January 3, 8294 BC",False,False,364
1709,"January 2, 8293 BC",True,False,364
1710,"December 31, 8293 BC",False,False,364
1711,"December 30, 8292 BC",False,False,364
1712,"December 29, 8291 BC",False,True,371
1713,"January 4, 8289 BC",True,False,364
1714,"January 2, 8288 BC",False,False,364
1715,"January 1, 8287 BC",False,False,364
1716,"December 31, 8287 BC",False,False,364
1717,"December 30, 8286 BC",True,True,371
1718,"January 4, 8284 BC",False,False,364
1719,"January 3, 8283 BC",False,False,364
1720,"January 2, 8282 BC",False,False,364
1721,"January 1, 8281 BC",True,False,364
1722,"December 30, 8281 BC",False,False,364
1723,"December 29, 8280 BC",False,True,371
1724,"January 4, 8278 BC",False,False,364
1725,"January 3, 8277 BC",True,False,364
1726,"January 1, 8276 BC",False,False,364
1727,"December 31, 8276 BC",False,False,364
1728,"December 30, 8275 BC",False,False,364
1729,"December 29, 8274 BC",True,True,371
1730,"January 3, 8272 BC",False,False,364
1731,"January 2, 8271 BC",False,False,364
1732,"January 1, 8270 BC",False,False,364
1733,"December 31, 8270 BC",True,False,364
1734,"December 29, 8269 BC",False,True,371
1735,"January 4, 8267 BC",False,False,364
1736,"January 3, 8266 BC",False,False,364
1737,"January 2, 8265 BC",True,False,364
1738,"December 31, 8265 BC",False,False,364
1739,"December 30, 8264 BC",False,False,364
1740,"December 29, 8263 BC",False,True,371
1741,"January 4, 8261 BC",True,False,364
1742,"January 2, 8260 BC",False,False,364
1743,"January 1, 8259 BC",False,False,364
1744,"December 31, 8259 BC",False,False,364
1745,"December 30, 8258 BC",True,True,371
1746,"January 4, 8256 BC",False,False,364
1747,"January 3, 8255 BC",False,False,364
1748,"January 2, 8254 BC",False,False,364
1749,"January 1, 8253 BC",True,False,364
1750,"December 30, 8253 BC",False,False,364
1751,"December 29, 8252 BC",False,True,371
1752,"January 4, 8250 BC",False,False,364
1753,"January 3, 8249 BC",True,False,364
1754,"January 1, 8248 BC",False,False,364
1755,"December 31, 8248 BC",False,False,364
1756,"December 30, 8247 BC",False,False,364
1757,"December 29, 8246 BC",True,True,371
1758,"January 3, 8244 BC",False,False,364
1759,"January 2, 8243 BC",False,False,364
1760,"January 1, 8242 BC",False,False,364
1761,"December 31, 8242 BC",True,False,364
1762,"December 29, 8241 BC",False,True,371
1763,"January 4, 8239 BC",False,False,364
1764,"January 3, 8238 BC",False,False,364
1765,"January 2, 8237 BC",True,False,364
1766,"December 31, 8237 BC",False,False,364
1767,"December 30, 8236 BC",False,False,364
1768,"December 29, 8235 BC",False,True,371
1769,"January 4, 8233 BC",True,False,364
1770,"January 2, 8232 BC",False,False,364
1771,"January 1, 8231 BC",False,False,364
1772,"December 31, 8231 BC",False,False,364
1773,"December 30, 8230 BC",True,True,371
1774,"January 4, 8228 BC",False,False,364
1775,"January 3, 8227 BC",False,False,364
1776,"January 2, 8226 BC",False,False,364
1777,"January 1, 8225 BC",True,False,364
1778,"December 30, 8225 BC",False,False,364
1779,"December 29, 8224 BC",False,True,371
1780,"January 4, 8222 BC",False,False,364
1781,"January 3, 8221 BC",True,False,364
1782,"January 1, 8220 BC",False,False,364
1783,"December 31, 8220 BC",False,False,364
1784,"December 30, 8219 BC",False,False,364
1785,"December 29, 8218 BC",True,True,371
1786,"January 3, 8216 BC",False,False,364
1787,"January 2, 8215 BC",False,False,364
1788,"January 1, 8214 BC",False,False,364
1789,"December 31, 8214 BC",True,False,364
1790,"December 29, 8213 BC",False,True,371
1791,"January 4, 8211 BC",False,False,364
1792,"January 3, 8210 BC",False,False,364
1793,"January 2, 8209 BC",True,False,364
1794,"December 31, 8209 BC",False,False,364
1795,"December 30, 8208 BC",False,False,364
1796,"December 29, 8207 BC",False,True,371
1797,"January 4, 8205 BC",True,False,364
1798,"January 2, 8204 BC",False,False,364
1799,"January 1, 8203 BC",False,False,364
1800,"December 31, 8203 BC",False,False,364
1801,"December 30, 8202 BC",False,False,364
1802,"December 29, 8201 BC",False,True,371
1803,"January 4, 8199 BC",False,False,364
1804,"January 3, 8198 BC",False,False,364
1805,"January 2, 8197 BC",True,False,364
1806,"December 31, 8197 BC",False,False,364
1807,"December 30, 8196 BC",False,False,364
1808,"December 29, 8195 BC",False,True,371
1809,"January 4, 8193 BC",True,False,364
1810,"January 2, 8192 BC",False,False,364
1811,"January 1, 8191 BC",False,False,364
1812,"December 31, 8191 BC",False,False,364
1813,"December 30, 8190 BC",True,True,371
1814,"January 4, 8188 BC",False,False,364
1815,"January 3, 8187 BC",False,False,364
1816,"January 2, 8186 BC",False,False,364
1817,"January 1, 8185 BC",True,False,364
1818,"December 30, 8185 BC",False,False,364
1819,"December 29, 8184 BC",False,True,371
1820,"January 4, 8182 BC",False,False,364
1821,"January 3, 8181 BC",True,False,364
1822,"January 1, 8180 BC",False,False,364
1823,"December 31, 8180 BC",False,False,364
1824,"December 30, 8179 BC",False,False,364
1825,"December 29, 8178 BC",True,True,371
1826,"January 3, 8176 BC",False,False,364
1827,"January 2, 8175 BC",False,False,364
1828,"January 1, 8174 BC",False,False,364
1829,"December 31, 8174 BC",True,False,364
1830,"December 29, 8173 BC",False,True,371
1831,"January 4, 8171 BC",False,False,364
1832,"January 3, 8170 BC",False,False,364
1833,"January 2, 8169 BC",True,False,364
1834,"December 31, 8169 BC",False,False,364
1835,"December 30, 8168 BC",False,False,364
1836,"December 29, 8167 BC",False,True,371
1837,"January 4, 8165 BC",True,False,364
1838,"January 2, 8164 BC",False,False,364
1839,"January 1, 8163 BC",False,False,364
1840,"December 31, 8163 BC",False,False,364
1841,"December 30, 8162 BC",True,True,371
1842,"January 4, 8160 BC",False,False,364
1843,"January 3, 8159 BC",False,False,364
1844,"January 2, 8158 BC",False,False,364
1845,"January 1, 8157 BC",True,False,364
1846,"December 30, 8157 BC",False,False,364
1847,"December 29, 8156 BC",False,True,371
