from_qid	to_qid
Q78209	Q60656
Q78212	Q60659
Q78215	Q60662
Q78218	Q60665
Q78221	Q60668
Q78222	Q72487
Q78224	Q60671
Q78227	Q60674
Q78230	Q60677
Q78233	Q60680
Q78236	Q60683
Q78239	Q60686
Q78242	Q60689
Q78245	Q60692
Q78248	Q60695
Q78251	Q60698
Q78252	Q72888
Q78254	Q60701
Q78255	Q72897
Q78257	Q60704
Q78260	Q60707
Q78263	Q60710
Q78266	Q60713
Q78269	Q60716
Q78272	Q60719
Q78275	Q60722
Q78278	Q60725
Q78281	Q60728
Q78284	Q60731
Q78287	Q60734
Q78290	Q60737
Q78293	Q60740
Q78296	Q60743
Q78299	Q60746
Q78302	Q60749
Q78305	Q60752
Q78308	Q60755
Q78309	Q73119
Q78311	Q60758
Q78314	Q60761
Q78317	Q60764
Q78318	Q72585
Q78320	Q60767
Q78321	Q72765
Q78323	Q60770
Q78324	Q72768
Q78326	Q60773
Q78327	Q72771
Q78329	Q60776
Q78332	Q60779
Q78335	Q60782
Q78338	Q60785
Q78339	Q72543
Q78341	Q60788
Q78344	Q60791
Q78347	Q60794
Q78350	Q60797
Q78353	Q60800
Q78356	Q60803
Q78359	Q60806
Q78362	Q60809
Q78365	Q60812
Q78368	Q60815
Q78371	Q60818
Q78374	Q60821
Q78377	Q60824
Q78380	Q60827
Q78383	Q60830
Q78386	Q60833
Q78389	Q60836
Q78392	Q60839
Q78395	Q60842
Q78398	Q60845
Q78399	Q78393
Q78401	Q60848
Q78403	Q52565
Q78404	Q60851
Q78406	Q52569
Q78407	Q60854
Q78409	Q52573
Q78410	Q60857
Q78411	Q72660
Q78412	Q52577
Q78413	Q60860
Q78414	Q72663
Q78415	Q52581
Q78416	Q60863
Q78417	Q72669
Q78418	Q52585
Q78419	Q60866
Q78421	Q52589
Q78422	Q60869
Q78424	Q52593
Q78425	Q60872
Q78427	Q33969
Q78428	Q60875
Q78430	Q33949
Q78431	Q60878
Q78433	Q34130
Q78434	Q60881
Q78436	Q34138
Q78437	Q60884
Q78439	Q35372
Q78440	Q60887
Q78442	Q35377
Q78443	Q60890
Q78446	Q60893
Q78449	Q60896
Q78452	Q60899
Q78455	Q60902
Q78457	Q1
Q78458	Q60905
Q78459	Q72834
Q78461	Q60908
Q78462	Q72837
Q78464	Q60911
Q78467	Q60914
Q78470	Q60917
Q78473	Q60920
Q78474	Q72732
Q78476	Q60923
Q78477	Q72735
Q78479	Q60926
Q78482	Q60929
Q78485	Q60932
Q78488	Q60935
Q78491	Q60938
Q78494	Q60941
Q78497	Q60944
Q78500	Q60947
Q78503	Q60950
Q78506	Q60953
Q78509	Q60956
Q78512	Q60959
Q78515	Q60962
Q78518	Q60965
Q78519	Q72861
Q78521	Q60968
Q78522	Q78396
Q78524	Q60971
Q78527	Q60974
Q78530	Q60977
Q78531	Q73203
Q78533	Q60980
Q78534	Q72687
Q78536	Q60983
Q78539	Q60986
Q78542	Q60989
Q78543	Q72840
Q78545	Q60992
Q78546	Q72843
Q78548	Q60995
Q78551	Q60998
Q78554	Q61001
Q78557	Q61004
Q78560	Q61008
Q78563	Q61011
Q78566	Q61014
Q78569	Q61017
Q78570	Q72657
Q78572	Q61020
Q78573	Q73098
Q78575	Q61023
Q78578	Q61026
Q78581	Q61029
Q78584	Q61032
Q78587	Q61035
Q78590	Q61038
Q78593	Q61041
Q78596	Q61044
Q78599	Q61047
Q78602	Q61050
Q78605	Q61053
Q78608	Q61056
Q78611	Q61059
Q78612	Q51822
Q78613	Q40566
Q78614	Q61062
Q78616	Q38733
Q78617	Q61065
Q78619	Q38729
Q78620	Q61068
Q78622	Q40570
Q78623	Q61071
Q78625	Q38665
Q78626	Q61074
Q78628	Q38669
Q78629	Q61077
Q78631	Q38673
Q78632	Q61080
Q78634	Q38677
Q78635	Q61083
Q78637	Q38685
Q78638	Q61086
Q78640	Q38689
Q78641	Q61089
Q78643	Q38693
Q78644	Q61092
Q78646	Q38697
Q78647	Q61095
Q78649	Q40530
Q78650	Q61098
Q78652	Q38789
Q78653	Q61101
Q78654	Q72987
Q78655	Q38737
Q78656	Q61104
Q78657	Q72990
Q78658	Q38741
Q78659	Q61107
Q78661	Q38725
Q78662	Q61110
Q78664	Q38745
Q78665	Q61113
Q78667	Q38749
Q78668	Q61116
Q78669	Q73970
Q78670	Q38753
Q78671	Q61119
Q78672	Q72831
Q78673	Q38777
Q78674	Q61122
Q78676	Q38769
Q78677	Q61125
Q78678	Q38705
Q78680	Q61128
Q78681	Q38709
Q78683	Q61131
Q78684	Q38713
Q78686	Q61134
Q78687	Q38717
Q78689	Q61137
Q78690	Q38721
Q78692	Q61140
Q78693	Q37369
Q78694	Q61143
Q78696	Q37357
Q78697	Q61146
Q78699	Q37361
Q78700	Q61149
Q78702	Q37365
Q78703	Q61152
Q78705	Q36394
Q78706	Q61155
Q78708	Q35962
Q78709	Q61158
Q78711	Q36398
Q78712	Q61161
Q78714	Q38757
Q78715	Q61164
Q78717	Q38761
Q78718	Q61167
Q78720	Q38765
Q78721	Q61170
Q78723	Q38773
Q78724	Q61173
Q78726	Q38793
Q78727	Q61176
Q78729	Q38797
Q78730	Q61178
Q78732	Q38801
Q78733	Q61181
Q78734	Q73149
Q78735	Q38805
Q78736	Q61184
Q78737	Q73152
Q78738	Q38809
Q78739	Q61187
Q78741	Q38813
Q78742	Q61190
Q78745	Q61193
Q78748	Q61196
Q78751	Q61199
Q78754	Q61202
Q78757	Q61205
Q78758	Q72981
Q78760	Q61208
Q78763	Q61211
Q78766	Q61214
Q78769	Q61217
Q78772	Q61220
Q78775	Q61223
Q78778	Q61226
Q78781	Q61229
Q78782	Q73563
Q78784	Q61232
Q78785	Q73566
Q78787	Q61235
Q78788	Q73764
Q78790	Q61238
Q78791	Q73626
Q78793	Q61241
Q78794	Q73638
Q78796	Q61244
Q78797	Q73314
Q78799	Q61247
Q78800	Q73317
Q78802	Q61250
Q78805	Q61253
Q78808	Q61256
Q78811	Q61259
Q78814	Q61262
Q78815	Q73458
Q78817	Q61265
Q78818	Q72972
Q78819	Q61268
Q78821	Q72969
Q78822	Q61271
Q78825	Q61274
Q78828	Q61277
Q78831	Q61280
Q78834	Q61283
Q78837	Q61286
Q78840	Q61289
Q78842	Q73515
Q78843	Q61292
Q78845	Q73479
Q78846	Q61295
Q78848	Q73677
Q78849	Q61298
Q78851	Q73680
Q78852	Q61301
Q78854	Q73683
Q78855	Q61304
Q78857	Q73875
Q78858	Q61307
Q78860	Q73743
Q78861	Q61310
Q78863	Q73455
Q78864	Q61313
Q78866	Q73461
Q78867	Q61316
Q78869	Q73464
Q78870	Q61319
Q78873	Q61322
Q78876	Q61325
Q78879	Q61328
Q78881	Q73581
Q78882	Q61331
Q78884	Q73937
Q78885	Q61334
Q78887	Q73940
Q78888	Q61337
Q78891	Q61340
Q78894	Q61343
Q78896	Q73827
Q78897	Q61346
Q78899	Q73833
Q78900	Q61349
Q78902	Q73842
Q78903	Q61352
Q78905	Q73845
Q78906	Q61355
Q78908	Q73848
Q78909	Q61358
Q78912	Q61361
Q78914	Q73584
Q78915	Q61364
Q78917	Q73587
Q78918	Q61367
Q78921	Q61370
Q78924	Q61373
Q78927	Q61376
Q78929	Q73890
Q78930	Q61379
Q78932	Q73997
Q78933	Q61382
Q78936	Q61385
Q78939	Q61388
Q78942	Q61391
Q78944	Q73925
Q78945	Q61394
Q78947	Q73928
Q78948	Q61397
Q78950	Q73931
Q78951	Q61400
Q78954	Q61403
Q78957	Q61406
Q78960	Q61409
Q78963	Q61412
Q78965	Q74003
Q78966	Q61415
Q78969	Q61418
Q78972	Q61421
Q78975	Q61424
Q78978	Q61427
Q78981	Q61430
Q78984	Q61433
Q78987	Q61436
Q78990	Q61439
Q78993	Q61442
Q78996	Q61445
Q78999	Q61448
Q79001	Q78603
Q79002	Q61451
Q79005	Q61454
Q79008	Q61457
Q79011	Q61460
Q79014	Q61463
Q79017	Q61466
Q79019	Q74350
Q79020	Q61469
Q79022	Q74437
Q79023	Q61472
Q79025	Q74479
Q79026	Q61475
Q79028	Q74482
Q79029	Q61478
Q79031	Q74521
Q79032	Q61481
Q79034	Q74524
Q79035	Q61484
Q79037	Q74575
Q79038	Q61487
Q79040	Q74578
Q79041	Q61490
Q79042	Q74704
Q79044	Q61493
Q79045	Q74723
Q79047	Q61496
Q79048	Q74732
Q79050	Q61499
Q79051	Q74747
Q79053	Q61502
Q79054	Q74759
Q79056	Q61505
Q79059	Q61508
Q79062	Q61511
Q79065	Q61514
Q79068	Q61517
Q79071	Q61520
Q79074	Q61523
Q79077	Q61526
Q79080	Q61529
Q79083	Q61532
Q79086	Q61535
Q79089	Q61538
Q79092	Q61541
Q79095	Q61544
Q79098	Q61547
Q79101	Q61550
Q79104	Q61553
Q79107	Q61556
Q79110	Q61559
Q79113	Q61562
Q79116	Q61565
Q79119	Q61568
Q79122	Q61571
Q79125	Q61574
Q79128	Q61577
Q79131	Q61580
Q79134	Q61583
Q79137	Q61586
Q79140	Q61589
Q79143	Q61592
Q79146	Q61595
Q79149	Q61598
Q79152	Q61601
Q79155	Q61604
Q79158	Q61607
Q79161	Q61610
Q79164	Q61613
Q79167	Q61616
Q79170	Q61619
Q79173	Q61622
Q79176	Q61625
Q79179	Q61628
Q79182	Q61631
Q79185	Q61634
Q79188	Q61637
Q79191	Q61640
Q79194	Q61643
Q79197	Q61646
Q79200	Q61649
Q79203	Q61652
Q79206	Q61655
Q79209	Q61658
Q79212	Q61661
Q79215	Q61664
Q79218	Q61667
Q79221	Q61670
Q79224	Q61673
Q79227	Q61676
Q79230	Q61679
Q79233	Q61682
Q79236	Q61685
Q79239	Q61688
Q79242	Q61691
Q79245	Q61694
Q79248	Q61697
Q79251	Q61700
Q79254	Q61703
Q79257	Q61706
Q79260	Q61709
Q79263	Q61712
Q79266	Q61715
Q79269	Q61718
Q79272	Q61721
Q79275	Q61724
Q79278	Q61727
Q79281	Q61730
Q79284	Q61733
Q79287	Q61736
Q79290	Q61739
Q79293	Q61742
Q79296	Q61745
Q79299	Q61748
Q79302	Q61751
Q79305	Q61753
Q79308	Q61756
Q79311	Q61759
Q79314	Q61762
Q79317	Q61765
Q79320	Q61768
Q79323	Q61771
Q79326	Q61774
Q79329	Q61777
Q79332	Q61780
Q79335	Q61783
Q79338	Q61786
Q79341	Q61789
Q79344	Q61792
Q79347	Q61795
Q79350	Q61798
Q79353	Q61801
Q79356	Q61804
Q79359	Q61807
Q79362	Q61810
Q79365	Q61813
Q79368	Q61816
Q79371	Q61819
Q79374	Q61822
Q79377	Q61825
Q79380	Q61828
Q79383	Q61831
Q79386	Q61834
Q79389	Q61837
Q79392	Q61840
Q79395	Q61843
Q79398	Q61846
Q79401	Q61849
Q79404	Q61852
Q79407	Q61855
Q79410	Q61858
Q79413	Q61861
Q79416	Q61864
Q79419	Q61867
Q79422	Q61870
Q79425	Q61873
Q79427	Q61876
Q79430	Q61879
Q79433	Q61882
Q79436	Q61885
Q79439	Q61888
Q79442	Q61891
Q79446	Q61894
Q79449	Q61897
Q79452	Q61900
Q79455	Q61903
Q79458	Q61906
Q79461	Q61909
Q79464	Q61912
Q79467	Q61915
Q79470	Q61918
Q79473	Q61921
Q79476	Q61924
Q79479	Q61927
Q79482	Q61930
Q79485	Q61933
Q79488	Q61936
Q79491	Q61939
Q79494	Q61942
Q79497	Q61945
Q79500	Q61948
Q79503	Q61951
Q79506	Q61954
Q79509	Q61957
Q79512	Q61960
Q79515	Q61963
Q79518	Q61966
Q79521	Q61969
Q79524	Q61972
Q79527	Q61975
Q79530	Q61978
Q79533	Q61981
Q79536	Q61984
Q79539	Q61987
Q79542	Q61990
Q79545	Q61993
Q79548	Q61996
Q79551	Q61999
Q79554	Q62002
Q79557	Q62005
Q79560	Q62008
Q79563	Q62011
Q79566	Q62014
Q79569	Q62017
Q79572	Q62020
Q79575	Q62023
Q79578	Q62026
Q79581	Q62029
Q79584	Q62032
Q79587	Q62035
Q79590	Q62038
Q79593	Q62041
Q79596	Q62044
Q79599	Q62047
Q79602	Q62050
Q79605	Q62053
Q79608	Q62056
Q79611	Q62059
Q79614	Q62062
Q79617	Q62065
Q79620	Q62068
Q79623	Q62071
Q79626	Q62074
Q79629	Q62077
Q79632	Q62080
Q79635	Q62083
Q79638	Q62086
Q79641	Q62089
Q79644	Q62092
Q79647	Q62095
Q79650	Q62098
Q79653	Q62101
Q79656	Q62104
Q79659	Q62107
Q79662	Q62110
Q79665	Q62113
Q79668	Q62116
Q79671	Q62119
Q79674	Q62123
Q79677	Q62126
Q79680	Q62129
Q79683	Q62132
Q79686	Q62135
Q79689	Q62138
Q79691	Q62141
Q79694	Q62144
Q79697	Q62147
Q79700	Q62150
Q79703	Q62153
Q79706	Q62156
Q79709	Q62159
Q79712	Q62162
Q79715	Q62165
Q79718	Q62168
Q79721	Q62171
Q79724	Q62174
Q79728	Q62177
Q79731	Q62180
Q79734	Q62183
Q79737	Q62186
Q79740	Q62189
Q79743	Q62192
Q79746	Q62195
Q79748	Q62198
Q79751	Q62201
Q79754	Q62204
Q79757	Q62207
Q79760	Q62210
Q79763	Q62213
Q79766	Q62216
Q79769	Q62219
Q79772	Q62222
Q79775	Q62225
Q79778	Q62228
Q79781	Q62231
Q79784	Q62234
Q79787	Q62237
Q79790	Q62240
Q79793	Q62243
Q79796	Q62246
Q79799	Q62249
Q79802	Q62252
Q79805	Q62255
Q79808	Q62258
Q79811	Q62261
Q79814	Q62264
Q79817	Q62267
Q79820	Q62270
Q79823	Q62273
Q79826	Q62276
Q79829	Q62279
Q79832	Q62282
Q79835	Q62285
Q79838	Q62288
Q79841	Q62291
Q79844	Q62294
Q79847	Q62297
Q79850	Q62300
Q79853	Q62303
Q79856	Q62306
Q79859	Q62309
Q79862	Q62312
Q79865	Q62315
Q79868	Q62318
Q79871	Q62321
Q79874	Q62324
Q79877	Q62327
Q79880	Q62330
Q79883	Q62333
Q79886	Q62336
Q79889	Q62339
Q79892	Q62342
Q79895	Q62345
Q79898	Q62348
Q79901	Q62351
Q79904	Q62354
Q79907	Q62357
Q79910	Q62360
Q79913	Q62363
Q79916	Q62366
Q79919	Q62369
Q79922	Q62372
Q79925	Q62375
Q79928	Q62378
Q79931	Q62381
Q79934	Q62384
Q79937	Q62387
Q79940	Q62390
Q79943	Q62393
Q79946	Q62397
Q79949	Q62400
Q79952	Q62403
Q79955	Q62406
Q79958	Q62409
Q79961	Q62412
Q79964	Q62415
Q79967	Q62418
Q79970	Q62421
Q79973	Q62424
Q79976	Q62427
Q79979	Q62429
Q79982	Q62432
Q79985	Q62436
Q79988	Q62439
Q79991	Q62442
Q79994	Q62445
Q79997	Q62448
Q80000	Q62451
Q80003	Q62454
Q80006	Q62457
Q80009	Q62460
Q80012	Q62463
Q80015	Q62466
Q80018	Q62469
Q80021	Q62472
Q80024	Q62475
Q80027	Q62478
Q80030	Q62481
Q80033	Q62484
Q80036	Q62488
Q80040	Q62491
Q80043	Q62494
Q80046	Q62497
Q80049	Q62500
Q80052	Q62503
Q80055	Q62506
Q80058	Q62509
Q80061	Q62512
Q80064	Q62515
Q80067	Q62518
Q80070	Q62521
Q80073	Q62525
Q80076	Q62528
Q80079	Q62531
Q80082	Q62534
Q80085	Q62537
Q80088	Q62540
Q80091	Q62515
Q80100	Q62552
Q80103	Q62555
Q80106	Q62558
Q80109	Q62561
Q80112	Q62564
Q80115	Q62567
Q80118	Q62570
Q80121	Q62573
Q80124	Q62576
Q80127	Q62579
Q80130	Q62582
Q80133	Q62585
Q80136	Q62588
Q80139	Q62591
Q80142	Q62594
Q80145	Q62597
Q80148	Q62600
Q80151	Q62603
Q80154	Q62606
Q80156	Q62609
Q80159	Q62611
Q80162	Q62614
Q80165	Q62617
Q80168	Q62620
Q80171	Q62623
Q80174	Q62626
Q80177	Q62629
Q80180	Q62632
Q80183	Q62635
Q80186	Q62638
Q80189	Q62641
Q80192	Q62644
Q80195	Q62647
Q80198	Q62650
Q80201	Q62653
Q80204	Q62656
Q80207	Q62659
Q80210	Q62662
Q80213	Q62665
Q80216	Q62668
Q80219	Q62671
Q80222	Q62674
Q80228	Q62680
Q80231	Q62683
Q80234	Q62686
Q80237	Q62689
Q80240	Q62692
Q80243	Q62695
Q80246	Q62698
Q80249	Q62701
Q80252	Q62704
Q80255	Q62707
Q80258	Q62710
Q80261	Q62713
Q80264	Q62716
Q80267	Q62719
Q80270	Q62722
Q80273	Q62725
Q80276	Q62728
Q80279	Q62731
Q80282	Q62734
Q80285	Q62737
Q80288	Q62740
Q80291	Q62743
Q80294	Q62746
Q80297	Q62749
Q80300	Q62752
Q80303	Q62755
Q80306	Q62758
Q80311	Q62761
Q80314	Q62764
Q80316	Q62767
Q80319	Q62770
Q80322	Q62773
Q80325	Q62776
Q80328	Q62779
Q80331	Q98239
Q80334	Q62785
Q80337	Q62788
Q80340	Q62791
Q80343	Q62794
Q80346	Q62797
Q80349	Q62800
Q80352	Q62803
Q80355	Q62806
Q80358	Q62809
Q80361	Q62812
Q80364	Q62815
Q80367	Q62818
Q80370	Q62821
Q80373	Q62824
Q80376	Q62827
Q80379	Q62830
Q80382	Q62833
Q80385	Q62836
Q80388	Q62839
Q80391	Q62842
Q80394	Q62845
Q80397	Q62848
Q80400	Q62851
Q80403	Q62854
Q80406	Q62857
Q80409	Q62860
Q80412	Q62863
Q80415	Q62866
Q80418	Q62869
Q80421	Q62872
Q80424	Q62875
Q80427	Q62878
Q80430	Q62881
Q80433	Q62884
Q80436	Q62887
Q80439	Q62890
Q80442	Q62893
Q80445	Q62896
Q80448	Q62899
Q80451	Q62902
Q80454	Q62905
Q80457	Q62908
Q80460	Q62911
Q80463	Q62914
Q80466	Q62917
Q80469	Q62920
Q80472	Q62923
Q80475	Q62926
Q80478	Q62929
Q80481	Q62932
Q80484	Q62935
Q80487	Q62938
Q80490	Q63984
Q80493	Q62944
Q80496	Q62947
Q80499	Q62950
Q80502	Q62953
Q80505	Q62956
Q80508	Q62959
Q80511	Q62962
Q80514	Q62965
Q80517	Q62968
Q80519	Q66421
Q80522	Q62974
Q80525	Q62977
Q80528	Q62980
Q80531	Q62983
Q80534	Q62986
Q80537	Q62989
Q80540	Q62959
Q80543	Q62995
Q80546	Q62998
Q80549	Q63001
Q80551	Q63004
Q80555	Q63007
Q80561	Q63010
Q80564	Q63013
Q80566	Q63016
Q80569	Q63019
Q80572	Q63022
Q80575	Q62926
Q80578	Q63028
Q80581	Q63031
Q80584	Q63034
Q80587	Q63037
Q80590	Q63040
Q80593	Q63043
Q80596	Q63046
Q80599	Q63049
Q80602	Q63052
Q80605	Q63055
Q80608	Q63058
Q80611	Q63061
Q80614	Q63064
Q80617	Q63067
Q80620	Q63070
Q80623	Q63073
Q80626	Q63076
Q80629	Q63079
Q80632	Q63082
Q80635	Q63085
Q80638	Q63088
Q80641	Q63091
Q80644	Q63094
Q80647	Q63097
Q80650	Q63100
Q80653	Q63103
Q80656	Q63106
Q80659	Q63109
Q80662	Q63112
Q80665	Q63115
Q80668	Q63118
Q80671	Q63121
Q80674	Q63124
Q80677	Q63127
Q80680	Q63130
Q80683	Q63133
Q80686	Q63136
Q80689	Q63139
Q80693	Q63142
Q80698	Q63145
Q80702	Q63148
Q80707	Q63151
Q80712	Q63154
Q80715	Q63157
Q80720	Q63160
Q80726	Q63163
Q80730	Q63168
Q80735	Q63171
Q80739	Q63174
Q80742	Q63177
Q80745	Q63180
Q80748	Q63183
Q80751	Q63186
Q80754	Q63189
Q80757	Q63192
Q80760	Q63195
Q80762	Q63198
Q80765	Q63201
Q80768	Q63204
Q80772	Q63207
Q80776	Q63544
Q80780	Q63213
Q80782	Q63216
Q80786	Q63219
Q80790	Q63222
Q80793	Q63224
Q80801	Q63227
Q80804	Q63230
Q80810	Q63233
Q80815	Q63236
Q80820	Q63239
Q80824	Q63242
Q80829	Q63245
Q80833	Q63248
Q80838	Q63251
Q80842	Q63254
Q80847	Q63257
Q80851	Q63260
Q80856	Q63263
Q80861	Q63266
Q80865	Q63269
Q80870	Q63272
Q80874	Q63275
Q80879	Q63278
Q80884	Q63281
Q80888	Q63284
Q80893	Q63287
Q80898	Q63290
Q80902	Q63293
Q80907	Q63296
Q80911	Q63299
Q80916	Q63302
Q80920	Q63305
Q80925	Q63308
Q80930	Q63311
Q80935	Q63314
Q80940	Q63317
Q80944	Q63320
Q80949	Q63323
Q80954	Q63326
Q80958	Q63329
Q80963	Q63332
Q80968	Q63335
Q80972	Q63338
Q80977	Q63341
Q80981	Q63344
Q80986	Q63347
Q80991	Q63350
Q80994	Q63353
Q80999	Q63356
Q81003	Q63359
Q81008	Q63362
Q81013	Q63365
Q81017	Q63368
Q81022	Q63371
Q81026	Q63374
Q81029	Q63377
Q81032	Q63379
Q81035	Q63382
Q81038	Q63385
Q81041	Q63388
Q81044	Q63391
Q81047	Q63394
Q81050	Q63397
Q81053	Q63400
Q81056	Q63403
Q81059	Q63406
Q81062	Q63409
Q81065	Q63412
Q81068	Q63415
Q81071	Q63418
Q81074	Q63421
Q81077	Q63424
Q81080	Q63427
Q81083	Q63430
Q81086	Q63433
Q81089	Q63436
Q81092	Q63439
Q81095	Q63442
Q81098	Q63445
Q81101	Q63448
Q81104	Q63451
Q81107	Q63454
Q81110	Q63457
Q81113	Q63460
Q81116	Q63463
Q81119	Q63466
Q81122	Q63469
Q81125	Q63472
Q81128	Q63475
Q81131	Q63478
Q81134	Q63481
Q81137	Q63484
Q81140	Q63487
Q81143	Q63490
Q81146	Q63493
Q81149	Q63496
Q81152	Q63499
Q81155	Q63502
Q81158	Q63505
Q81161	Q63508
Q81164	Q63511
Q81167	Q63514
Q81170	Q63517
Q81173	Q63520
Q81176	Q63523
Q81179	Q63526
Q81182	Q63529
Q81185	Q63532
Q81188	Q63535
Q81191	Q63538
Q81194	Q63541
Q81197	Q63544
Q81200	Q63547
Q81203	Q63550
Q81206	Q95686
Q81209	Q63556
Q81212	Q63559
Q81215	Q63562
Q81218	Q42416
Q81219	Q63565
Q81222	Q49641
Q81223	Q63568
Q81226	Q63571
Q81229	Q63574
Q81232	Q63577
Q81235	Q63580
Q81238	Q63583
Q81241	Q63586
Q81244	Q63589
Q81247	Q63592
Q81250	Q63595
Q81253	Q63598
Q81256	Q63601
Q81259	Q63604
Q81262	Q63607
Q81265	Q63610
Q81268	Q63613
Q81271	Q63616
Q81274	Q63619
Q81277	Q63622
Q81280	Q63625
Q81283	Q63628
Q81286	Q63631
Q81289	Q63634
Q81292	Q63637
Q81295	Q63640
Q81298	Q63643
Q81301	Q63646
Q81304	Q63649
Q81307	Q63652
Q81310	Q63655
Q81313	Q63658
Q81316	Q63661
Q81319	Q63664
Q81322	Q63667
Q81325	Q63670
Q81328	Q63674
Q81332	Q63677
Q81334	Q63681
Q81337	Q63684
Q81340	Q63687
Q81343	Q63690
Q81346	Q63693
Q81349	Q63696
Q81352	Q63699
Q81355	Q63702
Q81358	Q63705
Q81361	Q63708
Q81364	Q63711
Q81367	Q63714
Q81370	Q63717
Q81373	Q63720
Q81376	Q63723
Q81379	Q63726
Q81382	Q63729
Q81385	Q63732
Q81388	Q63735
Q81391	Q63738
Q81394	Q63741
Q81397	Q63744
Q81400	Q63747
Q81403	Q63750
Q81406	Q63753
Q81409	Q63756
Q81412	Q63759
Q81415	Q63762
Q81418	Q63765
Q81421	Q63768
Q81424	Q63771
Q81427	Q63774
Q81430	Q63777
Q81431	Q63780
Q81434	Q63783
Q81437	Q63786
Q81440	Q63789
Q81443	Q63792
Q81446	Q63795
Q81449	Q63798
Q81452	Q63801
Q81455	Q63804
Q81458	Q63807
Q81461	Q63810
Q81464	Q63813
Q81467	Q63816
Q81470	Q63819
Q81473	Q63822
Q81476	Q63825
Q81478	Q63828
Q81480	Q63831
Q81482	Q63834
Q81484	Q63837
Q81486	Q63840
Q81488	Q63843
Q81490	Q63846
Q81492	Q63849
Q81494	Q63852
Q81496	Q63855
Q81498	Q63858
Q81500	Q63861
Q81502	Q63864
Q81504	Q63867
Q81506	Q63870
Q81508	Q63873
Q81510	Q63876
Q81512	Q63879
Q81514	Q63882
Q81516	Q63885
Q81518	Q63888
Q81520	Q63891
Q81522	Q63894
Q81524	Q63897
Q81526	Q63900
Q81528	Q63903
Q81530	Q63906
Q81532	Q63909
Q81534	Q63912
Q81536	Q63915
Q81538	Q63918
Q81540	Q63921
Q81542	Q63924
Q81544	Q63927
Q81546	Q63930
Q81548	Q63933
Q81550	Q63936
Q81552	Q63939
Q81554	Q63942
Q81556	Q63945
Q81558	Q63948
Q81560	Q63951
Q81562	Q63954
Q81564	Q63957
Q81566	Q63960
Q81568	Q63963
Q81570	Q63966
Q81572	Q63969
Q81574	Q63972
Q81576	Q63975
Q81578	Q63978
Q81580	Q63981
Q81582	Q63984
Q81584	Q63987
Q81586	Q63990
Q81588	Q63993
Q81590	Q63996
Q81592	Q63999
Q81594	Q64002
Q81596	Q64005
Q81598	Q64008
Q81600	Q64011
Q81602	Q64014
Q81604	Q64017
Q81606	Q64020
Q81608	Q64023
Q81610	Q64026
Q81612	Q64029
Q81614	Q64032
Q81616	Q64035
Q81618	Q64038
Q81620	Q64041
Q81621	Q64044
Q81623	Q64047
Q81625	Q64050
Q81627	Q64053
Q81629	Q64056
Q81631	Q64059
Q81633	Q64062
Q81635	Q64065
Q81637	Q64068
Q81639	Q64071
Q81641	Q64074
Q81643	Q64077
Q81645	Q64080
Q81647	Q64083
Q81649	Q64086
Q81651	Q64089
Q81653	Q64092
Q81655	Q64095
Q81657	Q64098
Q81659	Q64101
Q81661	Q64104
Q81663	Q64107
Q81665	Q64110
Q81667	Q64113
Q81669	Q64116
Q81671	Q64119
Q81673	Q64122
Q81675	Q64125
Q81677	Q64128
Q81679	Q64131
Q81681	Q64134
Q81683	Q64137
Q81685	Q64140
Q81687	Q64143
Q81689	Q64146
Q81691	Q64149
Q81693	Q64152
Q81695	Q64155
Q81697	Q64158
Q81699	Q64161
Q81701	Q64164
Q81703	Q64167
Q81705	Q64169
Q81707	Q64172
Q81709	Q64175
Q81711	Q64178
Q81713	Q64181
Q81715	Q64184
Q81717	Q64187
Q81719	Q64190
Q81721	Q64193
Q81723	Q64196
Q81725	Q64199
Q81727	Q64202
Q81729	Q64205
Q81731	Q64208
Q81733	Q64211
Q81735	Q64214
Q81737	Q64217
Q81738	Q64220
Q81740	Q64223
Q81742	Q64226
Q81745	Q64229
Q81746	Q64232
Q81748	Q64235
Q81750	Q64238
Q81752	Q64241
Q81754	Q64244
Q81756	Q64247
Q81758	Q64250
Q81760	Q64253
Q81762	Q64256
Q81764	Q64259
Q81766	Q64262
Q81768	Q64265
Q81770	Q64268
Q81772	Q64271
Q81774	Q64274
Q81776	Q64277
Q81778	Q64280
Q81780	Q64283
Q81782	Q64286
Q81784	Q64289
Q81786	Q64292
Q81788	Q64295
Q81790	Q64298
Q81792	Q64301
Q81794	Q64304
Q81796	Q64307
Q81798	Q64310
Q81800	Q64313
Q81802	Q64316
Q81804	Q64319
Q81806	Q64322
Q81808	Q64325
Q81810	Q64328
Q81812	Q64331
Q81814	Q64334
Q81816	Q64337
Q81818	Q98239
Q81820	Q64343
Q81822	Q64346
Q81824	Q64349
Q81826	Q64352
Q81828	Q64355
Q81830	Q64358
Q81832	Q64361
Q81834	Q64364
Q81836	Q64367
Q81838	Q64370
Q81840	Q64373
Q81842	Q64376
Q81844	Q64379
Q81846	Q64382
Q81848	Q64385
Q81850	Q64388
Q81852	Q64391
Q81854	Q64394
Q81856	Q64397
Q81858	Q64400
Q81860	Q64403
Q81862	Q64406
Q81864	Q96912
Q81866	Q64412
Q81868	Q64415
Q81869	Q64418
Q81871	Q64421
Q81873	Q64424
Q81875	Q64426
Q81877	Q64429
