qid	label	wikidata_qid	wikidata_name	name_score
Q125827	Roger fitz Richard	Q75567375	Roger fitz Richard	1.00
Q125829	Godfrey FitzRichard	Q103820505	Godfrey FitzRichard	1.00
Q125831	Adeliza FitzRichard	Q103820517	Adeliza FitzRichard	1.00
Q125833	Rohese FitzRichard	Q103820523	Rohese FitzRichard	1.00
Q125835	Avice de Clare	Q108274404	Avice de Clare	1.00
Q125837	Robert de Meules	Q3436701	Robert de Meules	1.00
Q125839	William FitzBaldwin	Q104849307	Уильям Фиц-Болдуин	1.00
Q125841	Richard FitzBaldwin	Q104849320	Ричард Фиц-Болдуин	1.00
Q125843	Adelicia de Brionne	Q104849342	Адела де Мёле	1.00
Q125845	Emma de Brionne	Q104849354	Эмма де Мёле	1.00
Q125847	Wiger de Brionne	Q104849394	Вигер Фиц-Болдуин	1.00
Q125849	Néel II de Saint-Sauveur	Q3346938	Néel II de Saint-Sauveur	1.00
Q125851	Imma (?)	Q76298487	Imma (?)	1.00
Q125853	Oda	Q2013990	Oda	1.00
Q125855	Swanehilde of Saxony	Q28862344	Swanehilde of Saxony	1.00
Q125857	Imad	Q1341841	Imad	1.00
Q125859	Enguerrand	Q4065137	Ангерран I (граф Эно)	1.00
Q125861	Ralph van Ghent	Q122259802	Ralph van Ghent	1.00
Q125863	Boudewijn I van Gent	Q2923785	Boudewijn I van Gent	1.00
Q125865	Othelindis	Q16584942	Othelindis z Nordmark	1.00
Q125867	Dirk IV, Count of Holland	Q1223864	Дирк IV	1.00
Q125869	Floris I, Count of Holland	Q469671	Floris I da Holanda	1.00
Q125871	Swanhilde van Hollant	Q76240020	Swanhilde van Hollant	1.00
Q125873	Bertrade van Hollant	Q76240021	Bertrade van Hollant	1.00
Q125875	4 weitere Kinder von Nellenburg	Q76300036	4 weitere Kinder von Nellenburg	1.00
Q125877	Irmengard von Nellenburg	Q76300089	Irmengard von Nellenburg	1.00
Q125879	Burkkard II von Nellenburg	Q76300051	Burkkard II von Nellenburg	1.00
Q125881	Mangold II von Nellenburg	Q76300104	Mangold II von Nellenburg	1.00
Q125883	Eberhard VI von Nellenburg	Q1279462	Eberhard VI. von Nellenburg	1.00
Q125885	Lambert I Burggraaf van Gent	Q75255646	Lambert I Burggraaf van Gent	1.00
Q125887	Addila van Hamaland	Q76240012	Addila van Hamaland	1.00
Q125889	Mathilde of Verdun	Q107235553	Mathilde of Verdun	1.00
Q125891	Adallind (Adelaide) (?)	Q76298501	Adallind  (Adelaide) (?)	1.00
Q125893	Hildegarde von Metz	Q76300002	Hildegarde von Metz	1.00
Q125895	Itha von Montfort	Q76300010	Itha von Montfort	1.00
Q125897	Eberhard IV Graf von Nellenburg	Q76300065	Eberhard IV Graf von Nellenburg	1.00
Q125899	Gisela (?)	Q76298640	Gisela (?)	1.00
Q125901	Kuno Pfalzgraf von Burgund	Q76299611	Kuno Pfalzgraf von Burgund	1.00
Q125903	Berthold I Count of Breisgau	Q76299577	Berthold I Count of Breisgau	1.00
Q125905	Adalbero II	Q15621704	Adalbero II. (Basel)	1.00
Q125907	Berthold II von Thurgau	Q76300540	Berthold II von Thurgau	1.00
Q125909	Landolf or Lanzelin II	Q24175906	Landolf or Lanzelin II	1.00
Q125911	Luitgard von Nellenburg	Q76300026	Luitgard von Nellenburg	1.00
Q125913	Eberhard III von Nellenburg	Q76300031	Eberhard III von Nellenburg	1.00
Q125915	Ulrich IV. von Lenzburg	Q96322713	Ulrich IV. von Lenzburg	1.00
Q125917	Arnold IV von Baden	Q61577386	Арнольд V, граф Баден	1.00
Q125919	Guarnieri II di Lenzburg-Baden	Q3778402	Guarnieri II di Lenzburg-Baden	1.00
Q125921	Cuno von Baden	Q119863489	Cuno von Baden	1.00
Q125923	(Hilla von Pfirt ?)	Q110570694	(Hilla von Pfirt ?)	1.00
Q125925	Werner II	Q316104	Werner II.	1.00
Q125927	Otto II. von Konstanz	Q1462084	Otto II. von Konstanz	1.00
Q125929	Rudolf II von Thierstein	Q59417351	Рудолф II фон Тирщайн	1.00
Q125931	Rudolf III, Graf von Homberg	Q59417412	Рудолф III фон Тирщайн	1.00
Q125933	Folmar I of Worms	Q116150056	Folmar I of Worms	1.00
Q125935	Richilde	Q116150057	Richilde	1.00
Q125937	Bertha	Q116150059	Bertha	1.00
Q125939	Volmar I von Frohburg	Q61139481	Фолмар I фон Фробург	1.00
Q125941	Hermann I von Frohburg	Q110260541	Херман I фон Фробург	1.00
Q125943	Adalbero I von Frohburg	Q61140594	Адалберо I фон Фробург	1.00
Q125945	Tedald of Canossa	Q2055129	Tedald z Canossy	1.00
Q125947	Richelida	Q7330391	Richelida	1.00
Q125949	Doda	Q22344311	Dode	1.00
Q125951	Godfrey IV, Duke of Lower Lorraine	Q704988	Gottfried IV.	1.00
Q125953	Bertram de Verdun	Q2899413	Bertram de Verdun	1.00
Q125955	Beatrix Salian	Q75247652	Beatrix Salian	1.00
Q125957	Beatrice of Lower Lotharingia	Q22344312	Béatrice d'Ardenne	1.00
Q125959	unknown daughter (?)	Q76298701	unknown daughter (?)	1.00
Q125961	Udo of Limburg	Q122277863	Udo of Limburg	1.00
Q125963	Roger de Valenciennes	Q76102484	Roger de Valenciennes	1.00
Q125965	Ermengarde of Nevers	Q3324621	Ermengarde of Nevers	1.00
Q125967	Robert de Nevers, Vicomte de Ligny-le-Château	Q76034478	Robert de Nevers, Vicomte de Ligny-le-Château	1.00
Q125969	Hugh de Nevers	Q76034479	Hugh de Nevers	1.00
Q125971	Hubert de Beaumont-au-Maine	Q3142124	Hubert de Beaumont-au-Maine	1.00
Q125973	Guillaume de Beaumont	Q76010799	Guillaume de Beaumont	1.00
Q125975	Hubert de Beaumont	Q76010800	Hubert de Beaumont	1.00
Q125977	Denis de Beaumont	Q76010801	Denis de Beaumont	1.00
Q125979	Godeheult de Beaumont	Q76010802	Godeheult de Beaumont	1.00
Q125981	Geoffroy de Sablé	Q3101180	Geoffroy de Sablé	1.00
Q125983	Enoguen (Agnès), Dame de Craon	Q110578152	Enoguen (Agnès), Dame de Craon	1.00
Q125985	Robert de Craon	Q357306	Robert de Craon	1.00
Q125987	Maurice Ier de Craon	Q110578148	Maurice Ier de Craon	1.00
Q125989	Hersende, Dame de la Suze	Q111015496	Hersende, Dame de la Suze	1.00
Q125991	Lisiard de Sablé	Q3242573	Lisiard de Sablé	1.00
Q125993	Aélis de Guines	Q110603017	Aélis de Guines	1.00
Q125995	Hugues Damas, Seigneur de Dyo, Lugny et de Couzan	Q110603011	Hugues Damas, Seigneur de Dyo, Lugny et de Couzan	1.00
Q125997	Geoffroy III de Sémur, Sire de Semur	Q111050799	Geoffroy III de Sémur, Sire de Semur	1.00
Q125999	Raingarde de Semur	Q3417816	Raingarde de Semur	1.00
Q126001	Adèle de Breteuil	Q111453001	Adèle de Breteuil	1.00
Q126003	Saint Simon de Valois	Q176550	Simon von Crépy	1.00
Q126005	Adela of Holland	Q31440478	Adelheid fan Hollân	1.00
Q126007	William de Warenne, 2nd Earl of Surrey	Q1939105	Guillerme II de Warenne	1.00
Q126009	Waleran de Beaumont, 1st Earl of Worcester	Q1363300	Galéran IV.	1.00
Q126011	Hugh de Beaumont, 1st Earl of Bedford	Q3787454	Гуго де Бомон, граф Бедфорд	1.00
Q126013	Ralph de Warenne	Q7288325	Ralph de Warenne	1.00
Q126015	Reginald de Warenne	Q7308926	Reginald de Warenne	1.00
Q126017	Ada de Warenne	Q2536999	Ada de Warenne	1.00
Q126019	Isabella de Beaumont	Q75387844	Isabella de Beaumont	1.00
Q126021	Adeline de Beaumont	Q75936132	Adeline de Beaumont	1.00
Q126023	Auberie de Bellemonte (Beaumont)	Q111452963	Auberie de Bellemonte (Beaumont)	1.00
Q126025	Agnès de Beaugency	Q57398740	Agnès de Beaugency	1.00
Q126027	Geoffroy de Ferté-Ancoul	Q107361351	Geoffroy de Ferté-Ancoul	1.00
Q126029	Ada de Ferté-Ancoul	Q107361352	Ada de Ferté-Ancoul	1.00
Q126031	Oddone Boverio	Q3880821	Oddone Boverio	1.00
Q126033	Alice de Montfort	Q76286493	Alice de Montfort	1.00
Q126035	Walter de Gant	Q61963096	Уолтер де Гант	1.00
Q126037	Emma de Gant	Q75463935	Emma de Gant	1.00
Q126039	Hugh IV de Montfort-sur-Risle	Q75936129	Hugh IV de Montfort-sur-Risle	1.00
Q126041	Robert of Ghent	Q2159309	Robert von Gent	1.00
Q126043	Ne de Gand	Q122677387	Ne de Gand	1.00
Q126045	Floris van Hollant	Q76207833	Floris van Hollant	1.00
Q126047	Adelaide of Leuven	Q4681825	Adelaide of Leuven	1.00
Q126049	William of Ypres	Q1394458	Wilhelm von Ypern, 1. Earl of Kent	1.00
Q126051	Peter, Count of Dammartin	Q2016088	Peter van Dammartin	1.00
Q126053	Adela de Dammartin	Q75933155	Adela de Dammartin	1.00
Q126055	Eudes de Dammartin, of Norton and Mendlesham	Q101166825	Eudes de Dammartin, of Norton and Mendlesham	1.00
Q126057	Roger, Count of Ponthieu	Q1773375	Roger	1.00
Q126059	Arnulf II, Comte de Boulogne	Q75255655	Arnulf II, Comte de Boulogne	1.00
Q126061	Guérimfred, Seigneur d'Aumale	Q75301252	Guérimfred, Seigneur d'Aumale	1.00
Q126063	Guermond de Picquigny, Vidame d'Amiens	Q115633978	Guermond de Picquigny, Vidame d'Amiens	1.00
Q126065	Arnould de Picquigny	Q116005491	Arnould de Picquigny	1.00
Q126067	Bertha de Picquigny	Q110641580	Bertha de Picquigny	1.00
Q126069	Fredelon de Chameliac	Q10285737	Fredelon de Chameliac	1.00
Q126071	Damas, Vicomte de Brioude	Q10263834	Damásio I de Brioude	1.00
Q126073	Damásio II de Brioude	Q10263833	Damásio II de Brioude	1.00
Q126077	Mathilde de La Ferte-Milon	Q110315229	NN de La Ferté	1.00
Q126079	Agnès de Donzy	Q110315227	Agnès de Donzy	1.00
Q126081	Geoffroy III de Donzy, Sire de Gien	Q110520562	Geoffroy III de Donzy, Sire de Gien	1.00
Q126083	Renard I de Sens	Q3424776	Renard Ier de Sens	1.00
Q126085	Pascweten	Q2526916	Pascweten	1.00
Q126087	Meen de Fougères	Q108273917	Meen de Fougères	1.00
Q126089	Enoguen	Q113992458	Enoguen	1.00
Q126091	Amédée d'Oscheret	Q2844720	Амеды д’Ачэрэт	1.00
Q126093	Berta von Piacenza	Q76300185	Berta von Piacenza	1.00
Q126095	Ne di Piacenza	Q124019191	Ne di Piacenza	1.00
Q126097	Riprando	Q124020376	Riprando	1.00
Q126099	Waldrada	Q124020377	Waldrada	1.00
Q126103	Marquess Anselm 'the Younger' of Vasto, Margrave of Vasto	Q48961788	Ансельмо II	1.00
Q126105	Ralph de Bayeux	Q131363925	Ralph de Bayeux	1.00
Q126107	Anslech de Bricquebec	Q2852509	Anslech	1.00
Q126109	Ansfrid I Goz, Vicomte d'Hiemes	Q76009538	Ansfrid I Goz, Vicomte d'Hiemes	1.00
Q126111	Turstain le Blanc, Seigneur du Bec en Caux	Q116005825	Turstain le Blanc, Seigneur du Bec en Caux	1.00
Q126113	Eirik of Hordaland	Q5349865	Eirik of Hordaland	1.00
Q126115	Hakon Grjotgardsson 820-870	Q131341003	Håkon Grjotgardsson 820-870	1.00
Q126117	NN	Q98697968	NN	1.00
Q126119	Tora Skagesdatter	Q19392764	Tora Skagesdatter	1.00
Q126121	Sweyn Haakonsson	Q31709	Sveinn Hákonarson	1.00
Q126123	Aud Haakonsdottir of Lade	Q2870694	Aud de Lade	1.00
Q126125	Bergljot Haakonsdatter	Q4806856	Bergljot Haakonsdatter	1.00
Q126127	Ragnhild Haakonardottir av Lade	Q98697964	Ragnhild Haakonardottir av Lade	1.00
Q126129	Ingebjörg Håkonsdatter	Q121643089	Ingebjörg Håkonsdatter	1.00
Q126131	Guillaume Fitz Walter De la Mare	Q101003184	Guillaume Fitz Walter De la Mare	1.00
Q126133	Eilif Bårdsson	Q16559506	Eilif Bårdsson	1.00
Q126135	Duncan, Earl of Caithness	Q16729886	Duncan, Earl of Caithness	1.00
Q126137	Groa Thorsteinsdottir	Q16726163	Groa Thorsteinsdottir	1.00
Q126139	Eithne ingen Cerbaill	Q16726150	Eithne ingen Cerbaill	1.00
Q126141	Sigurd the Stout	Q614802	Sigurd el Fuerte	1.00
Q126143	Hesilia Crispin	Q76068808	Hesilia Crispin	1.00
Q126145	Óttar Björnsson	Q16652310	Óttar Björnsson	1.00
Q126147	Guðrún Ósvífrsdóttir	Q1557767	Guðrún Ósvífursdóttir	1.00
Q126149	Erispoe	Q763516	Erispoë	1.00
Q126151	Marmohec	Q3294505	Marmohec	1.00
Q126153	Béatrix de Rumigny	Q115634086	Béatrix de Rumigny	1.00
Q126155	Nicolas III de Rumigny	Q116004986	Nicolas III de Rumigny	1.00
Q126157	Mahaut|Jeanne de Rumigny	Q116148524	Mahaut|Jeanne de Rumigny	1.00
Q126159	Alberic de Coucy	Q106686434	Alberic de Coucy	1.00
Q126163	Emma	Q113461651	Emma	1.00
Q126165	Eudes de Beaumont-sur-Oise, vicomte de Chaumont en Vexin	Q113463555	Eudes de Beaumont-sur-Oise, vicomte de Chaumont en Vexin	1.00
Q126167	Guy I of Chatillon	Q10293212	Guy I, senhor de Châtillon	1.00
Q126169	Gaucher I of Chatillon	Q10288512	Gaucher I de Châtillon	1.00
Q126171	Enguerrand II. de Boves	Q1342959	Enguerrand II. de Boves	1.00
Q126173	Hugo von Boves	Q1635918	Hugo von Boves	1.00
Q126175	Robert II de Boves	Q21535016	Робер II де Бов	1.00
Q126177	Bernard d'Orbais	Q106686363	Bernard d'Orbais	1.00
Q126179	Godefroid d'Orbais, Sire de Sombreffe	Q106686361	Godefroid d'Orbais, Sire de Sombreffe	1.00
Q126181	Érard III	Q287666	Érard III.	1.00
Q126183	Valéran III de Breteuil, Seigneur de Breteuil	Q76355997	Valéran III de Breteuil, Seigneur de Breteuil	1.00
Q126185	Hugues IV de Gournay	Q111699042	Hugues IV de Gournay	1.00
Q126187	Milo I of Chevreuse	Q97185557	Milon Ier de Chevreuse	1.00
Q126189	Mélisende dite Caravicina de Monthléry	Q116005748	Mélisende dite Caravicina de Monthléry	1.00
Q126191	Lithuise, viscountess of Troyes	Q3883690	Lithuise, viscountess of Troyes	1.00
Q126193	Guy II of Montlhéry	Q249371	Guido II. von Montlhéry	1.00
Q126195	Renaud II de Montlhéry	Q51954630	Renaud II de Montlhéry	1.00
Q126197	Emmeline de Montlhéry	Q113133881	Emmeline de Montlhéry	1.00
Q126199	Elisabeth de Montlhéry	Q61196680	Елизавета де Монлери	1.00
Q126201	Gui II de Rochefort	Q3119306	Gui II de Rochefort	1.00
Q126203	Hugh of Crécy	Q550540	Hugo von Crécy	1.00
Q126205	Anseau I of Garlande	Q569459	انسو دى جارلاند	1.00
Q126207	Gabriel of Melitene	Q921391	Gabriel von Melitene	1.00
Q126209	Richard de Camville	Q76371342	Richard de Camville	1.00
Q126211	Robert Marmion	Q18576929	Robert Marmion	1.00
Q126213	Gerard de Camville	Q76371340	Gerard de Camville	1.00
Q126215	Richard de Camville	Q252336	Richard de Camville	1.00
Q126217	Maud de Camville	Q76371345	Maud de Camville	1.00
Q126219	William de Camville	Q76371348	William de Camville	1.00
Q126221	Roger de Camville	Q76371355	Roger de Camville	1.00
Q126223	Walter de Camville	Q75276924	Walter de Camville	1.00
Q126225	Robert de Marmion, Sire de Fontenay-le-Marmion	Q98967545	Robert de Marmion, Sire de Fontenay-le-Marmion	1.00
Q126227	Mabel de Marmion	Q113633094	Mabel de Marmion	1.00
Q126229	Heribrand II d'Hiérges, Châtelain de Bouillon	Q113991093	Heribrand II d'Hiérges, Châtelain de Bouillon	1.00
Q126231	Hedwige d'Orchimont	Q113991120	Hedwige d'Orchimont	1.00
Q126233	Helvis of Ramla	Q22690692	Helvis de Rama	1.00
Q126235	Albert II of Hierges	Q2831261	Albert II de Hierges	1.00
Q126237	Rivallo IV of Brittany	Q7336969	Rivallo IV of Brittany	1.00
Q126239	Rudalt	Q3446628	Rudalt de Vannes	1.00
Q126241	NN	Q110611913	NN	1.00
Q126243	Budic of Nantes	Q2069954	Budig Naoned	1.00
Q126245	NN	Q110578144	NN	1.00
Q126247	NN	Q110578145	NN	1.00
Q126249	Thibaud de Montmorency	Q2417108	Thibaud de Montmorency	1.00
Q126251	Nocher I, Count of Bar-sur-Aube	Q106155067	Nocher I, Count of Bar-sur-Aube	1.00
Q126253	Enricule, Comte de Boulogne	Q75558724	Enricule, Comte de Boulogne	1.00
Q126255	Arnulf III, Count of Boulogne	Q2653152	Arnulf III van Boulogne	1.00
Q126257	Rutger II, Count of Cleves	Q2177549	Rutger II.	1.00
Q126259	Hildegard von Stade	Q101247452	Hildegard von Stade	1.00
Q126261	Godesdiu of Saxony	Q21784185	Godesdiu of Saxony	1.00
Q126263	Everhard Saxo	Q2278455	Everhard Saxo	1.00
Q126265	unknown daughter van Teisterbant	Q76240010	unknown daughter van Teisterbant	1.00
Q126267	Reting Graf von Dithmarschen	Q76196714	Reting Graf von Dithmarschen	1.00
Q126269	Gerolf of Holland	Q708703	Gerulf von Kennemerland	1.00
Q126271	NN	Q110603037	NN	1.00
Q126273	Rosetta de St. Pol	Q75558713	Rosetta de St. Pol	1.00
Q126275	Eustace I of Guînes	Q2294869	Eustaas I van Guînes	1.00
Q126277	Robert Blount	Q75558705	Robert Blount	1.00
Q126279	Louise de Guines	Q116005815	Louise de Guines	1.00
Q126281	Milon III	Q18277901	Milon III de Tonnerre	1.00
Q126283	Hugues-Renaud de Bar	Q60832086	Hugues-Renaud de Bar	1.00
Q126285	Barthelemy of Broyes	Q109101303	Barthelemy of Broyes	1.00
Q126287	Marquard III of Eppenstein	Q875976	Markwart III.	1.00
Q126289	Adalbero von Eppenstein	Q347173	Adalbero von Eppenstein	1.00
Q126291	Robert I of Clermont	Q3435485	Robert Ier de Clermont	1.00
Q126293	Aldegardis	Q112242218	Aldegardis	1.00
Q126295	Étienne II	Q3592208	Étienne II	1.00
Q126297	Ingelberga	Q112242317	Ingelberga	1.00
Q126299	Ausende	Q112242403	Ausende	1.00
Q126301	Adela of Milan	Q56275579	Adela of Milan	1.00
Q126303	NN	Q116007140	NN	1.00
Q126305	Obizzo I d’Este	Q1161249	Obizzo I d'Este	1.00
Q126307	NN	Q111453002	NN	1.00
Q126309	Renard Ier de Joigny	Q48760327	Renard Ier de Joigny	1.00
Q126311	NN	Q101167254	NN	1.00
Q126313	Herbert of Winchester	Q16842555	Herbert of Winchester	1.00
Q126315	William of York	Q275470	Guillaume FitzHerbert	1.00
Q126317	Sibille de La Ferté-sur-l'Aube	Q96244922	Sibille de La Ferté-sur-l'Aube	1.00
Q126319	Odo II of Champlitte	Q7077885	Eudes al II-lea de Champlitte	1.00
Q126321	William of Champlitte	Q629482	Wilhelm I. von Champlitte	1.00
Q126323	Beatriz de Champlite	Q20047936	Beatriz de Champlite	1.00
Q126325	Reginald (?)	Q75508005	Reginald (?)	1.00
Q126327	Rivallo, Count of Penthièvre	Q2071620	Rivallon de Penthièvre	1.00
Q126329	Stephen II, Count of Penthièvre	Q2071971	Этьен II де Пентьевр	1.00
Q126331	Alice de Gant	Q61963038	Алиса де Гант	1.00
Q126333	Robert de Gant	Q110611812	Robert de Gant	1.00
Q126335	Gilbert de Gant, Earl of Lincoln	Q3105902	Гилберт де Гант, граф Линкольн	1.00
Q126337	Agnes de Gaunt	Q98960267	Agnes de Gaunt	1.00
Q126339	Henri de Fougères	Q3132270	Henri de Fougères	1.00
Q126341	Olivier II, seigneur de Dinan	Q114134113	Olivier II, seigneur de Dinan	1.00
Q126343	Geoffroy II de Dinan, vicomte de Dinan Nord	Q114135068	Geoffroy II de Dinan, vicomte de Dinan Nord	1.00
Q126345	Rabel le Chambellan, seigneur de Tancarville	Q117037954	Rabel le Chambellan, seigneur de Tancarville	1.00
Q126347	Effroy de Preuilly	Q110578281	Effroy de Preuilly	1.00
Q126349	Beatrix d'Issoudun	Q110578283	Beatrix d'Issoudun	1.00
Q126351	John I of Vendôme	Q2289172	Jan I van Vendôme	1.00
Q126353	Geoffroy de Vendome	Q55387481	Geoffroy de Vendôme	1.00
Q126355	NN	Q110398777	NN	1.00
Q126357	Pierre I dit Montrabel de Preuilly, Sire de Preuilly, Seigneur de Boussay et de La Rocheposay	Q110398774	Pierre I dit Montrabel de Preuilly, Sire de Preuilly, Seigneur de Boussay et de La Rocheposay	1.00
Q126359	Aimery VI of Thouars	Q2828008	Aimery VI de Thouars	1.00
Q126361	Mainard 'Le Riche' d'Archiac	Q110578315	Mainard 'Le Riche' d'Archiac	1.00
Q126363	Hildegarde	Q110578316	Hildegarde	1.00
Q126365	Vitapry de Benauges	Q75241557	Vitapry de Benauges	1.00
Q126367	Guido IV.	Q1553582	Guido IV.	1.00
Q126369	Archambaud V de Comborn, Vicomte de Comborn	Q111146923	Archambaud V de Comborn, Vicomte de Comborn	1.00
Q126371	Lafracoth O'Brien	Q75789743	Lafracoth O'Brien	1.00
Q126373	Alice de Montgomery	Q75458463	Alice de Montgomery	1.00
Q126375	Aton III, Vicomte d'Albi	Q28946872	Aton III, Vicomte d'Albi	1.00
Q126377	Adelaide	Q102832155	Adelaide	1.00
Q126379	Saura, Viscountess of Carcassonne	Q55856283	Saura	1.00
Q126381	Adélaïde of Béziers	Q55847716	Adélaïde de Béziers	1.00
Q126383	Cécile de Béziers	Q55984227	Cécile de Béziers	1.00
Q126385	Adélaïde de Béziers	Q111269393	Adélaïde de Béziers	1.00
Q126387	Gausfred III of Roussillon	Q3460031	Gausfred III de Roussillon	1.00
Q126389	Girard II of Roussillon	Q3107575	Girard II de Roussillon	1.00
Q126391	Guillaume-Arnaud de Béziers	Q99304124	Guillaume-Arnaud de Béziers	1.00
Q126393	Métheline de Béziers	Q99304123	Métheline de Béziers	1.00
Q126395	Francó I de Narbona	Q10284824	Francisco I de Narbona	1.00
Q126397	Maiol II	Q10323139	Maiol II	1.00
Q126399	Wandalmodis	Q112233778	Wandalmodis	1.00
Q126401	Humbert II de Salins	Q3143180	Humbert II de Salins	1.00
Q126403	Wandelmodis	Q110883583	Wandelmodis	1.00
Q126405	Adela de Salins	Q112234180	Adela de Salins	1.00
Q126407	Ermenfred d'Amiens	Q11919571	Ermenfred d'Amiens	1.00
Q126409	Liegardis, Comtesse de Meulan et de Mantes	Q113381583	Liegardis, Comtesse de Meulan et de Mantes	1.00
Q126411	Geoffrey I of Châteaudun	Q2457064	Godfried I van Châteaudun	1.00
Q126413	Fulcuich, Comte de Corbon	Q110578171	Fulcuich, Comte de Corbon	1.00
Q126415	Gudrun Nevsteinsdatter	Q11973158	Gudrun Nevsteinsdatter	1.00
Q126417	Asulf Skulesson	Q75291928	Asulf Skulesson	1.00
Q126419	Ragnhild Skulesdatter	Q127427192	Ragnhild Skulesdatter	1.00
Q126423	Matilde d’Avranches	Q56526651	Маргарита (Матильда) д’Авранш	1.00
Q126425	Ranulf le Meschin, 3rd Earl of Chester	Q717030	Ranulph le Meschin, 1. Earl of Chester	1.00
Q126427	William Meschin	Q16201585	William Meschin	1.00
Q126429	Maud le Meschin	Q75301455	Maud le Meschin	1.00
Q126431	Agnès de Briquessart	Q76346751	Agnès de Briquessart	1.00
Q126433	Thibault de Traves, Constable of Burgundy	Q110523296	Thibault de Traves, Constable of Burgundy	1.00
Q126435	Alice	Q110523297	Alice	1.00
Q126437	Thibaud II, seigneur de Rougemont	Q115716018	Thibaud II, seigneur de Rougemont	1.00
Q126439	Maurette de Salins	Q61865662	Морьет де Сален	1.00
Q126441	William IV of Mâcon	Q3119950	Guillaume IV de Mâcon	1.00
Q126443	Gaucher IV de Mâcon	Q3099361	Gaucher IV de Mâcon	1.00
Q126445	Alexandrine de Vienne	Q101467107	Alexandrine de Vienne	1.00
Q126447	Ida de Vienne	Q75291344	Ida de Vienne	1.00
Q126449	Esteve II d'Auxonne	Q2343373	Esteve II d'Auxonne	1.00
Q126451	Agnès de Bourgogne	Q112647556	Agnès de Bourgogne	1.00
Q126453	Guillaume I de Poitiers, Comte de Valentinois	Q30887760	Гильом I	1.00
Q126455	Ademar de Poitiers	Q7001889	Ademar de Poitiers	1.00
Q126457	NN de Louvain	Q105983260	NN de Louvain	1.00
Q126459	Eberhard, Count of Bettau	Q61685469	Эберхард	1.00
Q126461	Arnold I, Count of Cleves	Q90976	Arnold I.	1.00
Q126463	Dietrich II, Count of Cleves	Q832907	Dietrich II, Count of Cleves	1.00
Q126465	Othilde von Sachsen	Q75784981	Othilde von Sachsen	1.00
Q126467	Dompierre-sur-Mer	Q59701	滨海栋皮埃尔	1.00
Q126469	William de Percy	Q18172201	Уильям II де Перси	1.00
Q126471	Matilda de Percy	Q18176337	Матильда де Перси, графиня Уорик	1.00
Q126473	Isabel de Brus	Q75463933	Isabel de Brus	1.00
Q126475	William de Percy	Q18204227	Уильям де Перси, 6-й барон Топклифа	1.00
Q126477	Henry de Percy	Q76286499	Henry de Percy	1.00
Q126479	Alice de Briwere	Q76286505	Alice de Briwere	1.00
Q126481	Agnes de Neville	Q76286503	Agnes de Neville	1.00
Q126483	Henry de Percy	Q76286510	Henry de Percy	1.00
Q126485	Alexander de Percy	Q76286511	Alexander de Percy	1.00
Q126487	Sir Robert de Daiville, of Egmanton	Q116168587	Sir Robert de Daiville, of Egmanton	1.00
Q126489	NN	Q110315118	NN	1.00
Q126491	Richard II of Montfaucon	Q2285854	Richard II van Montfaucon	1.00
Q126493	Clementia de Montfaucon	Q116031108	Clementia de Montfaucon	1.00
Q126495	Ludwig I von Saarwerden	Q31192320	Лудвиг I фон Сарверден	1.00
Q126497	Rainald III of Toul	Q48810719	Rainald III of Toul	1.00
Q126499	Henry I, Count of Bar	Q665222	Heinrich I.	1.00
Q126501	Reginald of Bar	Q543608	Reginaldus de Barro	1.00
Q126503	Simon II de Broyes-Commercy	Q3484308	Simon II de Broyes-Commercy	1.00
Q126505	Agnes de Neufchâteau	Q101466990	Agnes de Neufchâteau	1.00
Q126507	Conrad I of Kyrburg	Q93521104	Конрад I фон Кирбург	1.00
Q126509	Kunigunde of Kyrburg	Q96257883	Kunigunde of Kyrburg	1.00
Q126511	Gerhard I of Kyrburg	Q61140675	Герхард I фон Кирбург	1.00
Q126513	Richenza of Habsburg	Q108336396	Richenza of Habsburg	1.00
Q126515	Ludwig II, Graf von Pfirt	Q108838864	Ludwig II, Graf von Pfirt	1.00
Q126517	Clementia of Dagsburg	Q96244941	Clementia of Dagsburg	1.00
Q126521	Elisabeth, Countess of Salm	Q76201227	Elisabeth, Countess of Salm	1.00
Q126523	Henry II, Count of Salm	Q29444200	Хайнрих III фон Салм	1.00
Q126525	Arnold von Laufen	Q76299948	Arnold von Laufen	1.00
Q126527	Eberhard VII Graf von Bureglen und Nellenburg	Q76299599	Eberhard VII Graf von Bureglen und Nellenburg	1.00
Q126529	Adelaide Gräfin von Nellenburg	Q76300037	Adelaide Gräfin von Nellenburg	1.00
Q126531	Dietrich Graf von Bureglen und Nellenburg	Q76299591	Dietrich Graf von Bureglen und Nellenburg	1.00
Q126533	Adelize de Beaumont-sur-Oise	Q76346748	Adelize de Beaumont-sur-Oise	1.00
Q126535	Thion Le Riche	Q111734326	Thion Le Riche	1.00
Q126537	Renaud de Courtenay, Comte de Château Renard	Q110578323	Renaud de Courtenay, Comte de Château Renard	1.00
Q126539	NN	Q110578325	NN	1.00
Q126541	NN	Q100326696	NN	1.00
Q126543	Renaud de Courtenay	Q2616254	Renaud de Courtenay	1.00
Q126546	William de Courtenay	Q2616476	Willem van Courtenay	1.00
Q126548	Beatrice of Armenia	Q15648993	Béatrice d'Arménie	1.00
Q126550	Joscelin II	Q55503	Joscelin II dari Edessa	1.00
