parent	child
Q54777	Q54789
Q54778	Q54882
Q54779	Q54807
Q54781	Q148942
Q54781	Q148943
Q54781	Q148944
Q54781	Q148945
Q54782	Q54886
Q54782	Q54894
Q54782	Q54898
Q54782	Q54902
Q54782	Q54906
Q54785	Q145132
Q54785	Q145230
Q54785	Q148946
Q54785	Q148948
Q54785	Q148949
Q54785	Q148950
Q54793	Q49672
Q54793	Q54801
Q54793	Q54805
Q54793	Q54809
Q54793	Q54813
Q54793	Q54817
Q54793	Q54821
Q54793	Q54825
Q54793	Q54829
Q54793	Q54833
Q54793	Q54837
Q54793	Q54841
Q54797	Q49672
Q54797	Q54801
Q54797	Q54805
Q54797	Q54813
Q54797	Q54817
Q54797	Q54821
Q54797	Q54829
Q54797	Q54837
Q54797	Q54841
Q548	Q524
Q54807	Q61431
Q54807	Q61434
Q54807	Q61437
Q54807	Q61440
Q54814	Q54990
Q54818	Q54994
Q54818	Q54998
Q54818	Q55002
Q5482	Q153143
Q5482	Q40900
Q54825	Q148947
Q54825	Q149211
Q54825	Q149212
Q54825	Q149213
Q54825	Q149214
Q54825	Q149215
Q54825	Q149216
Q54825	Q149217
Q54825	Q149220
Q54825	Q149221
Q54825	Q149222
Q54825	Q149223
Q54825	Q149224
Q54825	Q149225
Q54825	Q149226
Q54825	Q149227
Q54825	Q149228
Q54825	Q149229
Q54838	Q55006
Q54842	Q55010
Q54850	Q55018
Q54854	Q55022
Q54858	Q55026
Q54861	Q49676
Q54861	Q54865
Q54861	Q54869
Q54861	Q54873
Q54861	Q54877
Q54862	Q55030
Q54862	Q55034
Q54867	Q61449
Q54869	Q54516
Q54873	Q54454
Q54873	Q54617
Q54874	Q55038
Q54874	Q55042
Q54874	Q55046
Q54874	Q55050
Q54874	Q55054
Q54875	Q61452
Q54877	Q54450
Q54877	Q54540
Q54877	Q54585
Q54878	Q55062
Q54879	Q61455
Q54879	Q61458
Q54881	Q49680
Q54881	Q54853
Q54882	Q55066
Q54885	Q54889
Q54885	Q54893
Q54885	Q54897
Q54885	Q54901
Q54885	Q54905
Q54885	Q54909
Q54885	Q54913
Q54885	Q54917
Q54886	Q55070
Q54886	Q55073
Q54886	Q55077
Q54890	Q55058
Q54890	Q55093
Q54891	Q61461
Q54895	Q61464
Q549	Q524
Q54907	Q61467
Q54911	Q61470
Q54915	Q61473
Q54921	Q54925
Q54921	Q54929
Q54922	Q55121
Q54922	Q55125
Q54922	Q55129
Q54922	Q55133
Q54923	Q61476
Q54926	Q54970
Q54926	Q55014
Q54930	Q55141
Q54931	Q61479
Q54931	Q61482
Q54933	Q54937
Q54933	Q54941
Q54933	Q54945
Q54933	Q54949
Q54933	Q54953
Q54933	Q54957
Q54933	Q54965
Q54935	Q61485
Q54935	Q61488
Q54935	Q61491
Q54942	Q55145
Q54946	Q55149
Q54950	Q55153
Q54961	Q55008
Q54973	Q54977
Q54984	Q54988
Q54984	Q54992
Q54987	Q61497
Q54990	Q55157
Q54991	Q54995
Q54991	Q54999
Q54991	Q55003
Q54995	Q61503
Q54995	Q61506
Q54995	Q61509
Q54996	Q55000
Q54998	Q55161
Q54998	Q55165
Q55	Q153783
Q550	Q525
Q55003	Q61512
Q55006	Q55169
Q55008	Q55012
Q55008	Q55016
Q55010	Q55173
Q55011	Q55015
Q55018	Q55181
Q55020	Q49724
Q55020	Q49796
Q55020	Q49833
Q55020	Q55028
Q55020	Q55032
Q55020	Q55036
Q55020	Q55040
Q55020	Q55044
Q55020	Q55048
Q55020	Q55052
Q55022	Q55185
Q55024	Q49724
Q55024	Q49833
Q55024	Q55028
Q55024	Q55032
Q55024	Q55036
Q55024	Q55040
Q55024	Q55052
Q55026	Q55189
Q55027	Q55039
Q55030	Q55193
Q55031	Q61524
Q55031	Q61527
Q55031	Q61530
Q55031	Q61533
Q55034	Q55197
Q55043	Q55047
Q55047	Q61536
Q55047	Q61539
Q55047	Q61542
Q55047	Q61545
Q55047	Q61548
Q55047	Q61551
Q55047	Q61554
Q55047	Q61557
Q55047	Q61560
Q55054	Q55201
Q55054	Q55205
Q55054	Q55209
Q55054	Q55213
Q55055	Q46272
Q55056	Q49728
Q55056	Q55064
Q55056	Q55068
Q55058	Q55137
Q55058	Q70041
Q55060	Q49728
Q55062	Q55217
Q55066	Q55225
Q55067	Q61566
Q55067	Q61569
Q55067	Q61572
Q55067	Q61575
Q55067	Q61578
Q55070	Q55229
Q55072	Q55080
Q55075	Q46463
Q55076	Q55084
Q55078	Q46463
Q55086	Q46541
Q55086	Q61581
Q55089	Q55237
Q55089	Q55241
Q55090	Q46545
Q55090	Q61587
Q55090	Q61590
Q55092	Q49740
Q55092	Q55100
Q55092	Q55104
Q55092	Q55108
Q55092	Q55112
Q55092	Q55116
Q55092	Q55120
Q55094	Q46549
Q55094	Q55098
Q55096	Q49740
Q55096	Q55100
Q55096	Q55104
Q55096	Q55108
Q55096	Q55112
Q55096	Q55116
Q55096	Q55120
Q55098	Q61593
Q55098	Q61596
Q551	Q525
Q55102	Q61599
Q55102	Q61602
Q55104	Q55679
Q55105	Q55249
Q55110	Q46553
Q55110	Q61608
Q55121	Q55253
Q55121	Q55261
Q55122	Q46557
Q55124	Q49744
Q55126	Q46561
Q55128	Q54215
Q55128	Q55132
Q55128	Q55136
Q55128	Q55140
Q55130	Q61620
Q55134	Q46573
Q55137	Q55341
Q55137	Q55381
Q55138	Q46581
Q55138	Q55142
Q55138	Q61629
Q55141	Q55265
Q55142	Q61632
Q55142	Q61635
Q55142	Q61638
Q55142	Q61641
Q55142	Q61644
Q55144	Q55148
Q55145	Q55269
Q55149	Q55273
Q55152	Q55156
Q55153	Q55277
Q55154	Q46585
Q55154	Q61647
Q55154	Q61650
Q55157	Q55237
Q55157	Q55241
Q55158	Q46593
Q55160	Q49788
Q55164	Q49784
Q55164	Q55172
Q55164	Q55795
Q55165	Q55281
Q55165	Q55285
Q55165	Q55289
Q55166	Q46605
Q55168	Q49784
Q55168	Q55172
Q55168	Q55795
Q55169	Q55293
Q55170	Q61668
Q55170	Q61671
Q55173	Q55301
Q55174	Q46609
Q55174	Q61680
Q55174	Q61683
Q55174	Q61686
Q55176	Q49792
Q55176	Q55180
Q55176	Q55184
Q55176	Q55188
Q55176	Q55192
Q55176	Q55196
Q55177	Q55221
Q55177	Q55257
Q55177	Q70035
Q55178	Q46613
Q55181	Q55305
Q55182	Q46621
Q55185	Q55309
Q55186	Q46625
Q55186	Q61521
Q55186	Q61698
Q55189	Q55313
Q55193	Q55317
Q55195	Q3043
Q55197	Q55321
Q55198	Q61704
Q55198	Q61707
Q55198	Q61710
Q552	Q526
Q55200	Q49796
Q55200	Q55044
Q55200	Q55048
Q55207	Q61713
Q55213	Q55325
Q55213	Q55329
Q55213	Q55333
Q55213	Q55337
Q55215	Q61716
Q55215	Q61719
Q55217	Q55345
Q55219	Q61722
Q55219	Q61725
Q55223	Q61728
Q55223	Q61731
Q55223	Q61734
Q55225	Q55349
Q55225	Q55353
Q55225	Q55357
Q55228	Q55232
Q55229	Q55361
Q55229	Q55365
Q55231	Q61737
Q55235	Q61740
Q55235	Q61743
Q55235	Q61746
Q55235	Q61749
Q55236	Q49829
Q55236	Q55763
Q55237	Q55373
Q55240	Q49829
Q55240	Q55763
Q55241	Q55377
Q55245	Q55385
Q55247	Q46693
Q55249	Q55389
Q55251	Q61755
Q55257	Q55297
Q55259	Q61758
Q55259	Q61761
Q55259	Q61764
Q55259	Q61767
Q55259	Q61770
Q55260	Q55264
Q55261	Q55393
Q55261	Q55397
Q55263	Q61773
Q55265	Q55401
Q55267	Q61776
Q55268	Q55272
Q55268	Q55276
Q55269	Q55405
Q55270	Q46713
Q55273	Q55409
Q55277	Q55413
Q55280	Q49845
Q55280	Q55288
Q55280	Q55292
Q55280	Q55296
Q55280	Q55300
Q55280	Q55304
Q55280	Q55308
Q55280	Q55312
Q55281	Q55421
Q55281	Q55425
Q55281	Q55429
Q55281	Q55433
Q55281	Q55437
Q55281	Q55441
Q55284	Q49845
Q55284	Q55288
Q55284	Q55292
Q55284	Q55296
Q55284	Q55300
Q55284	Q55304
Q55284	Q55308
Q55284	Q55312
Q55293	Q55445
Q553	Q526
Q55301	Q55449
Q55305	Q55453
Q55309	Q55457
Q55313	Q55465
Q55316	Q55320
Q55317	Q55469
Q55317	Q55473
Q55318	Q46738
Q55318	Q61785
Q55318	Q61788
Q55321	Q55477
Q55324	Q49849
Q55324	Q55332
Q55324	Q55335
Q55326	Q61791
Q55328	Q49849
Q55328	Q55332
Q55328	Q55335
Q55330	Q61794
Q55330	Q61797
Q55337	Q55481
Q55337	Q55485
Q55337	Q55489
Q55337	Q55493
Q55338	Q46754
Q55339	Q55343
Q55345	Q55497
Q55349	Q55501
Q55351	Q55359
Q55351	Q55363
Q55353	Q55509
Q55357	Q55513
Q55361	Q55517
Q55361	Q55521
Q55366	Q46770
Q55366	Q61806
Q55366	Q61809
Q55366	Q61812
Q55366	Q61815
Q55367	Q55371
Q55367	Q55375
Q55367	Q55379
Q55373	Q55529
Q55378	Q46774
Q55381	Q55417
Q55381	Q55461
Q55383	Q49869
Q55383	Q55391
Q55383	Q55395
Q55383	Q55399
Q55383	Q55403
Q55385	Q55533
Q55387	Q49869
Q55389	Q55537
Q55397	Q55545
Q55397	Q55549
Q55398	Q61824
Q55398	Q61827
Q554	Q527
Q55401	Q55557
Q55405	Q55561
Q55407	Q49873
Q55409	Q55565
Q55411	Q49873
Q55413	Q55569
Q55422	Q46802
Q55431	Q55435
Q55441	Q55573
Q55443	Q49937
Q55443	Q55447
Q55445	Q55577
Q55449	Q55581
Q55453	Q55589
Q55457	Q55593
Q55459	Q49953
Q55459	Q55467
Q55463	Q49953
Q55463	Q55467
Q55465	Q55597
Q55466	Q61833
Q55469	Q55601
Q55471	Q49961
Q55471	Q49965
Q55475	Q49957
Q55475	Q55483
Q55475	Q55487
Q55475	Q55491
Q55477	Q55605
Q55479	Q49957
Q55479	Q55483
Q55479	Q55487
Q55479	Q55491
Q55482	Q61836
Q55482	Q61839
Q55486	Q61842
Q55490	Q61845
Q55493	Q55609
Q55493	Q55613
Q55493	Q55617
Q55493	Q55621
Q55497	Q28770
Q55499	Q50159
Q55499	Q54171
Q55499	Q55503
Q55499	Q55507
Q555	Q527
Q55505	Q55541
Q55505	Q55585
Q55506	Q61848
Q55509	Q55633
Q55509	Q55637
Q55510	Q61851
Q55511	Q55168
Q55513	Q55641
Q55513	Q55645
Q55513	Q55649
Q55513	Q55653
Q55514	Q61854
Q55515	Q49989
Q55515	Q54159
Q55517	Q55657
Q55517	Q55661
Q55517	Q55665
Q55518	Q61857
Q55519	Q50001
Q55519	Q55523
Q55519	Q55527
Q55522	Q61860
Q55522	Q61863
Q55526	Q61866
Q55526	Q61869
Q55526	Q61872
Q55529	Q55677
Q55533	Q55681
Q55535	Q50005
Q55537	Q55689
Q55539	Q50005
Q55542	Q61875
Q55543	Q50009
Q55547	Q50033
Q55547	Q55555
Q55549	Q55693
Q55549	Q55697
Q55551	Q50033
Q55551	Q55555
Q55553	Q55701
Q55553	Q87627
Q55557	Q55705
Q55559	Q50038
Q55561	Q55713
Q55561	Q55717
Q55561	Q55720
Q55563	Q50038
Q55565	Q55724
Q55569	Q55729
Q55573	Q55733
Q55573	Q55737
Q55573	Q55741
Q55573	Q55745
Q55574	Q61878
Q55575	Q50063
Q55575	Q55583
Q55577	Q55749
Q55578	Q46926
Q55579	Q50063
Q55579	Q55583
Q55581	Q55758
Q55582	Q61884
Q55586	Q61887
Q55589	Q55762
Q55591	Q50075
Q55592	Q3197
Q55592	Q3207
Q55593	Q55766
Q55594	Q61893
Q55595	Q50287
Q55595	Q50330
Q55597	Q55770
Q55599	Q55604
Q55599	Q55608
Q55599	Q55612
Q55599	Q55616
Q55599	Q55624
Q556	Q528
Q55601	Q55774
Q55602	Q46942
Q55604	Q55907
Q55604	Q55911
Q55604	Q55915
Q55605	Q55778
Q55608	Q167372
Q55608	Q167427
Q55608	Q55919
Q55621	Q55782
Q55621	Q55786
Q55621	Q55789
Q55628	Q55636
Q55628	Q55639
Q55629	Q55673
Q55629	Q55841
Q55633	Q55801
Q55633	Q55805
Q55633	Q55809
Q55633	Q55813
Q55633	Q55817
Q55633	Q55821
Q55633	Q55825
Q55634	Q61905
Q55634	Q61908
Q55634	Q61911
Q55635	Q3153
Q55635	Q32158
Q55641	Q55829
Q55641	Q55833
Q55641	Q55837
Q55641	Q55845
Q55647	Q50107
Q55649	Q55849
Q55651	Q50111
Q55651	Q55475
Q55651	Q55495
Q55653	Q55853
Q55655	Q50111
Q55657	Q55857
Q55657	Q55861
Q55657	Q55865
Q55663	Q50119
Q55667	Q50127
Q55667	Q55675
Q55671	Q50127
Q55673	Q62671
Q55677	Q55873
Q55678	Q61914
Q55681	Q55877
Q55682	Q61917
Q55683	Q50131
Q55683	Q55691
Q55686	Q61920
Q55687	Q50131
Q55687	Q55691
Q55690	Q47001
Q55690	Q61926
Q55697	Q55885
Q55697	Q55890
Q55697	Q55894
Q55698	Q61929
Q557	Q528
Q55701	Q55898
Q55702	Q55270
Q55703	Q55711
Q55705	Q55902
Q55706	Q61932
Q55707	Q54199
Q55709	Q55753
Q55709	Q55797
Q55711	Q55324
Q55714	Q47025
Q55714	Q61935
Q55715	Q54492
Q55717	Q55906
Q55717	Q55910
Q55718	Q61938
Q55722	Q61941
Q55723	Q125244
Q55723	Q125246
Q55723	Q125248
Q55723	Q125250
Q55723	Q125252
Q55723	Q125254
Q55723	Q125256
Q55723	Q125258
Q55723	Q50143
Q55723	Q55731
Q55723	Q55735
Q55723	Q55739
Q55723	Q55743
Q55723	Q55747
Q55723	Q55751
Q55723	Q55755
Q55724	Q55914
Q55725	Q3175
Q55725	Q3186
Q55727	Q125246
Q55727	Q50143
Q55727	Q55731
Q55729	Q55918
Q55731	Q206464
Q55731	Q207426
Q55731	Q208154
Q55731	Q208165
Q55731	Q208245
Q55731	Q208515
Q55733	Q55926
Q55733	Q55930
Q55733	Q55934
Q55733	Q55938
Q55733	Q55942
Q55735	Q149184
Q55735	Q149185
Q55735	Q149187
Q55735	Q55176
Q55742	Q61944
Q55742	Q61947
Q55746	Q61950
Q55749	Q55946
Q55749	Q55950
Q55750	Q61953
Q55753	Q55922
Q55754	Q61956
Q55754	Q61959
Q55758	Q55954
Q55759	Q54450
Q55759	Q54540
Q55759	Q54585
Q55762	Q55958
Q55763	Q55767
Q55766	Q55962
Q55769	Q61962
Q55770	Q55970
Q55771	Q55783
Q55773	Q61965
Q55774	Q55974
Q55775	Q55779
Q55777	Q47098
Q55778	Q55978
Q55781	Q61968
Q55785	Q61971
Q55787	Q50163
Q55789	Q55982
Q55789	Q55986
Q55789	Q55990
Q55789	Q55994
Q55790	Q61974
Q55790	Q61977
Q55791	Q50171
Q55791	Q55799
Q55791	Q55803
Q55791	Q55807
Q55795	Q50171
Q55795	Q55799
Q55795	Q55803
Q55795	Q55807
Q55797	Q72218
Q55798	Q61980
Q558	Q529
Q55801	Q56006
Q55802	Q47114
Q55802	Q61986
Q55803	Q55224
Q55805	Q56014
Q55809	Q56018
Q55809	Q56022
Q55813	Q56026
Q55817	Q56030
Q55821	Q56034
Q55822	Q61989
Q55826	Q61992
Q55830	Q61995
Q55834	Q61998
Q55835	Q50199
Q55837	Q56038
Q55841	Q55709
Q55841	Q55881
Q55842	Q47162
Q55842	Q55850
Q55842	Q55854
Q55842	Q55858
Q55842	Q62004
Q55842	Q62007
Q55845	Q56042
Q55845	Q56046
Q55846	Q47162
Q55846	Q55850
Q55846	Q55854
Q55846	Q62004
Q55849	Q56050
Q55849	Q56058
Q55850	Q62016
Q55850	Q62019
Q55851	Q55855
Q55851	Q55859
Q55851	Q55863
Q55853	Q56062
Q55854	Q62022
Q55854	Q62025
Q55857	Q56066
Q55862	Q62030
Q55866	Q62033
Q55866	Q62036
Q55870	Q62039
Q55873	Q56074
Q55874	Q47166
Q55874	Q62060
Q55874	Q62063
Q55874	Q62066
Q55877	Q56078
Q55881	Q62662
Q55882	Q62069
Q55885	Q56082
Q55886	Q62072
Q55889	Q62075
Q55891	Q50279
Q55891	Q55895
Q55893	Q62078
Q55893	Q62081
Q55894	Q56086
Q55894	Q56094
Q55894	Q56098
Q55894	Q56102
Q55894	Q56106
Q55898	Q56110
Q55899	Q55903
Q559	Q529
Q55901	Q62084
Q55901	Q62087
Q55902	Q56114
Q55905	Q62090
Q55906	Q56118
Q55907	Q167380
Q55907	Q167407
Q55907	Q167408
Q55909	Q62093
Q55913	Q62096
Q55914	Q56122
Q55917	Q47207
Q55918	Q56126
Q55919	Q167398
Q55919	Q167399
Q55919	Q167400
Q55919	Q167401
Q55919	Q167402
Q55919	Q167403
Q55919	Q167404
Q55921	Q62102
Q55923	Q50299
Q55925	Q47211
Q55926	Q56130
Q55926	Q56138
Q55927	Q50306
Q55931	Q50310
Q55931	Q55551
Q55933	Q62105
Q55935	Q50310
Q55935	Q55551
Q55936	Q32897
Q55941	Q62108
Q55943	Q50314
Q55945	Q62111
Q55946	Q56142
Q55949	Q62114
Q55950	Q56146
Q55954	Q56150
Q55955	Q50326
Q55958	Q56154
Q55959	Q55963
Q55959	Q55967
Q55962	Q56158
Q55966	Q55922
Q55970	Q56162
Q55971	Q50346
Q55971	Q55975
Q55971	Q55979
Q55971	Q55983
Q55973	Q47231
Q55973	Q55977
Q55974	Q56166
Q55974	Q56170
Q55974	Q56174
Q55974	Q56180
Q55977	Q62120
Q55980	Q32459
Q55985	Q47239
Q55985	Q62134
Q55994	Q56183
Q55994	Q56186
Q55994	Q56189
Q55997	Q62137
Q55998	Q56192
Q55998	Q56195
Q560	Q530
Q56005	Q62140
Q56006	Q56204
Q56007	Q50350
Q56011	Q56015
Q56011	Q56019
Q56013	Q47255
Q56013	Q62149
Q56014	Q56207
Q56014	Q56213
Q56017	Q62152
Q56018	Q56216
Q56022	Q56219
Q56022	Q56222
Q56022	Q56225
Q56023	Q56027
Q56024	Q32548
Q56024	Q3271
Q56025	Q47283
Q56025	Q62161
Q56026	Q56228
Q56026	Q56231
Q56030	Q56234
Q56031	Q56035
Q56031	Q56039
Q56031	Q56043
Q56031	Q56047
Q56031	Q56051
Q56031	Q56055
Q56031	Q56059
Q56031	Q56063
Q56031	Q56071
Q56034	Q56237
Q56037	Q62164
Q56038	Q56240
Q56038	Q56246
Q56041	Q62167
Q56042	Q56249
Q56049	Q47311
Q56050	Q56252
Q56053	Q62176
Q56053	Q62179
Q56053	Q62182
Q56062	Q56255
Q56062	Q56258
Q56062	Q56261
Q56065	Q62185
Q56065	Q62188
Q56065	Q62191
Q56066	Q56264
Q56066	Q56267
Q56066	Q56270
Q56066	Q56273
Q56066	Q56279
Q56066	Q56282
Q56071	Q50417
Q56074	Q56288
Q56074	Q56291
Q56078	Q56294
Q56086	Q55513
Q56086	Q56297
Q56086	Q56300
Q56086	Q56306
Q56086	Q56310
Q56094	Q56313
Q56098	Q56316
Q561	Q530
Q56101	Q47367
Q56101	Q62200
Q56101	Q62203
Q56101	Q62206
Q56101	Q62209
Q56102	Q56319
Q56110	Q56322
Q56112	Q32632
Q56112	Q3293
Q56114	Q56325
Q56114	Q56329
Q56115	Q56123
Q56115	Q56127
Q56115	Q56131
Q56118	Q56332
Q56122	Q56335
Q56126	Q56341
Q56130	Q56344
Q56130	Q56347
Q56130	Q56350
Q56133	Q62212
Q56135	Q56143
Q56135	Q56147
Q56135	Q56151
Q56135	Q56155
Q56135	Q56159
Q56135	Q56163
Q56135	Q56167
Q56139	Q56075
Q56139	Q56171
Q56141	Q62215
Q56141	Q62218
Q56141	Q62221
Q56142	Q56353
Q56145	Q62224
Q56146	Q56356
Q56150	Q56359
Q56153	Q62227
Q56153	Q62230
Q56153	Q62233
Q56153	Q62236
Q56153	Q62239
Q56154	Q56362
Q56157	Q62242
Q56157	Q62245
Q56158	Q56365
Q56161	Q62248
Q56161	Q62251
Q56162	Q56368
Q56165	Q62254
Q56166	Q56374
Q56166	Q56377
Q56173	Q62257
Q56176	Q62260
Q56176	Q62263
Q56176	Q62266
Q56179	Q62269
Q56179	Q62272
Q56179	Q62275
Q56180	Q56380
Q56189	Q56383
Q56189	Q56386
Q56189	Q56389
Q56190	Q3304
Q56190	Q3315
Q56197	Q62278
Q562	Q531
Q56201	Q56395
Q56201	Q56398
Q56203	Q47451
Q56204	Q56401
Q56212	Q62281
Q56213	Q56407
Q56219	Q56410
Q56224	Q47466
Q56228	Q56413
Q56228	Q56416
Q56228	Q56419
Q56228	Q56422
Q56230	Q62284
Q56234	Q56425
Q56234	Q56428
Q56236	Q47486
Q56236	Q62290
Q56237	Q56431
Q56239	Q62293
Q56240	Q56434
Q56240	Q56440
Q56242	Q62296
Q56245	Q47490
Q56246	Q56443
Q56249	Q56446
Q56251	Q47494
Q56251	Q62308
Q56252	Q56449
Q56255	Q56452
Q56256	Q32808
Q56256	Q3337
Q56264	Q56455
Q56264	Q56458
Q56264	Q56461
Q56264	Q56464
Q56264	Q56467
Q56266	Q62311
Q56278	Q47542
Q56284	Q47562
Q56290	Q47603
Q56291	Q56476
Q56294	Q56482
Q563	Q531
Q56300	Q56488
Q56305	Q62317
Q56308	Q47655
Q56308	Q62320
Q56311	Q47659
Q56313	Q56491
Q56314	Q62326
Q56314	Q62329
Q56316	Q56494
Q56317	Q62332
Q56320	Q56323
Q56320	Q62335
Q56322	Q56500
Q56325	Q56503
Q56325	Q56506
Q56329	Q56509
Q56332	Q56512
Q56334	Q56337
Q56334	Q56340
Q56334	Q56343
Q56335	Q56515
Q56337	Q62341
Q56341	Q56518
Q56343	Q58505
Q56344	Q56521
Q56346	Q47715
Q56349	Q47715
Q56352	Q62347
Q56353	Q56524
Q56356	Q56527
Q56359	Q56533
Q56362	Q56536
Q56364	Q62353
Q56365	Q56539
Q56367	Q47723
Q56367	Q50598
Q56367	Q62359
Q56368	Q56542
Q56368	Q56545
Q56376	Q62362
Q56377	Q56548
Q56379	Q47757
Q56379	Q62368
Q56379	Q62371
Q56379	Q62374
Q56379	Q62377
Q56380	Q56551
Q56382	Q62380
Q56382	Q62383
Q56385	Q47765
Q56387	Q32985
Q56387	Q3381
Q56389	Q56554
Q56389	Q56557
Q56389	Q56560
Q56389	Q56566
Q56391	Q47773
Q56391	Q62389
Q56391	Q62392
Q56397	Q56400
Q56397	Q56403
Q56397	Q62398
Q56397	Q62401
Q564	Q532
Q56401	Q56572
Q56406	Q47834
Q56409	Q62413
Q56412	Q47838
Q56412	Q56415
Q56413	Q56575
Q56415	Q56894
Q56415	Q56912
Q56416	Q56578
Q56416	Q56581
Q56416	Q56584
Q56416	Q56587
Q56416	Q56590
Q56418	Q56891
Q56418	Q56906
Q56418	Q62425
Q56421	Q47846
Q56421	Q56424
Q56424	Q57680
Q56424	Q62428
Q56430	Q50065
Q56433	Q47874
Q56433	Q62437
Q56433	Q62440
Q56434	Q56593
Q56436	Q47882
Q56449	Q56599
Q56452	Q56602
Q56453	Q33117
Q56455	Q56605
Q56455	Q56608
Q56455	Q56611
Q56455	Q56614
Q56457	Q47902
Q56460	Q47902
Q56463	Q47914
Q56466	Q47918
Q56472	Q47922
Q56476	Q56620
Q56476	Q56623
Q56485	Q56632
Q56485	Q87553
Q56488	Q56638
Q56491	Q56641
Q56494	Q56644
Q56499	Q62452
Q565	Q532
Q56500	Q56647
Q56502	Q47983
Q56506	Q56650
Q56508	Q48003
Q56508	Q62461
Q56508	Q62464
Q56509	Q56656
Q56512	Q56659
Q56515	Q56662
Q5651742	Q99304210
Q5651747	Q47112871
Q5651749	Q1034276
Q5651749	Q392923
Q5651795	Q55613372
Q5651795	Q55613373
Q56518	Q56665
Q5651883	Q99482846
Q5651884	Q4133471
Q5651884	Q4133472
Q56519	Q33249
Q56519	Q3447
Q5651941	Q5651910
Q56521	Q56668
Q56524	Q56670
Q56527	Q56673
Q56532	Q48039
Q56532	Q56541
Q56532	Q56544
Q56532	Q62470
Q56532	Q62473
Q56533	Q56676
Q56535	Q62476
Q56535	Q62479
Q56536	Q56679
Q56538	Q62482
Q56539	Q56682
Q56544	Q62485
Q56545	Q56688
Q56548	Q56691
Q56551	Q56694
Q56553	Q62487
Q56556	Q51929
Q56556	Q56562
Q56565	Q48072
Q56565	Q48076
Q56566	Q56697
Q56566	Q56700
Q56566	Q56703
Q56568	Q62502
Q56569	Q56706
Q56574	Q62505
Q56574	Q62508
Q56577	Q62511
Q56580	Q49649
Q56580	Q56583
Q56589	Q56754
Q56589	Q56756
Q56589	Q62517
Q56592	Q62520
Q56593	Q56709
Q56593	Q56712
Q56593	Q56715
Q56598	Q62524
Q56599	Q56721
Q566	Q533
Q56602	Q56724
Q56602	Q56727
Q56604	Q62530
Q56605	Q56730
Q56607	Q62533
Q56620	Q56736
Q56620	Q56740
Q56620	Q56743
Q56620	Q56746
Q56626	Q56749
Q56628	Q62542
Q56628	Q62545
Q56631	Q48196
Q56631	Q62551
Q56631	Q62554
Q56638	Q56764
Q56640	Q62559
Q56640	Q62562
Q56640	Q62565
Q56643	Q56646
Q56643	Q62568
Q56643	Q62571
Q56647	Q56767
Q56647	Q87531
Q56650	Q56770
Q56650	Q56776
Q56650	Q56779
Q56650	Q56782
Q56652	Q56655
Q56652	Q56658
Q56656	Q56785
Q56659	Q56788
Q56662	Q56791
Q56665	Q56794
Q56668	Q56797
Q56670	Q56800
Q56673	Q56803
Q56676	Q56809
Q56677	Q48284
Q56679	Q56812
Q56682	Q56815
Q56684	Q3458
Q56684	Q3469
Q56688	Q56818
Q56688	Q56821
Q56689	Q62592
Q56691	Q56824
Q56691	Q56827
Q56694	Q56830
Q56697	Q56833
Q56697	Q56836
Q567	Q533
Q56706	Q56842
Q56710	Q48316
Q56710	Q48873
Q56710	Q50002
Q56710	Q57601
Q56713	Q62598
Q56715	Q56845
Q56721	Q56848
Q56724	Q56851
Q56724	Q56854
Q56725	Q48336
Q56728	Q48389
Q56730	Q56857
Q56730	Q56860
Q56730	Q56863
Q56731	Q49818
Q56734	Q56737
Q56739	Q48409
Q56739	Q62613
Q56740	Q56869
Q56745	Q62616
Q56746	Q56875
Q56746	Q56878
Q56746	Q56881
Q56748	Q62619
Q56748	Q62622
Q56749	Q56884
Q56755	Q56887
Q56758	Q56902
Q56759	Q62625
Q56764	Q56917
Q56771	Q48469
Q56771	Q56774
Q56771	Q62643
Q56776	Q56923
Q56776	Q56929
Q56776	Q56932
Q56776	Q56935
Q56776	Q56938
Q56783	Q62646
Q56785	Q56941
Q56786	Q62649
Q56788	Q56944
Q56788	Q56947
Q56791	Q56950
Q56791	Q56953
Q56794	Q56956
Q56795	Q48552
Q56795	Q56798
Q56795	Q56801
Q56797	Q56962
Q56798	Q62658
Q568	Q534
Q56800	Q56965
Q56803	Q56968
Q56809	Q56971
Q56810	Q48568
Q56812	Q56974
Q56815	Q56977
Q56819	Q62670
Q56821	Q56980
Q56822	Q62673
Q56825	Q56828
Q56825	Q56831
Q56827	Q56983
Q56828	Q56996
Q56830	Q56986
Q56831	Q49798
Q56831	Q49806
Q56834	Q48616
Q56834	Q56837
Q56836	Q56989
Q56836	Q56995
Q56836	Q56998
Q56836	Q57001
Q56842	Q57004
Q56845	Q57007
Q56846	Q62685
Q56848	Q57010
Q56854	Q57013
Q56857	Q57016
Q56857	Q57017
Q56857	Q57020
Q56857	Q57027
Q56864	Q52633
Q56864	Q62688
Q56867	Q62691
Q56869	Q57033
Q56878	Q57036
Q56882	Q62694
Q56884	Q57039
Q56885	Q62697
Q56887	Q57042
Q56891	Q48656
Q56891	Q62700
Q56891	Q62703
Q56894	Q48656
Q56894	Q62700
Q56894	Q62703
Q56897	Q48660
Q56897	Q48676
Q569	Q534
Q56900	Q48660
Q56900	Q48676
Q56902	Q57045
