qid	label	wikidata_qid	wikidata_name	name_score
Q27382	朱沖𤊨	Q11094335	朱沖𤊨	0.00
Q27388	胡順妃	Q19825763	胡順妃	0.00
Q27391	朱遜燂	Q11094854	朱遜燂	0.00
Q27397	朱遜煓	Q11094852	朱遜煓	0.00
Q27400	李賢妃	Q30944336	李贤妃	0.00
Q27409	劉恵妃	Q30943963	劉惠妃	0.00
Q27410	Matsudaira Kaneko (wife of Ikeda Nakazumi)	Q111133542	松平兼子 (池田仲澄の正室)	0.00
Q27412	朱貴烚	Q11094792	朱貴烚	0.00
Q27415	朱貴𤊐	Q11094794	朱貴𤊐	0.00
Q27418	朱悅熑	Q11094070	朱悅熑	0.00
Q27421	朱悅𤉎	Q11094071	朱悅𤉎	0.00
Q27424	朱贍焰	Q11094802	朱贍焰	0.00
Q27427	胡充妃	Q30943922	胡充妃	0.00
Q27430	朱孟焯	Q17164641	朱孟焯	0.00
Q27431	Song Ping Mou Li Ji	Q109327428	松平牟利姫	0.00
Q27436	趙貴妃	Q30943966	趙貴妃	0.00
Q27439	朱佶焞	Q11093576	朱佶焞	0.00
Q27442	朱賦灼	Q11094800	朱賦灼	0.00
Q27448	楊妃	Q30943958	杨妃	0.00
Q27538	朱祁鉦	Q22829245	朱祁鉦	0.00
Q27541	李贤妃	Q19825659	李贤妃	0.00
Q27544	朱祁銓	Q6784879	朱祁銓	0.00
Q27547	朱祁鉞	Q123329715	朱祁鉞	0.00
Q27550	朱祁鑌	Q31820862	朱祁鑌	0.00
Q27553	朱祁鎬	Q11094510	朱祁鎬	0.00
Q27559	涇陽安靖王	Q16904451	朱祁銑	0.00
Q27562	朱祁鍈	Q11094508	朱祁鍈	0.00
Q27632	孟敏 (戦国)	Q22813312	孟敏	0.00
Q27658	今井信景	Q108129853	今井信景	0.00
Q27662	陳湣	Q17063234	田孟莊	0.00
Q27664	林通安 (八郎左衛門)	Q109834262	林通安 (八郎左衛門)	0.00
Q27674	赵胜	Q17060090	赵胜	0.00
Q27679	堯有の娘 (有胤の妻)	Q110117058	堯有の娘 (有胤の妻)	0.00
Q27691	藤原朝尹の娘 (高倉永季の妻)	Q109128789	藤原朝尹の娘 (高倉永季の妻)	0.00
Q27698	ochwchun``ng	Q11093545	朱五一	0.00
Q27710	朱旺	Q18653735	朱旺	0.00
Q27717	福成公主	Q7314211	福成公主	0.00
Q27720	朱聖保	Q18653749	朱聖保	0.00
Q27745	園基富	Q110084945	園基富	0.00
Q27780	朱美圭	Q11094628	朱美圭	0.00
Q27789	朱音埑	Q11094937	朱音埑	0.00
Q27792	朱邃𡓱	Q11094859	朱邃𡓱	0.00
Q27794	正親町公兼の娘 (中山康親の妻)	Q109176040	正親町公兼の娘 (中山康親の妻)	0.00
Q27795	朱邃塀	Q11094858	朱邃塀	0.00
Q27798	朱邃墁	Q22829300	朱邃墁	0.00
Q27801	朱勉塣	Q11093654	朱勉塣	0.00
Q27804	朱範圮	Q11094576	朱範圮	0.00
Q27807	朱仕㙻	Q11093554	朱仕㙻	0.00
Q27809	勧修寺教秀の三女 (三条西実隆の正室)	Q108782890	勧修寺教秀の三女 (三条西実隆の正室)	0.00
Q27810	朱芝壐	Q11094681	朱芝壐	0.00
Q27817	朱芝坦	Q18383888	朱芝坦	0.00
Q27823	朱豪㙷	Q22829249	朱豪㙷	0.00
Q27824	阿野季遠の娘 (葉室光忠の妻)	Q108969608	阿野季遠の娘 (葉室光忠の妻)	0.00
Q27826	朱豪墭	Q11094790	朱豪墭	0.00
Q27829	朱友堉	Q11093694	朱友堉	0.00
Q27832	朱友𪤅	Q20062731	朱友𪤅	0.00
Q27835	朱友垓	Q11093693	朱友垓	0.00
Q27838	朱祿埤	Q11094544	朱祿埤	0.00
Q27841	朱季堄	Q11093832	朱季堄	0.00
Q27844	朱季埱	Q11093831	朱季埱	0.00
Q27847	朱季塛	Q22829210	朱季塛	0.00
Q27850	朱幼㙾	Q11093964	朱幼㙾	0.00
Q27856	朱泰墱	Q11094341	朱泰墱	0.00
Q27862	朱泰坾	Q22829238	朱泰坾	0.00
Q27868	朱奠壘	Q11093805	朱奠壘	0.00
Q27871	朱奠堵	Q17502317	朱奠堵	0.00
Q27874	朱奠坫	Q22829280	朱奠坫	0.00
Q27889	徐景昌	Q16905134	徐景昌	0.00
Q27890	空済	Q109132453	空済	0.00
Q27913	郭玹	Q15907709	郭玹	0.00
Q27916	朱見灂	Q11094754	朱見灂	0.00
Q27994	李惜児	Q8249528	李惜儿	0.00
Q27996	Duo Nai Jing Xiao Lu Ju	Q109319209	多奈井小路局	0.00
Q28010	朱見沔	Q22829246	朱見沔	0.00
Q28013	朱見濂	Q6784713	朱見濂	0.00
Q28016	朱見淀	Q11094753	朱見澱	0.00
Q28019	朱見潚	Q11094748	朱見潚	0.00
Q28020	Song Mu Zong Tiao	Q109305228	松木宗条	0.00
Q28022	朱見溥	Q11094745	朱見溥	0.00
Q28023	Zi Ye Jing Zhi Zi	Q110966676	滋野井直子	0.00
Q28025	朱見溢	Q16904454	朱見溢	0.00
Q28028	朱見滋	Q11094746	朱見滋	0.00
Q28029	Ren He Si Gong Shou Shu Ru Dao Qin Wang	Q110966608	仁和寺宮守恕入道親王	0.00
Q28031	朱見𣹟	Q11094755	朱見𣹟	0.00
Q28032	Jing Ji Gong Chang Zi Nu Wang	Q111310549	京極宮常子女王	0.00
Q28034	朱見濍	Q22829204	朱見濍	0.00
Q28035	Er Tiao Chun Zi	Q110592002	二条淳子	0.00
Q28038	Yue Qian (you Qi Chuan Gong Zhi Ren Qin Wang Nojia Nu Fang )	Q110593117	越前 (有栖川宮職仁親王の家女房)	0.00
Q28040	忌 (晋国)	Q10296563	忌 (晋国)	0.00
Q28041	Shobukoji (Lady-in-waiting of Prince Arisugawa Miyamoto)	Q110594836	菖蒲小路 (有栖川宮職仁親王の家女房)	0.00
Q28047	Yin Ren Qin Wang	Q110592025	音仁親王	0.00
Q28050	Jue Ren Ru Dao Qin Wang	Q110594365	覚仁入道親王	0.00
Q28054	Zeng Shang Ru Dao Qin Wang	Q110594401	増賞入道親王	0.00
Q28057	Wen Heng Nu Wang	Q110595772	文亨女王	0.00
Q28060	Rong Shu Nu Wang	Q110597213	栄恕女王	0.00
Q28068	Tai Gong Xun Zi	Q117465558	泰宮薫子	0.00
Q28070	太子禄	Q10941192	太子禄	0.00
Q28074	公子罢敌	Q10892749	公子罢敌	0.00
Q28078	子国	Q10944080	子国	0.00
Q28083	Leng Quan Wei Jing	Q11395366	冷泉為経	0.00
Q28086	Yuan Chi Zong Zhao	Q109337926	園池宗朝	0.00
Q28089	Daughter of Ayakoji Toshikage (Wife of Kushige Takaga)	Q109352450	綾小路俊景の娘 (櫛笥隆賀の妻)	0.00
Q28090	公孙宽	Q10892804	公孙宽	0.00
Q28092	Rokujo no Tsubone (Wife of Kushige Takaga)	Q110168199	六条局 (櫛笥隆賀の妻)	0.00
Q28093	平 (楚国)	Q11060624	平 (楚国)	0.00
Q28095	櫛笥隆兼	Q109352455	櫛笥隆兼	0.00
Q28096	郚公子春	Q22773901	郚公子春	0.00
Q28098	八条隆英	Q110167917	八条隆英	0.00
Q28107	Tong Quan Yuan (fu Jian Gong Zhen Jian Qin Wang Nojia Nu Fang )	Q110594673	通泉院 (伏見宮貞建親王の家女房)	0.00
Q28113	尊英入道親王	Q110594361	尊英入道親王	0.00
Q28116	Shou Zi Nu Wang	Q110594683	寿子女王	0.00
Q28122	鷹司達子	Q110590070	鷹司達子	0.00
Q28124	俠累	Q10887926	俠累	0.00
Q28146	Rite	Q110591985	りて	0.00
Q28150	Zi Yun Yuan	Q110598055	紫雲院	0.00
Q28157	Shen Ren Fa Qin Wang	Q110591986	深仁法親王	0.00
Q28160	Gong Zhang Ru Dao Qin Wang	Q110597896	公璋入道親王	0.00
Q28166	Zong Gong Nu Wang	Q110598338	宗恭女王	0.00
Q28172	Ying Ren Fa Qin Wang	Q110612146	盈仁法親王	0.00
Q28175	Mao Li Zuo Dai	Q109669534	毛利佐代	0.00
Q28184	Ying Si Fu Zi	Q110714264	鷹司富子	0.00
Q28196	Jing Ji Gong Zai Zi Nu Wang	Q110619600	京極宮在子女王	0.00
Q28265	Xiao Li Yuan Zheng Xin Nochang Nu (zhi Tian Xin Chang Nozheng Shi Nochizhong Yuan Tong Mao Nozheng Shi )	Q110884466	小笠原政信の長女 (織田信昌の正室のち中院通茂の正室)	0.00
Q28269	Jiu Shi Tong Yin Noniang (jiu Shi Tong Xia Noqi )	Q110884810	久世通音の娘 (久世通夏の妻)	0.00
Q28273	Jiu Shi Zhen Ji	Q110884687	久世貞姫	0.00
Q28351	朱恩鑙	Q11094065	朱恩鑙	0.00
Q28355	朱申鈘	Q11094470	朱申鈘	0.00
Q28359	朱申鑿	Q11094471	朱申鑿	0.00
Q28363	朱貢錝	Q11094791	朱貢錝	0.00
Q28367	朱均鈋	Q11093753	朱均鈋	0.00
Q28371	朱均鈽	Q22829261	朱均鈽	0.00
Q28375	朱詮鉦	Q11094764	朱詮鉦	0.00
Q28379	朱詮鉌	Q11094763	朱詮鉌	0.00
Q28387	朱陽鐆	Q22829241	朱陽鐆	0.00
Q28399	朱覲鐏	Q22829282	朱覲鐏	0.00
Q28435	張懋	Q11068466	張懋	0.00
Q28443	朱祐棌	Q11094523	朱祐棌	0.00
Q28486	上杉憲勝	Q11359167	上杉憲勝	0.00
Q28506	上杉房定の娘 (蘆名盛高の正室)	Q106768039	上杉房定の娘 (蘆名盛高の正室)	0.00
Q28526	那須資氏	Q106774451	那須資氏	0.00
Q28546	王惠妃	Q17362641	王惠妃	0.00
Q28552	高淑妃	Q16603747	高淑妃	0.00
Q28555	杨安妃	Q8250485	杨安妃	0.00
Q28558	魏德妃	Q30943741	魏德妃	0.00
Q28559	大内政弘の娘 (大友義右の正室)	Q108896300	大内政弘の娘 (大友義右の正室)	0.00
Q28561	朱祐檯	Q11094538	朱祐檯	0.00
Q28564	朱祐枎	Q11094514	朱祐枎	0.00
Q28567	朱祐榕	Q11094529	朱祐榕	0.00
Q28570	朱祐樒	Q11094532	朱祐樒	0.00
Q28576	朱祐材	Q11094512	朱祐材	0.00
Q28579	朱祐櫍	Q11094539	朱祐櫍	0.00
Q28582	朱祐楬	Q11094527	朱祐楬	0.00
Q28588	朱佑棨	Q6784846	朱佑棨	0.00
Q28591	朱佑楑	Q6784823	朱佑楑	0.00
Q28594	朱祐柄	Q11094518	朱祐柄	0.00
Q28597	朱祐橺	Q11094536	朱祐橺	0.00
Q28601	朱祐枔	Q11094515	朱祐枔	0.00
Q28605	朱祐檡	Q11094537	朱祐檡	0.00
Q28609	朱祐橏	Q22829206	朱祐橏	0.00
Q28623	大関晴増	Q11439894	大関晴増	0.00
Q28666	弃疾 (子南之子)	Q11066208	弃疾 (子南之子)	0.00
Q28670	幕 (楚國)	Q11060544	幕 (楚國)	0.00
Q28674	平夏	Q11060828	平夏	0.00
Q28731	松平親光	Q109250178	松平親光	0.00
Q28751	小山満泰の娘 (宇都宮等綱の室)	Q107172311	小山満泰の娘 (宇都宮等綱の室)	0.00
Q28762	陳悼太子	Q11073237	悼太子	0.00
Q28766	公子胜 (陈国)	Q10892754	公子胜 (陈国)	0.00
Q28774	赵稷	Q16907302	赵稷	0.00
Q28778	公子朝 (赵国)	Q10892723	公子朝 (赵国)	0.00
Q28806	朱賽哥	Q18653756	朱賽哥	0.00
Q28810	朱鐵哥	Q18653757	朱鐵哥	0.00
Q28814	ecchaahyingchingeching	Q11074227	慶陽公主	0.00
Q28878	朱奇源	Q11093796	朱奇源	0.00
Q28886	朱彥汰	Q11094004	朱彥汰	0.00
Q28890	朱台浤	Q11093705	朱台浤	0.00
Q28894	朱籲淵	Q11094582	朱籲淵	0.00
Q28898	朱籲淳	Q11094580	朱籲淳	0.00
Q28903	朱徵釙	Q11094013	朱徵釙	0.00
Q28907	朱聰沬	Q11094656	朱聰沬	0.00
Q28915	朱寵游	Q22829252	朱寵游	0.00
Q28919	朱寵涭	Q11093890	朱寵涭	0.00
Q28923	朱賓瀚	Q11094796	朱賓瀚	0.00
Q28927	朱真淤	Q11094482	朱真淤	0.00
Q28931	朱榮㳦	Q11094291	朱榮㳦	0.00
Q28932	Ledi Takeda	Q108694777	宝樹院 (近衛前久の妾)	0.00
Q28935	朱榮淑	Q22829263	朱榮淑	0.00
Q28939	朱勛𣴣	Q11093657	朱勛𣴣	0.00
Q28943	朱勛潪	Q11093656	朱勛潪	0.00
Q28947	朱當湄	Q18653746	朱當湄	0.00
Q28951	朱當沘	Q18653745	朱當沘	0.00
Q28959	朱當澻	Q11094473	朱當澻	0.00
Q28971	朱宸澮	Q19855834	朱宸澮	0.00
Q28992	勧修寺尚顕の娘 (三条公頼の妻)	Q108145857	勧修寺尚顕の娘 (三条公頼の妻)	0.00
Q28996	三条公頼の長女 (細川晴元の正室)	Q108145820	三条公頼の長女 (細川晴元の正室)	0.00
Q29025	五辻諸仲の娘 (中山孝親の娘)	Q108903320	五辻諸仲の娘 (中山孝親の娘)	0.00
Q29045	大炊御門経孝の娘 (最上義雅の正室)	Q109852534	大炊御門経孝の娘 (最上義雅の正室)	0.00
Q29053	大炊御門経孝の娘 (花山院定誠の正室)	Q109852590	大炊御門経孝の娘 (花山院定誠の正室)	0.00
Q29057	大炊御門経孝の娘 (橋本公綱の妻)	Q109852613	大炊御門経孝の娘 (橋本公綱の妻)	0.00
Q29077	上条上杉弾正少弼の娘 (長尾為景の正室)	Q106764331	上条上杉弾正少弼の娘 (長尾為景の正室)	0.00
Q29089	Guo Dao Shi Ji	Q111019624	鍋島市姫	0.00
Q29129	正親町三条実望の娘 (西園寺実宣の室)	Q106729022	正親町三条実望の娘 (西園寺実宣の室)	0.00
Q29149	正親町三条公兄の娘 (三条西実枝の室)	Q108084256	正親町三条公兄の娘 (三条西実枝の室)	0.00
Q29169	富小路氏直の娘 (中御門宣治の妻)	Q109830327	富小路氏直の娘 (中御門宣治の妻)	0.00
Q29185	吉田兼満の娘 (四条隆重の妻)	Q109321386	吉田兼満の娘 (四条隆重の妻)	0.00
Q29197	高倉永継の娘 (山科言国の妻)	Q134441213	高倉永継の娘 (山科言国の妻)	0.00
Q29225	武田次郎	Q128851654	武田次郎	0.00
Q29267	柏賢妃	Q8250486	柏賢妃	0.00
Q29269	Mao Li Yuan Zhi	Q11547557	毛利元知	0.00
Q29271	潘端妃	Q30943764	潘端妃	0.00
Q29275	朱厚勳	Q11093674	朱厚勳	0.00
Q29279	朱厚燆	Q11093686	朱厚燆	0.00
Q29283	楊恭妃	Q30943756	楊恭妃	0.00
Q29287	姚安妃	Q30943769	姚安妃	0.00
Q29291	王顺妃 (明宪宗)	Q8250321	王顺妃 (明宪宗)	0.00
Q29295	岳静妃 (明宪宗)	Q8250386	岳静妃 (明宪宗)	0.00
Q29299	정순혜비 곽씨	Q30943782	靖順惠妃郭氏	0.00
Q29311	朱厚𤊻	Q11093690	朱厚𤊻	0.00
Q29315	朱厚燉	Q11093687	朱厚燉	0.00
Q29319	朱厚燿	Q11093688	朱厚燿	0.00
Q29327	朱厚燽	Q6785433	朱厚燽	0.00
Q29330	慶雲院 (浅野幸長の正室)	Q109657183	慶雲院 (浅野幸長の正室)	0.00
Q29331	朱厚烇	Q11093676	朱厚烇	0.00
Q29343	朱厚煒 (明鄭王)	Q11093681	朱厚煒 (明鄭王)	0.00
Q29359	太子昭子	Q15901154	秦昭子	0.00
Q29406	柴田勝忠	Q118697837	柴田勝忠	0.00
Q29438	水野忠清の娘 (京極高三の正室)	Q108454771	水野忠清の娘 (京極高三の正室)	0.00
Q29444	趙成 (安平君)	Q16259931	赵成	0.00
Q29472	朱秉榛	Q11094554	朱秉榛	0.00
Q29492	朱表榮	Q11094730	朱表榮	0.00
Q29496	朱表椈	Q11094729	朱表椈	0.00
Q29500	朱表槏	Q11094731	朱表槏	0.00
Q29508	朱譽榮	Q11094788	朱譽榮	0.00
Q29512	朱鼒櫍	Q11094985	朱鼒櫍	0.00
Q29516	朱鼒枋	Q11094984	朱鼒枋	0.00
Q29518	前田利隆 (主膳正)	Q108056644	前田利隆 (主膳正)	0.00
Q29524	朱偕汸	Q11093592	朱偕汸	0.00
Q29528	朱偕㳘	Q11093591	朱偕㳘	0.00
Q29532	朱偕灊	Q11093593	朱偕灊	0.00
Q29536	朱俊杖	Q16904450	朱俊杖	0.00
Q29540	惠皇后 (明朝)	Q8254662	惠皇后 (明朝)	0.00
Q29548	朱致楹	Q22829253	朱致楹	0.00
Q29552	朱致格	Q11094674	朱致格	0.00
Q29560	朱弼桄	Q11093999	朱弼桄	0.00
Q29564	朱弼柿	Q11093998	朱弼柿	0.00
Q29568	朱顯槐	Q11094949	朱顯槐	0.00
Q29572	朱顯榕	Q11094947	朱顯榕	0.00
Q29575	前田友 (南部通信の正室)	Q111023851	前田友 (南部通信の正室)	0.00
Q29576	朱顯梡	Q11094945	朱顯梡	0.00
Q29580	朱胤榿	Q11094667	朱胤榿	0.00
Q29584	朱胤栘	Q11094666	朱胤栘	0.00
Q29587	伊勢貞遠の娘 (勧修寺尹豊の妻)	Q110068561	伊勢貞遠の娘 (勧修寺尹豊の妻)	0.00
Q29588	朱健栻	Q22829305	朱健栻	0.00
Q29603	長谷川重吉の娘 (万里小路孝房の妻)	Q109849770	長谷川重吉の娘 (万里小路孝房の妻)	0.00
Q29679	石川康通の娘 (内藤信正の正室)	Q108454025	石川康通の娘 (内藤信正の正室)	0.00
Q29691	内藤信正の娘 (金森重次の正室)	Q109832291	内藤信正の娘 (金森重次の正室)	0.00
Q29695	内藤信正の娘 (水無瀬氏信の妻)	Q109832315	内藤信正の娘 (水無瀬氏信の妻)	0.00
Q29699	内藤信正の娘 (堀親昌の継室)	Q109937135	内藤信正の娘 (堀親昌の継室)	0.00
Q29707	水野忠政の妹 (奥平貞勝の正室)	Q106680397	水野忠政の妹 (奥平貞勝の正室)	0.00
Q29739	水野忠清の娘 (山内忠直の正室)	Q108454778	水野忠清の娘 (山内忠直の正室)	0.00
Q29748	水野忠清の娘 (土方氏久の正室)	Q109650687	水野忠清の娘 (土方氏久の正室)	0.00
Q29752	水野忠清の娘 (有馬康純の正室)	Q110271440	水野忠清の娘 (有馬康純の正室)	0.00
Q29784	三宅長閑の娘 (桜井家次の妻)	Q109921744	三宅長閑の娘 (桜井家次の妻)	0.00
Q29788	松平家次の娘 (菅沼定盈の継室)	Q109921660	松平家次の娘 (菅沼定盈の継室)	0.00
Q29796	跡部氏 (保科正光の母)	Q108807644	跡部氏 (保科正光の母)	0.00
Q29844	小出吉英の長女 (三浦重勝の正室のち山内一唯の妻)	Q110644825	小出吉英の長女 (三浦重勝の正室のち山内一唯の妻)	0.00
Q29848	小出吉重の娘 (大関増栄の正室)	Q110644932	小出吉重の娘 (大関増栄の正室)	0.00
Q29856	小出吉重の娘 (谷衛広の正室)	Q110645524	小出吉重の娘 (谷衛広の正室)	0.00
Q29860	小出吉重の娘 (成瀬正親の正室)	Q110645536	小出吉重の娘 (成瀬正親の正室)	0.00
Q29864	酒井忠勝の長女 (建部政長の正室)	Q108884486	酒井忠勝の長女 (建部政長の正室)	0.00
Q29868	長松院 (酒井忠勝の次女)	Q108884497	長松院 (酒井忠勝の次女)	0.00
Q29877	Suk-i Kim ssi	Q28699009	숙의 김씨	0.00
Q29895	大須賀康高の娘 (榊原康政の正室)	Q108747388	大須賀康高の娘 (榊原康政の正室)	0.00
Q29904	菅沼定実	Q11619295	菅沼定実	0.00
Q29912	奥平貞直	Q110780813	奥平貞直	0.00
Q29916	奥平定能の娘 (本多重純の妻のち奥平貞友の継室)	Q110781080	奥平定能の娘 (本多重純の妻のち奥平貞友の継室)	0.00
Q29952	酒井亀姫 (藤堂高久の正室)	Q110874612	酒井亀姫 (藤堂高久の正室)	0.00
Q29964	三浦重成の娘 (阿部重次の正室)	Q111081164	三浦重成の娘 (阿部重次の正室)	0.00
Q29965	錦原君	Q97351135	錦原君	0.00
Q29974	朱載培	Q11094818	朱載培	0.00
Q29976	菅沼定則の長女 (西郷正勝の妻)	Q109652101	菅沼定則の長女 (西郷正勝の妻)	0.00
Q29978	朱載垸	Q22829212	朱載垸	0.00
Q29988	花井吉成の娘 (村上忠勝の正室)	Q110894958	花井吉成の娘 (村上忠勝の正室)	0.00
Q29992	花井吉成の娘 (大久保右京の妻)	Q110894975	花井吉成の娘 (大久保右京の妻)	0.00
Q30009	松平正信の娘 (土屋直樹の正室のち日野資政の妻)	Q110967900	松平正信の娘 (土屋直樹の正室のち日野資政の妻)	0.00
Q30013	高陽院 (堀親貞の継室)	Q110967942	高陽院 (堀親貞の継室)	0.00
Q30017	松平正信の娘 (松平乗成の正室)	Q110968962	松平正信の娘 (松平乗成の正室)	0.00
Q30021	松平正信の娘 (本多忠能の正室)	Q110968991	松平正信の娘 (本多忠能の正室)	0.00
Q30034	王丽妃	Q8250509	王丽妃	0.00
Q30037	菅沼定継の妹 (奥平貞勝の継室・後室)	Q106680410	菅沼定継の妹 (奥平貞勝の継室・後室)	0.00
Q30090	王淑妃 (明睿宗)	Q8250315	王淑妃 (明睿宗)	0.00
Q30093	池田恒興の娘 (織田勝長の正室)	Q109657534	池田恒興の娘 (織田勝長の正室)	0.00
Q30094	朱載壤	Q20062733	朱載壤	0.00
Q30101	朱載墐	Q11094821	朱載墐	0.00
Q30105	朱載圭 (衡王)	Q11094815	朱載圭 (衡王)	0.00
Q30109	朱載封 (衡王)	Q11094829	朱載封 (衡王)	0.00
Q30113	朱載埨	Q11094817	朱載埨	0.00
Q30117	朱載均	Q11094816	朱載均	0.00
Q30121	朱載墱 (德王)	Q11094825	朱載墱 (德王)	0.00
Q30125	朱載境	Q11094820	朱載境	0.00
Q30127	Mo Li Xiao Lu Mu Zi	Q111106281	万里小路睦子	0.00
Q30129	朱載堯	Q11094819	朱載堯	0.00
Q30133	朱載坮	Q6784685	朱載坮	0.00
Q30137	朱載堅	Q6784648	朱載堅	0.00
Q30141	朱載墭	Q11094823	朱載墭	0.00
Q30149	朱載壐 (明鄭王)	Q11094827	朱載壐 (明鄭王)	0.00
Q30153	秦嬴	Q8249068	秦嬴	0.00
Q30210	东宅公	Q9384015	东宅公	0.00
Q30250	子献	Q10944145	子献	0.00
Q30267	清源院 (烏丸光広の側室)	Q109901005	清源院 (烏丸光広の側室)	0.00
Q30280	立長院 (永見長頼の側室)	Q111043261	立長院 (永見長頼の側室)	0.00
Q30288	秋山氏 (松平昌勝の側室)	Q108887512	秋山氏 (松平昌勝の側室)	0.00
Q30302	朱知烊	Q11094499	朱知烊	0.00
Q30304	飛鳥井雅直	Q109923252	飛鳥井雅直	0.00
Q30306	朱知㸅	Q11094498	朱知㸅	0.00
Q30314	朱定燿	Q11093854	朱定燿	0.00
Q30318	朱倪𤏳	Q11093584	朱倪𤏳	0.00
Q30322	朱旭櫏	Q11094171	朱旭櫏	0.00
Q30326	朱充燿	Q11093607	朱充燿	0.00
Q30331	順皇后 (明朝)	Q8254651	順皇后 (明朝)	0.00
Q30339	朱憲煥	Q22829254	朱憲煥	0.00
Q30343	朱憲㸅	Q11094114	朱憲㸅	0.00
Q30347	朱承爚	Q11094128	朱承爚	0.00
Q30351	朱縉炯	Q11094601	朱縉炯	0.00
Q30352	毛利品	Q109669816	毛利品	0.00
Q30355	朱縉𤏳	Q11094602	朱縉𤏳	0.00
Q30359	朱英㷿	Q11094690	朱英㷿	0.00
Q30360	Mao Li Xing	Q109670897	毛利幸	0.00
Q30363	朱英燿	Q11094694	朱英燿	0.00
Q30367	朱恬烄	Q11094067	朱恬烄	0.00
Q30371	朱觀煐	Q18653755	朱觀煐	0.00
Q30375	朱觀𤊟	Q11094758	朱觀𤊟	0.00
Q30408	Shan Xiu Yuan	Q113203289	善修院	0.00
Q30420	Gui Xiang Yuan	Q11536919	桂香院	0.00
Q30424	De Chuan Xian Ji	Q113203644	徳川賢姫	0.00
Q30480	戒光院 (細川興生の正室)	Q111107524	戒光院 (細川興生の正室)	0.00
Q30569	伊木忠次の次女 (池田長吉の継室)	Q111158869	伊木忠次の次女 (池田長吉の継室)	0.00
Q30591	이동	Q27952689	이동	0.00
Q30595	윤승례	Q85983639	윤승례	0.00
Q30605	雪窓院 (大島光盛の妻のち池田利政の妻)	Q111182287	雪窓院 (大島光盛の妻のち池田利政の妻)	0.00
Q30629	池田政直の娘 (松平勝以の正室)	Q109818765	池田政直の娘 (松平勝以の正室)	0.00
Q30669	福島正信の娘 (別所重宗の正室)	Q108747085	福島正信の娘 (別所重宗の正室)	0.00
Q30681	福島正則の娘 (水無瀬兼俊の妻)	Q109833074	福島正則の娘 (水無瀬兼俊の妻)	0.00
Q30684	朱翊錙	Q11094636	朱翊錙	0.00
Q30688	朱翊錝	Q22829216	朱翊錝	0.00
Q30692	張氏	Q133539104	張氏	0.00
Q30709	岡部宣勝の娘 (松平康映の正室)	Q111023551	岡部宣勝の娘 (松平康映の正室)	0.00
Q30717	松仙院 (脇坂安政の正室)	Q111023508	松仙院 (脇坂安政の正室)	0.00
Q30742	長尾景信の娘 (豊島泰経の妻)	Q108908703	長尾景信の娘 (豊島泰経の妻)	0.00
Q30777	盧靖妃 (明世宗)	Q8250571	盧靖妃 (明世宗)	0.00
Q30781	江肅妃 (明世宗)	Q8250498	江肅妃 (明世宗)	0.00
Q30785	趙懿妃 (明世宗)	Q8250627	趙懿妃 (明世宗)	0.00
Q30789	陈雍妃 (明世宗)	Q8250643	陈雍妃 (明世宗)	0.00
Q30793	赵荣妃	Q30943749	赵荣妃	0.00
Q30797	王徽妃 (明世宗)	Q8250526	王徽妃 (明世宗)	0.00
Q30801	张德妃	Q30943663	张德妃	0.00
Q30802	三条西実枝の娘 (稲葉良通の正室)	Q108910764	三条西実枝の娘 (稲葉良通の正室)	0.00
Q30809	朱翊鉁	Q11094632	朱翊鉁	0.00
Q30813	朱翊鑊	Q11094644	朱翊鑊	0.00
Q30814	稲葉一鉄の娘 (丸毛兼利の妻)	Q110844725	稲葉一鉄の娘 (丸毛兼利の妻)	0.00
Q30817	朱翊鎮	Q11094638	朱翊鎮	0.00
Q30821	朱翊鑾	Q11094645	朱翊鑾	0.00
Q30825	朱翊錧	Q11094637	朱翊錧	0.00
Q30829	朱翊𨰜	Q11094649	朱翊𨰜	0.00
Q30833	朱翊銘	Q11094635	朱翊銘	0.00
Q30837	朱翊鏡	Q11094639	朱翊鏡	0.00
Q30845	朱翊鉅 (荊王)	Q11094634	朱翊鉅 (荊王)	0.00
Q30849	朱翊鐘 (鄭世子)	Q11094641	朱翊鐘 (鄭世子)	0.00
Q30853	朱翊鐸 (鄭王)	Q11094643	朱翊鐸 (鄭王)	0.00
Q30861	太子喜	Q10941170	太子喜	0.00
Q30940	诸御鞅	Q17163668	诸御鞅	0.00
Q30947	畠山政国 (総州家)	Q11578643	畠山政国 (総州家)	0.00
Q30959	林通政 (駿河守)	Q20042364	林通政 (駿河守)	0.00
Q30967	稲葉通以の娘 (斎藤利匡の妻)	Q110943655	稲葉通以の娘 (斎藤利匡の妻)	0.00
Q30968	공충	Q16159585	공충	0.00
Q31003	河越氏の娘 (佐竹義盛の母)	Q106774156	河越氏の娘 (佐竹義盛の母)	0.00
Q31012	朱新㙉	Q11094161	朱新㙉	0.00
Q31016	朱新墧	Q22829221	朱新墧	0.00
Q31020	朱朝堈	Q11094224	朱朝堈	0.00
Q31024	朱斡跬	Q11093962	朱斡跬	0.00
Q31027	小山持政	Q11459869	小山持政	0.00
Q31028	朱斡坤	Q11093961	朱斡坤	0.00
Q31032	朱伸域	Q11093569	朱伸域	0.00
Q31036	朱融燧	Q11094721	朱融燧	0.00
Q31040	朱廷埼	Q11093982	朱廷埼	0.00
