tangle	size	tangle_head	parent	parent_label	child	child_label	ancestors_lost	stranded	lost_qids
7	13	Caecilia Metella	Q72858	Quintus Caecilius Metellus Macedonicus	Q139550	Quintus Caecilius Metellus Balearicus	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q72984	Quintus Caecilius Metellus	Q72858	Quintus Caecilius Metellus Macedonicus	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q73146	Lucius Caecilius Metellus	Q148066	Marcus Caecilius Metellus	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q73146	Lucius Caecilius Metellus	Q72984	Quintus Caecilius Metellus	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q73311	Lucius Caecilius Metellus Denter	Q73146	Lucius Caecilius Metellus	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q73458	Gaius Caecilius	Q73311	Lucius Caecilius Metellus Denter	52	1	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q139560	Licinia	Q73458	Gaius Caecilius	51	1	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q141414	Caecilia Metella	Q139559	Lucullus	49	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141414 Q148066 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q138403	Clodia	Q139560	Licinia	39	1	Q138399 Q138403 Q139550 Q151743 Q151792 Q151822 Q151844 Q151874 Q72858 Q73563 Q73566 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q138399	Caecilia Metella	Q138403	Clodia	17	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73581
7	13	Caecilia Metella	Q139559	Lucullus	Q139560	Licinia	7	0	Q139559 Q141413 Q141414 Q144077 Q148066 Q148080 Q72834
7	13	Caecilia Metella	Q148066	Marcus Caecilius Metellus	Q72834	Lucius Caecilius Metellus Calvus	1	1	Q148066
7	13	Caecilia Metella	Q72984	Quintus Caecilius Metellus	Q72834	Lucius Caecilius Metellus Calvus	0	0	
8	11	Meurig ab Ynyr Gwent	Q136996	Iorwerth Hir ap Llywarch Gam of Maelor	Q137385	Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick	184	1	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137384	Ynyr, lord of Gwent	Q137899	Morfudd ferch Ynir	184	1	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137385	Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick	Q136958	Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam	184	1	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	Q137449	Lleuki|Nest ferch Gwerstan ap Gwaithfoed	183	0	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	Q137900	Cynfyn ap Gwerstan	183	0	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137383	Nest ferch Gwrgan ab Ithel ab Idwallon	Q136957	Meurig ab Ynyr Gwent	183	1	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138702 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q142059 Q144599 Q144600 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137878	NN ferch Cynfyn ap Gwerystan ap Gwaithfoed	Q137383	Nest ferch Gwrgan ab Ithel ab Idwallon	178	1	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136529 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136853 Q136854 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137261 Q137262 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137814 Q137815 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138626 Q138627 Q138639 Q138679 Q138688 Q138731 Q138732 Q139088 Q139819 Q139925 Q139926 Q139927 Q139942 Q140001 Q140011 Q140071 Q140072 Q141908 Q141909 Q142018 Q142027 Q144599 Q144600 Q144739 Q148756
8	11	Meurig ab Ynyr Gwent	Q137899	Morfudd ferch Ynir	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	166	0	Q118590 Q123703 Q123705 Q123707 Q123709 Q135419 Q135420 Q135421 Q135423 Q135424 Q135425 Q135549 Q135555 Q135557 Q135561 Q135564 Q135566 Q135693 Q135694 Q135702 Q135704 Q135716 Q135812 Q135813 Q135820 Q135829 Q135831 Q135834 Q135842 Q135851 Q136010 Q136011 Q136012 Q136013 Q136016 Q136022 Q136023 Q136037 Q136045 Q136058 Q136062 Q136067 Q136068 Q136073 Q136081 Q136244 Q136247 Q136259 Q136260 Q136270 Q136282 Q136283 Q136292 Q136297 Q136310 Q136335 Q136336 Q136338 Q136402 Q136491 Q136493 Q136519 Q136520 Q136527 Q136528 Q136547 Q136548 Q136549 Q136556 Q136558 Q136584 Q136623 Q136624 Q136625 Q136627 Q136707 Q136708 Q136797 Q136800 Q136848 Q136851 Q136852 Q136873 Q136874 Q136875 Q136876 Q136877 Q136878 Q136885 Q136903 Q136957 Q136958 Q136983 Q136985 Q136990 Q136994 Q136996 Q137106 Q137107 Q137215 Q137219 Q137256 Q137259 Q137260 Q137273 Q137275 Q137276 Q137277 Q137278 Q137298 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137435 Q137449 Q137622 Q137623 Q137775 Q137811 Q137812 Q137813 Q137827 Q137830 Q137832 Q137833 Q137834 Q137838 Q137855 Q137862 Q137865 Q137876 Q137878 Q137893 Q137899 Q137900 Q138090 Q138092 Q138093 Q138570 Q138625 Q138639 Q138679 Q138688 Q138702 Q139088 Q139819 Q139925 Q139942 Q140001 Q140011 Q140042 Q141908 Q142018 Q142027 Q142059 Q144599 Q144739 Q144791 Q148756 Q148821
8	11	Meurig ab Ynyr Gwent	Q137900	Cynfyn ap Gwerstan	Q137878	NN ferch Cynfyn ap Gwerystan ap Gwaithfoed	82	0	Q123705 Q123709 Q135420 Q135421 Q135424 Q135425 Q135561 Q135564 Q135566 Q135704 Q135716 Q135834 Q135851 Q136062 Q136081 Q136297 Q136335 Q136336 Q136338 Q136528 Q136529 Q136558 Q136623 Q136627 Q136852 Q136853 Q136854 Q136877 Q136885 Q136957 Q136958 Q136983 Q136994 Q136996 Q137260 Q137261 Q137262 Q137278 Q137307 Q137308 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137449 Q137813 Q137814 Q137815 Q137833 Q137834 Q137838 Q137862 Q137865 Q137876 Q137878 Q137898 Q137899 Q137900 Q138625 Q138626 Q138627 Q138688 Q138702 Q138731 Q138732 Q139925 Q139926 Q139927 Q140011 Q140042 Q140071 Q140072 Q141908 Q141909 Q142027 Q142059 Q144599 Q144600 Q144791 Q148821
8	11	Meurig ab Ynyr Gwent	Q136958	Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam	Q137384	Ynyr, lord of Gwent	49	0	Q123705 Q123709 Q135420 Q135421 Q135424 Q135425 Q135561 Q135564 Q135566 Q135704 Q135716 Q135834 Q135851 Q136062 Q136081 Q136297 Q136335 Q136336 Q136338 Q136528 Q136558 Q136623 Q136627 Q136852 Q136877 Q136885 Q136958 Q136983 Q136994 Q136996 Q137260 Q137278 Q137307 Q137308 Q137385 Q137449 Q137813 Q137833 Q137834 Q137838 Q137862 Q137865 Q138625 Q138688 Q139925 Q140011 Q141908 Q142027 Q144599
8	11	Meurig ab Ynyr Gwent	Q137449	Lleuki|Nest ferch Gwerstan ap Gwaithfoed	Q136996	Iorwerth Hir ap Llywarch Gam of Maelor	44	0	Q136529 Q136853 Q136854 Q136957 Q136958 Q136985 Q136996 Q137261 Q137262 Q137277 Q137320 Q137321 Q137382 Q137383 Q137384 Q137385 Q137433 Q137449 Q137814 Q137815 Q137832 Q137876 Q137878 Q137893 Q137898 Q137899 Q137900 Q138090 Q138626 Q138627 Q138702 Q138731 Q138732 Q139088 Q139926 Q139927 Q140042 Q140071 Q140072 Q141909 Q142059 Q144600 Q144791 Q148821
8	11	Meurig ab Ynyr Gwent	Q136957	Meurig ab Ynyr Gwent	Q137384	Ynyr, lord of Gwent	18	0	Q136957 Q136985 Q137277 Q137382 Q137383 Q137433 Q137832 Q137876 Q137878 Q137893 Q137900 Q138090 Q138702 Q139088 Q140042 Q142059 Q144791 Q148821
9	10	Shaodian	Q87840	  	Q6421	Shaodian	11	1	Q6421 Q87840 Q87842 Q87844 Q87846 Q87848 Q87850 Q87852 Q87854 Q87856 Q87860
10	8	Gaius Servilius	Q73170	Gaius Servilius	Q73985	Quintus Servilius	8	0	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73332	Publius Servilius	Q73170	Gaius Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73479	Quintus Servilius	Q73332	Publius Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73599	Gnaeus Servilius	Q73479	Quintus Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73710	Servilius	Q73599	Gnaeus Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73812	Gaius Servilius	Q73710	Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73910	Gaius Servilius	Q73812	Gaius Servilius	8	0	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
10	8	Gaius Servilius	Q73985	Quintus Servilius	Q73910	Gaius Servilius	8	1	Q73170 Q73332 Q73479 Q73599 Q73710 Q73812 Q73910 Q73985
