verdict	side	parent	parent_kind	child	child_kind
BOTH-REAL	parent-only	Q103993	real	Q118235	real
BOTH-REAL	parent-only	Q104037	real	Q113999	real
BOTH-REAL	parent-only	Q104039	real	Q113999	real
BOTH-REAL	parent-only	Q104043	real	Q118288	real
BOTH-REAL	parent-only	Q104043	real	Q118290	real
BOTH-REAL	parent-only	Q104043	real	Q118292	real
BOTH-REAL	parent-only	Q104043	real	Q118294	real
BOTH-REAL	parent-only	Q104043	real	Q118296	real
BOTH-REAL	parent-only	Q104045	real	Q118300	real
BOTH-REAL	parent-only	Q104045	real	Q118304	real
BOTH-REAL	parent-only	Q104045	real	Q118308	real
BOTH-REAL	parent-only	Q104049	real	Q118312	real
BOTH-REAL	parent-only	Q104055	real	Q118316	real
BOTH-REAL	parent-only	Q104057	real	Q118323	real
BOTH-REAL	parent-only	Q104059	real	Q114019	real
BOTH-REAL	parent-only	Q104061	real	Q114019	real
BOTH-REAL	parent-only	Q104063	real	Q114023	real
BOTH-REAL	parent-only	Q104065	real	Q114023	real
BOTH-REAL	parent-only	Q104069	real	Q118337	real
BOTH-REAL	parent-only	Q104077	real	Q118341	real
BOTH-REAL	parent-only	Q104081	real	Q118345	real
BOTH-REAL	parent-only	Q104081	real	Q118347	real
BOTH-REAL	parent-only	Q104081	real	Q118349	real
BOTH-REAL	parent-only	Q104081	real	Q118353	real
BOTH-REAL	parent-only	Q104081	real	Q124261	real
BOTH-REAL	parent-only	Q104083	real	Q118359	real
BOTH-REAL	parent-only	Q104083	real	Q118361	real
BOTH-REAL	parent-only	Q104095	real	Q118375	real
BOTH-REAL	parent-only	Q104105	real	Q118379	real
BOTH-REAL	parent-only	Q104109	real	Q118385	real
BOTH-REAL	parent-only	Q104109	real	Q118387	real
BOTH-REAL	parent-only	Q104115	real	Q118391	real
BOTH-REAL	parent-only	Q104115	real	Q118393	real
BOTH-REAL	parent-only	Q104127	real	Q114061	real
BOTH-REAL	parent-only	Q104129	real	Q114061	real
BOTH-REAL	parent-only	Q104129	real	Q118401	real
BOTH-REAL	parent-only	Q104129	real	Q118405	real
BOTH-REAL	parent-only	Q104129	real	Q118407	real
BOTH-REAL	parent-only	Q104129	real	Q118411	real
BOTH-REAL	parent-only	Q104129	real	Q118413	real
BOTH-REAL	parent-only	Q104129	real	Q118427	real
BOTH-REAL	parent-only	Q104135	real	Q118419	real
BOTH-REAL	parent-only	Q104135	real	Q118421	real
BOTH-REAL	parent-only	Q104135	real	Q118423	real
BOTH-REAL	parent-only	Q104137	real	Q118427	real
BOTH-REAL	parent-only	Q104139	real	Q118445	real
BOTH-REAL	parent-only	Q104139	real	Q118447	real
BOTH-REAL	parent-only	Q104139	real	Q118449	real
BOTH-REAL	parent-only	Q104139	real	Q118451	real
BOTH-REAL	parent-only	Q104139	real	Q118453	real
BOTH-REAL	parent-only	Q104139	real	Q118455	real
BOTH-REAL	parent-only	Q104139	real	Q118457	real
BOTH-REAL	parent-only	Q104149	real	Q118469	real
BOTH-REAL	parent-only	Q104149	real	Q118473	real
BOTH-REAL	parent-only	Q104149	real	Q118477	real
BOTH-REAL	parent-only	Q104149	real	Q118479	real
BOTH-REAL	parent-only	Q104149	real	Q118483	real
BOTH-REAL	parent-only	Q104149	real	Q124261	real
BOTH-REAL	parent-only	Q104149	real	Q124265	real
BOTH-REAL	parent-only	Q104149	real	Q124267	real
BOTH-REAL	parent-only	Q104149	real	Q124269	real
BOTH-REAL	parent-only	Q104156	real	Q118489	real
BOTH-REAL	parent-only	Q104160	real	Q125112	real
BOTH-REAL	parent-only	Q104164	real	Q118503	real
BOTH-REAL	parent-only	Q104164	real	Q118507	real
BOTH-REAL	parent-only	Q104164	real	Q118509	real
BOTH-REAL	parent-only	Q104164	real	Q125102	real
BOTH-REAL	parent-only	Q104166	real	Q118513	real
BOTH-REAL	parent-only	Q104166	real	Q118515	real
BOTH-REAL	parent-only	Q104166	real	Q118517	real
BOTH-REAL	parent-only	Q104166	real	Q118519	real
BOTH-REAL	parent-only	Q104166	real	Q118523	real
BOTH-REAL	parent-only	Q104170	real	Q118525	real
BOTH-REAL	parent-only	Q104170	real	Q118527	real
BOTH-REAL	parent-only	Q104178	real	Q118531	real
BOTH-REAL	parent-only	Q104178	real	Q118533	real
BOTH-REAL	parent-only	Q104194	real	Q118501	real
BOTH-REAL	parent-only	Q104194	real	Q118549	real
BOTH-REAL	parent-only	Q104194	real	Q118551	real
BOTH-REAL	parent-only	Q104194	real	Q118553	real
BOTH-REAL	parent-only	Q104194	real	Q118555	real
BOTH-REAL	parent-only	Q104196	real	Q118559	real
BOTH-REAL	parent-only	Q104198	real	Q125144	real
BOTH-REAL	parent-only	Q104204	real	Q118571	real
BOTH-REAL	parent-only	Q104206	real	Q114100	real
BOTH-REAL	parent-only	Q104208	real	Q114100	real
BOTH-REAL	parent-only	Q104212	real	Q118581	real
BOTH-REAL	parent-only	Q104234	real	Q118593	real
BOTH-REAL	parent-only	Q104238	real	Q118597	real
BOTH-REAL	parent-only	Q104246	real	Q118607	real
BOTH-REAL	parent-only	Q104246	real	Q118609	real
BOTH-REAL	parent-only	Q104246	real	Q118611	real
BOTH-REAL	parent-only	Q104246	real	Q118615	real
BOTH-REAL	parent-only	Q104246	real	Q146960	real
BOTH-REAL	parent-only	Q104248	real	Q118617	real
BOTH-REAL	parent-only	Q104248	real	Q118621	real
BOTH-REAL	parent-only	Q104248	real	Q118625	real
BOTH-REAL	parent-only	Q104248	real	Q118627	real
BOTH-REAL	parent-only	Q104248	real	Q118629	real
BOTH-REAL	parent-only	Q104248	real	Q118635	real
BOTH-REAL	parent-only	Q104252	real	Q118639	real
BOTH-REAL	parent-only	Q104252	real	Q118641	real
BOTH-REAL	parent-only	Q104254	real	Q118645	real
BOTH-REAL	parent-only	Q104258	real	Q114154	real
BOTH-REAL	parent-only	Q104260	real	Q114154	real
BOTH-REAL	parent-only	Q104268	real	Q118667	real
BOTH-REAL	parent-only	Q104268	real	Q118669	real
BOTH-REAL	parent-only	Q104272	real	Q118675	real
BOTH-REAL	parent-only	Q104280	real	Q114170	real
BOTH-REAL	parent-only	Q104282	real	Q118681	real
BOTH-REAL	parent-only	Q104282	real	Q118687	real
BOTH-REAL	parent-only	Q104282	real	Q118689	real
BOTH-REAL	parent-only	Q104282	real	Q118691	real
BOTH-REAL	parent-only	Q104286	real	Q114182	real
BOTH-REAL	parent-only	Q104288	real	Q118693	real
BOTH-REAL	parent-only	Q104288	real	Q118695	real
BOTH-REAL	parent-only	Q104292	real	Q118699	real
BOTH-REAL	parent-only	Q104298	real	Q118705	real
BOTH-REAL	parent-only	Q104315	real	Q118725	real
BOTH-REAL	parent-only	Q104315	real	Q118727	real
BOTH-REAL	parent-only	Q104319	real	Q118741	real
BOTH-REAL	parent-only	Q104319	real	Q118847	real
BOTH-REAL	parent-only	Q104321	real	Q118745	real
BOTH-REAL	parent-only	Q104321	real	Q118749	real
BOTH-REAL	parent-only	Q104327	real	Q118755	real
BOTH-REAL	parent-only	Q104329	real	Q118759	real
BOTH-REAL	parent-only	Q104339	real	Q118765	real
BOTH-REAL	parent-only	Q104341	real	Q118767	real
BOTH-REAL	parent-only	Q104345	real	Q118775	real
BOTH-REAL	parent-only	Q104345	real	Q118777	real
BOTH-REAL	parent-only	Q104347	real	Q118781	real
BOTH-REAL	parent-only	Q104355	real	Q118787	real
BOTH-REAL	parent-only	Q104359	real	Q123440	real
BOTH-REAL	parent-only	Q104361	real	Q123440	real
BOTH-REAL	parent-only	Q104367	real	Q118809	real
BOTH-REAL	parent-only	Q104371	real	Q118813	real
BOTH-REAL	parent-only	Q104371	real	Q118817	real
BOTH-REAL	parent-only	Q104375	real	Q118823	real
BOTH-REAL	parent-only	Q104375	real	Q118829	real
BOTH-REAL	parent-only	Q104389	real	Q118835	real
BOTH-REAL	parent-only	Q104391	real	Q118837	real
BOTH-REAL	parent-only	Q104393	real	Q118839	real
BOTH-REAL	parent-only	Q104397	real	Q118841	real
BOTH-REAL	parent-only	Q104399	real	Q118843	real
BOTH-REAL	parent-only	Q104405	real	Q118693	real
BOTH-REAL	parent-only	Q104405	real	Q118695	real
BOTH-REAL	parent-only	Q104407	real	Q118847	real
BOTH-REAL	parent-only	Q104407	real	Q118851	real
BOTH-REAL	parent-only	Q104407	real	Q123528	real
BOTH-REAL	parent-only	Q104409	real	Q118855	real
BOTH-REAL	parent-only	Q104423	real	Q118861	real
BOTH-REAL	parent-only	Q104429	real	Q118879	real
BOTH-REAL	parent-only	Q104437	real	Q118591	real
BOTH-REAL	parent-only	Q104439	real	Q114262	real
BOTH-REAL	parent-only	Q104441	real	Q114262	real
BOTH-REAL	parent-only	Q104449	real	Q118899	real
BOTH-REAL	parent-only	Q104449	real	Q118901	real
BOTH-REAL	parent-only	Q104449	real	Q118903	real
BOTH-REAL	parent-only	Q104449	real	Q118905	real
BOTH-REAL	parent-only	Q104451	real	Q123513	real
BOTH-REAL	parent-only	Q104463	real	Q118789	real
BOTH-REAL	parent-only	Q104465	real	Q118419	real
BOTH-REAL	parent-only	Q104465	real	Q118421	real
BOTH-REAL	parent-only	Q104465	real	Q118423	real
BOTH-REAL	parent-only	Q104465	real	Q118655	real
BOTH-REAL	parent-only	Q104465	real	Q118825	real
BOTH-REAL	parent-only	Q104465	real	Q118915	real
BOTH-REAL	parent-only	Q104467	real	Q118919	real
BOTH-REAL	parent-only	Q104471	real	Q118445	real
BOTH-REAL	parent-only	Q104471	real	Q118447	real
BOTH-REAL	parent-only	Q104471	real	Q118449	real
BOTH-REAL	parent-only	Q104471	real	Q118451	real
BOTH-REAL	parent-only	Q104471	real	Q118453	real
BOTH-REAL	parent-only	Q104471	real	Q118455	real
BOTH-REAL	parent-only	Q104471	real	Q118457	real
BOTH-REAL	parent-only	Q104471	real	Q118923	real
BOTH-REAL	parent-only	Q104485	real	Q118879	real
BOTH-REAL	parent-only	Q104487	real	Q114270	real
BOTH-REAL	parent-only	Q104489	real	Q114270	real
BOTH-REAL	parent-only	Q104493	real	Q118891	real
BOTH-REAL	parent-only	Q104493	real	Q118895	real
BOTH-REAL	parent-only	Q104493	real	Q118897	real
BOTH-REAL	parent-only	Q104495	real	Q118847	real
BOTH-REAL	parent-only	Q104495	real	Q118851	real
BOTH-REAL	parent-only	Q104495	real	Q123528	real
BOTH-REAL	parent-only	Q104497	real	Q118485	real
BOTH-REAL	parent-only	Q104497	real	Q118547	real
BOTH-REAL	parent-only	Q104497	real	Q118929	real
BOTH-REAL	parent-only	Q104507	real	Q118657	real
BOTH-REAL	parent-only	Q104507	real	Q118659	real
BOTH-REAL	parent-only	Q104507	real	Q118661	real
BOTH-REAL	parent-only	Q104507	real	Q118663	real
BOTH-REAL	parent-only	Q104513	real	Q118941	real
BOTH-REAL	parent-only	Q104515	real	Q118958	real
BOTH-REAL	parent-only	Q104515	real	Q118960	real
BOTH-REAL	parent-only	Q104515	real	Q118964	real
BOTH-REAL	parent-only	Q104515	real	Q118966	real
BOTH-REAL	parent-only	Q104517	real	Q118970	real
BOTH-REAL	parent-only	Q104519	real	Q118972	real
BOTH-REAL	parent-only	Q104528	real	Q104493	real
BOTH-REAL	parent-only	Q104535	real	Q118982	real
BOTH-REAL	parent-only	Q104535	real	Q118984	real
BOTH-REAL	parent-only	Q104535	real	Q118988	real
BOTH-REAL	parent-only	Q104537	real	Q118992	real
BOTH-REAL	parent-only	Q104539	real	Q118996	real
BOTH-REAL	parent-only	Q104539	real	Q118998	real
BOTH-REAL	parent-only	Q104539	real	Q119002	real
BOTH-REAL	parent-only	Q104539	real	Q119004	real
BOTH-REAL	parent-only	Q104547	real	Q114306	real
BOTH-REAL	parent-only	Q104549	real	Q114306	real
BOTH-REAL	parent-only	Q104561	real	Q119012	real
BOTH-REAL	parent-only	Q104634	real	Q118972	real
BOTH-REAL	parent-only	Q104678	real	Q118837	real
BOTH-REAL	parent-only	Q104688	real	Q118841	real
BOTH-REAL	parent-only	Q104690	real	Q118843	real
BOTH-REAL	parent-only	Q104767	real	Q118607	real
BOTH-REAL	parent-only	Q104767	real	Q118609	real
BOTH-REAL	parent-only	Q104767	real	Q118611	real
BOTH-REAL	parent-only	Q104767	real	Q118615	real
BOTH-REAL	parent-only	Q104767	real	Q146960	real
BOTH-REAL	parent-only	Q104773	real	Q118625	real
BOTH-REAL	parent-only	Q104773	real	Q118627	real
BOTH-REAL	parent-only	Q104773	real	Q118629	real
BOTH-REAL	parent-only	Q104781	real	Q118655	real
BOTH-REAL	parent-only	Q104781	real	Q118825	real
BOTH-REAL	parent-only	Q104781	real	Q118915	real
BOTH-REAL	parent-only	Q105029	real	Q114102	real
BOTH-REAL	parent-only	Q105173	real	Q123513	real
BOTH-REAL	parent-only	Q105233	real	Q118525	real
BOTH-REAL	parent-only	Q105233	real	Q118527	real
BOTH-REAL	parent-only	Q105235	real	Q118501	real
BOTH-REAL	parent-only	Q105235	real	Q118549	real
BOTH-REAL	parent-only	Q105235	real	Q118551	real
BOTH-REAL	parent-only	Q105235	real	Q118553	real
BOTH-REAL	parent-only	Q105235	real	Q118555	real
BOTH-REAL	parent-only	Q105517	real	Q118337	real
BOTH-REAL	parent-only	Q106527	real	Q118183	real
BOTH-REAL	parent-only	Q106527	real	Q118185	real
BOTH-REAL	parent-only	Q106527	real	Q118187	real
BOTH-REAL	parent-only	Q106557	real	Q118215	real
BOTH-REAL	parent-only	Q106557	real	Q118217	real
BOTH-REAL	parent-only	Q106657	real	Q118312	real
BOTH-REAL	parent-only	Q106661	real	Q118316	real
BOTH-REAL	parent-only	Q106686	real	Q118341	real
BOTH-REAL	parent-only	Q106724	real	Q118379	real
BOTH-REAL	parent-only	Q106730	real	Q118385	real
BOTH-REAL	parent-only	Q106730	real	Q118387	real
BOTH-REAL	parent-only	Q106750	real	Q118405	real
BOTH-REAL	parent-only	Q106750	real	Q118407	real
BOTH-REAL	parent-only	Q106750	real	Q118411	real
BOTH-REAL	parent-only	Q106750	real	Q118413	real
BOTH-REAL	parent-only	Q106778	real	Q118433	real
BOTH-REAL	parent-only	Q106778	real	Q118437	real
BOTH-REAL	parent-only	Q106778	real	Q118439	real
BOTH-REAL	parent-only	Q106904	real	Q118559	real
BOTH-REAL	parent-only	Q106914	real	Q118571	real
BOTH-REAL	parent-only	Q106942	real	Q118597	real
BOTH-REAL	parent-only	Q107024	real	Q118681	real
BOTH-REAL	parent-only	Q107064	real	Q118719	real
BOTH-REAL	parent-only	Q107090	real	Q118745	real
BOTH-REAL	parent-only	Q107090	real	Q118749	real
BOTH-REAL	parent-only	Q107120	real	Q118775	real
BOTH-REAL	parent-only	Q107120	real	Q118777	real
BOTH-REAL	parent-only	Q107138	real	Q118793	real
BOTH-REAL	parent-only	Q107138	real	Q118795	real
BOTH-REAL	parent-only	Q107138	real	Q118797	real
BOTH-REAL	parent-only	Q107138	real	Q118799	real
BOTH-REAL	parent-only	Q107158	real	Q118813	real
BOTH-REAL	parent-only	Q107158	real	Q118817	real
BOTH-REAL	parent-only	Q107214	real	Q118869	real
BOTH-REAL	parent-only	Q107214	real	Q118871	real
BOTH-REAL	parent-only	Q107214	real	Q118873	real
BOTH-REAL	parent-only	Q107214	real	Q118875	real
BOTH-REAL	parent-only	Q107230	real	Q118591	real
BOTH-REAL	parent-only	Q107232	real	Q118891	real
BOTH-REAL	parent-only	Q107232	real	Q118895	real
BOTH-REAL	parent-only	Q107232	real	Q118897	real
BOTH-REAL	parent-only	Q107272	real	Q118929	real
BOTH-REAL	parent-only	Q107286	real	Q118941	real
BOTH-REAL	parent-only	Q107309	real	Q118964	real
BOTH-REAL	parent-only	Q107309	real	Q118966	real
BOTH-REAL	parent-only	Q107453	real	Q66497	real
BOTH-REAL	parent-only	Q107455	real	Q66497	real
BOTH-REAL	parent-only	Q107501	real	Q119028	real
BOTH-REAL	parent-only	Q107503	real	Q119028	real
BOTH-REAL	parent-only	Q109025	real	Q98221	real
BOTH-REAL	parent-only	Q109205	real	Q98221	real
BOTH-REAL	parent-only	Q110386	real	Q113479	real
BOTH-REAL	parent-only	Q110386	real	Q113483	real
BOTH-REAL	parent-only	Q110560	real	Q114318	real
BOTH-REAL	parent-only	Q111055	real	Q114318	real
BOTH-REAL	parent-only	Q111318	real	Q115039	real
BOTH-REAL	parent-only	Q111406	real	Q99863	real
BOTH-REAL	parent-only	Q113081	real	Q111318	real
BOTH-REAL	parent-only	Q113686	real	Q123528	real
BOTH-REAL	parent-only	Q115832	real	Q123528	real
BOTH-REAL	parent-only	Q129590	real	Q85218	real
BOTH-REAL	parent-only	Q129841	real	Q70439	real
BOTH-REAL	parent-only	Q130402	real	Q90257	real
BOTH-REAL	parent-only	Q131510	real	Q131713	real
BOTH-REAL	parent-only	Q132657	real	Q90444	real
BOTH-REAL	parent-only	Q132752	real	Q90257	real
BOTH-REAL	parent-only	Q136469	real	Q93810	real
BOTH-REAL	parent-only	Q149	real	Q168	real
BOTH-REAL	parent-only	Q152935	real	Q30743	real
BOTH-REAL	parent-only	Q152954	real	Q30775	real
BOTH-REAL	parent-only	Q152954	real	Q30779	real
BOTH-REAL	parent-only	Q152957	real	Q30804	real
BOTH-REAL	parent-only	Q152984	real	Q53282	real
BOTH-REAL	parent-only	Q153469	real	Q52252	real
BOTH-REAL	parent-only	Q153730	real	Q153729	real
BOTH-REAL	parent-only	Q153731	real	Q153729	real
BOTH-REAL	parent-only	Q153763	real	Q74455	real
BOTH-REAL	parent-only	Q165	real	Q168	real
BOTH-REAL	parent-only	Q18216842	real	Q17304983	real
BOTH-REAL	parent-only	Q195013	real	Q85240	real
BOTH-REAL	parent-only	Q195013	real	Q85247	real
BOTH-REAL	parent-only	Q195124	real	Q85380	real
BOTH-REAL	parent-only	Q195152	real	Q85740	real
BOTH-REAL	parent-only	Q195154	real	Q85744	real
BOTH-REAL	parent-only	Q195158	real	Q85754	real
BOTH-REAL	parent-only	Q1952	real	Q130322	real
BOTH-REAL	parent-only	Q195205	real	Q86089	real
BOTH-REAL	parent-only	Q195205	real	Q86189	real
BOTH-REAL	parent-only	Q195205	real	Q86191	real
BOTH-REAL	parent-only	Q195205	real	Q86193	real
BOTH-REAL	parent-only	Q195205	real	Q86195	real
BOTH-REAL	parent-only	Q195205	real	Q86197	real
BOTH-REAL	parent-only	Q195205	real	Q86199	real
BOTH-REAL	parent-only	Q195232	real	Q85744	real
BOTH-REAL	parent-only	Q195273	real	Q85808	real
BOTH-REAL	parent-only	Q195390	real	Q85253	real
BOTH-REAL	parent-only	Q195426	real	Q85356	real
BOTH-REAL	parent-only	Q195446	real	Q85370	real
BOTH-REAL	parent-only	Q195446	real	Q85384	real
BOTH-REAL	parent-only	Q195446	real	Q85438	real
BOTH-REAL	parent-only	Q195802	real	Q85356	real
BOTH-REAL	parent-only	Q195814	real	Q85690	real
BOTH-REAL	parent-only	Q195814	real	Q86269	real
BOTH-REAL	parent-only	Q206985	real	Q119489	real
BOTH-REAL	parent-only	Q208265	real	Q119489	real
BOTH-REAL	parent-only	Q2151	real	Q130322	real
BOTH-REAL	parent-only	Q2152	real	Q130322	real
BOTH-REAL	parent-only	Q2288	real	Q52572	real
BOTH-REAL	parent-only	Q2330	real	Q52328	real
BOTH-REAL	parent-only	Q2333	real	Q52340	real
BOTH-REAL	parent-only	Q2343	real	Q52380	real
BOTH-REAL	parent-only	Q2344	real	Q52384	real
BOTH-REAL	parent-only	Q2349	real	Q52404	real
BOTH-REAL	parent-only	Q2356	real	Q52432	real
BOTH-REAL	parent-only	Q2359	real	Q52444	real
BOTH-REAL	parent-only	Q2360	real	Q52448	real
BOTH-REAL	parent-only	Q2391	real	Q52580	real
BOTH-REAL	parent-only	Q2412	real	Q52816	real
BOTH-REAL	parent-only	Q2443	real	Q52788	real
BOTH-REAL	parent-only	Q2445	real	Q52804	real
BOTH-REAL	parent-only	Q2453	real	Q6513	real
BOTH-REAL	parent-only	Q2479	real	Q2464	real
BOTH-REAL	parent-only	Q2489	real	Q52974	real
BOTH-REAL	parent-only	Q2489	real	Q52998	real
BOTH-REAL	parent-only	Q2494	real	Q52986	real
BOTH-REAL	parent-only	Q2497	real	Q53006	real
BOTH-REAL	parent-only	Q2497	real	Q53026	real
BOTH-REAL	parent-only	Q2497	real	Q53030	real
BOTH-REAL	parent-only	Q2508	real	Q53066	real
BOTH-REAL	parent-only	Q2515	real	Q52970	real
BOTH-REAL	parent-only	Q2515	real	Q52978	real
BOTH-REAL	parent-only	Q2613	real	Q136441	real
BOTH-REAL	parent-only	Q28154	real	Q31726	real
BOTH-REAL	parent-only	Q28154	real	Q31730	real
BOTH-REAL	parent-only	Q28154	real	Q31734	real
BOTH-REAL	parent-only	Q28154	real	Q31738	real
BOTH-REAL	parent-only	Q28154	real	Q31742	real
BOTH-REAL	parent-only	Q28175	real	Q17578	real
BOTH-REAL	parent-only	Q28184	real	Q31502	real
BOTH-REAL	parent-only	Q28184	real	Q31530	real
BOTH-REAL	parent-only	Q28201	real	Q27692	real
BOTH-REAL	parent-only	Q28204	real	Q27692	real
BOTH-REAL	parent-only	Q28227	real	Q2288	real
BOTH-REAL	parent-only	Q28227	real	Q52172	real
BOTH-REAL	parent-only	Q28239	real	Q52184	real
BOTH-REAL	parent-only	Q28241	real	Q16432	real
BOTH-REAL	parent-only	Q28245	real	Q16432	real
BOTH-REAL	parent-only	Q28255	real	Q52196	real
BOTH-REAL	parent-only	Q28261	real	Q19215	real
BOTH-REAL	parent-only	Q28261	real	Q19216	real
BOTH-REAL	parent-only	Q28261	real	Q48161	real
BOTH-REAL	parent-only	Q28265	real	Q19215	real
BOTH-REAL	parent-only	Q28265	real	Q19216	real
BOTH-REAL	parent-only	Q28265	real	Q48161	real
BOTH-REAL	parent-only	Q28268	real	Q52212	real
BOTH-REAL	parent-only	Q28273	real	Q19220	real
BOTH-REAL	parent-only	Q28273	real	Q19221	real
BOTH-REAL	parent-only	Q28280	real	Q52224	real
BOTH-REAL	parent-only	Q28281	real	Q31919	real
BOTH-REAL	parent-only	Q28281	real	Q31923	real
BOTH-REAL	parent-only	Q28284	real	Q2302	real
BOTH-REAL	parent-only	Q28284	real	Q52228	real
BOTH-REAL	parent-only	Q28296	real	Q52236	real
BOTH-REAL	parent-only	Q28297	real	Q31931	real
BOTH-REAL	parent-only	Q28297	real	Q31935	real
BOTH-REAL	parent-only	Q28297	real	Q31939	real
BOTH-REAL	parent-only	Q28308	real	Q52256	real
BOTH-REAL	parent-only	Q28325	real	Q17626	real
BOTH-REAL	parent-only	Q28344	real	Q52288	real
BOTH-REAL	parent-only	Q28356	real	Q52300	real
BOTH-REAL	parent-only	Q28364	real	Q52308	real
BOTH-REAL	parent-only	Q28368	real	Q52312	real
BOTH-REAL	parent-only	Q28376	real	Q52456	real
BOTH-REAL	parent-only	Q28380	real	Q52324	real
BOTH-REAL	parent-only	Q28392	real	Q52336	real
BOTH-REAL	parent-only	Q28408	real	Q52348	real
BOTH-REAL	parent-only	Q28412	real	Q52352	real
BOTH-REAL	parent-only	Q28416	real	Q52360	real
BOTH-REAL	parent-only	Q28420	real	Q52364	real
BOTH-REAL	parent-only	Q28425	real	Q52368	real
BOTH-REAL	parent-only	Q28429	real	Q52372	real
BOTH-REAL	parent-only	Q28433	real	Q52376	real
BOTH-REAL	parent-only	Q28445	real	Q52388	real
BOTH-REAL	parent-only	Q28457	real	Q52400	real
BOTH-REAL	parent-only	Q28473	real	Q52412	real
BOTH-REAL	parent-only	Q28477	real	Q52416	real
BOTH-REAL	parent-only	Q28485	real	Q52428	real
BOTH-REAL	parent-only	Q28497	real	Q52440	real
BOTH-REAL	parent-only	Q28901	real	Q52452	real
BOTH-REAL	parent-only	Q28905	real	Q52460	real
BOTH-REAL	parent-only	Q28909	real	Q52468	real
BOTH-REAL	parent-only	Q28917	real	Q52476	real
BOTH-REAL	parent-only	Q28925	real	Q52484	real
BOTH-REAL	parent-only	Q28938	real	Q52492	real
BOTH-REAL	parent-only	Q28946	real	Q52504	real
BOTH-REAL	parent-only	Q28954	real	Q52512	real
BOTH-REAL	parent-only	Q28962	real	Q52520	real
BOTH-REAL	parent-only	Q28970	real	Q52528	real
BOTH-REAL	parent-only	Q28994	real	Q52556	real
BOTH-REAL	parent-only	Q29002	real	Q52564	real
BOTH-REAL	parent-only	Q29006	real	Q52564	real
BOTH-REAL	parent-only	Q29014	real	Q52576	real
BOTH-REAL	parent-only	Q29076	real	Q52636	real
BOTH-REAL	parent-only	Q29092	real	Q52649	real
BOTH-REAL	parent-only	Q29096	real	Q52816	real
BOTH-REAL	parent-only	Q29136	real	Q52669	real
BOTH-REAL	parent-only	Q29144	real	Q52705	real
BOTH-REAL	parent-only	Q29156	real	Q52705	real
BOTH-REAL	parent-only	Q29180	real	Q52800	real
BOTH-REAL	parent-only	Q29232	real	Q52792	real
BOTH-REAL	parent-only	Q29304	real	Q52946	real
BOTH-REAL	parent-only	Q29360	real	Q137731	real
BOTH-REAL	parent-only	Q29461	real	Q53070	real
BOTH-REAL	parent-only	Q29501	real	Q53078	real
BOTH-REAL	parent-only	Q29517	real	Q53094	real
BOTH-REAL	parent-only	Q29517	real	Q53097	real
BOTH-REAL	parent-only	Q29525	real	Q53105	real
BOTH-REAL	parent-only	Q29533	real	Q53121	real
BOTH-REAL	parent-only	Q29550	real	Q53125	real
BOTH-REAL	parent-only	Q296	real	Q337	real
BOTH-REAL	parent-only	Q29939	real	Q135746	real
BOTH-REAL	parent-only	Q30011	real	Q52456	real
BOTH-REAL	parent-only	Q30783	real	Q1016	real
BOTH-REAL	parent-only	Q30792	real	Q54368	real
BOTH-REAL	parent-only	Q30796	real	Q54368	real
BOTH-REAL	parent-only	Q30868	real	Q2846	real
BOTH-REAL	parent-only	Q51331	real	Q52256	real
BOTH-REAL	parent-only	Q51387	real	Q52288	real
BOTH-REAL	parent-only	Q51422	real	Q52360	real
BOTH-REAL	parent-only	Q51427	real	Q52372	real
BOTH-REAL	parent-only	Q51462	real	Q52416	real
BOTH-REAL	parent-only	Q51512	real	Q52556	real
BOTH-REAL	parent-only	Q51524	real	Q52576	real
BOTH-REAL	parent-only	Q51572	real	Q52669	real
BOTH-REAL	parent-only	Q51822	real	Q70410	real
BOTH-REAL	parent-only	Q51890	real	Q53006	real
BOTH-REAL	parent-only	Q51890	real	Q53026	real
BOTH-REAL	parent-only	Q51890	real	Q53030	real
BOTH-REAL	parent-only	Q51922	real	Q53078	real
BOTH-REAL	parent-only	Q51930	real	Q53094	real
BOTH-REAL	parent-only	Q51930	real	Q53105	real
BOTH-REAL	parent-only	Q53326	real	Q47009097	real
BOTH-REAL	parent-only	Q53326	real	Q47009099	real
BOTH-REAL	parent-only	Q6441	real	Q52266	real
BOTH-REAL	parent-only	Q6441	real	Q52270	real
BOTH-REAL	parent-only	Q6441	real	Q87823	real
BOTH-REAL	parent-only	Q6453	real	Q52010	real
BOTH-REAL	parent-only	Q6453	real	Q52014	real
BOTH-REAL	parent-only	Q6453	real	Q52018	real
BOTH-REAL	parent-only	Q6453	real	Q52382	real
BOTH-REAL	parent-only	Q6453	real	Q52386	real
BOTH-REAL	parent-only	Q6453	real	Q87821	real
BOTH-REAL	parent-only	Q6491	real	Q6462	real
BOTH-REAL	parent-only	Q6493	real	Q6462	real
BOTH-REAL	parent-only	Q6605	real	Q87727	real
BOTH-REAL	parent-only	Q68680	real	Q99322	real
BOTH-REAL	parent-only	Q70122	real	Q144247	real
BOTH-REAL	parent-only	Q73035	real	Q51818	real
BOTH-REAL	parent-only	Q73035	real	Q72888	real
BOTH-REAL	parent-only	Q73038	real	Q165397	real
BOTH-REAL	parent-only	Q73038	real	Q165399	real
BOTH-REAL	parent-only	Q73038	real	Q165403	real
BOTH-REAL	parent-only	Q73038	real	Q165405	real
