qid	label	wikidata_qid	verdict	name_score	detail
Q57398	Naitō Motoyuki	Q30934063	ok	1.00	matches '内藤元幸'
Q57407	Akira Toki	Q48764673	ok	1.00	matches '土岐章'
Q57413	Kuroda Nagasada	Q11678711	ok	1.00	matches '黒田長貞'
Q57419	Honda Tadaatsu	Q22119321	ok	1.00	matches '本多忠敬'
Q57425	Ōinomikado Ietaka	Q11437715	ok	1.00	matches '大炊御門家孝'
Q57428	Mizoguchi Naotoki	Q8514444	ok	1.00	matches '미조구치 나오토키'
Q57434	Takagi Masakata	Q11670088	ok	1.00	matches '高木正剛'
Q57440	Tsugaru Tsugumichi	Q7849983	ok	1.00	matches 'Tsugaru Tsugumichi'
Q57443	Nakanobu Ikeda	Q11551698	ok	1.00	matches '池田仲誠'
Q57480	Honda Suketoshi	Q10517711	ok	1.00	matches 'Honda Suketoshi'
Q57483	Endō Tsunenori	Q10862095	ok	1.00	matches 'Endō Tsunenori'
Q57486	Matsudaira Mitsumasa	Q6832401	ok	1.00	matches 'Matsudaira Mitsumasa'
Q57489	Matsudaira Norisada	Q10729475	ok	1.00	matches 'Matsudaira Norisada'
Q57492	Sanada Nobuyasu	Q11583361	ok	1.00	matches '真田信安'
Q57495	Yagyū Toshimine	Q11534510	ok	1.00	matches '柳生俊峯'
Q57498	Honda Tadamitsu	Q10520199	ok	1.00	matches 'Honda Tadamitsu'
Q57501	Ikeda Masakazu	Q6529174	ok	1.00	matches 'Ikeda Masakazu'
Q57504	Matsudaira Katsumichi	Q10729358	ok	1.00	matches 'Matsudaira Katsumichi'
Q57510	Arima Shigezumi	Q11516832	ok	1.00	matches '有馬誉純'
Q57516	Sase Masakatsu	Q11382588	ok	1.00	matches '佐世正勝'
Q57526	Ninagawa Motochika	Q41699192	ok	1.00	matches '蜷川元親'
Q57541	Higuchi Hisayasu	Q108780834	ok	1.00	matches '樋口寿康'
Q57544	Ikeda Hironori	Q11551752	ok	1.00	matches '池田博教'
Q57547	Ikeda Hirofumi	Q11551753	ok	1.00	matches '池田博文'
Q57562	Nishio Tadayuki	Q7040697	ok	1.00	matches 'Nishio Tadayuki'
Q57565	Matsudaira Nobuhide	Q8515086	ok	1.00	matches '마쓰다이라 노부히데'
Q57571	Teikyōin	Q11161550	ok	1.00	matches 'Teikyōin'
Q57577	Sō Yoshiaya	Q11452037	ok	1.00	matches '宗義章'
Q57580	Sō Yoshiyori	Q7667561	ok	1.00	matches 'Sō Yoshiyori'
Q57583	Ogasawara Naganari	Q1150447	ok	1.00	matches '小笠原長生'
Q57586	Ogasawara Nagatsugu	Q11463409	ok	1.00	matches '小笠原長世'
Q57598	Matsudaira Tadatomo	Q11069442	ok	1.00	matches 'Matsudaira Tadatomo'
Q57604	Matsudaira Tadatoshi	Q11069496	ok	1.00	matches 'Matsudaira Tadatoshi'
Q57607	Kitsuregawa Shigeuji	Q11419263	ok	1.00	matches '喜連川茂氏'
Q57610	Seki Naganobu	Q11656471	ok	1.00	matches '関長誠'
Q57617	Akimoto Tsunetomo	Q8515285	ok	1.00	matches '아키모토 쓰네토모'
Q57620	Honda Yasusada	Q10521627	ok	1.00	matches 'Honda Yasusada'
Q57626	Mōri Motoyoshi	Q11547559	ok	1.00	matches '毛利元美'
Q57629	Saionji Hachirō	Q5214554	ok	1.00	matches '西園寺八郎'
Q57632	Mōri Motoakira	Q11547547	ok	1.00	matches '毛利元昭'
Q57638	Shirō Kobayakawa	Q51167116	ok	1.00	matches '小早川四郎'
Q57641	Kyōgoku Takatoshi	Q11374487	ok	1.00	matches '京極高聡'
Q57644	Fukubara Chikatoshi	Q11591884	ok	1.00	matches '福原親俊'
Q57647	Shishido Chikamoto	Q11451800	ok	1.00	matches '宍戸親基'
Q57653	Uchida Masanobu	Q11394304	ok	1.00	matches '内田正信'
Q57656	Sakakibara Katsunao	Q11541678	ok	1.00	matches '榊原勝直'
Q57659	Sakakibara Masasuke	Q11541706	ok	1.00	matches '榊原政祐'
Q57662	Honda Tadashige	Q11520039	ok	1.00	matches '本多忠薫'
Q57665	Hosokawa Toshiyuki	Q11605861	ok	1.00	matches '細川利致'
Q57671	Okudaira Masao	Q11445778	ok	1.00	matches '奥平昌男'
Q57680	Ishii Tadatsugu	Q11584955	ok	1.00	matches '石井忠次'
Q57683	Ishii Tadamichi	Q11584949	ok	1.00	matches '石井忠修'
Q57698	Horio Tadaharu	Q5903277	ok	1.00	matches 'Horio Tadaharu'
Q57701	Ōkubo Norioki	Q11432009	ok	1.00	matches '大久保教起'
Q57707	Ōishi Yoshikatsu	Q11438256	ok	1.00	matches '大石良勝'
Q57710	Ōishi Yoshishige	Q11438263	ok	1.00	matches '大石良重'
Q57713	Ishizuka Tsuneyoshi	Q11586590	ok	1.00	matches '石束毎公'
Q57716	Asano Naomichi	Q11557390	ok	1.00	matches '浅野直道'
Q57722	Wakizaka Yasumoto	Q11612103	ok	1.00	matches '脇坂安元'
Q57725	Wakisaka Yasutsune	Q11612115	ok	1.00	matches '脇坂安経'
Q57728	Ikeda Masanaga	Q11551922	ok	1.00	matches '池田政永'
Q57731	Ikeda Nagahisa	Q6529013	ok	1.00	matches 'Ikeda Nagahisa'
Q57734	Ikeda Kiyoyasu	Q6528759	ok	1.00	matches 'Ikeda Kiyoyasu'
Q57740	Watabe Mitsutsune	Q11396152	ok	1.00	matches '分部光庸'
Q57749	Mōri Fuyō	Q118697762	ok	1.00	matches '毛利扶揺'
Q57752	Igi Tadaoki	Q17192833	ok	1.00	matches '伊木忠興'
Q57758	Katagiri Sadamasa	Q11569883	ok	1.00	matches '片桐貞昌'
Q57761	Katagiri Sadaharu	Q11569882	ok	1.00	matches '片桐貞晴'
Q57764	Isshiki Norikaze	Q11353148	ok	1.00	matches '一色範風'
Q57767	Justa Takayama	Q11669306	ok	1.00	matches '高山ジュスタ'
Q57770	Lucia Takayama	Q108690297	ok	1.00	matches '高山ルチヤ'
Q57773	Sakuma Katsutoshi	Q17224534	ok	1.00	matches '佐久間勝利'
Q57776	Kuwayama Kazunao	Q11537530	ok	1.00	matches '桑山一直'
Q57779	Kuwayama Kazutada	Q11537527	ok	1.00	matches '桑山一尹'
Q57791	Heki Tadahide	Q11510240	ok	1.00	matches '日置忠英'
Q57806	Kuki Takayuki	Q11370506	ok	1.00	matches '九鬼隆幸'
Q57818	Tachibana Dōsetsu	Q6379490	ok	1.00	matches '立花道雪'
Q57827	Nagai Naotatsu	Q11549819	ok	1.00	matches '永井直達'
Q57830	Nagai Naosuke	Q11549793	ok	1.00	matches '永井直亮'
Q57833	Nagai Naozane	Q11549805	ok	1.00	matches '永井直期'
Q57848	Ogasawara Tadayoshi	Q10856537	ok	1.00	matches 'Ogasawara Tadayoshi'
Q57857	Matsudaira Tadanaga	Q11069505	ok	1.00	matches 'Matsudaira Tadanaga'
Q57860	Makino Sadanaga	Q6739705	ok	1.00	matches 'Makino Sadanaga'
Q57863	Makino Tadataka	Q10860093	ok	1.00	matches 'Makino Tadataka'
Q57866	Makino Sadataka	Q10860154	ok	1.00	matches 'Makino Sadataka'
Q57869	Makino Tadatoshi	Q10860089	ok	1.00	matches 'Makino Tadatoshi'
Q57872	Makino Tadahiro	Q6739707	ok	1.00	matches 'Makino Tadahiro'
Q57887	Honda Toshitsugu	Q11519978	ok	1.00	matches '本多俊次'
Q57890	Makino Tadatoki	Q10860106	ok	1.00	matches 'Makino Tadatoki'
Q57893	Makino Yasuzumi	Q10860177	ok	1.00	matches 'Makino Yasuzumi'
Q57899	Matsudaira Motochika	Q11239147	ok	1.00	matches '마쓰다이라 모토치카'
Q57905	Abe Masanobu	Q10565467	ok	1.00	matches 'Abe Masanobu'
Q57908	Abe Masazane	Q10565423	ok	1.00	matches 'Abe Masazane'
Q57917	Matsudaira Tadamasa	Q11069882	ok	1.00	matches 'Matsudaira Tadamasa'
Q57962	Chōsokabe Fumikane	Q11365554	ok	1.00	matches 'Chōsokabe Fumikane'
Q57965	Yoshida Takayori	Q11413700	ok	1.00	matches '吉田孝頼'
Q57968	Hewa Chikatake	Q11365429	ok	1.00	matches 'Hewa Chikatake'
Q57971	Hieyama Chikaoki	Q11365446	ok	1.00	matches 'Hieyama Chikaoki'
Q57974	Motoyama Shigemune	Q11520203	ok	1.00	matches '本山茂宗'
Q57980	Haryū Morinobu	Q11648176	ok	1.00	matches '針生盛信'
Q57986	Takahashi Okimitsu	Q11671570	ok	1.00	matches '高橋興光'
Q57992	Shimazu Hisanobu	Q17224314	ok	1.00	matches '島津久信'
Q57995	Kimotsuki Kanehisa	Q11611468	ok	1.00	matches '肝付兼久'
Q57998	Kimotsuki Kanetake	Q11611474	ok	1.00	matches '肝付兼武'
Q58001	Shimazu Hisayori	Q20040566	ok	1.00	matches '島津久頼'
Q58007	Kii Nagafusa	Q11425979	ok	1.00	matches '城井長房'
Q58010	Maeno Tadayuki	Q109288152	ok	1.00	matches '前野唯雪'
Q58013	Maeno Yoriari	Q109288153	ok	1.00	matches '前野自有'
Q58016	Shakunyo	Q6606211	ok	1.00	matches 'Shakunyo'
Q58022	Reizei Tamekage	Q24226656	ok	1.00	matches '冷泉為景'
Q58028	Hosokawa Tsunemoto	Q128843805	ok	1.00	matches '細川常元'
Q58031	Hitotsuyanagi Naooki	Q11352872	ok	1.00	matches '一柳直興'
Q58034	Hitotsuyanagi Naoteru	Q108780953	ok	1.00	matches '一柳直照'
Q58037	Matsudaira Yoshishige	Q12594628	ok	1.00	matches '마쓰다이라 요시시게'
Q58076	Yoshinori Kazan'in	Q11615302	ok	1.00	matches '花山院愛徳'
Q58082	Asukai Masayo	Q22124005	ok	1.00	matches '飛鳥井雅世'
Q58085	Kutsuki Nobutsuna	Q11521627	ok	1.00	matches '朽木宣綱'
Q58094	Shimoda Hirouji	Q11361182	ok	1.00	matches '下田広氏'
Q58097	Kawakatsu Masauji	Q11367441	ok	1.00	matches 'Kawakatsu Masauji'
Q58100	Kawakatsu Hironari	Q11367505	ok	1.00	matches 'Kawakatsu Hironari'
Q58103	Kawakatsu Hiroari	Q11366174	ok	1.00	matches 'Kawakatsu Hiroari'
Q58349	Yasuda Zenjirō II	Q77808278	ok	1.00	matches '2代 安田善次郎'
Q58352	Hajime Yasuda	Q11450968	ok	1.00	matches '安田一'
Q58361	Tsugaru Tsunetoshi	Q11255681	ok	1.00	matches '쓰가루 쓰네토시'
Q58364	Inaba Yasumichi	Q11596959	ok	1.00	matches '稲葉泰通'
Q58370	Yagyū Toshihira	Q10729347	ok	1.00	matches 'Yagyū Toshihira'
Q58379	Nobumoto Sawa	Q11565855	ok	1.00	matches '澤宣元'
Q58511	Wakisaka Yasunori	Q11612110	ok	1.00	matches '脇坂安教'
Q58514	Wakisaka Yasutada	Q11612118	ok	1.00	matches '脇坂安董'
Q58517	Rokkaku Hiroyasu	Q11392532	ok	1.00	matches '六角広胖'
Q58572	Jimyōin Motoaki	Q52320152	ok	1.00	matches '持明院基哲'
Q58575	Ōkubo Tadaaki	Q11431987	ok	1.00	matches '大久保忠顕'
Q58611	Ōsawa Motoakira	Q10863139	ok	1.00	matches 'Ōsawa Motoakira'
Q58614	Mori Nagakuni	Q11540412	ok	1.00	matches '森長国'
Q58623	Otagi Michiyasu	Q22128852	ok	1.00	matches '愛宕通祐'
Q58629	King Dongmyeong of Goguryeo	Q378502	ok	1.00	matches '高朱蒙'
Q58632	So Seo-no	Q715707	ok	1.00	matches '召西奴'
Q58635	Yuri	Q498412	ok	1.00	matches 'Yuri de Koguryo'
Q58638	Biryu	Q1062720	ok	1.00	matches 'Biryu'
Q58641	Park Naemul	Q28776565	ok	1.00	matches '박내물'
Q58662	Chang Pogo	Q493856	ok	1.00	matches '张保皋'
Q58671	Ijinasi	Q12612819	ok	1.00	matches '이진아시왕'
Q58674	Li Gao	Q712325	ok	1.00	matches '李暠'
Q58677	Princess Dowager Yin	Q7244601	ok	1.00	matches 'Princess Dowager Yin'
Q58680	Princess Li Jingshou	Q6646368	ok	1.00	matches '李敬受'
Q58683	Li Xun	Q708337	ok	1.00	matches '李恂'
Q58686	Li Tan	Q16905421	ok	1.00	matches '李谭'
Q58695	Li Fan	Q15916852	ok	1.00	matches '李翻'
Q58698	Li Yu	Q15941897	ok	1.00	matches '李豫'
Q58707	Li Liang	Q15952443	ok	1.00	matches '李亮'
Q58710	Li Mou	Q45692318	ok	1.00	matches 'Li Mou'
Q58713	Li Shangshan	Q45691867	ok	1.00	matches 'Li Shangshan'
Q58716	Li Mou	Q45692090	ok	1.00	matches 'Li Mou'
Q58719	Li Lingkui	Q45691978	ok	1.00	matches 'Li Lingkui'
Q58722	Li Xuanze	Q45580413	ok	1.00	matches 'Li Xuanze'
Q58725	Li Xuan﹀	Q45462334	ok	1.00	matches 'Li Xuan﹀'
Q58728	Li Niang	Q45592907	ok	1.00	matches 'Li Niang'
Q58731	Li Ku	Q45692601	ok	1.00	matches 'Li Ku'
Q58734	Li Xi	Q45692627	ok	1.00	matches 'Li Xi'
Q58737	Li Shu	Q45615422	ok	1.00	matches 'Li Shu'
Q58740	Li Mou	Q65805382	ok	1.00	matches '李某'
Q58743	Li Mou	Q45699639	ok	1.00	matches 'Li Mou'
Q58746	Li Wu	Q45699513	ok	1.00	matches 'Li Wu'
Q58749	Li Nong	Q45699537	ok	1.00	matches 'Li Nong'
Q58752	Li Han	Q45658381	ok	1.00	matches 'Li Han'
Q58755	Li Tao	Q45517347	ok	1.00	matches 'Li Tao'
Q58758	Li Mou	Q45700509	ok	1.00	matches 'Li Mou'
Q58761	Namri Songtsen	Q2258522	ok	1.00	matches 'Namri Songtsen'
Q58767	Bhrikuti	Q855075	ok	1.00	matches 'Bhrikuti'
Q58770	Gungsrong Gungtsen	Q673423	ok	1.00	matches 'Gungri Gungtsen'
Q58773	Li Mou	Q45699842	ok	1.00	matches 'Li Mou'
Q58776	Li Siyi	Q45700176	ok	1.00	matches 'Li Siyi'
Q58779	Murong Shun	Q8479149	ok	1.00	matches '慕容顺'
Q58797	Murong Xuanchao	Q10296822	ok	1.00	matches '慕容宣超'
Q58800	Li Tong	Q45438973	ok	1.00	matches 'Li Tong'
Q58803	Li Han	Q45439037	ok	1.00	matches 'Li Han'
Q58806	Li Can	Q45700985	ok	1.00	matches 'Li Can'
Q58809	Li Zhong	Q45701009	ok	1.00	matches 'Li Zhong'
Q58812	Li Lun	Q45701035	ok	1.00	matches 'Li Lun'
Q58815	Li June	Q45701108	ok	1.00	matches 'Li June'
Q58818	Li Qingjiang	Q45701523	ok	1.00	matches 'Li Qingjiang'
Q58821	Li Wanqian	Q45701546	ok	1.00	matches 'Li Wanqian'
Q58824	Li Gaoyan	Q45701571	ok	1.00	matches 'Li Gaoyan'
Q58827	Li Chengtan	Q45701595	ok	1.00	matches 'Li Chengtan'
Q58830	Li Fangyuan	Q45701619	ok	1.00	matches 'Li Fangyuan'
Q58833	Li Jiong	Q45701664	ok	1.00	matches 'Li Jiong'
Q58836	Li Gu	Q45701687	ok	1.00	matches 'Li Gu'
Q58839	Li Mingzhen	Q45701735	ok	1.00	matches 'Li Mingzhen'
Q58842	Li Xuanzhen	Q45436322	ok	1.00	matches 'Li Xuanzhen'
Q58845	Li Chengzhen	Q45436510	ok	1.00	matches 'Li Chengzhen'
Q58848	Li Xiu	Q45437835	ok	1.00	matches 'Li Xiu'
Q58851	Li ?	Q45437898	ok	1.00	matches 'Li ?'
Q58854	Li Yu	Q45437962	ok	1.00	matches 'Li Yu'
Q58857	Li Zu	Q45438027	ok	1.00	matches 'Li Zu'
Q58860	Li Yuan	Q45438090	ok	1.00	matches 'Li Yuan'
Q58863	Li Mou	Q45692909	ok	1.00	matches 'Li Mou'
Q58866	Helan Mou	Q45598952	ok	1.00	matches 'Helan Mou'
Q58869	Helan Heng	Q45500495	ok	1.00	matches 'Helan Heng'
Q58872	Helan Jin	Q45500556	ok	1.00	matches 'Helan Jin'
Q58875	Helan Lin	Q45500621	ok	1.00	matches 'Helan Lin'
Q58878	Helan Ben	Q45599267	ok	1.00	matches 'Helan Ben'
Q58881	Doulu Shi	Q65808204	ok	1.00	matches 'Doulu Shi'
Q58884	Li Xianhe	Q45599635	ok	1.00	matches 'Li Xianhe'
Q58887	Li Xianzhi	Q45599698	ok	1.00	matches 'Li Xianzhi'
Q58890	Li Xiantong	Q45599760	ok	1.00	matches 'Li Xiantong'
Q58893	Li Zhuo	Q45682965	ok	1.00	matches 'Li Zhuo'
Q58896	Li Xiao	Q45695493	ok	1.00	matches 'Li Xiao'
Q58899	Li Wang	Q45524556	ok	1.00	matches 'Li Wang'
Q58902	Li Zhao	Q45693130	ok	1.00	matches 'Li Zhao'
Q58905	Li Bing	Q45693215	ok	1.00	matches 'Li Bing'
Q58908	Li Jiao	Q45693270	ok	1.00	matches 'Li Jiao'
Q58911	Li Shui	Q45693326	ok	1.00	matches 'Li Shui'
Q58914	Li Ai	Q45695171	ok	1.00	matches 'Li Ai'
Q58917	Li Ce	Q45695196	ok	1.00	matches 'Li Ce'
Q58920	Li Yuan	Q45696198	ok	1.00	matches 'Li Yuan'
Q58923	Li Yan	Q45697276	ok	1.00	matches 'Li Yan'
Q58926	Li Mou	Q45697303	ok	1.00	matches 'Li Mou'
Q58929	Li Dan	Q45697376	ok	1.00	matches 'Li Dan'
Q58932	Li Lun	Q45698792	ok	1.00	matches 'Li Lun'
Q58935	Li Rui	Q45699001	ok	1.00	matches 'Li Rui'
Q58938	Li Heng	Q45699079	ok	1.00	matches 'Li Heng'
Q58941	Li Rui	Q45490536	ok	1.00	matches 'Li Rui'
Q58944	Li Dun	Q45699129	ok	1.00	matches 'Li Dun'
Q58946	Li Peng	Q22813513	ok	1.00	matches '李鹏'
Q58949	Li ?	Q45468346	ok	1.00	matches 'Li ?'
Q58952	Li Yi	Q45462060	ok	1.00	matches 'Li Yi'
Q58955	Li He	Q45447643	ok	1.00	matches 'Li He'
Q58958	Li ?	Q45447894	ok	1.00	matches 'Li ?'
Q58961	Li Li	Q45448648	ok	1.00	matches 'Li Li'
Q58964	Li Ling	Q45448712	ok	1.00	matches 'Li Ling'
Q58967	Li Fang	Q45448775	ok	1.00	matches 'Li Fang'
Q58970	Li E	Q45448837	ok	1.00	matches 'Li E'
Q58973	Li Su	Q45573801	ok	1.00	matches 'Li Su'
Q58976	Li Mo	Q45444241	ok	1.00	matches 'Li Mo'
Q58979	Li Ji	Q45463205	ok	1.00	matches 'Li Ji'
Q58982	Li Yi	Q45446700	ok	1.00	matches 'Li Yi'
Q58985	Li Zao	Q45440938	ok	1.00	matches 'Li Zao'
Q58988	Li Fu	Q45421102	ok	1.00	matches 'Li Fu'
Q58991	Li Guozhen	Q45487301	ok	1.00	matches 'Li Guozhen'
Q58994	Li Ruobing	Q45440376	ok	1.00	matches 'Li Ruobing'
Q58997	Cui Yi	Q56600447	ok	1.00	matches '崔顗'
Q59000	Cui Xian	Q17991573	ok	1.00	matches '崔暹'
Q59003	Cui Yu	Q45444132	ok	1.00	matches 'Cui Yu'
Q59006	Cui Shixian	Q45442806	ok	1.00	matches 'Cui Shixian'
Q59009	Cui Mou	Q45443184	ok	1.00	matches 'Cui Mou'
Q59012	Cui Zhiren	Q45676446	ok	1.00	matches 'Cui Zhiren'
Q59015	Cui Mou	Q45442487	ok	1.00	matches 'Cui Mou'
Q59018	Yang Huigu	Q45418837	ok	1.00	matches 'Yang Huigu'
Q59024	Dou Kui	Q10454327	ok	1.00	matches '窦逵'
Q59027	Dou Shangyi	Q45420381	ok	1.00	matches 'Dou Shangyi'
Q59030	Tu Ma Tieu Nan	Q9598167	ok	1.00	matches '司馬消難'
Q59033	Liu Sengxi	Q24835861	ok	1.00	matches '柳僧习'
Q59036	Liu Qiu	Q11534053	ok	1.00	matches '柳虯'
Q59039	Liu Gui	Q24886798	ok	1.00	matches '柳檜'
Q59042	Liu Hong	Q45420321	ok	1.00	matches 'Liu Hong'
Q59045	Liu Heng	Q11109368	ok	1.00	matches '柳亨'
Q59048	Liu Ze	Q28481660	ok	1.00	matches '柳则'
Q59051	Liu Kai	Q28481672	ok	1.00	matches '柳楷'
Q59054	Liu Xie	Q45420324	ok	1.00	matches 'Liu Xie'
Q59057	Liu Chuo	Q45420327	ok	1.00	matches 'Liu Chuo'
Q59063	Liu Dayin	Q45510571	ok	1.00	matches 'Liu Dayin'
Q59066	Liu Kan	Q45446256	ok	1.00	matches 'Liu Kan'
Q59069	Liu Yin	Q45507718	ok	1.00	matches 'Liu Yin'
Q59072	Liu Mang	Q45508161	ok	1.00	matches 'Liu Mang'
Q59075	Li Zhu	Q45635696	ok	1.00	matches 'Li Zhu'
Q59078	Li Youqing	Q45635759	ok	1.00	matches 'Li Youqing'
Q59081	Du Fujun	Q65805539	ok	1.00	matches '杜府君'
Q59084	Li Yan	Q45452668	ok	1.00	matches 'Li Yan'
Q59087	Li Yuan	Q45452861	ok	1.00	matches 'Li Yuan'
Q59090	Li Fang	Q45452928	ok	1.00	matches 'Li Fang'
Q59093	Li Chong	Q45453052	ok	1.00	matches 'Li Chong'
Q59096	Li Zhi	Q45453364	ok	1.00	matches 'Li Zhi'
Q59099	Li Qi	Q45453429	ok	1.00	matches 'Li Qi'
Q59102	Li Jianyun	Q45453492	ok	1.00	matches 'Li Jianyun'
Q59105	Li Xuan	Q45453619	ok	1.00	matches 'Li Xuan'
Q59108	Li Liang	Q45453683	ok	1.00	matches 'Li Liang'
Q59111	Li Shi	Q45453811	ok	1.00	matches 'Li Shi'
Q59114	Li Shang	Q45453875	ok	1.00	matches 'Li Shang'
Q59117	Li Jing	Q45454070	ok	1.00	matches 'Li Jing'
Q59120	Li Jiao	Q45454136	ok	1.00	matches 'Li Jiao'
Q59123	Li Chaosheng	Q45454972	ok	1.00	matches 'Li Chaosheng'
Q59126	Li Chaoshi	Q45455036	ok	1.00	matches 'Li Chaoshi'
Q59129	Li Xun	Q45455291	ok	1.00	matches 'Li Xun'
Q59132	Li Meng	Q45455355	ok	1.00	matches 'Li Meng'
Q59135	Li Juan	Q45455418	ok	1.00	matches 'Li Juan'
Q59138	Li Chaoxiang	Q45455608	ok	1.00	matches 'Li Chaoxiang'
Q59141	Li Chaoying	Q45455671	ok	1.00	matches 'Li Chaoying'
Q59144	Li Rao	Q45455734	ok	1.00	matches 'Li Rao'
Q59147	Li Xiao	Q45455862	ok	1.00	matches 'Li Xiao'
Q59150	Li Chaoying	Q45456304	ok	1.00	matches 'Li Chaoying'
Q59153	Li Chaoye	Q45456368	ok	1.00	matches 'Li Chaoye'
Q59156	Li Chaoyong	Q45456433	ok	1.00	matches 'Li Chaoyong'
Q59159	Li Chaowen	Q45456497	ok	1.00	matches 'Li Chaowen'
Q59162	Li Chaoheng	Q45456560	ok	1.00	matches 'Li Chaoheng'
Q59165	Li Hui	Q45456624	ok	1.00	matches 'Li Hui'
Q59168	Li Che	Q45456687	ok	1.00	matches 'Li Che'
Q59170	Li Chaozong	Q45456814	ok	1.00	matches 'Li Chaozong'
Q59173	Li Yifang	Q45457513	ok	1.00	matches 'Li Yifang'
Q59176	Li Chaojian	Q45457576	ok	1.00	matches 'Li Chaojian'
Q59179	Li Chaoqing	Q45457639	ok	1.00	matches 'Li Chaoqing'
Q59182	Li Xiufu	Q45457704	ok	1.00	matches 'Li Xiufu'
Q59185	Li Chaoxing	Q45457767	ok	1.00	matches 'Li Chaoxing'
Q59188	Li Jiluo	Q45457829	ok	1.00	matches 'Li Jiluo'
Q59191	Li Anxi	Q45457894	ok	1.00	matches 'Li Anxi'
Q59194	Li Zhujian	Q45457957	ok	1.00	matches 'Li Zhujian'
Q59197	Li Chaowei	Q45458021	ok	1.00	matches 'Li Chaowei'
Q59200	Li Jiao	Q45458083	ok	1.00	matches 'Li Jiao'
Q59203	Li Xi	Q45458652	ok	1.00	matches 'Li Xi'
Q59206	Li Jifang	Q45458903	ok	1.00	matches 'Li Jifang'
Q59209	Li Youfang	Q45459094	ok	1.00	matches 'Li Youfang'
Q59212	Li Weicheng	Q45459605	ok	1.00	matches 'Li Weicheng'
Q59215	Li Cheng	Q45459917	ok	1.00	matches 'Li Cheng'
Q59218	Li Ji	Q45460296	ok	1.00	matches 'Li Ji'
Q59221	Li Sui	Q45460358	ok	1.00	matches 'Li Sui'
Q59224	Li Zhen	Q45460421	ok	1.00	matches 'Li Zhen'
Q59227	Li Chou	Q45460484	ok	1.00	matches 'Li Chou'
Q59230	Li Ju	Q45460547	ok	1.00	matches 'Li Ju'
Q59233	Li ?	Q45460866	ok	1.00	matches 'Li ?'
Q59236	Li Zuan	Q45461117	ok	1.00	matches 'Li Zuan'
Q59239	Li Guan	Q45461370	ok	1.00	matches 'Li Guan'
Q59242	Li Zhuan	Q45461809	ok	1.00	matches 'Li Zhuan'
Q59245	Li Jizu	Q45462187	ok	1.00	matches 'Li Jizu'
Q59248	Li Shi	Q45466758	ok	1.00	matches 'Li Shi'
Q59251	Li Kuan	Q45466820	ok	1.00	matches 'Li Kuan'
Q59254	Li Chong	Q45466883	ok	1.00	matches 'Li Chong'
Q59257	Li Hong	Q45466946	ok	1.00	matches 'Li Hong'
Q59260	Li Rong	Q45467006	ok	1.00	matches 'Li Rong'
Q59263	Li Ji	Q45467132	ok	1.00	matches 'Li Ji'
Q59266	Li Yu	Q45467198	ok	1.00	matches 'Li Yu'
Q59269	Li Zhou	Q45467262	ok	1.00	matches 'Li Zhou'
Q59272	Li Shen	Q45463521	ok	1.00	matches 'Li Shen'
Q59275	Li Cha	Q45464092	ok	1.00	matches 'Li Cha'
Q59278	Li Hongshu	Q45464157	ok	1.00	matches 'Li Hongshu'
Q59281	Li Ning	Q45464219	ok	1.00	matches 'Li Ning'
Q59284	Li Ji	Q45464530	ok	1.00	matches 'Li Ji'
Q59287	Li Hun	Q45464967	ok	1.00	matches 'Li Hun'
Q59290	Li Gongbei	Q45465539	ok	1.00	matches 'Li Gongbei'
Q59293	Li Gongyue	Q45465602	ok	1.00	matches 'Li Gongyue'
Q59296	Li Congjian	Q45466255	ok	1.00	matches 'Li Congjian'
Q59299	Li Congshen	Q45466444	ok	1.00	matches 'Li Congshen'
Q59302	Li Jin	Q45466507	ok	1.00	matches 'Li Jin'
Q59305	Li Gongli	Q45466572	ok	1.00	matches 'Li Gongli'
Q59308	Li Gongdu	Q45549179	ok	1.00	matches 'Li Gongdu'
Q59311	Li Jie	Q45468670	ok	1.00	matches 'Li Jie'
Q59314	Lu Shi	Q65808660	ok	1.00	matches 'Lu Shi'
Q59317	Li Kuang	Q45468478	ok	1.00	matches 'Li Kuang'
Q59320	Li Zhun	Q45468541	ok	1.00	matches 'Li Zhun'
Q59323	Li Shi	Q65803615	ok	1.00	matches '李氏'
Q59325	Gutier Menéndez	Q10293176	ok	1.00	matches 'Goterre Méndez'
Q59326	Li Mou	Q45699868	ok	1.00	matches 'Li Mou'
Q59329	Li Zhibao	Q45699971	ok	1.00	matches 'Li Zhibao'
Q59335	Dou Xiaoren	Q45480138	ok	1.00	matches 'Dou Xiaoren'
Q59338	Dou Xiaoding	Q45480201	ok	1.00	matches 'Dou Xiaoding'
Q59341	Dou Wenbiao	Q45480393	ok	1.00	matches 'Dou Wenbiao'
Q59344	Dou Dezong	Q45480901	ok	1.00	matches 'Dou Dezong'
Q59347	Dou Youyi	Q45481094	ok	1.00	matches 'Dou Youyi'
Q59350	Dou Chen	Q45468406	ok	1.00	matches 'Dou Chen'
Q59353	Dou Guan	Q45468788	ok	1.00	matches 'Dou Guan'
Q59355	Theodosius	Q56354407	ok	1.00	matches 'Teodósio'
Q59356	Dou Xun	Q45468850	ok	1.00	matches 'Dou Xun'
Q59359	Dou Yan	Q45468980	ok	1.00	matches 'Dou Yan'
Q59363	Dou Fan	Q45469301	ok	1.00	matches 'Dou Fan'
