qid	birth_precision	death_precision
Q29687		11
Q29688	9	9
Q29700	11	
Q29703		11
Q29704		11
Q29708	11	9
Q29712	11	9
Q29715		11
Q29717	11	9
Q29719		11
Q29721	11	9
Q29723	9	11
Q29725	9	9
Q29727	11	11
Q29733	11	11
Q29737	11	11
Q29744	11	11
Q29745	11	
Q29749	11	
Q29753	11	11
Q29761	11	11
Q29765	11	9
Q29766	9	
Q29770	11	
Q29776	11	11
Q29777	11	9
Q29781	9	11
Q29785	11	11
Q29789	9	
Q29792	11	11
Q29793	11	
Q29797	9	
Q29804	9	11
Q29805	9	9
Q29808	9	11
Q29809		9
Q29825	11	
Q29829	11	11
Q29837	11	11
Q29838	9	9
Q29841	11	11
Q29842	9	9
Q29845	11	11
Q29849	11	11
Q29853	11	11
Q29854	9	
Q29857	11	11
Q29861	9	9
Q29862	9	
Q29865	11	11
Q29866	9	
Q29869	11	
Q29870	9	9
Q29872	9	11
Q29874	9	9
Q29876	11	11
Q29889	11	11
Q29890	9	
Q29891	11	11
Q29900	9	11
Q29901	9	9
Q29904	9	11
Q29909	11	11
Q29913	9	
Q29917	11	11
Q29920	11	11
Q29928	11	11
Q29932	9	11
Q29933	11	9
Q29945	11	9
Q29949	11	11
Q29951	9	
Q29957	11	11
Q29960	9	11
Q29965	9	9
Q29967	9	
Q29968	11	11
Q29971	9	
Q29974		11
Q29979	9	
Q29980	9	11
Q29982		11
Q29986	11	11
Q29990	9	9
Q29998	11	11
Q30000	9	11
Q30010	9	9
Q30014	9	9
Q30018	9	9
Q30022	11	9
Q30025		11
Q30026	9	9
Q30030	9	9
Q30033	11	
Q30034	9	
Q30038	11	11
Q30041	9	11
Q30042	11	11
Q30045	11	11
Q30046	11	11
Q30050	11	9
Q30054	11	11
Q30057		11
Q30058	11	11
Q30062	11	11
Q30065	9	11
Q30066	11	11
Q30069	9	11
Q30070	11	9
Q30074	11	9
Q30078	11	9
Q30081	9	11
Q30082	11	11
Q30089		11
Q30090	9	9
Q30094	11	
Q30097	11	9
Q30098	9	11
Q30102	11	11
Q30105	11	11
Q30106	9	11
Q30113	11	
Q30114	11	
Q30117	11	
Q30118	11	11
Q30121	11	
Q30122	11	11
Q30125	11	
Q30139	11	11
Q30143	11	11
Q30145	11	11
Q30147	11	11
Q30149	11	11
Q30151	11	11
Q30155	11	11
Q30157		9
Q30159	11	11
Q30163	11	11
Q30167	11	11
Q30169	9	9
Q30171	11	11
Q30173	9	9
Q30175	11	11
Q30177		9
Q30179	11	11
Q30183	11	11
Q30185		9
Q30187	11	11
Q30198	9	
Q30203	9	11
Q30206		9
Q30207	9	11
Q30211	11	11
Q30214	9	9
Q30215	11	11
Q30219	9	11
Q30223	11	11
Q30226		9
Q30230		9
Q30231	9	11
Q30234		9
Q30235	11	11
Q30239		9
Q30243	11	11
Q30247	11	11
Q30255	9	9
Q30259	11	11
Q30262	9	9
Q30263	9	11
Q30266	9	9
Q30271	11	11
Q30274	9	9
Q30275	11	11
Q30282	11	9
Q30284	11	11
Q30286	11	9
Q30294		11
Q30296	11	11
Q30298		9
Q30302	11	
Q30304	9	9
Q30308	11	11
Q30310	11	11
Q30312	11	11
Q30318		9
Q30322	11	
Q30324	11	11
Q30326	9	9
Q30328	11	11
Q30332	9	11
Q30340	11	11
Q30343	9	9
Q30344	11	11
Q30347	11	
Q30351	11	
Q30359	11	
Q30363		9
Q30364	11	11
Q30368	9	9
Q30371	11	
Q30372	9	9
Q30375	9	9
Q30376		9
Q30380	9	11
Q30383	11	11
Q30384	9	11
Q30387	11	11
Q30391	9	9
Q30395	9	9
Q30399	9	9
Q30403	11	11
Q30404	11	11
Q30407	9	9
Q30411	11	9
Q30415	11	9
Q30419	11	9
Q30427	11	9
Q30432	9	11
Q30436	9	9
Q30440	11	11
Q30453		9
Q30456	11	11
Q30464	11	11
Q30468	11	11
Q30472	11	11
Q30488	11	11
Q30492	11	11
Q30496	11	11
Q30503	11	11
Q30507		11
Q30508	11	11
Q30523		9
Q30528	9	11
Q30531	9	9
Q30532	9	11
Q30535		9
Q30536	11	11
Q30539	11	11
Q30540	9	11
Q30551	11	
Q30555	11	
Q30559	11	11
Q30563	9	
Q30567	11	
Q30573	11	11
Q30575	11	11
Q30577	11	11
Q30583	11	11
Q30585	11	11
Q30587	11	11
Q30597	11	11
Q30599	9	9
Q30603	11	9
Q30607	11	11
Q30609	11	11
Q30611	9	11
Q30613		9
Q30615	9	9
Q30617	9	9
Q30623	9	11
Q30641	9	11
Q30644		9
Q30645	9	11
Q30648	11	11
Q30652		9
Q30653	11	11
Q30656		11
Q30660	11	11
Q30661		11
Q30664	9	9
Q30668	11	11
Q30672	11	11
Q30673	9	11
Q30676	11	
Q30677		11
Q30680	11	11
Q30684	11	
Q30685	9	11
Q30689	9	11
Q30696	11	11
Q30705	11	11
Q30708	11	11
Q30712	9	11
Q30713	11	11
Q30716	9	9
Q30720	11	11
Q30724	11	11
Q30726		11
Q30728	11	11
Q30730		11
Q30732	9	
Q30734		11
Q30736	11	9
Q30738	9	11
Q30740	11	9
Q30744	11	9
Q30748	11	11
Q30750	11	11
Q30752	11	9
Q30756	9	9
Q30760	11	
Q30768	9	11
Q30773	9	
Q30774	11	11
Q30778	9	11
Q30786	9	9
Q30789		11
Q30794	9	11
Q30798	9	11
Q30801	9	
Q30805	11	11
Q30806	9	11
Q30817	11	
Q30822	11	11
Q30830	11	11
Q30834	9	11
Q30841	9	11
Q30845	11	11
Q30858		11
Q30870	9	11
Q30873	9	9
Q30874	11	9
Q30877	9	9
Q30880	4	
Q30881	9	9
Q30882	9	
Q30886	9	11
Q30890	9	11
Q30893		9
Q30894		11
Q30901		9
Q30906	9	11
Q30910	9	9
Q30916		9
Q30920		9
Q30923	11	11
Q30924		9
Q30931		9
Q30932	9	9
Q30938	9	
Q30942	9	11
Q30943		11
Q30944	9	9
Q30947	9	11
Q30948	9	
Q30951	9	11
Q30955	9	9
Q30960	9	9
Q30964	9	
Q30970	9	9
Q30971	9	9
Q30979		11
Q30980	9	9
Q30983		11
Q30992		9
Q30995	9	9
Q30996	9	
Q31000	11	9
Q31004	11	
Q31011	9	11
Q31012	11	9
Q31019	9	11
Q31020	11	11
Q31026	10	
Q31028		11
Q31034	9	11
Q31036	9	9
Q31038	9	11
Q31040	11	
Q31042	9	9
Q31046		10
Q31047	9	11
Q31048	9	
Q31052		11
Q31055	11	11
Q31065	11	11
Q31067	11	11
Q31069		11
Q31073	11	11
Q31081	11	
Q31085	11	
Q31089	11	
Q31093	11	
Q31094	9	
Q31097		11
Q31101	11	
Q31103	9	11
Q31105		9
Q31107	9	11
Q31110	9	
Q31111	11	11
Q31113	11	11
Q31117	10	11
Q31121	11	11
Q31125	11	11
Q31129	9	11
Q31131	9	11
Q31133	11	11
Q31141	9	11
Q31143	9	11
Q31145	9	11
Q31149		11
Q31151	11	11
Q31153		11
Q31154	9	
Q31155	9	9
Q31157		11
Q31159	9	11
Q31161	9	
Q31164	9	11
Q31165		11
Q31166	9	9
Q31172		11
Q31176	11	11
Q31177		9
Q31178	9	9
Q31182	9	10
Q31188	9	
Q31191	9	
Q31195	9	
Q31203	9	
Q31204	9	11
Q31208		11
Q31212	9	11
Q31213	11	
Q31228	11	11
Q31234	11	9
Q31236	11	11
Q31240	9	11
Q31246	9	
Q31258		11
Q31262	11	
Q31266	11	
Q31267	9	
Q31270	9	11
Q31274	11	11
Q31276		11
Q31278		11
Q31282	9	9
Q31283	9	
Q31284		11
Q31286	11	
Q31287	9	
Q31288	9	11
Q31298	11	11
Q31302	11	11
Q31304	11	11
Q31306	11	11
Q31307	9	9
Q31308	9	11
Q31310	11	9
Q31314	11	11
Q31318	11	11
Q31322	11	
Q31326	9	9
Q31330	9	9
Q31338		11
Q31347	11	11
Q31355	11	9
Q31357	11	11
Q31359	11	11
Q31365		11
Q31375	11	9
Q31379	11	9
Q31385	11	11
Q31389	11	11
Q31393	9	11
Q31397	11	11
Q31403	11	
Q31405	9	11
Q31409	11	11
Q31421	11	11
Q31423	11	11
Q31433	11	11
Q31435	9	9
Q31439	11	9
Q31440	9	
Q31443	11	
Q31444	10	
Q31445	11	11
Q31448	9	9
Q31449	11	11
Q31452	9	9
Q31455	11	11
Q31459		9
Q31460	9	9
Q31464	9	
Q31466	11	11
Q31467	11	9
Q31468	9	
Q31470	11	11
Q31471	11	11
Q31472	9	9
Q31475	11	11
Q31476	9	
Q31479	9	11
Q31480	9	9
Q31483	11	11
Q31487	11	9
Q31491	9	11
Q31492	9	9
Q31495	11	11
Q31496	9	
Q31499	9	9
Q31503	11	11
Q31507	11	9
Q31511	11	11
Q31512	9	
Q31515	11	11
Q31516	9	
Q31519	11	9
Q31523	9	11
Q31527	11	11
Q31531	11	9
Q31532	9	
Q31534	9	9
Q31535	11	11
Q31536	9	9
Q31539	11	11
Q31541	9	
Q31542	11	11
Q31543	11	11
Q31547	11	11
Q31550	11	11
Q31551	11	11
Q31553		9
Q31555	11	
Q31559	9	11
Q31563	11	9
Q31565	9	
Q31567	11	11
Q31569	9	9
Q31570	9	9
Q31571	9	
Q31573	9	
Q31574	11	11
Q31575	11	
Q31577	9	
Q31579		9
Q31581	9	
Q31583	11	9
Q31585	9	
Q31591	11	11
Q31595		9
Q31597	9	9
Q31599	9	
Q31601	9	
Q31605	9	9
Q31609	9	
Q31613	9	9
Q31617	9	
Q31619	11	11
Q31621		9
Q31625	9	9
Q31631	9	11
Q31647	9	9
Q31649	9	9
Q31651	9	9
Q31655		9
Q31657	9	
Q31661	9	9
Q31669	9	9
Q31676	9	9
Q31681	9	
Q31685	9	
Q31688		9
Q31689	11	10
Q31701	9	
Q31705	9	10
Q31708	9	9
Q31716		9
Q31733	10	
Q31736	9	9
Q31737	9	
Q31740	11	11
Q31741	9	9
Q31744	11	11
Q31745	11	9
Q31753	9	9
Q31757	9	
Q31769	9	9
Q31773	9	10
Q31777	9	9
Q31780		9
Q31788	11	9
Q31792	11	
Q31797	11	
Q31800		9
Q31801	9	9
Q31804	11	11
Q31809	11	
Q31812	11	11
Q31813	9	
Q31821	11	9
Q31822	11	11
Q31826	11	11
Q31830	11	11
Q31832		9
Q31837	9	9
Q31840		11
Q31841	9	9
Q31845	9	9
Q31848		9
Q31852	9	11
Q31853	9	
Q31860	9	11
Q31861	9	
Q31864		9
Q31865	9	9
Q31867	11	11
Q31869	9	
Q31871	9	9
Q31872	11	11
Q31876	11	11
Q31879	11	11
Q31883	11	11
Q31887	11	11
Q31891	11	11
Q31896	9	9
Q31899	11	11
Q31900	11	11
Q31914	9	
Q31915	11	11
Q31916	11	
Q31919	11	11
Q31920	9	11
Q31923	9	9
Q31924	9	11
Q31930	9	
Q31931	11	11
Q31932	11	11
Q31934	9	9
Q31935		10
Q31936	11	9
Q31940	11	
Q31942	9	
Q31946	9	
Q31956	11	9
Q31963		11
Q31983	9	9
Q31987	9	
Q31991	11	11
Q31995		11
Q31999	11	11
Q32003	11	11
Q32011		11
Q32013		11
Q32015		11
Q32017	11	9
Q32019		11
Q32022	9	
Q32023		11
Q32027		11
Q32030	9	9
Q32031		11
Q32033		11
Q32037	11	9
Q32039	9	9
Q32041	11	11
Q32043	9	11
Q32045		11
Q32046	9	
Q32047	11	11
Q32049		9
Q32050	9	
Q32051	9	11
Q32053	9	9
Q32055		11
Q32057	11	
Q32059		11
Q32065	9	9
Q32069	11	9
Q32071		11
Q32073	11	9
Q32077	11	11
Q32079		11
Q32086	9	9
Q32091		11
Q32099	11	11
Q32101		11
Q32102	9	
Q32103		11
Q32105	11	9
Q32108		11
Q32112		11
Q32113	11	11
Q32116	9	11
Q32117	11	11
Q32121	11	11
Q32124		9
Q32125	11	11
Q32132	9	11
Q32137	11	9
Q32144		9
Q32146	9	
Q32149	9	9
Q32150	9	11
Q32152		9
Q32156	11	9
Q32157	11	11
Q32160	11	
Q32162		11
Q32165	11	11
Q32168	11	9
Q32169		11
Q32170	9	
Q32173	11	9
Q32177	11	11
Q32180	11	11
Q32181	11	11
Q32184	9	11
Q32185	11	11
Q32188	9	9
Q32190	9	11
Q32193	11	
Q32197	9	9
Q32201	11	
Q32204	9	9
Q32205	9	9
Q32208	9	11
Q32209	11	
Q32213	11	
Q32216	9	11
Q32217	9	11
Q32220		11
Q32225	9	9
Q32228	9	11
Q32232	9	11
Q32233	11	11
Q32234	9	9
Q32237	11	
Q32238	9	
Q32240	11	11
Q32241	11	
Q32242	9	9
Q32245	9	
Q32249	9	
Q32250	9	9
Q32253	11	11
Q32256		11
Q32257	9	9
Q32258	9	
Q32260	9	
Q32262	9	11
Q32266	9	
Q32268	11	11
Q32269		11
Q32270	9	11
Q32272	9	11
Q32273	9	
Q32274	11	
Q32277	9	11
Q32281	11	11
Q32285	9	9
Q32288	11	11
Q32296	11	11
Q32297	11	11
Q32302	9	9
Q32309		9
Q32313	11	9
Q32317		9
Q32318	9	
Q32323	9	
Q32332	9	11
Q32336	11	11
Q32340	9	11
Q32343	9	
Q32344	9	
Q32345		11
Q32352	9	9
Q32353		11
Q32356	9	11
Q32361	9	9
Q32373		9
Q32380	11	11
Q32384		11
Q32387		9
Q32388		11
Q32397		9
Q32399	11	9
Q32400		9
Q32404	11	11
Q32407	9	
Q32408	9	11
Q32409	9	9
Q32417		9
Q32420	11	11
Q32421	9	9
Q32423	11	
Q32427	9	11
Q32428	9	11
Q32437	9	9
Q32440		11
Q32443	9	9
Q32445		9
Q32447	9	
Q32452		11
Q32457	11	9
Q32460	11	11
Q32462		9
Q32466		9
Q32468		9
Q32470	9	
Q32478	9	
Q32482	11	
Q32497	11	11
Q32501	9	11
Q32505	11	11
Q32509	9	9
Q32510	11	
Q32513	11	11
Q32514	11	11
Q32518	9	9
Q32525		11
Q32534	11	11
Q32537		11
Q32538	9	11
Q32541		11
Q32545		11
Q32546	11	
Q32549	11	11
Q32550	9	9
Q32553	11	11
Q32554	9	
Q32556	9	
Q32557	11	9
Q32558	9	9
Q32561	11	11
Q32568	9	
Q32572	10	10
Q32573	9	11
Q32576	9	9
Q32578		11
Q32580	9	
Q32581	11	11
Q32582	9	9
Q32584	9	
Q32586	11	9
Q32590	11	9
Q32592	9	
Q32593	9	
Q32594		9
Q32596	9	9
Q32598	11	9
Q32600	9	
Q32602	9	9
Q32604	9	
Q32606	11	11
Q32608	9	9
Q32609	9	11
Q32610	11	9
Q32612	9	9
Q32614	11	11
Q32617		11
Q32618	11	
Q32621	11	11
Q32624	9	9
Q32626		9
Q32629	9	9
Q32630	11	9
Q32638	11	9
Q32642	9	9
Q32645	9	11
Q32648	11	11
Q32652	9	9
Q32653	11	11
Q32654	11	
Q32656	9	9
Q32657	11	11
Q32660	9	9
Q32661	11	11
Q32662	11	10
Q32664	9	
Q32665	11	11
Q32666	11	11
Q32674	11	11
Q32678	11	11
Q32681	11	11
Q32682	11	9
Q32684	9	9
Q32685	9	9
Q32686		9
Q32692		9
Q32693	9	9
Q32695	11	11
Q32699	11	11
Q32703	11	11
Q32709	9	11
Q32711	9	9
Q32713	9	11
Q32716		9
Q32719	11	9
Q32725	9	11
Q32727	9	9
Q32735	11	11
Q32736	9	
Q32739	11	
Q32740	9	9
Q32741		11
Q32743	11	11
Q32745	9	9
Q32747		11
Q32749	9	9
Q32751	11	11
Q32753	9	
Q32755	11	
Q32759	11	11
Q32763	11	11
Q32765	9	11
Q32771	9	
Q32775	11	
Q32777	9	11
Q32779	11	11
Q32780	9	9
Q32783	9	9
Q32784	9	
Q32785	9	11
Q32787	11	11
Q32788	9	
Q32791	11	11
Q32792	9	9
Q32795	11	11
Q32799	11	11
Q32803	11	9
Q32807	11	11
Q32809	11	11
Q32811	11	11
Q32812	9	
Q32814	9	11
Q32815	11	11
Q32824	9	9
Q32827		11
Q32828	9	
Q32830	11	11
Q32831		9
Q32832	9	
Q32835		11
Q32836	9	
Q32839	11	9
Q32840	9	
Q32843	11	
Q32844	9	
Q32847	11	
Q32848	9	
Q32850	11	11
Q32854	11	11
Q32855	11	11
Q32856	9	
Q32860	9	
Q32863		9
Q32864	9	9
Q32868	9	
Q32871		11
Q32872	9	
Q32883	9	9
Q32885	9	
Q32887		9
Q32889	9	
Q32891	9	9
Q32893	9	
Q32894	9	9
Q32909		9
Q32910	11	11
Q32913	9	
Q32917	9	
Q32921	9	
Q32923		11
Q32925	9	
Q32927	9	9
Q32930	9	11
Q32933	9	9
Q32935		9
Q32946		9
Q32947		9
Q32949	9	
Q32950	9	
Q32953	9	
Q32955		9
Q32957	9	
Q32958		11
Q32962		11
Q32963		9
Q32966	9	11
Q32969	9	9
Q32970	9	11
Q32971	9	9
Q32975	9	9
Q32978	9	11
Q32982	9	11
Q32989	11	11
Q32996	9	9
Q32997		9
Q32998	11	11
Q33000		9
Q33010	9	11
Q33011	9	
Q33028	11	9
Q33030	11	11
Q33032	11	11
Q33036	11	11
Q33040		11
Q33042	9	11
Q33046	11	11
Q33050	11	11
Q33060		11
Q33067	11	
Q33078		9
Q33082	9	11
Q33083	11	
Q33086	9	11
Q33100	9	
Q33102	11	11
Q33118	11	11
Q33122	9	10
Q33126	9	11
Q33142	9	11
Q33144	9	9
Q33152	11	9
Q33154	9	11
Q33162	9	9
Q33164	11	9
Q33166	9	9
Q33168	11	
Q33172	11	
Q33174		11
Q33176	11	11
Q33178	11	11
Q33182	11	11
Q33186	11	10
Q33188	11	9
Q33190	11	11
Q33198	11	11
Q33200	11	11
Q33202	11	11
Q33204	11	11
Q33206	11	11
Q33208	11	11
Q33214	9	11
Q33218	9	11
Q33222	9	11
Q33230	11	11
Q33232	11	11
Q33238	9	11
Q33242	11	11
Q33246	11	11
Q33252	9	11
Q33254	11	11
Q33256	11	11
Q33269	9	11
Q33271		11
Q33273	11	11
Q33277	11	11
Q33279		9
Q33293	9	11
Q33310	9	9
Q33314	9	9
Q33316	9	9
Q33318	9	9
Q33322	11	11
Q33326	11	11
Q33336		9
Q33338		9
Q33348		9
Q33351	9	9
Q33352		9
Q33360		9
Q33363		11
Q33376		9
Q33380		9
Q33396	9	9
Q33407		11
Q33412		9
Q33415	9	11
Q33416	11	9
Q33419	11	9
Q33420	11	
Q33435		9
Q33439	11	9
Q33440	11	11
Q33443	9	9
Q33447		9
Q33451		9
Q33456	9	9
Q33461	9	11
Q33469		11
Q33475	11	9
Q33479	11	9
Q33481	9	11
Q33483	11	
Q33485	9	11
Q33487	11	11
Q33489	11	11
Q33491	11	11
Q33493	9	11
Q33497	9	11
Q33499	11	11
Q33509	9	11
Q33511	11	9
Q33515	11	
Q33519	9	9
Q33527	11	9
Q33535	11	11
Q33537	9	11
Q33541	11	11
Q33545	11	11
Q33549	9	11
Q33553		9
Q33554	9	
Q33558	9	9
Q33574		9
Q33578		9
Q33581	9	9
Q33582		9
Q33589		9
Q33593	9	11
Q33597	9	11
Q33599	9	9
Q33603		9
Q33607	9	9
Q33611		9
Q33619		9
Q33629	9	11
Q33635		9
Q33639		9
Q33641	11	11
Q33643		9
Q33647	11	9
Q33651	11	9
Q33655	11	9
Q33659	9	9
Q33661	11	11
Q33667	11	11
Q33670		9
Q33671		11
Q33674	9	9
Q33678		11
Q33679	9	9
Q33686	11	11
Q33687	11	
Q33690	11	11
Q33694	9	11
Q33695	11	11
Q33699	11	11
Q33703	11	11
Q33707	11	11
Q33711	11	11
Q33715		11
Q33719	11	
Q33723	9	9
Q33731	11	11
Q33735	11	11
Q33742	9	11
Q33743	11	9
Q33747	9	9
Q33750	11	11
Q33751	11	11
Q33754	9	11
Q33755	11	11
Q33759	9	9
Q33762	11	11
Q33766	9	11
Q33775	9	9
Q33779	9	9
Q33782	11	11
Q33783	9	
Q33787	9	9
Q33790	9	11
Q33795		9
Q33799		11
Q33811	9	
Q33815		9
Q33819		9
Q33828	9	9
Q33834	9	11
Q33836		9
Q33844	11	9
Q33848	11	11
Q33854	9	11
Q33858	11	11
Q33862	11	11
Q33868	11	9
Q33872	11	11
Q33876	11	9
Q33888	9	9
Q33892	9	9
Q33896	11	11
Q33900	11	11
Q33904	11	11
Q33908	11	11
Q33912	11	11
Q33916	11	11
Q33920	9	9
Q33925		9
Q33929	9	9
Q33933	11	11
Q33937	11	11
Q33941	9	9
Q33945	11	11
Q33953	9	11
Q33957	11	11
Q33960	11	11
Q33961	9	11
Q33964	11	11
Q33965	9	9
Q33973	9	9
Q33977		11
Q33980	11	11
Q33981	9	11
Q33996	11	11
Q34000	11	11
Q34001	9	9
Q34004	9	11
Q34005	9	9
Q34008	11	11
Q34009		9
Q34028	11	11
Q34040	11	11
Q34049		9
Q34052	11	11
Q34057	9	
Q34066	11	11
Q34074	11	11
Q34076	11	11
Q34082	11	11
Q34084	9	11
Q34088	9	11
Q34092	11	11
Q34094	11	9
Q34098	11	
Q34106	11	
Q34110	11	
Q34112	11	
Q34114	11	9
Q34116	11	11
Q34122	11	11
Q34126	11	11
Q34134		9
Q34137	9	11
Q34141	11	11
Q34142	11	11
Q34145	11	11
Q34146	11	11
Q34149	11	11
Q34150	11	11
Q34158	11	11
Q34161		11
Q34162	11	
Q34165		11
Q34166	11	11
Q34169	11	9
Q34170	11	11
Q34173	11	9
Q34178	11	11
Q34181	11	11
Q34193	9	9
Q34197	9	9
Q34199	9	
Q34237	9	
Q34245	9	
Q34249	9	
Q34285	11	9
Q34289	11	9
Q34297	11	9
Q34301	11	11
Q34305	11	11
Q34306	9	11
Q34309	11	11
Q34310	11	11
Q34313	11	11
Q34317	11	11
Q34321	11	11
Q34325	11	11
Q34329	11	11
Q34333	11	
Q34334	11	11
Q34337	11	11
Q34341	11	11
Q34346	9	11
Q34349	9	9
Q34362		11
Q34365	9	9
Q34377	11	
Q34378	11	11
Q34381	9	9
Q34385	11	11
Q34386	11	11
Q34389	11	11
Q34390	11	
Q34403	9	9
Q34411	11	11
Q34441	9	11
Q34443	11	11
Q34453	11	11
Q34455	11	11
Q34463	9	9
Q34466		9
Q34467	9	9
Q34470	11	
Q34471	9	9
Q34474	11	9
Q34475	11	11
Q34478	11	11
Q34479	9	9
Q34482		11
Q34486	11	11
Q34490	11	11
Q34491	9	11
Q34494	11	11
Q34498	11	11
Q34499	11	11
Q34502	11	11
Q34503	9	11
Q34506	9	9
Q34507	11	11
Q34510	11	11
Q34511	11	11
Q34518	11	11
Q34523	11	11
Q34526	11	11
Q34527	11	11
Q34531	9	11
Q34535		9
Q34539	11	
Q34542	9	9
Q34551	11	11
Q34555	11	11
Q34558	11	11
Q34562	9	9
Q34568	9	11
Q34576	11	11
Q34590	9	9
Q34596	11	11
Q34600	11	11
Q34606	11	
Q34610	11	11
Q34622		10
Q34624	11	11
Q34631		11
Q34632	11	11
Q34635	11	11
Q34643	11	11
Q34647	11	
Q34649	9	9
Q34651	11	11
Q34653	11	11
Q34655	11	11
Q34657	11	11
Q34659	11	11
Q34666	11	11
Q34670	11	11
Q34671	11	11
Q34683	11	11
Q34687	11	11
Q34691	11	
Q34694		11
Q34698	11	11
Q34702	11	
Q34706	11	11
Q34707	11	11
Q34715	11	11
Q34723		9
Q34730	11	11
Q34738	11	11
Q34746	11	11
Q34747		11
Q34751	11	11
Q34762	11	9
Q34770	11	11
Q34772	9	11
Q34780		11
Q34796	11	11
Q34798	11	
Q34800	9	11
Q34802	11	
Q34804	9	11
Q34806	11	11
Q34810	9	9
Q34814	11	11
Q34817	11	11
Q34820	9	9
Q34821	11	9
Q34825		11
Q34828	9	
Q34835	11	11
Q34841	11	9
Q34845		11
Q34851	9	9
Q34853		11
Q34855	9	11
Q34857	11	11
Q34861	9	9
Q34865	9	9
Q34867	9	11
Q34869		9
Q34871		11
Q34875	9	11
Q34877		11
Q34879	9	11
Q34881	11	11
Q34883	11	11
Q34885	11	
Q34893	11	11
Q34895	9	11
Q34898	11	11
Q34902	11	11
Q34906	11	11
Q34910	9	9
Q34914	11	11
Q34918	11	11
Q34926	11	11
Q34930	11	11
Q34935	9	11
Q34947	9	11
Q34951	11	11
Q34987	9	11
Q34991	9	11
Q34995	9	11
Q34999	9	11
Q35006	9	9
Q35011		11
Q35015		11
Q35019	11	11
Q35022	11	11
Q35023		11
Q35030	11	11
Q35035		11
Q35050	11	11
Q35054	11	10
Q35055		11
Q35062	11	11
Q35070		9
Q35082	11	
Q35085		11
Q35098	11	11
Q35101	9	9
Q35102	11	11
Q35105	11	11
Q35109	11	11
Q35110		11
Q35117		11
Q35118		11
Q35122	11	11
Q35125	11	11
Q35126	11	
Q35129	9	11
Q35130	11	
Q35133	9	11
Q35142	11	
Q35146	9	
Q35153	11	11
Q35157	11	
Q35159	11	11
Q35161	11	11
Q35165	11	11
Q35167	9	9
Q35171	9	
Q35175		11
Q35177	9	11
Q35181	11	11
Q35183		11
Q35187	11	11
Q35191	11	11
Q35193	9	
Q35201	11	11
Q35205	9	11
Q35213	9	11
Q35225	9	11
Q35229	9	11
Q35235	9	11
Q35239	11	11
Q35241	9	11
Q35243		11
Q35245	9	11
Q35251	9	
Q35255	9	
Q35259	11	
Q35266		11
Q35267	11	
Q35270	11	11
Q35271	11	9
Q35274	9	11
Q35275	11	
Q35278		11
Q35279	9	9
Q35283	11	11
Q35286		9
Q35287	11	9
Q35290	9	11
Q35291	11	11
Q35294	9	11
Q35298	11	11
Q35302	9	
Q35318	9	11
Q35322	9	11
Q35326	9	11
Q35330	11	
Q35334	9	9
Q35342	9	
Q35346	11	11
Q35354	9	11
Q35366	9	11
Q35370	9	11
Q35374	9	11
Q35386	9	11
Q35389	11	11
Q35390	9	
Q35393		11
Q35394	9	11
Q35401	11	11
Q35402	11	
Q35409	11	11
Q35410	11	
Q35413	11	11
Q35414		9
Q35417	11	11
Q35418		11
Q35421	11	11
Q35425	11	11
Q35430	9	9
Q35469	11	
Q35470	9	11
Q35473	11	
Q35486	9	11
Q35490	9	9
Q35497	9	
Q35498	9	11
Q35509	11	11
Q35510	11	11
Q35513		9
Q35514	11	11
Q35521	9	9
Q35525		11
Q35526	11	11
Q35529	11	
Q35530	11	11
Q35534	11	11
Q35537	9	11
Q35538	11	11
Q35541		11
Q35542	11	
Q35545	9	11
Q35553	11	11
Q35557	11	11
Q35558	11	11
Q35561		9
Q35562	11	11
Q35565	9	11
Q35566	11	11
Q35569	11	
Q35573	11	
Q35581		9
Q35586	11	11
Q35593	11	11
Q35594	9	11
Q35601	11	11
Q35602	11	11
Q35605	11	11
Q35606	11	11
Q35609	11	11
Q35610	11	11
Q35617	9	9
Q35623	9	9
Q35629		11
Q35633		11
Q35635	11	11
Q35637	9	11
Q35643	11	11
Q35645	9	11
Q35647	11	11
Q35657	9	
Q35659	11	11
Q35661		9
Q35665		11
Q35669	11	11
Q35677	9	9
Q35681	9	
Q35685	11	11
Q35687	11	11
Q35691	11	11
Q35693		11
Q35695	11	11
Q35699	11	11
Q35701		11
Q35703	11	11
Q35705	9	11
Q35714	11	9
Q35715	11	11
Q35719	11	11
Q35727	11	11
Q35782	11	11
Q35786	9	
Q35798	9	9
Q35806	9	9
Q35818	11	11
Q35827	11	11
Q35831	11	11
Q35835	11	11
Q35839	11	11
Q35843	11	11
Q35847	11	
Q35851	11	
Q35855	11	
Q35867	11	11
Q35922	11	11
Q35934	11	11
Q35936	11	11
Q35938	11	11
Q35940	9	11
Q35942	9	
Q35944	9	11
Q35948	9	11
Q35952		11
Q35956	11	11
Q35964	11	11
Q35966		11
Q35970		11
Q35974	11	11
Q35978	11	11
Q35986	11	11
Q35988	11	
Q35996	11	
Q36000	9	11
Q36010	11	
Q36022	11	
Q36028	9	11
Q36030		11
Q36034	11	11
Q36036		11
Q36038	11	11
Q36054		9
Q36056	11	11
Q36058		9
Q36062	11	11
Q36064	9	11
Q36066	9	
Q36068	9	11
Q36070	9	
Q36072	11	11
Q36074	9	
Q36076	11	11
Q36078	9	
Q36080	11	11
