qid,english_label,english_description,label_count,description_count,geni_ids,geni_count
Q32258,Antonio  Perez y Oñate Salazar,,1,0,6000000005024502001; 6000000005024502001,2
Q32262,Alonso  de Oñate Salazar,,1,0,6000000003896572008; 6000000003896572008,2
Q32266,FERNANDO  DE OÑATE,,1,0,6000000010826950462; 6000000010826950462,2
Q32274,María  de Oñate Salazar,,1,0,6000000013624366522; 6000000013624366522,2
Q32278,Antonia  de Pérez de Oñate Salazar,,1,0,6000000013624748340; 6000000013624748340,2
Q32282,Catalina  de Pérez de Oñate Salazar,,1,0,6000000013632919762; 6000000013632919762,2
Q32286,Luis  de Pérez de Oñate,,1,0,6000000013633054364; 6000000013633054364,2
Q32294,Cristóbal  Pérez de Oñate y Salazar,,1,0,6000000033546809357; 6000000033546809357,2
Q32302,Francisca  Velásquez de Salazar y de la Cadena,,1,0,6000000009689602611; 6000000009689602611,2
Q32310,Gonzalo  de Salazar ( Velasquez de Salazar ),,1,0,6000000009857369994; 6000000009857369994,2
Q32318,Francisca  de la Cadena Vargas,,1,0,6000000003199803064; 6000000003199803064,2
Q32323,Marina  de Saavedra Guzmán,,1,0,6000000015530158718; 6000000015530158718,2
Q32335,Luis  Saavedra de la Cadena,,1,0,6000000032306671212; 6000000032306671212,2
Q32339,Antonia  Saavedra de la Cadena,,1,0,6000000032306321799; 6000000032306321799,2
Q32343,Antonio  Cadena de la Bullon,,1,0,6000000012654236026; 6000000012654236026,2
Q32347,Ursela  de San Miguel,,1,0,6000000011164240108; 6000000011164240108,2
Q32351,Casilda  de Gauna Barahona,,1,0,6000000045997266920; 6000000045997266920,2
Q32355,Maria  Gutierrez Maluenda,,1,0,6000000081080303904; 6000000081080303904,2
Q32359,Alonso  Gutierrez de Maluenda,,1,0,6000000082065244146; 6000000082065244146,2
Q32363,Bárbara  Alonso de Maluenda y Salamanca,,1,0,6000000061609864259; 6000000061609864259,2
Q32367,Francisca  Alonso de Maluenda y Salamanca Polanco,,1,0,6000000090450425986; 6000000090450425986,2
Q32375,Lope  Alonso de Maluenda Escobar,,1,0,6000000081706428155; 6000000081706428155,2
Q32379,Juan  Rodriguez de Salamanca,,1,0,6000000080872778960; 6000000080872778960,2
Q32383,Diego  Rodriguez de Salamanca,,1,0,6000000080872763924; 6000000080872763924,2
Q32387,Pedro  Osorio,,1,0,6000000013383789529; 6000000013383789529,2
Q32391,Ana María  de Manrique Osorio,,1,0,6000000014004117443; 6000000014004117443,2
Q32395,María  Osorio,,1,0,6000000033654682302; 6000000033654682302,2
Q32399,"Francisco Milán de Aragón y Osorio, Señor de las Baronías de Otos",,1,0,6000000026854286280; 6000000026854286280,2
Q32403,Antonia  Oblitas y Lanaja,,1,0,6000000049823669949; 6000000049823669949,2
Q32407,Juliana  de Aragón Gurrea y Pérez de Pomar,,1,0,6000000003493473993; 6000000003493473993,2
Q32423,Alonso Luis  Funes de Villalpando y Santángel,,1,0,6000000078847826874; 6000000078847826874,2
Q32427,Juan Antonio  Funes de Villalpando y Ariño,,1,0,6000000013153455767; 6000000013153455767,2
Q32431,García  Funes de Villalpando y Ariño,,1,0,6000000050279669259; 6000000050279669259,2
Q32435,Isabel  Funes de Villalpando y Ariño,,1,0,6000000050280225872; 6000000050280225872,2
Q32443,Martín  Cabrero,,1,0,6000000023683620998; 6000000023683620998,2
Q32447,Aldonza  Cabrero de Reus,,1,0,6000000192488881821; 6000000192488881821,2
Q32451,Jerónimo  Cabrero Reus,,1,0,6000000029178720478; 6000000029178720478,2
Q32455,Gonçalo  de Cabrero,,1,0,6000000029178910184; 6000000029178910184,2
Q32463,Leonor  de Gamboa,,1,0,6000000029179018836; 6000000029179018836,2
Q32467,Fernando  de Gamboa y Orteaga,,1,0,6000000102534153833; 6000000102534153833,2
Q32471,Leonor  de Biu,,1,0,6000000029178847271; 6000000029178847271,2
Q32475,Alfonso  de Paternoy y Aragón,,1,0,6000000026107783268; 6000000026107783268,2
Q32479,Juan  de Paternoy y Aragón,,1,0,6000000026107650210; 6000000026107650210,2
Q32483,Gonzalo  de Paternoy y Aragón,,1,0,6000000026107504286; 6000000026107504286,2
Q32487,Juana  de Paternoy y Aragón,,1,0,6000000026107611819; 6000000026107611819,2
Q32491,María  de Paternoy y Aragón,,1,0,6000000026107703204; 6000000026107703204,2
Q32495,Jaime  Cerdán,,1,0,6000000029176944961; 6000000029176944961,2
Q32499,Isabel  de Francia,,1,0,6000000029178606623; 6000000029178606623,2
Q32507,Domingo  Aznar,,1,0,6000000029178614295; 6000000029178614295,2
Q32511,Violante  Aznar,,1,0,6000000029178589095; 6000000029178589095,2
Q32515,Beatriz  Aznar,,1,0,6000000029178581005; 6000000029178581005,2
Q32519,N.  Sánchez,,1,0,6000000042555961635; 6000000042555961635,2
Q32523,Francisco  Sánchez,,1,0,6000000042556070639; 6000000042556070639,2
Q32527,N.  Sánchez,,1,0,6000000042556102526; 6000000042556102526,2
Q32532,Constança  Pérez,,1,0,6000000029178666916; 6000000029178666916,2
Q32536,Isabel  Pérez,,1,0,6000000029178543961; 6000000029178543961,2
Q32540,Juan  de Paternoy,,1,0,6000000029178040234; 6000000029178040234,2
Q32544,Violante  Manente,,1,0,6000000029178901068; 6000000029178901068,2
Q32552,Josefa  de Pomar y Semanat,,1,0,6000000089101608919; 6000000089101608919,2
Q32556,Pedro Pablo  Pomar y Tudela de Lanuza,,1,0,6000000089099181834; 6000000089099181834,2
Q32560,Paula  Pomar y Tudela de Lanunza,,1,0,6000000083126528207; 6000000083126528207,2
Q32564,Francisco  Pomar y Tudela de Lanuza,,1,0,6000000089098405901; 6000000089098405901,2
Q32568,Baruch  ibn Ya'ish,,1,0,6000000018640190323; 6000000018640190323,2
Q32572,Pedro  Navarro,,1,0,6000000039635529933; 6000000039635529933,2
Q32576,Don Gedaliah Ibn Yehuda  ibn Yahya of Lisbon,,1,0,6000000014746058375; 6000000014746058375,2
Q32580,Gedaliah  ibn Yahya of Lisbon,,1,0,6000000014746306024; 6000000014746306024,2
Q32584,Don Shlomo  ibn Yahya of Lisbon,,1,0,6000000014746271223; 6000000014746271223,2
Q32592,Don Gedaliah  ibn Yahya of Lisbon,,1,0,6000000014746271229; 6000000014746271229,2
Q32596,Don Moshe Gabriel  ibn Yahya,,1,0,6000000014746271234; 6000000014746271234,2
Q32600,Don Yahya  ibn Yahya of Lisbon,,1,0,6000000014746336428; 6000000014746336428,2
Q32604,Yakob ben Shlomo  ibn Yachya,,1,0,6000000014737191269; 6000000014737191269,2
Q32608,David Ben Shlomo Gadalya Ibn  YAHYA,,1,0,6000000002638833316; 6000000002638833316,2
Q32612,Gedaliah ben Shlomo  ibn Yachya,,1,0,6000000014736954716; 6000000014736954716,2
Q32616,7 daughters  Yahia,,1,0,6000000007013506147; 6000000007013506147,2
Q32620,Luís  Vaz de Negro,,1,0,6000000027453577686; 6000000027453577686,2
Q32624,David ben Yosef  Ibn Yahya,,1,0,6000000013585897307; 6000000013585897307,2
Q32628,Shlomo  Ibn Yahya,,1,0,6000000044377113754; 6000000044377113754,2
Q32636,Meir  Ibn Yahya,,1,0,6000000044377580072; 6000000044377580072,2
Q32652,Jacob  Abravanel,,1,0,6000000011099674877; 6000000011099674877,2
Q32656,Joseph  Abravanel,,1,0,6000000082954138092; 6000000082954138092,2
Q32660,Samuel (ben Yehuda)  Abravanel,,1,0,6000000082954291132; 6000000082954291132,2
Q32664,Diego  Abravanel,,1,0,6000000011461716659; 6000000011461716659,2
Q32668,María  Abravanel,,1,0,6000000024860840687; 6000000024860840687,2
Q32672,Gonzalo  De Sevilla y Arauzo,,1,0,6000000012522703344; 6000000012522703344,2
Q32680,Sra.  Abravanel,,1,0,6000000027453652137; 6000000027453652137,2
Q32684,Martín  de Gante y Sánchez,,1,0,6000000010926658710; 6000000010926658710,2
Q32688,Antonio  de Gante y Sánchez,,1,0,6000000086168793884; 6000000086168793884,2
Q32692,Juan  de Gante y Sánchez,,1,0,6000000086168857888; 6000000086168857888; 6000000086168857888,3
Q32696,Alonso  de Gante y Sánchez,,1,0,6000000086166593435; 6000000086166593435; 6000000086166593435,3
Q32700,Diego  de Gante y Sánchez,,1,0,6000000086168275054; 6000000086168275054; 6000000086168275054,3
Q32708,Moshe  Stern,,1,0,6000000000348807313; 6000000000348807313; 6000000000348807313,3
Q32712,David  Provencal,,1,0,6000000000348889249; 6000000000348889249; 6000000000348889249,3
Q32716,Pedro  Pardo de Soria,,1,0,6000000080988343980; 6000000080988343980; 6000000080988343980,3
Q32724,Juan  Pardo Soria,,1,0,6000000080941395273; 6000000080941395273; 6000000080941395273,3
Q32728,Catalina  de Pardo y Soria,,1,0,6000000081074088828; 6000000081074088828; 6000000081074088828,3
Q32732,Elena  Pardo Soria,,1,0,6000000081078080908; 6000000081078080908; 6000000081078080908,3
Q32736,María  Pardo Soria,,1,0,6000000049537603972; 6000000049537603972; 6000000049537603972,3
Q32740,Diego de Soria,,1,0,6000000077452449783; 6000000077452449783; 6000000077452449783,3
Q32744,Catalina  de Lerma Soria,,1,0,6000000081077174076; 6000000081077174076; 6000000081077174076,3
Q32748,Maria  de Lerma Soria,,1,0,6000000081076758237; 6000000081076758237; 6000000081076758237,3
Q32756,Pedro  de Maluenda Castro y de la Torre,,1,0,6000000081972968040; 6000000081972968040; 6000000081972968040,3
Q32760,Maria  de Maluenda de Castro y de la Torre,,1,0,6000000084115431140; 6000000084115431140; 6000000084115431140,3
Q32768,Bernardina  de Santa Cruz Maluenda,,1,0,6000000081067024350; 6000000081067024350; 6000000081067024350,3
Q32772,Beatriz  de Santa Cruz Maluenda,,1,0,6000000081073069855; 6000000081073069855; 6000000081073069855,3
Q32780,Francisco  de Santa Cruz,,1,0,6000000009836418667; 6000000009836418667; 6000000009836418667,3
Q32784,Gaspar  de Burgos Polanco,,1,0,6000000080992352849; 6000000080992352849; 6000000080992352849,3
Q32788,Francisco  de Santa Cruz Polanco,,1,0,6000000009836767411; 6000000009836767411; 6000000009836767411,3
Q32792,Juan  de Santa Cruz Polanco,,1,0,6000000076396233081; 6000000076396233081; 6000000076396233081,3
Q32812,Mayor of Cadiz Capt. Diego  Polanco,,1,0,6000000076400944576; 6000000076400944576; 6000000076400944576,3
Q32816,Catalina  de Polanco,,1,0,6000000102224822840; 6000000102224822840; 6000000102224822840,3
Q32824,Gaspar  Polanco,,1,0,6000000076393988925; 6000000076393988925; 6000000076393988925,3
Q32828,Teresa  de Polanco Calderón,,1,0,6000000076398503904; 6000000076398503904; 6000000076398503904,3
Q32832,Lucia  de Polanco Calderón,,1,0,6000000076399122024; 6000000076399122024; 6000000076399122024,3
Q32836,Maria  de Polanco Calderón,,1,0,6000000076400261907; 6000000076400261907; 6000000076400261907,3
Q3284,Moshe J=MA,,1,0,6000000026381287171; 6000000026381287171; 6000000026381287171; 6000000026381287171; 6000000026381287171; 6000000026381287171; 6000000026381287171; 6000000026381287171,8
Q32840,Juan  de Tardajos Polanco,,1,0,6000000080888607979; 6000000080888607979; 6000000080888607979,3
Q32844,Francisco  de Medina Polanco,,1,0,6000000076393575940; 6000000076393575940; 6000000076393575940,3
Q32848,Alonso  Lopez Polanco,,1,0,6000000083357906047; 6000000083357906047; 6000000083357906047,3
Q3285,David ben Shlomo ben Gedalya ibn Yahya,,1,0,6000000050938081910; 6000000050938081910,2
Q32856,Diego  Lopez Polanco,,1,0,6000000076394769303; 6000000076394769303; 6000000076394769303,3
Q32860,Juana  Polanco,,1,0,6000000083183205407; 6000000083183205407; 6000000083183205407,3
Q32864,Juliana  de Polanco,,1,0,6000000076431876823; 6000000076431876823; 6000000076431876823,3
Q32868,Mariana  Polanco,,1,0,6000000076909823844; 6000000076909823844; 6000000076909823844,3
Q32872,Isabel  Polanco,,1,0,6000000078405056870; 6000000078405056870; 6000000078405056870,3
Q32876,Melchor  Gutierrez Polanco,,1,0,6000000083500872086; 6000000083500872086; 6000000083500872086,3
Q32881,Juan Bautista  de Polanco,,1,0,6000000083502923153; 6000000083502923153; 6000000083502923153,3
Q32885,Isabel  de Polanco Salamanca,,1,0,6000000085691688840; 6000000085691688840; 6000000085691688840,3
Q32889,Juana  de Polanco Salamanca,,1,0,6000000076646654100; 6000000076646654100; 6000000076646654100,3
Q32893,"Andres  Lopez de Polanco, Mayor of Burgos",,1,0,6000000076406988860; 6000000076406988860; 6000000076406988860,3
Q32901,Beatriz  de Polanco Salamanca,,1,0,6000000049695251863; 6000000049695251863; 6000000049695251863,3
Q32905,Alonso  de Polanco Salamanca,,1,0,6000000084396237778; 6000000084396237778; 6000000084396237778,3
Q32909,Fray Juan  de Polanco Salamanca,,1,0,6000000176792087858; 6000000176792087858; 6000000176792087858,3
Q32913,Garcia  Perez Polanco,,1,0,6000000064526403824; 6000000064526403824; 6000000064526403824,3
Q32917,Hernan  Perez de Polanco,,1,0,6000000072981384673; 6000000072981384673; 6000000072981384673,3
Q32921,Juan  Sanchez de Onsijera Polanco,,1,0,6000000072983167822; 6000000072983167822; 6000000072983167822,3
Q32925,Leonor  de Castro Polanco,,1,0,6000000081025970050; 6000000081025970050; 6000000081025970050,3
Q32933,Fernando  de Castro Polanco,,1,0,6000000076407388822; 6000000076407388822; 6000000076407388822,3
Q32937,Pedro  Fernandez de Castro Polanco,,1,0,6000000084131955288; 6000000084131955288; 6000000084131955288,3
Q32945,Bernardo  de Castro Polanco,,1,0,6000000084132464924; 6000000084132464924; 6000000084132464924,3
Q32949,Tomas  de Baeza Polanco,,1,0,6000000106068398821; 6000000106068398821; 6000000106068398821,3
Q32953,Juan Bautista  de Baeza Polanco,,1,0,6000000076902369953; 6000000076902369953; 6000000076902369953,3
Q32957,Lesmes  de Maluenda Salamanca,,1,0,6000000076337509093; 6000000076337509093; 6000000076337509093,3
Q32961,Leonor Isabel  de Maluenda Salamanca,,1,0,6000000081296135198; 6000000081296135198; 6000000081296135198,3
Q32965,Ines  de Maluenda Salamanca,,1,0,6000000084103278945; 6000000084103278945; 6000000084103278945,3
Q32969,Brianda de  Bazán y Castro,,1,0,6000000001091889788; 6000000001091889788; 6000000001091889788,3
Q32973,Juan Antonio  de Castro Miranda,,1,0,6000000081021592968; 6000000081021592968; 6000000081021592968,3
Q32977,Francisca  de San Vítores de la Portilla y Maluenda,,1,0,6000000082160330091; 6000000082160330091; 6000000082160330091,3
Q32981,Astrug  Shaltiel,,1,0,6000000014694749861; 6000000014694749861; 6000000014694749861,3
Q32993,Reina  Koronel,,1,0,6000000009986410725; 6000000009986410725; 6000000009986410725,3
Q32997,Shlomo  Koronel,,1,0,6000000003754531992; 6000000003754531992; 6000000003754531992,3
Q33001,Alonso Ramires,,1,0,6000000003754762311; 6000000003754762311; 6000000003754762311,3
Q33005,Alonso Lopez  Senor,,1,0,6000000003754767522; 6000000003754767522; 6000000003754767522,3
Q33009,Klamente Lopes,,1,0,6000000009986493523; 6000000009986493523,2
Q33013,"{'language': 'en', 'value': 'Moshe Pablo'}",,1,0,6000000026092153580,1
Q33017,"{'language': 'en', 'value': 'ben Eliyahu Senõr Coronel'}",,1,0,6000000089091015839,1
Q33025,"{'language': 'en', 'value': 'Tomas  Mendes'}",,1,0,6000000201019373821,1
Q33033,"{'language': 'en', 'value': 'Francisco  Mendes'}",,1,0,6000000001655951377,1
Q33037,"{'language': 'en', 'value': 'Francisco  de Sosa Albornoz'}",,1,0,6000000008652440125,1
Q33041,"{'language': 'en', 'value': 'Esteban  Sosa Albornoz'}",,1,0,6000000192535405821,1
Q33045,"{'language': 'en', 'value': 'Antonia  de Sosa y Guevara'}",,1,0,6000000007385797425,1
Q33049,"{'language': 'en', 'value': 'Mariana  de Guevara Estrada'}",,1,0,6000000011233003758,1
Q33053,"{'language': 'en', 'value': 'Alonso  de Sosa Guevara'}",,1,0,6000000014748202909,1
Q33057,"{'language': 'en', 'value': 'Juana  de Sosa Cabrera'}",,1,0,6000000012546452358,1
Q33061,"{'language': 'en', 'value': 'Francisco  de Sosa Cabrera'}",,1,0,6000000012546385996,1
Q33065,"{'language': 'en', 'value': 'Ana  de Sosa Cabrera'}",,1,0,6000000012546372647,1
Q33069,"{'language': 'en', 'value': 'Juan Alfonso  de Sosa'}",,1,0,6000000013679250327,1
Q33077,"{'language': 'en', 'value': 'María  de Avalos Delgadillo'}",,1,0,6000000017361324683,1
Q33081,"{'language': 'en', 'value': 'Pedro  de Avalos y Saavedra'}",,1,0,6000000020921126806,1
Q33085,"{'language': 'en', 'value': 'Alonso  de Avalos Delgadillo'}",,1,0,6000000020921150645,1
Q33089,"{'language': 'en', 'value': 'Micela  de Avalos Delgadillo'}",,1,0,6000000020921397892,1
Q33093,"{'language': 'en', 'value': 'Francisco  Delgadillo y Carvajal'}",,1,0,6000000079463132541,1
Q33097,"{'language': 'en', 'value': 'Diego  Lopez de Saavedra'}",,1,0,6000000020921367997,1
Q33101,"{'language': 'en', 'value': 'María  Delgadillo de Avalos'}",,1,0,6000000009877698433,1
Q33113,"{'language': 'en', 'value': 'Nuno Chaves  de Coronado Pacheco'}",,1,0,6000000020693176037,1
Q33121,"{'language': 'en', 'value': 'Fernando  de Córdoba y Bocanegra'}",,1,0,6000000017692014749,1
Q33125,"{'language': 'en', 'value': 'Juan  Vásquez de Coronado'}",,1,0,6000000007151702153,1
Q33129,"{'language': 'en', 'value': 'Catalina  de Villafañe y Alvarado'}",,1,0,6000000008822136423,1
Q33133,"{'language': 'en', 'value': 'Ángel  de Villafañe y Alvarado'}",,1,0,6000000054561316004,1
Q33137,"{'language': 'en', 'value': 'Juana  Altamirano'}",,1,0,6000000008629950738,1
Q33141,"{'language': 'en', 'value': 'Juan  Altamirano'}",,1,0,6000000079677425843,1
Q33145,"{'language': 'en', 'value': 'Alonso  de Estrada'}",,1,0,6000000079677118950,1
Q33149,"{'language': 'en', 'value': 'Jorge  Altaminaro'}",,1,0,6000000079676574113,1
Q33153,"{'language': 'en', 'value': 'Angel  Alvarado y Carbajal Villafañe'}",,1,0,6000000015436178450,1
Q33157,"{'language': 'en', 'value': 'Ines  Carbajal Villafañe'}",,1,0,6000000015436236417,1
Q33165,"{'language': 'en', 'value': 'Jorge  De Alvarado y Villafañe'}",,1,0,6000000007847569803,1
Q33169,"{'language': 'en', 'value': 'José  de Alvarado Villafañe'}",,1,0,6000000020921803629,1
Q33177,"{'language': 'en', 'value': 'Pedro  Perez de Bocanegra y Jaramillo'}",,1,0,6000000002413764866,1
Q33181,"{'language': 'en', 'value': 'Juan  Perez de Bocanegra'}",,1,0,6000000079624136183,1
Q33185,"{'language': 'en', 'value': 'Clara  Perez de Bocanegra'}",,1,0,6000000079623839364,1
Q33189,"{'language': 'en', 'value': 'Alonso  Perez de Bocanegra'}",,1,0,6000000079624954839,1
Q33193,"{'language': 'en', 'value': 'Juana  Perez de Bocanegra'}",,1,0,6000000079623743562,1
Q33197,"{'language': 'en', 'value': 'Luis  Perez de Bocanegra'}",,1,0,6000000079624775909,1
Q33201,"{'language': 'en', 'value': 'Joamar  Bocanegra'}",,1,0,6000000017359942363,1
Q33209,"{'language': 'en', 'value': 'María  Delgadillo y Bocanegra'}",,1,0,6000000009877870229,1
Q33213,"{'language': 'en', 'value': 'Juana  de Avalos y Bocanegra'}",,1,0,6000000020840861859,1
Q33217,"{'language': 'en', 'value': 'Pedro  Estrada de Andrada'}",,1,0,6000000178604750959,1
Q33221,"{'language': 'en', 'value': 'Andres  Estrada de Andrada'}",,1,0,6000000041022853958,1
Q33225,"{'language': 'en', 'value': 'Anna  Estrada de Andrada'}",,1,0,6000000178465014835,1
Q33229,"{'language': 'en', 'value': 'Antonia  Estrada de Andrada'}",,1,0,6000000178465322847,1
Q33233,"{'language': 'en', 'value': 'Johannes  Frey'}",,1,0,6000000080811913270,1
Q33237,"{'language': 'en', 'value': 'Fridli  Frey'}",,1,0,6000000001212718582,1
Q33241,"{'language': 'en', 'value': 'Jorg Wysy  Frey'}",,1,0,6000000002578070235,1
Q33245,"{'language': 'en', 'value': 'Melchior  Frey'}",,1,0,6000000001212718604,1
Q33253,"{'language': 'en', 'value': 'Claus  Frey'}",,1,0,6000000053192386257,1
Q33258,"{'language': 'en', 'value': 'Colleen  Fry'}",,1,0,6000000053193045920,1
Q33262,"{'language': 'en', 'value': 'Christina  Wyss'}",,1,0,6000000079407681226,1
Q33266,"{'language': 'en', 'value': 'Verena (Veronica)  Wyss'}",,1,0,6000000001788730307,1
Q33270,"{'language': 'en', 'value': 'Ulrich  Wyss'}",,1,0,6000000180105212825,1
Q33274,"{'language': 'en', 'value': 'Isabel  Osorio Velasco'}",,1,0,6000000081448907945,1
Q33278,"{'language': 'en', 'value': 'Pedro  Osorio Velasco y Bolea'}",,1,0,6000000081450995950,1
Q33282,"{'language': 'en', 'value': 'Ana  García de Osorio y Calzada'}",,1,0,6000000163594846829,1
Q33286,"{'language': 'en', 'value': 'Antonio Luis  de Leyva Fernandez de Lugo y Marin'}",,1,0,6000000057980162881,1
Q33290,"{'language': 'en', 'value': 'Antonio  de Berrío y Guzmán'}",,1,0,6000000024612184004,1
Q33297,"{'language': 'en', 'value': 'V Senor de Yunquera  Luis Lasso de Mendoza'}",,1,0,6000000081480711604,1
Q33301,"{'language': 'en', 'value': 'Luisa  de Lara Cervantes'}",,1,0,6000000068086888838,1
Q33305,"{'language': 'en', 'value': 'Gonzalo  Gómez de Cervantes'}",,1,0,6000000085775799048,1
Q33309,"{'language': 'en', 'value': 'Gerónimo  de Cervantes Carbajal'}",,1,0,6000000085775799052,1
Q33313,"{'language': 'en', 'value': 'Catalina  de Tapia Cervantes'}",,1,0,6000000085775799044,1
Q33317,"{'language': 'en', 'value': 'Juan  Cervantes Casaus'}",,1,0,6000000033398874865,1
Q33321,"{'language': 'en', 'value': 'Juan Leonel  Gómez de Cervantes Carvajal y Tapia'}",,1,0,6000000010898234354,1
Q33325,"{'language': 'en', 'value': 'Antonio  de Cervantes y Carvajal'}",,1,0,6000000042511288917,1
Q33329,"{'language': 'en', 'value': 'Pedro  de Cervantes'}",,1,0,6000000085326823862,1
Q33333,"{'language': 'en', 'value': 'Miguel  de Cervantes'}",,1,0,6000000085326823854,1
Q33341,"{'language': 'en', 'value': 'Bernardino  de Cervantes'}",,1,0,6000000085326823842,1
Q33346,"{'language': 'en', 'value': 'Leonel  de Cervantes y Carvajal'}",,1,0,6000000003199659657,1
Q33350,"{'language': 'en', 'value': 'Francisco  de Cervantes y Carvajal'}",,1,0,6000000042511341838,1
Q33354,"{'language': 'en', 'value': 'Agustín  de Cervantes'}",,1,0,6000000085326823858,1
Q33358,"{'language': 'en', 'value': 'Luisa  de Lara Cervantes'}",,1,0,6000000085326823866,1
Q33362,"{'language': 'en', 'value': 'María  de Cervantes'}",,1,0,6000000085326823850,1
Q33366,"{'language': 'en', 'value': 'Leonel  Gómez de Cervantes'}",,1,0,6000000067387269845,1
Q33370,"{'language': 'en', 'value': 'Luisa  de Lara y Cervantes'}",,1,0,6000000067387398845,1
Q33374,"{'language': 'en', 'value': 'Isabel  de Cervantes'}",,1,0,6000000085319173821,1
Q33386,"{'language': 'en', 'value': 'Francisco  Martel de la Puente'}",,1,0,6000000085311546842,1
Q33390,"{'language': 'en', 'value': 'Juan  de la Puente'}",,1,0,6000000085311546852,1
Q33394,"{'language': 'en', 'value': 'Juan  de Velazco y Zúñiga'}",,1,0,6000000009149144908,1
Q33398,"{'language': 'en', 'value': 'Alonso  de Velasco y Zuniga'}",,1,0,6000000009150249394,1
Q33402,"{'language': 'en', 'value': 'Gaspar Alonso  de Aguilar'}",,1,0,6000000067387934046,1
Q33406,"{'language': 'en', 'value': 'Guiomar  de Villaseñor y Cervantes'}",,1,0,6000000017361852134,1
Q33414,"{'language': 'en', 'value': 'Maria  Villasenor de Orozco'}",,1,0,6000000009328120880,1
Q33418,"{'language': 'en', 'value': 'Magdalena  Villaseñor Cervantes de Lara'}",,1,0,6000000034140293342,1
Q33422,"{'language': 'en', 'value': 'Lucas  Villaseñor Cervantes de Lara'}",,1,0,6000000017875686841,1
Q33430,"{'language': 'en', 'value': 'Gonzalo  Villaseñor Cervantes de Lara'}",,1,0,6000000017876143463,1
Q33434,"{'language': 'en', 'value': 'Diego  de Villaseñor y Cervantes'}",,1,0,6000000034140137535,1
Q33438,"{'language': 'en', 'value': 'Juan de  Villasenor y Cervantes Lara y Andrada'}",,1,0,6000000009525092155,1
Q33442,"{'language': 'en', 'value': 'Gabriel  de Villaseñor y Cervantes'}",,1,0,6000000103519837970,1
Q33446,"{'language': 'en', 'value': 'Alonso  de Villanueva y Cervantes'}",,1,0,6000000008630135551,1
Q33450,"{'language': 'en', 'value': 'Andrés  de Cervantes'}",,1,0,6000000015973058548,1
Q33454,"{'language': 'en', 'value': 'Andrea  de Cervantes'}",,1,0,6000000015973158244,1
Q33458,"{'language': 'en', 'value': 'Luisa  de Cervantes'}",,1,0,6000000015973127225,1
Q33466,"{'language': 'en', 'value': 'Rodrigo  de Cervantes'}",,1,0,6000000015973056813,1
Q33474,"{'language': 'en', 'value': 'Magdalena  de Cervantes'}",,1,0,6000000015973149189,1
Q33478,"{'language': 'en', 'value': 'Juan  de Cervantes'}",,1,0,6000000015972988746,1
Q33482,"{'language': 'en', 'value': 'Martina  Hurtado de Mendoza Cervantes'}",,1,0,6000000027213904797,1
Q33486,"{'language': 'en', 'value': 'Rodrigo  de Soria Cervantes'}",,1,0,6000000001393195478,1
Q33494,"{'language': 'en', 'value': 'Íñigo  Cisneros de Mendoza y Nava'}",,1,0,6000000003637320576,1
Q33498,"{'language': 'en', 'value': 'Benito  Cisneros de Mendoza Nava'}",,1,0,6000000009236227198,1
Q33502,"{'language': 'en', 'value': 'Gabriel  Zapata Hurtado de Mendoza'}",,1,0,6000000015200355001,1
Q33506,"{'language': 'en', 'value': 'Francisco  Zapata Hurtado de Mendoza'}",,1,0,6000000015200148392,1
Q33510,"{'language': 'en', 'value': 'Diego  Zapata Hurtado y Mendoza'}",,1,0,6000000015200265335,1
Q33518,"{'language': 'en', 'value': 'Ana  Cisneros y Guzmán'}",,1,0,6000000038130396571,1
Q33522,"{'language': 'en', 'value': 'Felipe  Ximenez de Cisneros'}",,1,0,6000000041119068070,1
Q33526,"{'language': 'en', 'value': 'Francisco'}",,1,0,6000000038130774885,1
Q33534,"{'language': 'en', 'value': 'Luis  de Toledo Enríquez de Guzmán'}",,1,0,6000000033654367440,1
Q33539,"{'language': 'en', 'value': 'Catalina  de Toledo y Enríquez de Guzmán'}",,1,0,6000000014917700029,1
Q33544,"{'language': 'en', 'value': 'Magdalena  Enríquez de Guzmán'}",,1,0,6000000033654507267,1
Q33548,"{'language': 'en', 'value': 'Antonia  de Toledo Enríquez de Guzmán'}",,1,0,6000000033654335517,1
Q33552,"{'language': 'en', 'value': 'Pedro  Ramírez de Arellano y Zúñiga'}",,1,0,4396617843440123010,1
Q33556,"{'language': 'en', 'value': 'Gaspar  Ramírez de Arellano y Zúñiga'}",,1,0,6000000019788418035,1
Q33568,"{'language': 'en', 'value': 'Juan Antonio  de Castilla-Portugal Quintanilla'}",,1,0,6000000104841288831,1
Q33572,"{'language': 'en', 'value': 'Porras Moreno'}",,1,0,6000000017853223921,1
Q33576,"{'language': 'en', 'value': 'Barnabé  de Contreras de Zunega'}",,1,0,6000000014775057040,1
Q33580,"{'language': 'en', 'value': 'Luis Jacinto  de Contreras y Zúñiga'}",,1,0,6000000015961050943,1
Q33584,"{'language': 'en', 'value': 'Lorenzo  de Contreras y Zúñiga'}",,1,0,6000000015344776102,1
Q33588,"{'language': 'en', 'value': 'Violante  de Zunega'}",,1,0,6000000014775113142,1
Q33592,"{'language': 'en', 'value': 'Teresa  de Contreras y Ulloa y Zúñiga'}",,1,0,5669918429220032923,1
