qid,english_label,english_description,label_count,description_count,wikidata_qids,geni_ids,wikidata_count,geni_count
Q112464,"{'language': 'en', 'value': 'Henry I the Fowler'}",,1,0,Q150620,6000000000444676198,1,1
Q112466,"{'language': 'en', 'value': 'Matilda of Ringelheim'}",,1,0,Q234246,6000000002214625732,1,1
Q112468,"{'language': 'en', 'value': 'Gerberga of Saxony'}",,1,0,Q168669,6000000005767888778,1,1
Q112472,"{'language': 'en', 'value': 'Otto I the Great'}",,1,0,Q43915,6000000000701225368,1,1
Q112474,"{'language': 'en', 'value': 'Bruno the Great'}",,1,0,Q56228,6000000002043263847,1,1
Q112478,"{'language': 'en', 'value': 'Richard I of Normandy'}",,1,0,Q333359,6000000010211396295,1,1
Q112480,"{'language': 'en', 'value': 'Frederick I, Duke of Upper Lorraine'}",,1,0,Q610458,6000000011926990323,1,1
Q112490,"{'language': 'en', 'value': 'Robert II of France'}",,1,0,Q178918,6000000005910721929,1,1
Q112502,"{'language': 'en', 'value': 'Adalbert of Italy'}",,1,0,Q347480,6000000005597728020,1,1
Q112504,"{'language': 'en', 'value': 'Adelaide-Blanche of Anjou'}",,1,0,Q261934,6000000002453715498,1,1
Q112514,"{'language': 'en', 'value': 'Rollo'}",,1,0,Q273773,2915061,1,1
Q112518,"{'language': 'en', 'value': 'William Longsword'}",,1,0,Q313017,6000000001066179151,1,1
Q112538,"{'language': 'en', 'value': 'Herbert II, Count of Vermandois'}",,1,0,Q513843,6000000001441184437,1,1
Q112542,"{'language': 'en', 'value': 'Herbert III of Omois'}",,1,0,Q1609951,6000000002134787037,1,1
Q112548,"{'language': 'en', 'value': 'Robert of Vermandois'}",,1,0,Q772443,6000000001209857715,1,1
Q112550,"{'language': 'en', 'value': 'Hugh of Vermandois'}",,1,0,Q948208,6000000006906495097,1,1
Q112562,"{'language': 'en', 'value': 'Odo II, Count of Blois'}",,1,0,Q378889,6000000001744822677,1,1
Q112606,"{'language': 'en', 'value': 'William I, Count of Burgundy'}",,1,0,Q519641,6000000000716998561,1,1
Q112609,"{'language': 'en', 'value': 'Alberada of Buonalbergo'}",,1,0,Q174452,6000000046941506825,1,1
Q112616,"{'language': 'en', 'value': 'Fulk III, Count of Anjou'}",,1,0,Q454017,6000000000222677079,1,1
Q112628,"{'language': 'en', 'value': 'Conrad II'}",,1,0,Q152256,6000000002224457876,1,1
Q112630,"{'language': 'en', 'value': 'Gisela of Swabia'}",,1,0,Q62033,6000000002266231326,1,1
Q112636,"{'language': 'en', 'value': 'Liudolf, Margrave of Frisia'}",,1,0,Q1866171,6000000001631291699,1,1
Q112638,"{'language': 'en', 'value': 'Herman IV, Duke of Swabia'}",,1,0,Q64318,6000000006906550197,1,1
Q112644,"{'language': 'en', 'value': 'Bertha of Savoy'}",,1,0,Q237709,6000000003531090432,1,1
Q112648,"{'language': 'en', 'value': 'Agnes of Waiblingen'}",,1,0,Q242187,6000000000146368622,1,1
Q112650,"{'language': 'en', 'value': 'Conrad II of Italy'}",,1,0,Q455181,6000000031949196886,1,1
Q112652,"{'language': 'en', 'value': 'Henry V'}",,1,0,Q151707,6000000003196869122,1,1
Q112658,"{'language': 'en', 'value': 'Agnes I, Abbess of Quedlinburg'}",,1,0,Q394552,367922923820005107,1,1
Q112691,"{'language': 'en', 'value': 'Peter I, Count of Savoy'}",,1,0,Q548171,6000000000437316601,1,1
Q112695,"{'language': 'en', 'value': 'Robert I of Burgundy'}",,1,0,Q346934,6000000000424810067,1,1
Q112699,"{'language': 'en', 'value': 'Fulk le Réchin'}",,1,0,Q48115,6000000005566826203,1,1
Q112705,"{'language': 'en', 'value': 'Ermengarde of Anjou'}",,1,0,Q3056729,6000000000596503208,1,1
Q112711,"{'language': 'en', 'value': 'Guillaume X'}",,1,0,Q453121,6000000003523986134,1,1
Q112719,"{'language': 'en', 'value': 'Bernard III de Melgueil'}",,1,0,Q2898081,6000000004533182238,1,1
Q112727,"{'language': 'en', 'value': 'William V of Montpellier'}",,1,0,Q1215396,6000000000693906353,1,1
Q112785,"{'language': 'en', 'value': 'Adelaide, countess of Carcassonne'}",,1,0,Q19997631,6000000000774665477,1,1
Q112811,"{'language': 'en', 'value': 'Hugh VI of Lusignan'}",,1,0,Q1635800,6000000000743413001,1,1
Q112817,"{'language': 'en', 'value': 'Ramon Berenguer III'}",,1,0,Q367001,6000000000011075006,1,1
Q112895,"{'language': 'en', 'value': 'Rumaythah ibn Abi Numayy'}",,1,0,Q29840947,6000000026924985746,1,1
Q112997,"{'language': 'en', 'value': 'Leo II'}",,1,0,Q191707,6000000007169246313,1,1
Q113015,"{'language': 'en', 'value': 'Heraclius'}",,1,0,Q41852,6000000003827181925,1,1
Q113047,"{'language': 'en', 'value': 'Galla Placidia'}",,1,0,Q237907,6000000063211863978,1,1
Q113063,"{'language': 'en', 'value': 'Faroald I of Spoleto'}",,1,0,Q510874,6000000008364422623,1,1
Q113081,"{'language': 'en', 'value': 'Charles Martel'}",,1,0,Q3301,288390320120001964,1,1
Q113085,"{'language': 'en', 'value': 'Carloman'}",,1,0,Q310440,6000000007922641252,1,1
Q113107,"{'language': 'en', 'value': 'Caribert of Laon'}",,1,0,Q984685,5477986759650138256,1,1
Q113117,"{'language': 'en', 'value': 'Oisc of Kent'}",,1,0,Q740991,6000000002364585932,1,1
Q113217,"{'language': 'en', 'value': 'Chilperic II'}",,1,0,Q109240,6000000032554890328,1,1
Q113229,"{'language': 'en', 'value': 'Dagobert III'}",,1,0,Q109248,6000000003343258683,1,1
Q113265,"{'language': 'en', 'value': 'Arnulf'}",,1,0,Q337189,6000000003302337846,1,1
Q113308,"{'language': 'en', 'value': 'Harthacnut I of Denmark'}",,1,0,Q442876,4102701,1,1
Q113320,"{'language': 'en', 'value': 'Malik-Shah I'}",,1,0,Q311482,6000000031528348931,1,1
Q113366,"{'language': 'en', 'value': 'Maulana Ishaq'}",,1,0,Q7385578,6000000003007963337,1,1
Q113385,"{'language': 'en', 'value': 'Urraca Garcés reina consorte de León'}",,1,0,Q2620695,6000000000114257798,1,1
Q113389,Almanzor,Arab Andalusian military leader and statesman (c.938-1002),45,11,Q334861; Q334861,6000000002322339947; 6000000002322339947,2,2
Q113416,"{'language': 'en', 'value': 'Odo I de Narbona'}",,1,0,Q10340269,6000000001412940184,1,1
Q113418,"{'language': 'en', 'value': 'Matfred of Narbonne'}",,1,0,Q10323606,6000000004533625940,1,1
Q113420,"{'language': 'en', 'value': 'Adelaide of Paris'}",,1,0,Q254095,6000000120626993849,1,1
Q113428,"{'language': 'en', 'value': 'Leuthard I of Paris'}",,1,0,Q600581,4764222,1,1
Q113434,"{'language': 'en', 'value': 'Louis the Pious'}",,1,0,Q43974,6000000001266578142,1,1
Q113438,"{'language': 'en', 'value': 'Rotrude'}",,1,0,Q269691,6000000000826993411,1,1
Q113460,"{'language': 'en', 'value': 'Charles the Younger'}",,1,0,Q283107,6000000010615374324,1,1
Q113462,"{'language': 'en', 'value': 'Pepin of Italy'}",,1,0,Q299645,6000000003962328571,1,1
Q113464,"{'language': 'en', 'value': 'Drogo'}",,1,0,Q723791,6000000000424703679,1,1
Q113492,"{'language': 'en', 'value': 'Arsinde de Carcassonne'}",,1,0,Q18213978,6000000099626188887,1,1
Q113506,"{'language': 'en', 'value': 'Baldwin I, Margrave of Flanders'}",,1,0,Q378271,6000000003645692144,1,1
Q113528,"{'language': 'en', 'value': 'Gersenda de Besalú'}",,1,0,Q44828487,6000000004533664172,1,1
Q113530,"{'language': 'en', 'value': 'Guisla de Pallars'}",,1,0,Q97642300,6000000003937192949,1,1
Q113552,"{'language': 'en', 'value': 'Carloman I'}",,1,0,Q191003,6000000012801851579,1,1
Q96032,"{'language': 'en', 'value': 'Muhammad al-Taqi'}",,1,0,Q4119345,6000000015542919021,1,1
Q96888,Abbasah binte Muhammad al-Mahdī,,1,0,Q305965,6000000021564067112,1,1
Q97109,"{'language': 'en', 'value': 'Husayn'}",,1,0,Q61310641,6000000005784777539,1,1
Q97111,"{'language': 'en', 'value': 'Ali ibn Abd Allah'}",,1,0,Q61310603,6000000002941306986,1,1
Q97799,"{'language': 'en', 'value': 'Sulayman'}",,1,0,Q61310624,6000000002354700008,1,1
Q9813,Go-Suzaku,Emperor of Japan,41,15,Q349296; Q349296; Q349296; Q349296,6000000011627106008; 6000000011627106008,4,2
Q99310,"{'language': 'en', 'value': 'Olybrius'}",,1,0,Q1270236,6000000209040626837,1,1
Q99314,"{'language': 'en', 'value': 'Flavius Julius Constantius, Consul of Rome'}",son of Roman Emperor Constantius Chlorus (died 337),37,12,Q450702,6000000002122939880,1,1
Q99334,"{'language': 'en', 'value': 'Claudius I, Roman Emperor'}",Roman emperor (10 BC-AD 54) (r. AD 41–54),101,43,Q1411,6000000002119140027,1,1
Q99348,"{'language': 'en', 'value': 'Marcus Antonius ""Mark Antony""'}",Roman politician and general (83 BC – 30 BC),100,42,Q51673,6000000001336650473,1,1
Q99378,"{'language': 'en', 'value': 'Consul (219 & 216 BC) - Lucius Aemilius Paullus'}",Roman general and senator (died 216 BC),40,11,Q432244,6000000001416177551,1,1
Q99394,"{'language': 'en', 'value': 'Ptolemy VI Philometor, Pharaoh of Egypt'}",Egyptian pharaoh,56,16,Q39952,6000000005987293003,1,1
Q99480,"{'language': 'en', 'value': 'N.N.'}",,2,0,Q134988448,6000000002187613924,1,1
Q99627,"{'language': 'en', 'value': 'Petronius Maximus'}",5th century western Roman emperor (396-455),64,21,Q191940,6000000002187572907,1,1
Q113566,"{'language': 'en', 'value': 'Boso of Provence'}",,1,0,Q73806,6000000008799837188,1,1
Q113572,"{'language': 'en', 'value': 'Guilla of Provence'}",,1,0,Q2527781,4932522491620040585,1,1
Q113576,"{'language': 'en', 'value': 'Geoffrey I, Count of Anjou'}",,1,0,Q712580,6000000006988758746,1,1
Q113580,"{'language': 'en', 'value': 'Rorgon I, Count of Maine'}",,1,0,Q533927,4951476631580041873,1,1
Q113606,"{'language': 'en', 'value': 'Adrian, Count of Orléans'}",,1,0,Q1567543,6000000007316403023,1,1
Q113610,"{'language': 'en', 'value': 'Odo I, Count of Orléans'}",,1,0,Q1345866,6000000009025893077,1,1
Q113612,"{'language': 'en', 'value': 'Conrad II, Duke of Transjurane Burgundy'}",,1,0,Q145718; Q145718,6000000003768386624,2,1
Q113614,"{'language': 'en', 'value': 'Rudolph I of Burgundy'}",,1,0,Q437435,6000000003768392839,1,1
Q113626,"{'language': 'en', 'value': 'Ermengarde of Tours'}",,1,0,Q235653,6000000008640434422,1,1
Q113661,"{'language': 'en', 'value': 'Afonso  Pires Gato'}",,1,0,Q6; Q6,6000000001412929860,2,1
Q113732,"{'language': 'en', 'value': 'Adela of Roucy'}",,1,0,Q58674087,6000000004586546893,1,1
Q113738,"{'language': 'en', 'value': 'Petronilla of Aragon'}",,1,0,Q235409,6000000003660469168,1,1
Q113766,"{'language': 'en', 'value': 'William the Conqueror'}",,1,0,Q37594,5597380726000028489,1,1
Q113774,"{'language': 'en', 'value': 'Callixtus II'}",,1,0,Q170654,6000000005016701444,1,1
Q113790,"{'language': 'en', 'value': 'Raymond of Burgundy'}",,1,0,Q562630,6000000010656275894,1,1
Q113794,"{'language': 'en', 'value': 'Alfonso VII of Castile'}",,1,0,Q312767,6000000001610389741,1,1
Q113800,"{'language': 'en', 'value': 'Roger II of Sicily'}",,1,0,Q193901,6000000000905031154,1,1
Q113802,"{'language': 'en', 'value': 'Roger III, Duke of Apulia'}",,1,0,Q1373749,6000000002322298231,1,1
Q113804,"{'language': 'en', 'value': 'Tancred, Prince of Bari'}",,1,0,Q1110173,6000000008248363549,1,1
Q113832,"{'language': 'en', 'value': 'Mathilde de Hauteville'}",,1,0,Q20202663,6000000012737710713,1,1
Q113846,"{'language': 'en', 'value': 'Herbert I, Count of Vermandois'}",,1,0,Q961145,6000000001441509684,1,1
Q113850,"{'language': 'en', 'value': 'Edward the Elder'}",,1,0,Q187114,6000000002363192047,1,1
Q113862,"{'language': 'en', 'value': 'Æthelstan'}",,1,0,Q170017,6000000114058195316,1,1
Q113874,"{'language': 'en', 'value': 'Otto I'}",,1,0,Q324116,6000000001196707179,1,1
Q113876,"{'language': 'en', 'value': 'Hedwiga'}",,1,0,Q3624235,6000000166549839980,1,1
Q113878,"{'language': 'en', 'value': 'Oda of Saxony'}",,1,0,Q7163638,6000000080003501639,1,1
Q113884,"{'language': 'en', 'value': 'Reginhilde'}",,1,0,Q18434711,6000000000701112372,1,1
Q113886,"{'language': 'en', 'value': 'Louis IV of France'}",,1,0,Q193658,6000000000894017358,1,1
Q113896,"{'language': 'en', 'value': 'Lothair of France'}",,1,0,Q242832,6000000003219792396,1,1
Q113898,"{'language': 'en', 'value': 'Matilda of France'}",,1,0,Q3053247,6000000000469888989,1,1
Q113900,"{'language': 'en', 'value': 'Charles, Duke of Lower Lorraine'}",,1,0,Q469603,6000000001669662426,1,1
Q113906,"{'language': 'en', 'value': 'Henry II, Duke of Bavaria'}",,1,0,Q454304,6000000002229247837,1,1
Q113912,"{'language': 'en', 'value': 'Adelaide of Italy'}",,1,0,Q76802,3953135291130122872,1,1
Q113916,"{'language': 'en', 'value': 'Liudolf, Duke of Swabia'}",,1,0,Q504535,6000000001632206444,1,1
Q113920,"{'language': 'en', 'value': 'Otto II'}",,1,0,Q150512,6000000000549937047,1,1
Q113926,"{'language': 'en', 'value': 'Sprota'}",,1,0,Q3494265,6000000002043263529,1,1
Q113930,"{'language': 'en', 'value': 'Gunnora'}",,1,0,Q270777,6000000003852730222,1,1
Q113932,"{'language': 'en', 'value': 'Richard II'}",,1,0,Q312613,6000000009432364977,1,1
Q113934,"{'language': 'en', 'value': 'Robert le Danois'}",,1,0,Q36242,6000000003346840239,1,1
Q113936,"{'language': 'en', 'value': 'Mauger, Count of Corbeil'}",,1,0,Q16932764,6000000009438007766,1,1
Q113938,"{'language': 'en', 'value': 'Emma of Normandy'}",,1,0,Q40061,6000000002274610910,1,1
Q113944,"{'language': 'en', 'value': 'William, Count of Eu'}",,1,0,Q2573359,6000000003243318225,1,1
Q113954,"{'language': 'en', 'value': 'Papia de Normandie'}",,1,0,Q75384680,6000000002043178550,1,1
Q113958,"{'language': 'en', 'value': 'Geoffrey, Count of Eu'}",,1,0,Q168558,6000000002043260623,1,1
Q113960,"{'language': 'en', 'value': 'Wigeric of Lotharingia'}",,1,0,Q688914,6000000011927175372,1,1
Q113966,"{'language': 'en', 'value': 'Siegfried of Luxembourg'}",,1,0,Q469856,6000000002214101629,1,1
Q113981,"{'language': 'en', 'value': 'Gilbert, Duke of Burgundy'}",,1,0,Q549930,6000000002134952259,1,1
Q113983,"{'language': 'en', 'value': 'Adelaide of Troyes'}",,1,0,Q6701449,6000000009232806925,1,1
Q113989,"{'language': 'en', 'value': 'Beatrix de Hainaut'}",,1,0,Q48925204,6000000005703890001,1,1
Q113994,"{'language': 'en', 'value': 'Hugh Magnus'}",,1,0,Q715972,6000000004875411358,1,1
Q113996,"{'language': 'en', 'value': 'Henry I of France'}",,1,0,Q178908,6000000003645832264,1,1
Q113998,"{'language': 'en', 'value': 'Adela of France'}",,1,0,Q353829,6000000002441590664,1,1
Q114018,"{'language': 'en', 'value': 'Ermengarde-Gerberga of Anjou'}",,1,0,Q3223972,6000000009909505293,1,1
Q114020,"{'language': 'en', 'value': 'Berengar II of Italy'}",,1,0,Q314521,6000000005936551695,1,1
Q114028,"{'language': 'en', 'value': ""Gerberga d'Ivrea""}",,1,0,Q16593877,6000000008630617323,1,1
Q114035,"{'language': 'en', 'value': 'Louis V of France'}",,1,0,Q205289,5156110937780025265,1,1
Q114044,Maria Pais de Ribeira,"Lady of Limia, lover of Sancho I of Portugal",8,5,Q10326043,6000000010782427706,1,1
Q114045,"{'language': 'en', 'value': 'Ranulf II of Aquitaine'}",,1,0,Q724715,6000000006129390166,1,1
Q114049,"{'language': 'en', 'value': 'Rǫgnvaldr Eysteinsson'}",,1,0,Q1367604,6000000001045491041,1,1
Q114050,"{'language': 'en', 'value': 'Hildr Hrólfsdóttir'}",,1,0,Q2722233,6000000001209415397,1,1
Q114052,"{'language': 'en', 'value': 'Hallað Rǫgnvaldsson'}",,1,0,Q3126041,6000000001065274497,1,1
Q114054,"{'language': 'en', 'value': 'Þórir þegjandi Rǫgnvaldsson'}",,1,0,Q720262,6000000003665048100,1,1
Q114056,"{'language': 'en', 'value': 'Torf-Einarr'}",,1,0,Q3049451,6000000001045369865,1,1
Q114058,"{'language': 'en', 'value': 'Gisela of France'}",,1,0,Q4950137,6000000009856419235,1,1
Q114082,"{'language': 'en', 'value': 'Manasses III, Count of Rethel'}",,1,0,Q936711,6000000004533182470,1,1
Q114088,"{'language': 'en', 'value': 'Alan II, Duke of Brittany'}",,1,0,Q725368,6000000002603663840,1,1
Q114101,"{'language': 'en', 'value': 'Arnulf I, Count of Flanders'}",,1,0,Q469638,6000000002213340177,1,1
Q114103,"{'language': 'en', 'value': 'Baldwin III, Count of Flanders'}",,1,0,Q382138,6000000002214355256,1,1
Q114119,"{'language': 'en', 'value': 'Herbert III, Count of Meaux'}",,1,0,Q364637,6000000000227285658,1,1
Q114121,"{'language': 'en', 'value': 'Adele of Meaux'}",,1,0,Q2038405,6000000004286199184,1,1
Q114123,"{'language': 'en', 'value': 'Adelheid (?)'}",,1,0,Q76021047,6000000007510043633,1,1
Q114129,"{'language': 'en', 'value': 'Conrad I of Burgundy'}",,1,0,Q506442,6000000000676856258,1,1
Q114135,"{'language': 'en', 'value': 'Gerberga of Burgundy'}",,1,0,Q3448444,6000000011240920854,1,1
Q114139,"{'language': 'en', 'value': ""Ermengarde d'Auvergne""}",,1,0,Q18223300,6000000013451205956,1,1
Q114141,"{'language': 'en', 'value': 'Theobald III'}",,1,0,Q462881,6000000003026008879,1,1
Q114197,"{'language': 'en', 'value': 'Geoffrey II, Count of Gâtinais'}",,1,0,Q1310403,6000000002041979470,1,1
Q114199,"{'language': 'en', 'value': 'Judith of Brittany'}",,1,0,Q2733546,6000000000424572235,1,1
Q114203,"{'language': 'en', 'value': 'Robert I, Duke of Normandy'}",,1,0,Q41380,6000000010211558649,1,1
Q114205,"{'language': 'en', 'value': 'Richard III'}",,1,0,Q41381,6000000009438007527,1,1
Q114211,"{'language': 'en', 'value': 'Stephen I, Count of Burgundy'}",,1,0,Q1339109,6000000002980191996,1,1
Q114215,"{'language': 'en', 'value': 'Clementia of Burgundy'}",,1,0,Q2104024,6000000000112096314,1,1
Q114223,"{'language': 'en', 'value': 'Robert Guiscard'}",,1,0,Q203792,6000000000011361541,1,1
Q114225,"{'language': 'en', 'value': 'Bohemond I of Antioch'}",,1,0,Q220806,6000000000460957316,1,1
Q114251,"{'language': 'en', 'value': 'Herman II, Duke of Swabia'}",,1,0,Q715062,6000000000469455971,1,1
Q114263,"{'language': 'en', 'value': 'Brun I, Count of Brunswick'}",,1,0,Q476342,6000000002266209421,1,1
Q114265,"{'language': 'en', 'value': 'Ernest I'}",,1,0,Q63307,6000000002266243417,1,1
Q114268,Pedro Froilaz de Traba,Count of Traba,22,6,Q3327274,5549772381560104706,1,1
Q114275,"{'language': 'en', 'value': 'Bruno II'}",,1,0,Q2296099,6000000024771518915,1,1
Q114277,"{'language': 'en', 'value': 'Ida von Elsdorf'}",,1,0,Q4197825,6000000002188140552,1,1
Q114283,"{'language': 'en', 'value': 'Adelaide of Susa'}",,1,0,Q275998,4957925920090125485,1,1
Q114287,"{'language': 'en', 'value': 'Cnut the Great'}",,1,0,Q134128,347803456540001332,1,1
Q114293,"{'language': 'en', 'value': 'Harthacanute'}",,1,0,Q190091,5285841649060074948,1,1
Q114297,"{'language': 'en', 'value': 'Svein Knutsson'}",,1,0,Q36731,6000000000307264143,1,1
Q114301,"{'language': 'en', 'value': 'Otto I, Count of Savoy'}",,1,0,Q451377,4957925890120125479,1,1
Q114303,"{'language': 'en', 'value': 'Amadeus II, Count of Savoy'}",,1,0,Q451920,6000000000196218118,1,1
Q114313,"{'language': 'en', 'value': 'Vladimir II Monomakh'}",,1,0,Q60928,6000000002968624707,1,1
Q114315,"{'language': 'en', 'value': 'Rostislav Vsevolodovich'}",,1,0,Q845767,6000000002188303602,1,1
Q114318,Elvira Diaz,Peerage person ID=700836,7,3,Q62394052; Q62394052,6000000003902463181; 6000000003902463181,2,2
Q11432,Kiyohara no Fukayabu,poet,19,16,Q1379947; Q1379947; Q1379947; Q1379947,6000000002836964310; 6000000002836964310,4,2
Q114321,"{'language': 'en', 'value': 'Leopold III'}",,1,0,Q349086,6000000003531113316,1,1
Q114323,"{'language': 'en', 'value': 'Frederick I, Duke of Swabia'}",,1,0,Q281245,6000000001744902183,1,1
Q114325,"{'language': 'en', 'value': 'Frederick II, Duke of Swabia'}",,1,0,Q552414,6000000000125394145,1,1
Q114327,"{'language': 'en', 'value': 'Conrad III of Germany'}",,1,0,Q157133,6000000006906624674,1,1
Q114329,"{'language': 'en', 'value': 'Leopold, Duke of Bavaria'}",,1,0,Q280495,6000000002135079979,1,1
Q114331,"{'language': 'en', 'value': 'Henry II'}",,1,0,Q168647,6000000004533699409,1,1
Q114333,"{'language': 'en', 'value': 'Agnes of Babenberg'}",,1,0,Q2228389,6000000000146450453,1,1
Q114359,"{'language': 'en', 'value': 'Empress Matilda'}",,1,0,Q150872,6000000002106021492,1,1
Q114363,"{'language': 'en', 'value': 'Anastasia of Kyiv'}",,1,0,Q234724,6000000000599365568,1,1
Q114369,"{'language': 'en', 'value': 'Géza I of Hungary'}",,1,0,Q82687,5287530087430075153,1,1
Q114371,"{'language': 'en', 'value': 'Casimir I the Restorer'}",,1,0,Q53455,6000000002135079868,1,1
Q114379,"{'language': 'en', 'value': 'Mieszko Kazimierzowic'}",,1,0,Q5542406,6000000007458867515,1,1
Q114383,"{'language': 'en', 'value': 'Bolesław III Wrymouth'}",,1,0,Q53441,4946518870490042172,1,1
Q114415,"{'language': 'en', 'value': 'Leopold II'}",,1,0,Q304409,6000000003495414198,1,1
Q114431,"{'language': 'en', 'value': 'Adelaide of Rheinfelden'}",,1,0,Q354918,6000000056010740011,1,1
Q114435,"{'language': 'en', 'value': 'Bertha of Rheinfelden'}",,1,0,Q52304468,6000000003827618989,1,1
Q114455,"{'language': 'en', 'value': 'Giselbert of Luxembourg'}",,1,0,Q1351773,6000000002247834869,1,1
Q114467,"{'language': 'en', 'value': 'Godfrey I, Count of Namur'}",,1,0,Q80714,6000000005598872880,1,1
Q114473,"{'language': 'en', 'value': 'Alice of Namur'}",,1,0,Q279770,6000000001594086076,1,1
Q114491,"{'language': 'en', 'value': 'Baldwin III, Count of Hainaut'}",,1,0,Q562553,6000000003494697312,1,1
Q114495,"{'language': 'en', 'value': 'Baldwin IV, Count of Hainaut'}",,1,0,Q703389,6000000012852760213,1,1
Q114505,"{'language': 'en', 'value': 'Henry I, Count of Guelders'}",,1,0,Q73998,6000000019774088407,1,1
Q114511,"{'language': 'en', 'value': 'Waleran, Duke of Lower Lorraine'}",,1,0,Q113058,6000000000424904289,1,1
Q114513,"{'language': 'en', 'value': 'Henry II, Duke of Limburg'}",,1,0,Q68668,6000000000424920263,1,1
