qid,geni_ids,wikidata_qids
Q105305,6000000001412968122,
Q105307,6000000011770840288,
Q105309,6000000013900738900,
Q105311,6000000180577670944,
Q105313,6000000191931994867,
Q105315,6000000003026002824,
Q105317,6000000003026202046,
Q105319,6000000013886295548,
Q105321,6000000007058854753,
Q105323,6000000007058745828,
Q105325,6000000011845406254,
Q105327,6000000094100831205,
Q105329,6000000013999153197,
Q105331,6000000002531985751,
Q105333,6000000001553730397,
Q105335,6000000000045614128,
Q105337,6000000001412921225,
Q105339,6000000001412900558,
Q105341,6000000008799357531,
Q105343,6000000003122459498,
Q105345,6000000011448527962,
Q105347,6000000001553730488,
Q105349,6000000001553730516,
Q105351,6000000002532004077,
Q105353,6000000006784281059,
Q105355,6000000006784211061,
Q105357,6000000000040005452,
Q105359,6000000016073278613,
Q105361,6000000016073253778,
Q105363,6000000011360807427,
Q105365,6000000011360866272,
Q105367,6000000020196878873,
Q105369,6000000011360574562,
Q105371,6000000016069824357,
Q105373,6000000007248448614,
Q105375,6000000008971744029,
Q105377,6000000001412875292,
Q105379,6000000008627740128,
Q105381,6000000008627690454,
Q105383,6000000014496587315,
Q105385,6000000013037493526,
Q105387,6000000006784190103,
Q105389,6000000000385259880,
Q105391,6000000012125535539,
Q105393,6000000088617896890,
Q105395,6000000088617896894,
Q105397,6000000088618440821,
Q105399,6000000008682284029,
Q105401,6000000011884451149,
Q105403,6000000001864353226,
Q105405,6000000001864353207,
Q105407,6000000008682449963,
Q105409,6000000196395072877,
Q105411,6000000013900606328,
Q105413,6000000000008176421,
Q105415,6000000000237801021,
Q105417,6000000009861098073,
Q105419,6000000010011073025,
Q105421,6000000003827894929,
Q105423,6000000003343939662,
Q105425,6000000008742265381,
Q105427,6000000034564049331,
Q105429,6000000015435397831,
Q105431,6000000001412900167,
Q105433,6000000003493292436,
Q105435,6000000001412937257,
Q105437,6000000001412937241,
Q105439,6000000011760933262,
Q105441,6000000015424101247,
Q105443,6000000001864370163,
Q105445,6000000001412929788,
Q105447,6000000003493121179,
Q105449,6000000003493121202,
Q105451,6000000003493121156,
Q105453,6000000015539808569,
Q105455,6000000088619396826,
Q105457,6000000014466915297,
Q105459,6000000014466925197,
Q105461,6000000007863298198,
Q105463,6000000003163659183,
Q105465,6000000003163597464,
Q105467,6000000007427191859,
Q105469,6000000013884731998,
Q105471,6000000003493171444,
Q105473,6000000013884891231,
Q105475,6000000021717330930,
Q105477,6000000021717077433,
Q105479,6000000212123749831,
Q105481,4067680158210010342,
Q105483,6000000013843246585,
Q105485,4067651000740031062,
Q105487,6000000016937935980,
Q105489,6000000016937798779,
Q105491,6000000068134341877,
Q105493,6000000016937854571,
Q105495,6000000016937741905,
Q105497,6000000016938024250,
Q105499,6000000027968941422,
Q105501,6000000017907323338,
Q105503,6000000003827890737,
Q105505,6000000001412918601,
Q105507,6000000006332418252,
Q105509,6000000013969030874,
Q105511,6000000014863302838,
Q105513,6000000013968827312,
Q105515,6000000013969327409,
Q105517,6000000013969165767,
Q105519,6000000013969396415,
Q105521,6000000013968934512,
Q105523,6000000000384094450,
Q105525,6000000000796820170,
Q105526,6000000015430238351,
Q105528,6000000015430359069,
Q105530,6000000015424916184,
Q105532,6000000015430350232,
Q105534,6000000001412875471,
Q105536,6000000003024521712,
Q105538,6000000003024377692,
Q105540,6000000006788972615,
Q105542,6000000001412875445,
Q105544,5152010929870139171,
Q105546,6000000000244845635,
Q105548,6000000000244792941,
Q105550,6000000013843642066,
Q105552,6000000013843503438,
Q105554,6000000013843449575,
Q105555,6000000009792459373,
Q105556,6000000173890249012,
Q105558,6000000001412929815,
Q105560,6000000006365596303,
Q105562,6000000015232870059,
Q105564,6000000015232682365,
Q105566,6000000015232843287,
Q105568,6000000015232812617,
Q105570,6000000011649736777,
Q105572,6000000040739546216,
Q105574,6000000166479505832,
Q105576,6000000166488812821,
Q105578,6000000166492106821,
Q105580,6000000000040046570,
Q105582,6000000013897835111,
Q105584,6000000000040038492,
Q105586,6000000017818262016,
Q105588,6000000020695010824,
Q105590,6000000014466779942,
Q105592,6000000014466567235,
Q105594,6000000014469909403,
Q105596,6000000014469218777,
Q105598,6000000014467004285,
Q105600,6000000016059652908,
Q105602,6000000012663805198,
Q105604,4179138479930034930,
Q105606,4179121104540034916,
Q105608,6000000005222364034,
Q105610,6000000005222364041,
Q105612,6000000018542445035,
Q105614,6000000018542473108,
Q105616,6000000014783417715,
Q105618,6000000013136724264,
Q105620,6000000003827894997,
Q105622,6000000013886698494,
Q105624,6000000013886653899,
Q105626,6000000017709887865,
Q105628,6000000013886610547,
Q105630,6000000006277537870,
Q105632,6000000020840943340,
Q105634,6000000059949771905,
Q105636,6000000000712097393,
Q105638,6000000014902209368,
Q105640,6000000016962682084,
Q105642,6000000016962512481,
Q105644,6000000136918565954,
Q105646,6000000136918927918,
Q105648,3926961966330115700,
Q105650,3926963524520115891,
Q105652,6000000021749924466,
Q105654,6000000021749924472,
Q105656,6000000000384048592,
Q105658,6000000001412918715,
Q105660,6000000007248373650,
Q105662,6000000007438198799,
Q105664,6000000000384186229,
Q105666,6000000015211440459,
Q105668,6000000000043525230,
Q105670,6000000003570382568,
Q105672,6000000015551770199,
Q105674,6000000015430075918,
Q105676,6000000015232836811,
Q105678,6000000220024308868,
Q105680,6000000220023880959,
Q105682,6000000220024334864,
Q105684,6000000013900372879,
Q105686,6000000013900440741,
Q105688,6000000013900964115,
Q105690,6000000013900867559,
Q105692,6000000013900883700,
Q105694,6000000021789873094,
Q105696,6000000015232897278,
Q105698,6000000176041598826,
Q105700,6000000015232662923,
Q105702,6000000015232965423,
Q105704,6000000015233040071,
Q105706,6000000015233022274,
Q105708,6000000205521859869,
Q105710,6000000021694806879,
Q105712,6000000023301250006,
Q105714,6000000021694847821,
Q105716,6000000218217074831,
Q105718,6000000014470746642,
Q105720,6000000003163813719,
Q105722,6000000003041814017,
Q105724,6000000010310631548,
Q105726,6000000015435665717,
Q105728,6000000015435768075,
Q105730,6000000201425858821,
Q105732,6000000200536110835,
Q105734,6000000000245202447,
Q105736,6000000008461166126,
Q105738,6000000013842129349,
Q105740,6000000013842127630,
Q105742,6000000000245188578,
Q105744,6000000008979180174,
Q105746,6000000008460531915,
Q105748,6000000008395947277,
Q105750,6000000016167243761,
Q105752,6000000016167793044,
Q105754,6000000016167593374,
Q105756,6000000016167600408,
Q105758,6000000016167335523,
Q105760,6000000003589450827,
Q105762,6000000011661891153,
Q105764,6000000016167375452,
Q105766,6000000016167406312,
Q105768,6000000008682485625,
Q105770,6000000015626840671,
Q105772,6000000016167628440,
Q105774,6000000008682531787,
Q105776,6000000016167603191,
Q105778,6000000016167506530,
Q105780,6000000013842156584,
Q105782,6000000047902884026,
Q105784,6000000211267193823,
Q105786,6000000001435528208,
Q105788,6000000005811306006,
Q105789,6000000015321052410,
Q105791,6000000015320974693,
Q105793,6000000010145156129,
Q105795,6000000007387136841,
Q105797,6000000008744189247,
Q105799,6000000008743744197,
Q105801,6000000015321278627,
Q105803,6000000021978981964,
Q105805,6000000000166832371,
Q105807,6000000003828009990,
Q105809,6000000016157561720,
Q105811,6000000039133498891,
Q105813,6000000039132993749,
Q105815,6000000166448087848,
Q105817,6000000001412870797,
Q105819,6000000011360552512,
Q105821,6000000015626572268,
Q105823,6000000011737164348,
Q105825,6000000021750419156,
Q105827,6000000173586036221,
Q105829,6000000008461396927,
Q105831,6000000025346603995,
Q105833,6000000015424968345,
Q105835,6000000008462672311,
Q105837,6000000015551778201,
Q105839,6000000089207597833,
Q105841,6000000089207727847,
Q105843,6000000019789343677,
Q105845,6000000013886344422,
Q105847,6000000019789625716,
Q105850,6000000019789185976,
Q105852,6000000019789757069,
Q105854,6000000001728264013,
Q105856,6000000015424830722,
Q105858,6000000146120298828,
Q105860,6000000015424793342,
Q105862,6000000015430290550,
Q105864,6000000003570388046,
Q105866,6000000008773066208,
Q105868,6000000015430259566,
Q105870,6000000203265330827,
Q105872,6000000015424719825,
Q105874,6000000015424843200,
Q105876,6000000042487570044,
Q105878,6000000004848146833,
Q105880,6000000101879408855,
Q105882,6000000013901009279,
Q105884,6000000011194688280,
Q105886,6000000000244821599,
Q105888,6000000011737520874,
Q105890,6000000013414719793,
Q105892,6000000013900895418,
Q105894,6000000013901024554,
Q105896,6000000008296499272,
Q105898,6000000008549433957,
Q105900,6000000008549433930,
Q105902,6000000008549433925,
Q105904,6000000008549433952,
Q105906,6000000008549433967,
Q105908,6000000004250582050,
Q105910,6000000033146688595,
Q105912,6000000003493098271,
Q105914,6000000008763696046,
Q105916,6000000210053846832,
Q105918,6000000008742263430,
Q105920,6000000004846930916,
Q105922,6000000004846930922,
Q105924,6000000003654527702,
Q105926,6000000000477509650,
Q105928,6000000004846930928,
Q105930,6000000013885355903,
Q105932,6000000007387164617,
Q105934,6000000001728257557,
Q105936,6000000008627520807,
Q105938,6000000013883780512,
Q105940,6000000013883954207,
Q105942,6000000010565078725,
Q105945,6000000003827429306,
Q105947,6000000009432254322,
Q105949,6000000008417121934,
Q105951,6000000008477543238,
Q105953,6000000004250458441,
Q105955,6000000004570543627,
Q105957,6000000002463599358,
Q105959,6000000007713525260,
Q105961,6000000000385270331,
Q105963,6000000000385319278,
Q105965,6000000017767477263,
Q105967,4067523799810010303,
Q105969,4067496007150031161,
Q105971,6000000014862995485,
Q105973,6000000019789672444,
Q105975,6000000020129728116,
Q105977,6000000003827564938,
Q105979,6000000003827564926,
Q105981,6000000003914347093,
Q105983,6000000015201906694,
Q105985,6000000000157109915,
Q105987,6000000001728253829,
Q105989,6000000000157279202,
Q105991,6000000001728253823,
Q105993,6000000073523058855,
Q105995,6000000001728253915,
Q105997,6000000006508606460,
Q105999,6000000003570406010,
Q106001,6000000073525687874,
Q106003,6000000013026335899,
Q106005,6000000014475487025,
Q106007,6000000014475307234,
Q106009,6000000013026326504,
Q106011,6000000014474809269,
Q106013,6000000003570398950,
Q106015,6000000014474755947,
Q106017,6000000014474788990,
Q106019,6000000014475423189,
Q106021,6000000014475376071,
Q106023,6000000013885942348,
Q106025,6000000012748641378,
Q106027,6000000013885834905,
Q106029,6000000001728257952,
Q106031,6000000019789535975,
Q106033,6000000056780706839,
Q106035,6000000020180781625,
Q106037,6000000013172757178,
Q106039,6000000024686460016,
Q106041,6000000021438757195,
Q106043,6000000015625407445,
Q106045,6000000020796189689,
Q106047,6000000013885722543,
Q106049,6000000013883660011,
Q106051,6000000000043350480,
Q106053,6000000008492080382,
Q106055,6000000013997132533,
Q106057,6000000013997315402,
Q106059,6000000000010026860,
Q106061,4992478552950133912,
Q106063,6000000000529625823,
Q106065,6000000001864373505,
Q106067,6000000012177124245,
Q106069,6000000000529077941,
Q106071,6000000000297487207,
Q106073,6000000013997922015,
Q106075,6000000013997905239,
Q106077,6000000013997804957,
Q106079,6000000037157932208,
Q106081,6000000013996763072,
Q106083,6000000013996516774,
Q106085,6000000015423435255,
Q106087,6000000015300654217,
Q106089,6000000015300675235,
Q106091,6000000006816808313,
Q106093,6000000003493116576,
Q106095,6000000008881594183,
Q106097,6000000016237168530,
Q106099,6000000016237228183,
Q106101,6000000012176906499,
Q106103,6000000014854027609,
Q106105,6000000040237058515,
Q106107,6000000005222341084,
Q106109,6000000012641101835,
Q106111,6000000022347781965,
Q106113,6000000014506150297,
Q106115,6000000014506207227,
Q106117,6000000194252116840,
Q106119,6000000006783575928,
Q106122,6000000001864340369,
Q106124,6000000216921214855,
Q106126,6000000011895460242,
Q106128,6000000011895445294,
Q106130,6000000001699450225,
Q106132,6000000012125701039,
Q106134,6000000011605575658,
Q106136,6000000017018024478,
Q106138,6000000017018378123,
Q106140,6000000017018454004,
Q106142,6000000017018184323,
Q106144,6000000000032954947,
Q106146,6000000010266948655,
Q106148,6000000000385265682,
Q106150,6000000088615997927,
Q106152,6000000013016265227,
Q106154,6000000013016181742,
Q106156,6000000003637361355,
Q106158,6000000003637377193,
Q106160,6000000016236922022,
Q106162,6000000006515983001,
Q106164,6000000016236421718,
Q106166,6000000008500448739,
Q106168,6000000088615657260,
Q106170,6000000088615899060,
Q106172,6000000088616509038,
Q106174,6000000088615849145,
Q106176,6000000088616123098,
Q106178,6000000013872691689,
Q106180,6000000000245046086,
Q106182,6000000013854023558,
Q106184,4067618057490010326,
Q106186,6000000014467003602,
Q106188,6000000014466904750,
Q106190,6000000014466905592,
Q106192,6000000008628390481,
Q106194,6000000014467087126,
Q106196,6000000014466966491,
Q106198,6000000021635177050,
Q106200,6000000014466655778,
Q106202,6000000000157250973,
Q106204,6000000014466849002,
Q106206,6000000014860050666,
Q106208,6000000012182517540,
Q106210,6000000012182449367,
Q106212,6000000001864356234,
Q106214,6000000001864356240,
Q106216,6000000080089641973,
Q106218,6000000080089704930,
Q106220,4882605542100070778,
Q106222,6000000006092186261,
Q106224,6000000001864340286,
Q106226,6000000003589792063,
Q106228,6000000003589792057,
Q106230,6000000003589742141,
Q106232,6000000015191825663,
Q106234,6000000013872612516,
Q106236,6000000014466579847,
Q106238,6000000003570375945,
Q106240,6000000016792452593,
Q106242,6000000015203190190,
Q106244,6000000001864356564,
Q106246,6000000001435528108,
Q106248,6000000001435528087,
Q106250,6000000003827894911,
Q106252,6000000010945849334,
Q106254,6000000003464423745,
Q106256,6000000016167779313,
Q106258,6000000220355317885,
Q106260,6000000220356526837,
Q106262,6000000015323640318,
Q106264,6000000015323695614,
Q106266,6000000208847029825,
Q106268,6000000208846521837,
Q106270,6000000003570384946,
Q106272,6000000020854769175,
Q106274,6000000003024521524,
Q106276,6000000015323715565,
Q106278,6000000002908422794,
Q106280,6000000016976486292,
Q106282,6000000001412909311,
Q106284,6000000003163967565,
Q106286,6000000008489639200,
Q106288,6000000004036463613,
Q106290,6000000004064467894,
Q106292,6000000014863347411,
Q106294,6000000058730312868,
Q106296,6000000012180947732,
Q106298,6000000014863238817,
Q106300,6000000008752392585,
Q106302,6000000012181624847,
Q106304,6000000012180954978,
Q106306,6000000011129125237,
Q106308,6000000001728257533,
Q106310,6000000001728257521,
Q106312,6000000006783887495,
Q106314,6000000015301839790,
Q106316,6000000006783933412,
Q106318,6000000015302486011,
Q106320,6000000016167594412,
Q106322,6000000015302335576,
Q106324,6000000013885243195,
Q106326,6000000015202520735,
Q106328,6000000016291608582,
Q106330,6000000016291802628,
Q106332,6000000133495170865,
Q106334,6000000003480431119,
Q106336,6000000000157250397,
Q106338,6000000003570406030,
Q106340,6000000014454111989,
Q106343,6000000003163569395,
Q106345,6000000003163765013,
Q106347,6000000003163811145,
Q106349,6000000014506437821,
Q106351,6000000008972004386,
Q106353,6000000003480044271,
Q106355,6000000015525539292,
Q106357,6000000014454207678,
Q106359,6000000014454381711,
Q106361,6000000203089498835,
Q106363,6000000208530586833,
Q106365,6000000014464254107,
Q106367,6000000017018188642,
Q106369,6000000017018288994,
Q106371,6000000017018402498,
Q106373,6000000004306450650,
Q106375,6000000014497827248,
Q106377,6000000014497855053,
Q106379,6000000015202001388,
Q106381,6000000003570406060,
Q106383,6000000006988277451,
Q106385,6000000006988277443,
Q106387,6000000006988277447,
Q106389,6000000001655946081,
Q106391,6000000017361306995,
Q106393,6000000017442277987,
Q106395,6000000015833211087,
Q106397,6000000015833060585,
Q59737,6000000012974606240,
Q60261,6000000007151046152,
Q60386,6000000007150647331,
Q60419,6000000007150672303,
Q60485,6000000007155064395,
Q60614,6000000003828399826,
Q60647,6000000007158656508,
Q60779,6000000006267433069,
Q60812,6000000003828399832,
Q60845,6000000011188220324,
Q60911,6000000011187917757,
Q61041,6000000000424693532,
Q61074,6000000003645801069,
Q61107,6000000178265451875,
Q6120,6000000004840333011,
Q61202,6000000030546822112,
Q61367,6000000002119283341,
Q61466,6000000001421308422,
Q61499,6000000001421505501,
Q61532,6000000012560069447,
Q61565,6000000002120145230,
Q61825,6000000001421486539,
Q61858,6000000003828396853,
Q61891,6000000006788666727,
Q61990,6000000025469321773,
Q62056,6000000003828392209,
Q62123,6000000030546066692,
Q62189,6000000001421504696,
Q62222,6000000011502598737,
Q62288,6000000012328583538,
Q62321,6000000012361287944,
Q62384,6000000003828392195,
Q62418,6000000186816775861,
Q62451,6000000186816909837,
Q62484,6000000030546360723,
Q62558,6000000006101423357,
Q62561,6000000016634239813,
Q62603,6000000001421476726,
Q62635,6000000012773298726,
Q62668,6000000003645801048,
Q62680,6000000003119780525,
Q62737,6000000003645864175,
Q62767,6000000005241048543,
Q62800,6000000003828392160,
Q62812,6000000048070737857,
Q62818,6000000008558191347,
Q62821,6000000008564037935,
Q62833,6000000003828392167,
Q62842,6000000008563982931,
Q62863,6000000186817200821,
Q62896,6000000186817652838,
Q62962,6000000012258735347,
Q62971,5152924181180057838,
Q63058,6000000012773038863,
Q63091,6000000012773463305,
Q63124,6000000003645870369,
Q63157,6000000003645870374,
Q63210,6000000008476228464,
Q63224,6000000003645864063,
Q63227,6000000030593996150,
Q63242,6000000006592216083,
Q63245,6000000001412904479,
Q63257,6000000003645864186,
Q63263,6000000011950608218,
Q63290,6000000003645864191,
Q63323,6000000003828382190,
Q63356,6000000003828382197,
Q63388,6000000003828392174,
Q63421,6000000042191042223,
Q63451,6000000186817184883,
Q63514,6000000015242671480,
Q63517,6000000030546567213,
Q63550,6000000012773186777,
Q68085,6000000017708028651,
Q68088,6000000039140843019,
Q68091,6000000194787474823,
Q68094,6000000039141038075,
Q68097,6000000039140224377,
Q68115,6000000021139955479,
Q68118,6000000021140371268,
Q68121,6000000021140426193,
Q68124,6000000030330122145,
Q68127,6000000039108671455,
Q68130,6000000000690109503,
Q68136,6000000039106286565,
Q68139,6000000038982984994,
Q68142,6000000018214716642,
Q68148,6000000039107108374,
Q68157,303017853050005647,
Q68190,6000000006101322416,
Q68293,6000000039109549939,
Q68302,6000000039109607832,
Q68308,6000000039109511043,
Q68311,6000000039109488144,
Q68317,6000000007265794201,
Q68329,6000000070428866989,
Q68332,6000000039184725783,
Q68335,6000000041395651646,
Q68338,6000000000961705359,
Q68341,6000000017252379230,
Q68344,6000000014598841162,
Q68347,6000000014598618198,
Q68350,6000000018234433692,
Q68356,6000000003828371954,
Q68389,6000000003828371961,
Q68410,6000000020873016355,
Q68421,6000000003828399838,
Q68488,6000000009437510081,
Q68500,6000000142051135898,
Q68532,6000000014765112052,
Q68554,6000000142106995839,
Q68596,6000000011262205184,
Q68599,6000000000163418115,
Q68605,6000000019345179689,
Q68623,6000000078481247829,
Q68662,6000000039138237138,
Q68665,6000000019345912146,
Q68668,4589077080080071988,
Q68671,6000000039138234329,
Q68674,6000000005438511586,
Q68677,6000000079027351215,
Q68683,6000000039108086928,
Q68686,6000000039138153534,
Q68689,6000000039106442203,
Q68692,6000000039106224484,
Q68695,6000000039106014804,
Q68698,6000000039106425202,
Q68701,6000000039137992166,
Q68704,6000000039137634733,
Q68707,6000000039137743504,
Q68713,6000000012773108340,
Q68716,6000000021371962549,
Q68719,6000000021371962553,
Q68722,6000000021371962557,
Q68731,6000000011061879283,
Q68746,6000000041263194134,
Q68770,6000000014644168224,
Q68779,6000000041263079456,
Q68845,6000000003828382062,
Q68878,6000000030479382949,
Q68911,6000000041284339116,
Q68941,6000000030478908947,
Q68974,6000000042185237843,
Q69004,6000000001422208237,
Q69038,6000000001422221314,
Q69071,6000000001422359850,
Q69101,6000000001422426701,
Q69134,6000000030545186619,
Q69155,6000000014650078152,
Q69164,6000000003828392111,
Q69170,6000000017577653151,
Q69197,6000000011428640405,
Q69230,6000000042036632815,
Q69233,6000000015632045674,
Q69236,6000000041516412481,
Q69239,6000000041516739180,
Q69242,6000000078764924205,
Q69245,6000000025264372863,
Q69248,6000000025264219112,
Q69323,6000000054415164867,
Q69329,6000000003828385888,
Q69353,6000000178365457826,
Q69359,6000000030546674122,
Q69380,6000000021368355263,
Q69383,6000000021368355259,
Q69386,4594264927350022314,
Q69389,6000000021368355267,
Q69395,6000000021368355271,
Q69398,6000000039143764007,
Q69401,6000000039142800324,
Q69413,6000000039110698307,
Q69416,6000000039110847070,
Q69422,6000000030546700460,
Q69425,6000000039110598537,
Q69428,6000000021141679048,
Q69431,6000000039110764969,
Q69434,6000000021141807999,
Q69437,6000000039147459257,
Q69440,6000000039147464350,
Q69455,6000000041263127765,
Q69464,6000000017746989995,
Q69470,6000000017691696785,
Q69473,6000000039136561614,
Q69476,6000000039136890031,
Q69479,6000000038982317097,
Q69482,6000000038982455985,
Q69485,6000000038982041347,
Q69488,6000000041263458287,
Q69491,6000000038982577864,
Q69494,6000000038982212208,
Q69497,6000000038982512904,
Q69503,6000000190274826831,
Q69518,6000000003828382740,
Q69520,6000000190191269852,
Q69526,6000000039106904383,
Q69529,6000000190274635851,
Q69535,4595073302690072904,
Q69547,6000000003828382761,
Q69571,6000000204030328840,
Q69574,6000000036940796919,
Q69580,6000000003828382789,
Q69589,6000000014598068013,
Q69592,6000000018612565176,
Q69595,6000000011666912575,
Q69598,6000000013345406590,
Q69601,6000000000690125348,
Q69613,6000000003828382810,
Q69646,6000000030329013978,
Q69679,6000000194787464834,
Q69706,6000000194787499823,
Q69721,6000000008659852189,
Q69724,6000000008659887634,
Q69727,6000000008659718732,
Q69730,6000000008659466121,
Q69733,6000000008659893847,
Q69736,6000000008659967446,
Q69739,6000000007158562367,
Q69742,6000000008659965362,
Q69745,6000000008682405861,
Q69751,6000000070429312931,
Q69757,6000000030330091042,
Q69760,6000000013375522321,
Q69766,6000000018234647065,
Q69787,6000000006963953786,
Q69796,6000000015141216453,
Q69853,6000000014733546092,
Q69886,6000000041297307361,
Q70071,6000000003828371887,
Q70095,6000000003828371894,
Q70211,6000000003828396685,
Q70242,6000000003828382069,
Q70274,6000000003828382076,
Q70295,6000000015918653593,
Q70298,6000000015918840546,
Q70301,6000000030478801949,
Q70304,6000000030478982102,
Q70307,6000000001421990968,
Q70310,6000000001422108482,
Q70313,6000000001422142709,
Q70316,6000000011426565316,
Q70319,6000000030545323282,
Q70322,6000000011428685791,
Q70325,6000000007679269764,
Q70328,6000000042191098000,
Q70331,6000000001254228569,
Q70334,6000000006097259447,
Q70337,6000000005932519917,
Q70346,6000000015519642369,
Q70349,6000000003828385895,
Q70352,6000000001435350060,
Q70355,6000000003828382747,
Q70358,6000000003828382754,
Q70361,6000000003828382768,
Q70364,6000000003828382775,
Q70371,6000000030330241856,
Q70374,6000000042170455546,
Q70376,6000000006082427030,
Q70379,6000000006963960936,
Q70382,6000000027274496168,
Q70385,6000000027274668169,
Q70388,6000000041297132752,
Q70391,6000000041297423193,
Q70415,6000000041297093928,
Q70469,6000000071138779853,
Q70523,6000000041304011165,
Q70556,6000000003828371866,
Q70586,6000000003827799248,
Q70619,6000000027257613340,
Q70652,6000000003513256285,
Q70850,6000000003828396692,
Q70883,6000000030479367034,
Q70910,6000000012775466437,
Q70916,6000000030479016946,
Q70919,6000000027216059462,
Q70922,6000000035096001063,
Q70925,6000000030500209802,
Q70928,6000000030500068234,
Q70931,6000000030500543130,
Q70934,6000000001422536695,
Q70937,6000000030545681333,
Q70940,6000000011428751246,
Q70946,6000000042190909124,
Q70949,6000000004089117513,
Q70952,6000000006097952001,
Q70955,6000000001254595555,
Q70967,6000000005932643761,
Q70988,6000000009653909880,
Q71002,6000000015844446866,
Q71026,6000000003828385245,
Q71053,6000000041400282132,
Q71083,6000000015519620456,
Q71098,6000000015519919052,
Q71119,6000000003828385902,
Q71137,6000000027312054313,
Q71146,6000000030346931275,
Q71161,6000000042039494860,
Q71173,6000000030330245904,
Q71194,6000000042170910973,
Q71215,6000000003483838299,
Q71236,6000000006858007290,
Q71269,6000000006101322750,
Q71293,6000000027284611399,
Q71323,6000000197709307828,
Q71343,6000000083566912896,
Q71349,6000000041296968773,
Q71382,6000000041297088818,
Q71415,6000000042033383243,
Q71475,6000000041303808406,
Q71508,6000000003828371873,
Q71541,6000000003828367346,
Q71571,6000000000976947983,
Q71598,6000000006605840379,
Q71628,6000000001511446286,
Q71655,6000000041249226235,
Q71748,6000000069959747821,
Q71831,6000000003828396699,
Q71840,6000000010241869233,
Q71852,6000000041284301455,
Q71882,6000000012775484483,
Q71915,6000000012775614396,
Q71948,6000000012775333518,
Q71981,6000000012775618499,
Q72074,6000000011396108470,
Q72107,6000000042228132878,
Q72140,6000000035095766521,
Q72173,6000000041300703600,
Q72206,6000000030500451467,
Q72224,6000000035096089894,
Q72227,6000000035095763394,
Q72230,6000000041235232000,
Q72233,6000000001422222827,
Q72242,6000000000700912476,
Q72245,6000000042186687968,
Q72251,6000000008218626385,
Q72254,6000000030450499037,
Q72257,6000000001254657710,
Q72278,6000000003828385252,
Q72284,6000000003828385909,
Q72287,6000000030346265683,
Q72290,6000000030347330996,
Q72293,6000000030347386840,
Q72296,6000000030545499019,
Q72299,6000000042039023776,
Q72302,6000000003828382345,
Q72305,6000000003828382352,
Q72311,6000000027291948912,
Q72314,6000000003483768432,
Q72317,6000000003483801159,
Q72320,6000000197709496823,
Q72323,6000000197709058845,
Q72326,6000000197710191821,
Q72329,6000000003828371901,
Q72338,6000000016163176514,
Q72341,6000000041250216856,
Q72347,6000000003645997033,
Q72362,6000000003828396706,
Q72365,6000000010241869244,
Q72368,6000000041284224354,
Q72371,6000000022850538321,
Q72374,6000000016268494566,
Q72380,6000000041284992458,
Q72386,6000000013205685076,
Q72389,6000000005756092011,
Q72392,6000000030544802672,
Q72395,6000000042226611447,
Q72398,6000000042228354848,
Q72401,6000000003828399662,
Q72404,6000000010848794414,
Q72407,6000000030500854927,
Q72410,6000000030500945186,
Q72413,6000000027214639182,
Q72416,6000000027214568450,
Q72428,6000000042187492059,
Q72431,6000000042187605823,
Q72434,6000000006097617421,
Q72442,6000000003828385707,
Q72445,6000000012967303075,
Q72448,6000000011351354870,
Q72460,6000000012941409453,
Q72469,6000000041399780491,
Q72472,6000000041400061475,
Q72475,6000000003828196707,
Q72481,6000000003828385916,
Q72487,6000000041375365992,
Q72490,6000000030347339007,
Q72493,6000000003355840325,
Q72496,6000000003355846075,
Q72499,6000000030545490075,
Q72502,6000000042039530608,
Q72505,6000000042039828207,
Q72508,6000000030330035386,
Q72520,6000000197709529823,
Q72523,6000000197709666821,
Q72526,6000000197709673836,
Q72532,6000000007510799277,
Q72535,6000000041116984907,
Q72549,6000000003828396713,
Q72552,6000000010241922270,
Q72555,6000000021718362339,
Q72558,6000000041285103076,
Q72561,6000000016268538128,
Q72564,6000000011396005021,
Q72573,6000000012763030175,
Q72576,6000000030501072854,
Q72579,6000000030501065957,
Q72582,6000000030501069971,
Q72585,6000000001422491864,
Q72588,6000000027214623451,
Q63583,6000000012773364288,
Q63613,6000000006592222066,
Q63616,6000000012773295464,
Q63619,6000000006277530277,
Q63622,6000000018206840707,
Q63625,6000000004533305364,
Q63634,6000000011949726647,
Q63649,6000000041262638517,
Q63684,6000000003645864801,
Q63717,6000000003645870379,
Q63813,6000000011517026711,
Q63912,6000000003828382169,
Q63939,6000000003828382176,
Q63972,6000000003828392076,
Q63990,6000000006735773085,
Q64005,6000000023867413527,
Q64020,6000000015141362021,
Q64026,6000000000424641500,
Q64038,6000000003828392181,
Q64062,6000000020870208635,
Q64065,6000000015242656098,
Q64071,6000000186817711824,
Q64074,6000000011061951236,
Q64092,6000000006592287095,
Q64095,6000000001412904465,
Q64098,6000000001839100828,
Q64101,6000000018211016523,
Q64104,6000000003828375652,
Q64113,6000000011950449446,
Q64137,6000000001435209798,
Q64169,6000000030546724887,
Q64202,6000000001421589437,
Q64235,6000000001421763028,
Q64301,6000000003645864216,
Q64331,6000000001421517472,
Q64355,6000000003645864806,
Q64388,6000000003645864811,
Q64406,6000000017697797482,
Q64421,6000000197708618849,
Q64432,6000000029983972635,
Q64435,6000000025081860941,
Q64441,6000000083552018881,
Q64447,6000000003025346625,
